Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Season
248,Luiz Henrique,BRA,['FW'],Betis,21,2001,20.1,1,42,17,40.5,2.09,0.85,0.02,0.06,19.7,0,0,0,2.9,2.9,0.07,-1.9,-1.9,Matches,2022-2023
249,Mario Hermoso,ESP,['DF'],Atlético Madrid,27,1995,23.4,3,15,5,33.3,0.64,0.21,0.20,0.60,16.1,0,0,0,2.1,2.1,0.15,+0.9,+0.9,Matches,2022-2023
250,Javi Hernández ,ESP,['DF'],Girona,24,1998,12.4,1,16,6,37.5,1.29,0.48,0.06,0.17,21.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches,2022-2023
251,Aridane Hernández,ESP,['DF'],Osasuna,33,1989,19.9,0,5,1,20.0,0.25,0.05,0.00,0.00,11.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,2022-2023
252,Luis Hernández,ESP,['DF'],Cádiz,33,1989,35.0,0,7,1,14.3,0.20,0.03,0.00,0.00,12.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,2022-2023
253,Mario Hernández,ESP,['DF'],Rayo Vallecano,23,1999,1.1,0,2,0,0.0,1.75,0.00,0.00,,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,2022-2023
254,Jorge Herrando,ESP,['DF'],Osasuna,21,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
255,Ander Herrera,ESP,['MF'],Athletic Club,32,1989,7.7,0,10,1,10.0,1.29,0.13,0.00,0.00,20.9,2,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,2022-2023
256,Sergio Herrera,ESP,['GK'],Osasuna,29,1993,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
257,Yangel Herrera,VEN,"['MF', 'FW']",Girona,24,1998,10.7,2,24,8,33.3,2.24,0.75,0.08,0.25,17.9,0,0,0,2.3,2.3,0.09,-0.3,-0.3,Matches,2022-2023
258,Omar El Hilali,MAR,"['DF', 'MF']",Espanyol,18,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
259,Martin Hongla,CMR,"['DF', 'MF']",Valladolid,24,1998,14.5,0,1,0,0.0,0.07,0.00,0.00,,33.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,2022-2023
260,Pablo Ibáñez,ESP,['MF'],Osasuna,23,1998,11.8,0,20,6,30.0,1.69,0.51,0.00,0.00,22.4,0,0,0,1.3,1.3,0.06,-1.3,-1.3,Matches,2022-2023
261,Iglesias,ESP,"['DF', 'MF']",Getafe,24,1998,23.8,1,21,7,33.3,0.88,0.29,0.05,0.14,20.1,0,0,0,0.9,0.9,0.04,+0.1,+0.1,Matches,2022-2023
262,Borja Iglesias,ESP,['FW'],Betis,29,1993,26.3,15,58,21,36.2,2.21,0.80,0.17,0.48,15.2,0,5,6,14.9,10.2,0.18,+0.1,-0.2,Matches,2022-2023
263,Asier Illarramendi,ESP,['MF'],Real Sociedad,32,1990,12.0,1,11,3,27.3,0.92,0.25,0.09,0.33,20.5,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches,2022-2023
264,Alexander Isak,SWE,['FW'],Real Sociedad,22,1999,1.7,1,3,1,33.3,1.78,0.59,0.33,1.00,12.0,0,0,0,0.2,0.2,0.07,+0.8,+0.8,Matches,2022-2023
265,Isco,ESP,"['MF', 'FW']",Sevilla,30,1992,8.9,0,4,1,25.0,0.45,0.11,0.00,0.00,15.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches,2022-2023
266,Diego Iturralde,ESP,['DF'],Sevilla,19,2003,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
267,Nicolas Jackson,SEN,['FW'],Villarreal,21,2001,17.8,12,41,23,56.1,2.31,1.30,0.29,0.52,13.4,0,0,0,7.8,7.8,0.19,+4.2,+4.2,Matches,2022-2023
268,Adnan Januzaj,BEL,['FW'],Sevilla,27,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
269,Luis Javier Suárez,COL,['FW'],Almería,24,1997,16.6,4,41,13,31.7,2.48,0.79,0.10,0.31,15.9,0,0,0,4.4,4.4,0.11,-0.4,-0.4,Matches,2022-2023
270,Joaquín,ESP,"['MF', 'FW']",Betis,41,1981,5.5,0,8,3,37.5,1.45,0.54,0.00,0.00,15.0,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,2022-2023
271,Frenkie de Jong,NED,['MF'],Barcelona,25,1997,28.2,2,18,10,55.6,0.64,0.36,0.11,0.20,17.8,0,0,0,2.4,2.4,0.13,-0.4,-0.4,Matches,2022-2023
272,Joan Jordán,ESP,['MF'],Sevilla,28,1994,17.7,0,13,3,23.1,0.73,0.17,0.00,0.00,21.4,3,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches,2022-2023
273,Josan,ESP,"['DF', 'MF']",Elche,32,1989,12.0,1,6,3,50.0,0.50,0.25,0.17,0.33,14.3,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches,2022-2023
274,Willian José,BRA,['FW'],Betis,30,1991,8.1,2,20,6,30.0,2.46,0.74,0.05,0.17,18.7,2,1,1,2.9,2.2,0.11,-0.9,-1.2,Matches,2022-2023
275,Joselu,ESP,['FW'],Espanyol,32,1990,33.2,16,87,33,37.9,2.62,0.99,0.13,0.33,16.1,2,5,5,14.5,10.5,0.12,+1.5,+0.5,Matches,2022-2023
276,Juanmi,ESP,['FW'],Betis,29,1993,10.3,4,18,8,44.4,1.75,0.78,0.22,0.50,12.8,0,0,0,3.7,3.7,0.20,+0.3,+0.3,Matches,2022-2023
277,Juanpe,ESP,['DF'],Girona,31,1991,15.8,1,5,1,20.0,0.32,0.06,0.20,1.00,9.8,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches,2022-2023
278,Lago Junior,CIV,"['FW', 'MF']",Mallorca,31,1990,0.6,0,2,1,50.0,3.46,1.73,0.00,0.00,17.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,2022-2023
279,Vinicius Júnior,BRA,['FW'],Real Madrid,22,2000,31.4,10,77,36,46.8,2.45,1.15,0.13,0.28,16.2,0,0,0,10.5,10.5,0.14,-0.5,-0.5,Matches,2022-2023
280,Filip Jørgensen,DEN,['GK'],Villarreal,20,2002,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
281,Tino Kadewere,ZIM,"['FW', 'MF']",Mallorca,26,1996,6.0,1,19,6,31.6,3.15,1.00,0.05,0.17,18.7,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches,2022-2023
282,Kaiky,BRA,['DF'],Almería,18,2004,6.5,0,1,0,0.0,0.15,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,2022-2023
283,Lee Kang-in,KOR,"['MF', 'FW']",Mallorca,21,2001,31.4,6,46,14,30.4,1.47,0.45,0.13,0.43,20.0,7,0,0,5.4,5.4,0.12,+0.6,+0.6,Matches,2022-2023
284,Jon Karrikaburu,ESP,['FW'],Real Sociedad,19,2002,1.0,0,5,1,20.0,4.84,0.97,0.00,0.00,20.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,2022-2023
285,Kenedy,BRA,"['FW', 'DF']",Valladolid,26,1996,3.1,0,6,3,50.0,1.96,0.98,0.00,0.00,21.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,2022-2023
286,Franck Kessié,CIV,['MF'],Barcelona,25,1996,11.0,1,15,3,20.0,1.36,0.27,0.07,0.33,15.9,0,0,0,1.8,1.8,0.12,-0.8,-0.8,Matches,2022-2023
287,Kiké,ESP,['FW'],Osasuna,32,1989,11.3,2,41,11,26.8,3.61,0.97,0.02,0.09,16.4,0,1,1,4.4,3.6,0.09,-2.4,-2.6,Matches,2022-2023
288,Justin Kluivert,NED,"['FW', 'MF']",Valencia,23,1999,16.1,6,43,15,34.9,2.67,0.93,0.12,0.33,18.1,2,1,1,6.6,5.9,0.14,-0.6,-0.9,Matches,2022-2023
289,Koke,ESP,['MF'],Atlético Madrid,30,1992,28.3,0,16,1,6.3,0.57,0.04,0.00,0.00,22.9,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,2022-2023
290,Luca Koleosho,ITA,"['FW', 'DF']",Espanyol,17,2004,0.7,1,1,1,100.0,1.53,1.53,1.00,1.00,20.6,0,0,0,0.0,0.0,0.03,+1.0,+1.0,Matches,2022-2023
291,Geoffrey Kondogbia,CTA,['MF'],Atlético Madrid,29,1993,11.2,0,11,0,0.0,0.98,0.00,0.00,,19.7,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,2022-2023
292,Jules Koundé,FRA,['DF'],Barcelona,23,1998,27.0,1,14,1,7.1,0.52,0.04,0.07,1.00,14.3,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches,2022-2023
293,Toni Kroos,GER,['MF'],Real Madrid,32,1990,23.9,2,31,11,35.5,1.29,0.46,0.06,0.18,25.4,5,0,0,1.4,1.4,0.05,+0.6,+0.6,Matches,2022-2023
294,Takefusa Kubo,JPN,"['FW', 'MF']",Real Sociedad,21,2001,27.1,9,72,30,41.7,2.66,1.11,0.13,0.30,17.8,3,0,0,5.9,5.9,0.08,+3.1,+3.1,Matches,2022-2023
295,César de la Hoz,ESP,['MF'],Almería,30,1992,18.6,1,7,1,14.3,0.38,0.05,0.14,1.00,20.7,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches,2022-2023
296,Luca de la Torre,USA,['MF'],Celta Vigo,24,1998,16.5,0,17,3,17.6,1.03,0.18,0.00,0.00,19.7,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches,2022-2023
297,Érik Lamela,ARG,"['FW', 'MF']",Sevilla,30,1992,20.5,6,47,23,48.9,2.29,1.12,0.13,0.26,15.0,2,0,0,5.3,5.3,0.11,+0.7,+0.7,Matches,2022-2023
298,Cyle Larin,CAN,['FW'],Valladolid,27,1995,16.3,8,49,17,34.7,3.00,1.04,0.12,0.35,14.1,0,2,2,7.5,5.9,0.12,+0.5,+0.1,Matches,2022-2023
299,Juanmi Latasa,ESP,['FW'],Getafe,21,2001,5.0,1,15,4,26.7,3.01,0.80,0.07,0.25,16.1,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches,2022-2023
300,Toni Lato,ESP,"['DF', 'MF']",Valencia,24,1997,10.2,1,9,1,11.1,0.89,0.10,0.11,1.00,17.3,1,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches,2022-2023
301,Lázaro,BRA,"['FW', 'MF']",Almería,20,2002,8.0,6,25,12,48.0,3.14,1.51,0.24,0.50,15.0,0,0,0,4.0,4.0,0.16,+2.0,+2.0,Matches,2022-2023
302,Robin Le Normand,ESP,['DF'],Real Sociedad,25,1996,31.1,0,12,2,16.7,0.39,0.06,0.00,0.00,12.8,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches,2022-2023
303,Benjamin Lecomte,FRA,['GK'],Espanyol,31,1991,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
304,Jeremías Ledesma,ARG,['GK'],Cádiz,29,1993,34.0,0,1,0,0.0,0.03,0.00,0.00,,11.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,2022-2023
305,Florian Lejeune,FRA,['DF'],Rayo Vallecano,31,1991,28.5,4,41,14,34.1,1.44,0.49,0.10,0.29,28.0,18,0,0,2.8,2.8,0.07,+1.2,+1.2,Matches,2022-2023
306,Iñigo Lekue,ESP,['DF'],Athletic Club,29,1993,14.7,0,9,1,11.1,0.61,0.07,0.00,0.00,26.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,2022-2023
307,Thomas Lemar,FRA,['MF'],Atlético Madrid,26,1995,13.9,1,13,6,46.2,0.93,0.43,0.08,0.17,21.1,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Matches,2022-2023
308,Sergio León,ESP,['FW'],Valladolid,33,1989,14.8,6,26,15,57.7,1.75,1.01,0.19,0.33,16.3,0,1,2,3.9,2.3,0.09,+2.1,+2.7,Matches,2022-2023
309,Robert Lewandowski,POL,['FW'],Barcelona,33,1988,31.6,23,134,56,41.8,4.24,1.77,0.17,0.41,13.8,5,0,1,24.3,23.5,0.18,-1.3,-0.5,Matches,2022-2023
310,Samuel Lino,BRA,"['FW', 'MF']",Valencia,22,1999,32.1,6,96,33,34.4,2.99,1.03,0.06,0.18,17.9,0,0,0,7.8,7.7,0.08,-1.8,-1.7,Matches,2022-2023
311,Pol Lirola,ESP,['DF'],Elche,24,1997,7.0,1,1,1,100.0,0.14,0.14,1.00,1.00,10.5,0,0,0,0.2,0.2,0.20,+0.8,+0.8,Matches,2022-2023
312,Javier Llabrés,ESP,['FW'],Mallorca,19,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
313,Marcos Llorente,ESP,"['MF', 'DF']",Atlético Madrid,27,1995,18.9,1,24,9,37.5,1.27,0.48,0.04,0.11,17.9,0,0,0,2.1,2.1,0.09,-1.1,-1.1,Matches,2022-2023
314,Giovani Lo Celso,ARG,"['MF', 'FW']",Villarreal,26,1996,12.5,2,30,7,23.3,2.40,0.56,0.07,0.29,19.8,3,0,0,2.4,2.4,0.08,-0.4,-0.4,Matches,2022-2023
315,David López,ESP,['DF'],Girona,32,1989,18.4,3,11,8,72.7,0.60,0.44,0.27,0.38,16.9,0,0,0,1.5,1.5,0.14,+1.5,+1.5,Matches,2022-2023
316,Diego López,ESP,['GK'],Rayo Vallecano,40,1981,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
317,Diego López,ESP,"['FW', 'MF']",Valencia,20,2002,5.0,3,12,8,66.7,2.42,1.61,0.25,0.38,10.5,0,0,0,3.5,3.5,0.30,-0.5,-0.5,Matches,2022-2023
318,Unai López,ESP,['MF'],Rayo Vallecano,26,1995,13.9,1,26,10,38.5,1.87,0.72,0.04,0.10,26.5,2,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches,2022-2023
319,Anthony Lozano,HON,['FW'],Cádiz,29,1993,16.0,1,30,8,26.7,1.87,0.50,0.03,0.13,16.7,0,0,0,2.6,2.6,0.09,-1.6,-1.6,Matches,2022-2023
320,Pol Lozano,ESP,['MF'],Espanyol,22,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
321,José Luis Gayà,ESP,['DF'],Valencia,27,1995,30.1,1,22,8,36.4,0.73,0.27,0.05,0.13,23.8,2,0,1,1.9,1.1,0.05,-0.9,-0.1,Matches,2022-2023
322,José Luis Morales,ESP,"['FW', 'MF']",Villarreal,35,1987,13.5,7,41,21,51.2,3.05,1.56,0.17,0.33,14.7,0,0,0,6.5,6.5,0.17,+0.5,+0.5,Matches,2022-2023
323,Andriy Lunin,UKR,['GK'],Real Madrid,23,1999,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
324,Awer Mabil,AUS,"['MF', 'FW']",Cádiz,26,1995,1.8,0,3,1,33.3,1.64,0.55,0.00,0.00,17.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,2022-2023
325,Darwin Machís,VEN,['FW'],Valladolid,29,1993,6.7,0,19,6,31.6,2.85,0.90,0.00,0.00,18.7,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches,2022-2023
326,Pablo Maffeo,ESP,['DF'],Mallorca,25,1997,33.1,2,21,4,19.0,0.64,0.12,0.10,0.50,17.4,0,0,0,1.8,1.8,0.08,+0.2,+0.2,Matches,2022-2023
327,Lisandro Magallán,ARG,['DF'],Elche,28,1993,10.0,0,6,2,33.3,0.60,0.20,0.00,0.00,11.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches,2022-2023
328,Jon Magunazelaia,ESP,"['MF', 'FW']",Real Sociedad,21,2001,0.7,0,1,1,100.0,1.38,1.38,0.00,0.00,10.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,2022-2023
329,Nemanja Maksimović,SRB,['MF'],Getafe,27,1995,22.8,0,18,7,38.9,0.79,0.31,0.00,0.00,14.2,0,0,0,1.8,1.8,0.10,-1.8,-1.8,Matches,2022-2023
330,Hugo Mallo,ESP,['DF'],Celta Vigo,31,1991,24.0,0,19,7,36.8,0.79,0.29,0.00,0.00,13.0,0,0,0,1.4,1.4,0.07,-1.4,-1.4,Matches,2022-2023
331,Mickael Malsa,MTQ,['MF'],Valladolid,26,1995,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
332,Giorgi Mamardashvili,GEO,['GK'],Valencia,21,2000,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
333,Reinildo Mandava,MOZ,['DF'],Atlético Madrid,28,1994,20.6,0,6,0,0.0,0.29,0.00,0.00,,22.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,2022-2023
334,Aïssa Mandi,ALG,['DF'],Villarreal,30,1991,16.2,0,2,2,100.0,0.12,0.12,0.00,0.00,19.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,2022-2023
335,Marcão,BRA,['DF'],Sevilla,26,1996,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
336,Agustín Marchesín,ARG,['GK'],Celta Vigo,34,1988,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
337,Óscar de Marcos,ESP,['DF'],Athletic Club,33,1989,31.3,1,4,2,50.0,0.13,0.06,0.25,0.50,20.3,0,0,0,0.4,0.4,0.10,+0.6,+0.6,Matches,2022-2023
338,Alberto Marí,ESP,"['FW', 'MF']",Valencia,21,2001,1.0,1,2,1,50.0,2.09,1.05,0.50,1.00,10.7,0,0,0,0.2,0.2,0.12,+0.8,+0.8,Matches,2022-2023
339,José Mari,ESP,['MF'],Cádiz,34,1987,4.4,0,5,2,40.0,1.13,0.45,0.00,0.00,24.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,2022-2023
340,José María Giménez,URU,['DF'],Atlético Madrid,27,1995,26.9,2,22,8,36.4,0.82,0.30,0.09,0.25,14.1,0,0,0,2.0,2.0,0.09,0.0,0.0,Matches,2022-2023
341,Mariano,DOM,['FW'],Real Madrid,28,1993,1.7,0,5,0,0.0,2.87,0.00,0.00,,10.3,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches,2022-2023
342,Pablo Marín,ESP,"['MF', 'FW']",Real Sociedad,19,2003,4.0,0,9,4,44.4,2.25,1.00,0.00,0.00,16.6,0,0,0,1.2,1.2,0.14,-1.2,-1.2,Matches,2022-2023
343,Diego Mariño,ESP,['GK'],Almería,32,1990,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
344,Roger Martí,ESP,['FW'],Elche,31,1991,7.3,0,6,2,33.3,0.82,0.27,0.00,0.00,15.6,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches,2022-2023
345,Roger Martí,ESP,['FW'],Cádiz,31,1991,7.1,1,15,3,20.0,2.11,0.42,0.07,0.33,14.9,0,0,0,2.5,2.5,0.16,-1.5,-1.5,Matches,2022-2023
346,Ander Martin,ESP,"['MF', 'FW']",Real Sociedad,21,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
347,Andrés Martín,ESP,"['FW', 'MF']",Rayo Vallecano,23,1999,2.3,0,4,2,50.0,1.76,0.88,0.00,0.00,13.7,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches,2022-2023
348,Carlos Martín,ESP,"['FW', 'MF']",Atlético Madrid,20,2002,0.3,0,1,1,100.0,3.21,3.21,0.00,0.00,16.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,2022-2023
349,Iván Martín,ESP,['MF'],Girona,23,1999,17.6,3,18,8,44.4,1.02,0.45,0.17,0.38,15.7,0,0,0,2.4,2.4,0.13,+0.6,+0.6,Matches,2022-2023
350,Arnau Martinez,ESP,['DF'],Girona,19,2003,30.4,3,20,3,15.0,0.66,0.10,0.15,1.00,12.7,0,0,0,1.9,1.9,0.10,+1.1,+1.1,Matches,2022-2023
351,Iñigo Martínez,ESP,['DF'],Athletic Club,31,1991,14.9,1,10,2,20.0,0.67,0.13,0.10,0.50,15.1,3,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches,2022-2023
352,Roger Martínez,ESP,['DF'],Espanyol,18,2004,0.1,0,1,0,0.0,12.86,0.00,0.00,,26.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,2022-2023
353,Omar Mascarell,EQG,"['MF', 'DF']",Elche,29,1993,27.2,0,9,3,33.3,0.33,0.11,0.00,0.00,22.1,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,2022-2023
354,Jordi Masip,ESP,['GK'],Valladolid,33,1989,27.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
355,Jaime Mata,ESP,"['FW', 'MF']",Getafe,33,1988,4.9,1,14,5,35.7,2.88,1.03,0.07,0.20,12.0,0,0,0,1.9,1.9,0.15,-0.9,-0.9,Matches,2022-2023
356,Borja Mayoral,ESP,['FW'],Getafe,25,1997,30.7,8,50,19,38.0,1.63,0.62,0.16,0.42,14.6,0,0,2,7.9,6.3,0.13,+0.1,+1.7,Matches,2022-2023
357,Mamadou Mbaye,SEN,['DF'],Cádiz,24,1998,8.4,0,1,0,0.0,0.12,0.00,0.00,,6.5,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,2022-2023
358,Fernando Medrano,ESP,['DF'],Celta Vigo,22,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
359,Gonzalo Melero,ESP,['MF'],Almería,28,1994,20.6,4,23,10,43.5,1.12,0.49,0.13,0.30,17.2,0,1,1,3.0,2.3,0.10,+1.0,+0.7,Matches,2022-2023
360,Memphis,NED,['FW'],Atlético Madrid,28,1994,3.0,4,11,5,45.5,3.67,1.67,0.36,0.80,11.8,0,0,0,3.0,3.0,0.27,+1.0,+1.0,Matches,2022-2023
361,Memphis,NED,['FW'],Barcelona,28,1994,1.3,1,6,3,50.0,4.74,2.37,0.17,0.33,11.6,0,0,0,0.9,0.9,0.14,+0.1,+0.1,Matches,2022-2023
362,Houboulang Mendes,GNB,['DF'],Almería,24,1998,9.8,0,1,0,0.0,0.10,0.00,0.00,,23.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,2022-2023
363,Brais Méndez,ESP,['MF'],Real Sociedad,25,1997,26.7,8,60,21,35.0,2.24,0.79,0.13,0.38,21.4,9,0,0,5.6,5.6,0.09,+2.4,+2.4,Matches,2022-2023
364,Diego Méndez,ESP,['MF'],Rayo Vallecano,18,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2022-2023
365,Ferland Mendy,FRA,['DF'],Real Madrid,27,1995,15.0,0,1,0,0.0,0.07,0.00,0.00,,7.3,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches,2022-2023
366,Jorge Meré,ESP,['DF'],Cádiz,25,1997,6.7,0,4,1,25.0,0.60,0.15,0.00,0.00,14.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,2022-2023
367,Mikel Merino,ESP,['MF'],Real Sociedad,26,1996,27.7,2,41,16,39.0,1.48,0.58,0.05,0.13,18.1,0,0,1,4.4,3.6,0.09,-2.4,-1.6,Matches,2022-2023
368,Roque Mesa,ESP,['MF'],Valladolid,33,1989,18.0,2,26,10,38.5,1.45,0.56,0.08,0.20,26.5,0,0,0,1.4,1.4,0.05,+0.6,+0.6,Matches,2022-2023
369,Éder Militão,BRA,['DF'],Real Madrid,24,1998,30.0,5,22,8,36.4,0.73,0.27,0.23,0.63,13.8,0,0,0,2.4,2.4,0.11,+2.6,+2.6,Matches,2022-2023
370,Luis Milla,ESP,['MF'],Getafe,27,1994,20.6,0,8,1,12.5,0.39,0.05,0.00,0.00,27.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,2022-2023
371,Pere Milla,ESP,"['FW', 'MF']",Elche,29,1992,20.5,6,33,7,21.2,1.61,0.34,0.09,0.43,15.0,1,3,3,5.4,3.0,0.09,+0.6,0.0,Matches,2022-2023
372,Marko Milovanović,SRB,['FW'],Almería,18,2003,0.2,0,1,0,0.0,6.00,0.00,0.00,,9.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,2022-2023
373,Óscar Mingueza,ESP,['DF'],Celta Vigo,23,1999,14.3,0,5,0,0.0,0.35,0.00,0.00,,12.1,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,2022-2023
374,Rafa Mir,ESP,['FW'],Sevilla,25,1997,14.4,6,50,15,30.0,3.47,1.04,0.12,0.40,12.5,0,0,0,7.4,7.4,0.15,-1.4,-1.4,Matches,2022-2023
375,Juan Miranda,ESP,['DF'],Betis,22,2000,16.4,3,21,8,38.1,1.28,0.49,0.14,0.38,18.8,3,0,0,2.4,2.4,0.11,+0.6,+0.6,Matches,2022-2023
376,Stefan Mitrović,SRB,['DF'],Getafe,32,1990,18.7,0,1,0,0.0,0.05,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,2022-2023
377,Luka Modrić,CRO,['MF'],Real Madrid,36,1985,19.4,4,29,5,17.2,1.50,0.26,0.10,0.60,20.2,1,1,1,4.2,3.4,0.12,-0.2,-0.4,Matches,2022-2023
378,Johan Mojica,COL,['DF'],Villarreal,29,1992,7.1,0,2,1,50.0,0.28,0.14,0.00,0.00,27.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,2022-2023
379,Johan Mojica,COL,"['DF', 'MF']",Elche,29,1992,3.0,0,3,0,0.0,1.00,0.00,0.00,,19.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,2022-2023
380,Nahuel Molina,ARG,['DF'],Atlético Madrid,24,1998,31.9,4,21,6,28.6,0.66,0.19,0.19,0.67,17.0,0,0,0,2.6,2.6,0.13,+1.4,+1.4,Matches,2022-2023
381,Jon Moncayola,ESP,"['MF', 'DF']",Osasuna,24,1998,27.2,1,36,9,25.0,1.32,0.33,0.03,0.11,25.3,0,0,0,2.0,2.0,0.06,-1.0,-1.0,Matches,2022-2023
382,Monchu,ESP,['MF'],Valladolid,22,1999,22.6,3,39,10,25.6,1.73,0.44,0.08,0.30,24.4,9,0,0,2.4,2.4,0.06,+0.6,+0.6,Matches,2022-2023
383,César Montes,MEX,['DF'],Espanyol,25,1997,17.7,3,13,6,46.2,0.74,0.34,0.23,0.50,12.9,0,0,0,0.9,0.9,0.07,+2.1,+2.1,Matches,2022-2023
384,Gonzalo Montiel,ARG,['DF'],Sevilla,25,1997,16.9,0,8,1,12.5,0.47,0.06,0.00,0.00,13.7,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches,2022-2023
