Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Season
84,Alessandro Buongiorno,ITA,['DF'],Napoli,25,1999,21.4,1,8,4,50.0,0.37,0.19,0.13,0.25,11.0,0,0,0,0.8,0.8,0.10,+0.2,+0.2,Matches,2024-2025
85,Rareș-Cătălin Burnete,ROU,['FW'],Lecce,20,2004,0.3,0,1,0,0.0,3.21,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,2024-2025
86,Gianluca Busio,USA,['MF'],Venezia,22,2002,28.0,2,36,7,19.4,1.29,0.25,0.06,0.29,17.7,0,0,0,2.4,2.4,0.07,-0.4,-0.4,Matches,2024-2025
87,Jean Butez,FRA,['GK'],Como,29,1995,18.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2024-2025
88,Liberato Cacace,NZL,"['MF', 'DF']",Empoli,23,2000,24.8,2,29,9,31.0,1.17,0.36,0.07,0.22,17.4,2,0,0,2.6,2.6,0.09,-0.6,-0.6,Matches,2024-2025
89,Alessio Cacciamani,ITA,"['MF', 'DF']",Torino,17,2007,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2024-2025
90,Davide Calabria,ITA,['DF'],Bologna,27,1996,7.0,0,3,0,0.0,0.43,0.00,0.00,,28.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,2024-2025
91,Davide Calabria,ITA,['DF'],Milan,27,1996,3.5,0,2,0,0.0,0.57,0.00,0.00,,16.6,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches,2024-2025
92,Luca Caldirola,ITA,['DF'],Monza,33,1991,9.7,0,4,2,50.0,0.41,0.21,0.00,0.00,19.6,1,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,2024-2025
93,Hakan Çalhanoğlu,TUR,['MF'],Inter,30,1994,21.6,5,42,12,28.6,1.94,0.55,0.05,0.17,27.2,6,3,4,4.4,1.3,0.03,+0.6,+0.7,Matches,2024-2025
94,Drissa Camara,CIV,"['MF', 'FW']",Parma,22,2002,5.0,0,15,5,33.3,3.02,1.01,0.00,0.00,19.8,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches,2024-2025
95,Francesco Camarda,ITA,"['FW', 'MF']",Milan,16,2008,2.3,0,8,1,12.5,3.50,0.44,0.00,0.00,14.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,2024-2025
96,Nicolò Cambiaghi,ITA,['FW'],Bologna,23,2000,6.9,1,14,4,28.6,2.03,0.58,0.07,0.25,17.1,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches,2024-2025
97,Andrea Cambiaso,ITA,"['DF', 'FW']",Juventus,24,2000,24.7,2,17,6,35.3,0.69,0.24,0.12,0.33,22.1,0,0,0,0.7,0.7,0.04,+1.3,+1.3,Matches,2024-2025
98,Thomas Campaniello,ITA,['FW'],Empoli,16,2008,0.3,0,1,0,0.0,3.60,0.00,0.00,,10.8,0,0,0,0.5,0.5,0.51,-0.5,-0.5,Matches,2024-2025
99,Matteo Cancellieri,ITA,"['FW', 'MF']",Parma,22,2002,15.8,3,22,7,31.8,1.39,0.44,0.14,0.43,17.6,0,0,0,2.7,2.7,0.12,+0.3,+0.3,Matches,2024-2025
100,Fali Candé,GNB,['DF'],Venezia,26,1998,17.0,1,5,2,40.0,0.29,0.12,0.20,0.50,11.7,1,0,0,1.1,1.1,0.23,-0.1,-0.1,Matches,2024-2025
101,Antonio Candela,ITA,['DF'],Venezia,24,2000,11.2,0,5,0,0.0,0.45,0.00,0.00,,19.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,2024-2025
102,Gianluca Caprari,ITA,"['MF', 'FW']",Monza,31,1993,18.3,3,28,9,32.1,1.53,0.49,0.04,0.11,22.0,2,2,2,4.2,2.6,0.09,-1.2,-1.6,Matches,2024-2025
103,Elia Caprile,ITA,['GK'],Cagliari,22,2001,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2024-2025
104,Elia Caprile,ITA,['GK'],Napoli,22,2001,3.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2024-2025
105,Francesco Caputo,ITA,['FW'],Empoli,36,1987,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2024-2025
106,Maxence Caqueret,FRA,['MF'],Como,24,2000,12.1,2,8,3,37.5,0.66,0.25,0.25,0.67,18.6,0,0,0,0.8,0.8,0.10,+1.2,+1.2,Matches,2024-2025
107,Andrea Carboni,ITA,['DF'],Monza,23,2001,24.3,0,8,1,12.5,0.33,0.04,0.00,0.00,18.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,2024-2025
108,Franco Carboni,ITA,['DF'],Venezia,21,2003,2.5,0,1,0,0.0,0.40,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,2024-2025
109,Marco Carnesecchi,ITA,['GK'],Atalanta,24,2000,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2024-2025
110,Cesare Casadei,ITA,['MF'],Torino,21,2003,11.3,1,14,7,50.0,1.24,0.62,0.07,0.14,13.3,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches,2024-2025
111,Nicolò Casale,ITA,['DF'],Bologna,26,1998,10.0,0,4,1,25.0,0.40,0.10,0.00,0.00,9.7,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches,2024-2025
112,Nicolò Casale,ITA,['DF'],Lazio,26,1998,1.5,0,1,1,100.0,0.67,0.67,0.00,0.00,11.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,2024-2025
113,Federico Cassa,ITA,"['MF', 'FW']",Atalanta,18,2006,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2024-2025
114,Valentín Castellanos,ARG,['FW'],Lazio,25,1998,26.5,10,105,36,34.3,3.96,1.36,0.08,0.22,16.8,3,2,3,13.4,11.3,0.11,-3.4,-3.3,Matches,2024-2025
115,Santiago Castro,ARG,['FW'],Bologna,19,2004,25.5,8,62,20,32.3,2.43,0.78,0.13,0.40,15.8,0,0,1,7.7,6.9,0.11,+0.3,+1.1,Matches,2024-2025
116,Gaetano Castrovilli,ITA,['MF'],Monza,27,1997,6.6,0,6,0,0.0,0.91,0.00,0.00,,17.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,2024-2025
117,Gaetano Castrovilli,ITA,"['MF', 'FW']",Lazio,27,1997,1.6,0,2,0,0.0,1.22,0.00,0.00,,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,2024-2025
118,Danilo Cataldi,ITA,['MF'],Fiorentina,29,1994,19.2,3,13,5,38.5,0.68,0.26,0.23,0.60,22.8,2,0,0,1.1,1.1,0.09,+1.9,+1.9,Matches,2024-2025
119,Zeki Çelik,TUR,['DF'],Roma,27,1997,25.1,0,13,4,30.8,0.52,0.16,0.00,0.00,15.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,2024-2025
120,Alberto Cerri,ITA,['FW'],Como,28,1996,1.0,0,4,1,25.0,4.14,1.03,0.00,0.00,11.2,0,0,0,1.0,1.0,0.25,-1.0,-1.0,Matches,2024-2025
121,Gabriel Charpentier,CGO,['FW'],Parma,25,1999,3.0,1,9,4,44.4,2.99,1.33,0.11,0.25,17.6,0,0,0,1.3,1.3,0.15,-0.3,-0.3,Matches,2024-2025
122,Walid Cheddira,MAR,['FW'],Napoli,26,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2024-2025
123,Leandro Chichizola,ARG,['GK'],Parma,34,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2024-2025
124,Samuel Chukwueze,NGA,"['FW', 'MF']",Milan,25,1999,10.3,3,32,8,25.0,3.11,0.78,0.09,0.38,19.5,0,0,0,2.7,2.7,0.08,+0.3,+0.3,Matches,2024-2025
125,Aaron Ciammaglichella,ITA,['MF'],Torino,19,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2024-2025
126,Giuseppe Ciocci,ITA,['GK'],Cagliari,22,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2024-2025
127,Alessandro Circati,AUS,['DF'],Parma,20,2003,6.0,0,2,0,0.0,0.33,0.00,0.00,,7.5,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches,2024-2025
128,Alphadjo Cissè,ITA,"['FW', 'MF']",Hellas Verona,17,2006,0.1,0,2,2,100.0,20.00,20.00,0.00,0.00,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,2024-2025
129,Patrick Ciurria,ITA,"['MF', 'DF']",Monza,29,1995,12.3,1,11,2,18.2,0.89,0.16,0.09,0.50,21.0,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches,2024-2025
130,Saúl Coco,EQG,['DF'],Torino,25,1999,31.6,2,20,5,25.0,0.63,0.16,0.10,0.40,18.7,3,0,0,1.2,1.2,0.06,+0.8,+0.8,Matches,2024-2025
131,Lorenzo Colombo,ITA,"['FW', 'MF']",Empoli,22,2002,24.8,6,55,18,32.7,2.22,0.73,0.09,0.28,18.1,0,1,1,5.9,5.1,0.09,+0.1,-0.1,Matches,2024-2025
132,Andrea Colpani,ITA,"['FW', 'MF']",Fiorentina,25,1999,16.1,2,36,12,33.3,2.23,0.74,0.06,0.17,18.5,2,0,0,2.7,2.7,0.07,-0.7,-0.7,Matches,2024-2025
133,Florinel Coman,ROU,"['FW', 'MF']",Cagliari,26,1998,2.9,1,4,1,25.0,1.37,0.34,0.25,1.00,19.9,1,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches,2024-2025
134,Pietro Comuzzo,ITA,['DF'],Fiorentina,19,2005,24.4,1,5,2,40.0,0.20,0.08,0.20,0.50,13.0,0,0,0,0.5,0.5,0.10,+0.5,+0.5,Matches,2024-2025
135,Francisco Conceição,POR,"['FW', 'MF']",Juventus,21,2002,14.9,3,40,13,32.5,2.69,0.87,0.08,0.23,18.1,1,0,0,2.3,2.3,0.06,+0.7,+0.7,Matches,2024-2025
136,Diego Coppola,ITA,['DF'],Hellas Verona,20,2003,32.5,2,10,4,40.0,0.31,0.12,0.20,0.50,9.1,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Matches,2024-2025
137,Maxwel Cornet,CIV,"['FW', 'MF']",Genoa,27,1996,2.7,2,5,3,60.0,1.83,1.10,0.40,0.67,12.3,0,0,0,1.0,1.0,0.20,+1.0,+1.0,Matches,2024-2025
138,Joaquín Correa,ARG,"['FW', 'MF']",Inter,29,1994,8.1,2,14,6,42.9,1.72,0.74,0.14,0.33,13.3,0,0,0,2.1,2.1,0.15,-0.1,-0.1,Matches,2024-2025
139,Alberto costa,POR,['DF'],Juventus,20,2003,4.0,0,7,0,0.0,1.76,0.00,0.00,,15.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches,2024-2025
140,Lassana Coulibaly,MLI,['MF'],Lecce,28,1996,29.6,1,9,3,33.3,0.30,0.10,0.11,0.33,18.7,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches,2024-2025
141,Woyo Coulibaly,MLI,['DF'],Parma,25,1999,12.0,0,3,0,0.0,0.25,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,2024-2025
142,Bryan Cristante,ITA,['MF'],Roma,29,1995,22.7,4,30,7,23.3,1.32,0.31,0.13,0.57,16.9,0,0,0,2.1,2.1,0.07,+1.9,+1.9,Matches,2024-2025
143,Domen Črnigoj,SVN,['MF'],Venezia,28,1995,1.5,0,1,0,0.0,0.66,0.00,0.00,,10.3,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,2024-2025
144,Juan Cuadrado,COL,"['DF', 'MF']",Atalanta,36,1988,9.2,0,16,4,25.0,1.73,0.43,0.00,0.00,16.0,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,2024-2025
145,Patrick Cutrone,ITA,['FW'],Como,26,1998,22.7,7,69,26,37.7,3.03,1.14,0.10,0.27,15.9,0,0,1,7.1,6.3,0.09,-0.1,+0.7,Matches,2024-2025
146,Wylan Cyprien,FRA,['MF'],Parma,29,1995,0.3,0,1,0,0.0,3.21,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches,2024-2025
147,Danilo D'Ambrosio,ITA,['DF'],Monza,35,1988,12.2,0,9,4,44.4,0.74,0.33,0.00,0.00,18.0,1,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,2024-2025
148,Lucas Da Cunha,FRA,['MF'],Como,23,2001,29.0,3,37,14,37.8,1.27,0.48,0.08,0.21,23.8,3,0,0,2.0,2.0,0.05,+1.0,+1.0,Matches,2024-2025
149,Samuel Dahl,SWE,"['DF', 'MF']",Roma,24,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2024-2025
150,Thijs Dallinga,NED,['FW'],Bologna,23,2000,12.8,3,31,11,35.5,2.42,0.86,0.10,0.27,11.6,0,0,0,4.3,4.3,0.14,-1.3,-1.3,Matches,2024-2025
151,Maat Daniel Caprini,ITA,['FW'],Fiorentina,18,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2024-2025
152,Flavius Daniliuc,AUT,['DF'],Hellas Verona,23,2001,11.2,0,3,1,33.3,0.27,0.09,0.00,0.00,18.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,2024-2025
153,Danilo,BRA,['DF'],Juventus,33,1991,6.5,0,1,0,0.0,0.15,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,2024-2025
154,Matteo Darmian,ITA,['DF'],Inter,34,1989,19.8,3,11,3,27.3,0.56,0.15,0.27,1.00,14.4,0,0,0,1.9,1.9,0.18,+1.1,+1.1,Matches,2024-2025
155,Juan David Cabal,COL,['DF'],Juventus,23,2001,5.1,0,5,0,0.0,0.98,0.00,0.00,,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,2024-2025
156,Keinan Davis,ENG,['FW'],Udinese,26,1998,11.8,2,29,11,37.9,2.45,0.93,0.07,0.18,12.7,0,0,0,2.9,2.9,0.10,-0.9,-0.9,Matches,2024-2025
157,Paweł Dawidowicz,POL,"['DF', 'MF']",Hellas Verona,29,1995,20.5,0,4,0,0.0,0.20,0.00,0.00,,14.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,2024-2025
158,Charles De Ketelaere,BEL,"['MF', 'FW']",Atalanta,23,2001,23.0,7,48,20,41.7,2.09,0.87,0.15,0.35,12.2,0,0,0,7.3,7.3,0.15,-0.3,-0.3,Matches,2024-2025
159,Mattia De Sciglio,ITA,['DF'],Empoli,31,1992,8.5,1,5,3,60.0,0.59,0.35,0.20,0.33,16.9,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches,2024-2025
160,Lorenzo De Silvestri,ITA,['DF'],Bologna,36,1988,11.8,1,9,4,44.4,0.76,0.34,0.11,0.25,12.2,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches,2024-2025
161,Koni De Winter,BEL,['DF'],Genoa,22,2002,23.7,3,13,7,53.8,0.55,0.30,0.23,0.43,8.8,0,0,0,2.1,2.1,0.16,+0.9,+0.9,Matches,2024-2025
162,Alessandro Deiola,ITA,['MF'],Cagliari,28,1995,15.9,2,18,5,27.8,1.13,0.31,0.11,0.40,18.1,0,0,0,1.7,1.7,0.10,+0.3,+0.3,Matches,2024-2025
163,Enrico Del Prato,ITA,['DF'],Parma,24,1999,32.7,4,12,5,41.7,0.37,0.15,0.33,0.80,12.0,0,0,0,2.0,2.0,0.17,+2.0,+2.0,Matches,2024-2025
164,Fisayo Dele-Bashiru,NGA,"['MF', 'FW']",Lazio,23,2001,10.5,3,16,5,31.3,1.52,0.48,0.19,0.60,20.9,0,0,0,1.1,1.1,0.07,+1.9,+1.9,Matches,2024-2025
165,Ali Dembélé,FRA,['DF'],Torino,20,2004,4.3,1,5,2,40.0,1.16,0.46,0.20,0.50,13.3,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches,2024-2025
166,Michele Di Gregorio,ITA,['GK'],Juventus,27,1997,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2024-2025
167,Giovanni Di Lorenzo,ITA,['DF'],Napoli,30,1993,37.0,3,21,6,28.6,0.57,0.16,0.14,0.50,11.4,0,0,0,2.8,2.8,0.15,+0.2,+0.2,Matches,2024-2025
168,Boulaye Dia,SEN,"['MF', 'FW']",Lazio,27,1996,24.2,9,39,19,48.7,1.61,0.79,0.23,0.47,13.3,0,0,0,7.1,7.1,0.18,+1.9,+1.9,Matches,2024-2025
169,Assane Diao,SEN,"['FW', 'MF']",Como,18,2005,13.9,8,28,13,46.4,2.01,0.93,0.29,0.62,15.5,0,0,0,4.0,4.0,0.14,+4.0,+4.0,Matches,2024-2025
170,Federico Dimarco,ITA,"['DF', 'FW']",Inter,26,1997,24.2,4,56,21,37.5,2.32,0.87,0.07,0.19,20.1,8,0,0,3.3,3.3,0.06,+0.7,+0.7,Matches,2024-2025
171,Berat Djimsiti,ALB,['DF'],Atalanta,31,1993,29.3,1,20,4,20.0,0.68,0.14,0.05,0.25,9.7,0,0,0,2.7,2.7,0.13,-1.7,-1.7,Matches,2024-2025
172,Dodô,BRA,['DF'],Fiorentina,25,1998,34.6,0,27,5,18.5,0.78,0.14,0.00,0.00,17.9,0,0,0,1.4,1.4,0.05,-1.4,-1.4,Matches,2024-2025
173,Benjamín Domínguez,ARG,['FW'],Bologna,20,2003,14.2,3,30,17,56.7,2.11,1.19,0.10,0.18,19.2,0,0,0,2.2,2.2,0.07,+0.8,+0.8,Matches,2024-2025
174,Patrick Dorgu,DEN,"['DF', 'FW']",Lecce,19,2004,20.4,3,36,10,27.8,1.76,0.49,0.08,0.30,19.0,0,0,0,3.3,3.3,0.09,-0.3,-0.3,Matches,2024-2025
175,Alberto Dossena,ITA,['DF'],Como,25,1998,20.3,0,12,3,25.0,0.59,0.15,0.00,0.00,11.3,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches,2024-2025
176,Issa Doumbia,ITA,['MF'],Venezia,20,2003,10.4,0,16,5,31.3,1.53,0.48,0.00,0.00,16.7,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches,2024-2025
177,Anastasios Douvikas,GRE,['FW'],Como,24,1999,6.4,2,14,5,35.7,2.17,0.78,0.14,0.40,12.4,0,0,0,2.5,2.5,0.18,-0.5,-0.5,Matches,2024-2025
178,Artem Dovbyk,UKR,['FW'],Roma,27,1997,26.9,12,61,25,41.0,2.27,0.93,0.16,0.40,13.7,0,2,2,11.9,10.3,0.17,+0.1,-0.3,Matches,2024-2025
179,Ondrej Duda,SVK,['MF'],Hellas Verona,29,1994,26.6,1,25,5,20.0,0.94,0.19,0.04,0.20,27.1,5,0,0,1.0,1.0,0.04,0.0,0.0,Matches,2024-2025
180,Denzel Dumfries,NED,"['DF', 'FW']",Inter,28,1996,21.7,7,36,19,52.8,1.66,0.87,0.19,0.37,10.5,0,0,0,5.4,5.4,0.15,+1.6,+1.6,Matches,2024-2025
181,Alfred Duncan,GHA,['MF'],Venezia,31,1993,10.6,0,15,4,26.7,1.41,0.38,0.00,0.00,25.6,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches,2024-2025
182,Paulo Dybala,ARG,"['FW', 'MF']",Roma,30,1993,15.7,6,47,15,31.9,2.99,0.95,0.06,0.20,21.1,6,3,3,6.4,4.0,0.09,-0.4,-1.0,Matches,2024-2025
183,Enzo Ebosse,CMR,['DF'],Udinese,25,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2024-2025
184,Tyronne Ebuehi,NGA,"['DF', 'MF']",Empoli,28,1995,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2024-2025
185,Éderson,BRA,['MF'],Atalanta,25,1999,32.0,4,39,12,30.8,1.22,0.37,0.10,0.33,17.5,0,0,0,4.1,4.1,0.10,-0.1,-0.1,Matches,2024-2025
186,Kingsley Ehizibue,NED,['DF'],Udinese,29,1995,27.8,0,14,4,28.6,0.50,0.14,0.00,0.00,15.9,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches,2024-2025
187,Jeff Ekhator,ITA,"['FW', 'MF']",Genoa,17,2006,8.5,1,10,3,30.0,1.17,0.35,0.10,0.33,15.6,0,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches,2024-2025
188,Jurgen Ekkelenkamp,NED,['MF'],Udinese,24,2000,21.0,3,27,9,33.3,1.28,0.43,0.11,0.33,18.3,0,0,0,2.8,2.8,0.10,+0.2,+0.2,Matches,2024-2025
189,Emmanuel Ekong,SWE,"['MF', 'FW']",Empoli,22,2002,2.1,0,4,1,25.0,1.94,0.48,0.00,0.00,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,2024-2025
190,Caleb Ekuban,GHA,['FW'],Genoa,30,1994,6.2,1,18,6,33.3,2.92,0.97,0.06,0.17,13.0,0,0,0,2.8,2.8,0.15,-1.8,-1.8,Matches,2024-2025
191,Mikael Ellertsson,ISL,"['DF', 'MF']",Venezia,22,2002,27.4,2,21,4,19.0,0.77,0.15,0.10,0.50,18.1,0,0,0,1.1,1.1,0.05,+0.9,+0.9,Matches,2024-2025
192,Elif Elmas,MKD,"['FW', 'MF']",Torino,24,1999,11.3,4,19,9,47.4,1.67,0.79,0.21,0.44,19.3,0,0,0,1.4,1.4,0.07,+2.6,+2.6,Matches,2024-2025
193,Emerson,BRA,['DF'],Milan,25,1999,15.3,0,10,2,20.0,0.65,0.13,0.00,0.00,20.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,2024-2025
194,Yannik Engelhardt,GER,"['MF', 'DF']",Como,23,2001,12.9,1,8,2,25.0,0.62,0.15,0.13,0.50,13.7,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches,2024-2025
195,Martin Erlic,CRO,['DF'],Bologna,26,1998,3.7,0,6,0,0.0,1.62,0.00,0.00,,14.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,2024-2025
