Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Sh,GCA_Fld,GCA_Def,Season
1,Max Aarons,ENG,"['DF', 'MF']",Valencia,24,2000,1.3,1,0.75,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
2,Rodrigo Abajas,ESP,['DF'],Valencia,21,2003,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
3,Nabil Aberdin,FRA,['MF'],Getafe,21,2002,2.9,3,1.03,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
4,Abdel Abqar,MAR,['DF'],Alavés,25,1999,27.4,25,0.91,20,0,0,2,1,2,3,0.11,2,0,0,0,1,0,2024-2025
5,Akor Adams,NGA,['FW'],Sevilla,24,2000,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
6,Adrián,ESP,['GK'],Betis,37,1987,19.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
7,Julen Agirrezabala,ESP,['GK'],Athletic Club,23,2000,13.4,3,0.22,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
8,Lucien Agoume,FRA,['MF'],Sevilla,22,2002,23.5,60,2.55,57,0,1,1,0,1,5,0.21,4,0,0,1,0,0,2024-2025
9,Álvaro Aguado,ESP,['MF'],Espanyol,28,1996,4.9,16,3.25,13,1,1,1,0,0,1,0.20,1,0,0,0,0,0,2024-2025
10,Lorenzo Aguado,ESP,['DF'],Real Madrid,21,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
11,Nayef Aguerd,MAR,['DF'],Real Sociedad,28,1996,19.6,16,0.82,13,1,0,2,0,0,1,0.05,1,0,0,0,0,0,2024-2025
12,Joseph Aidoo,GHA,['DF'],Valladolid,28,1995,6.5,1,0.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
13,Joseph Aidoo,GHA,['DF'],Celta Vigo,28,1995,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
14,Ilias Akhomach,MAR,"['MF', 'FW']",Villarreal,20,2004,6.5,29,4.38,17,0,5,1,6,0,1,0.15,0,0,0,0,1,0,2024-2025
15,David Alaba,AUT,['DF'],Real Madrid,32,1992,3.5,2,0.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
16,Ibrahim Alani,NGA,['MF'],Valladolid,18,2006,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
17,Raúl Albiol,ESP,['DF'],Villarreal,38,1985,13.2,5,0.38,4,0,0,1,0,0,3,0.23,3,0,0,0,0,0,2024-2025
18,Omar Alderete,PAR,['DF'],Getafe,27,1996,33.0,37,1.12,28,1,1,5,1,1,4,0.12,2,0,0,1,1,0,2024-2025
19,Carles Aleñá,ESP,"['MF', 'FW']",Getafe,26,1998,5.0,8,1.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2024-2025
20,Carles Aleñá,ESP,"['MF', 'FW']",Alavés,26,1998,12.1,44,3.64,27,7,3,3,4,0,4,0.33,2,1,0,0,1,0,2024-2025
21,Alfon,ESP,"['FW', 'MF']",Celta Vigo,25,1999,15.2,59,3.87,32,0,12,9,6,0,7,0.46,4,0,0,2,1,0,2024-2025
22,Tadeo Allende,ARG,['FW'],Celta Vigo,25,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
23,Domingos André Ribeiro Almeida,POR,"['MF', 'FW']",Valencia,24,2000,22.0,86,3.92,54,17,1,3,9,2,6,0.27,5,1,0,0,0,0,2024-2025
24,Iker Almena,ESP,"['FW', 'DF']",Girona,20,2004,0.5,3,5.63,2,0,1,0,0,0,2,3.75,1,0,1,0,0,0,2024-2025
25,Marcos Alonso,ESP,['DF'],Celta Vigo,33,1990,29.4,46,1.56,38,3,1,3,0,1,6,0.20,6,0,0,0,0,0,2024-2025
26,Adrià Altimira,ESP,"['DF', 'FW']",Leganés,23,2001,18.1,21,1.16,14,1,1,0,5,0,1,0.06,1,0,0,0,0,0,2024-2025
27,Sergi Altimira,ESP,['MF'],Betis,22,2001,21.9,52,2.37,40,0,3,2,1,6,1,0.05,1,0,0,0,0,0,2024-2025
28,Hugo Álvarez,ESP,"['MF', 'DF']",Celta Vigo,21,2003,17.5,46,2.63,38,0,5,3,0,0,9,0.52,7,0,2,0,0,0,2024-2025
29,Julián Álvarez,ARG,['FW'],Atlético Madrid,24,2000,27.9,108,3.87,76,9,9,9,2,3,15,0.54,10,1,0,3,0,1,2024-2025
30,Yeray Álvarez,ESP,['DF'],Athletic Club,29,1995,19.8,18,0.91,15,0,0,0,0,3,2,0.10,2,0,0,0,0,0,2024-2025
31,Selim Amallah,MAR,['MF'],Valladolid,27,1996,15.3,32,2.09,16,8,6,1,0,1,1,0.07,1,0,0,0,0,0,2024-2025
32,Amath,SEN,"['FW', 'DF']",Valladolid,28,1996,4.2,13,3.11,10,0,2,1,0,0,1,0.24,1,0,0,0,0,0,2024-2025
33,Marcos André,BRA,['FW'],Valladolid,27,1996,13.2,19,1.44,15,0,3,0,1,0,1,0.08,1,0,0,0,0,0,2024-2025
34,Leandro Antonetti,PUR,['FW'],Sevilla,21,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
35,Antoniu,ESP,"['FW', 'MF']",Espanyol,21,2002,11.4,24,2.11,11,0,6,0,5,2,1,0.09,1,0,0,0,0,0,2024-2025
36,Antony,BRA,['FW'],Betis,24,2000,15.1,77,5.09,61,4,5,4,3,0,9,0.60,6,0,1,2,0,0,2024-2025
37,Anuar,MAR,"['MF', 'FW']",Valladolid,29,1995,19.1,25,1.31,17,1,2,0,5,0,4,0.21,1,0,2,0,1,0,2024-2025
38,Aritz Arambarri,ESP,['DF'],Leganés,26,1998,2.0,1,0.51,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
39,Mauro Arambarri,URU,['MF'],Getafe,28,1995,29.6,54,1.83,34,0,3,6,9,2,3,0.10,1,0,0,2,0,0,2024-2025
40,Jon Aramburu,VEN,['DF'],Real Sociedad,22,2002,27.3,33,1.21,26,3,1,0,1,2,2,0.07,2,0,0,0,0,0,2024-2025
41,Ronald Araújo,URU,['DF'],Barcelona,25,1999,8.4,12,1.43,11,0,0,1,0,0,2,0.24,1,0,0,1,0,0,2024-2025
42,Adu Ares,ESP,['FW'],Athletic Club,22,2001,0.2,1,4.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
43,Jesús Areso,ESP,['DF'],Osasuna,25,1999,34.2,73,2.13,55,12,2,1,3,0,9,0.26,7,2,0,0,0,0,2024-2025
44,David Argüelles,ESP,['MF'],Getafe,22,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
45,José Arnaiz,ESP,"['FW', 'MF']",Osasuna,29,1995,1.5,9,6.04,6,1,0,1,1,0,0,0.00,0,0,0,0,0,0,2024-2025
46,Sergio Arribas,ESP,['DF'],Betis,21,2003,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
47,Takuma Asano,JPN,"['FW', 'MF']",Mallorca,29,1994,11.7,22,1.88,16,0,2,2,2,0,2,0.17,2,0,0,0,0,0,2024-2025
48,Raúl Asencio,ESP,['DF'],Real Madrid,21,2003,18.6,12,0.65,11,0,1,0,0,0,1,0.05,1,0,0,0,0,0,2024-2025
49,Iago Aspas,ESP,"['FW', 'MF']",Celta Vigo,36,1987,19.4,74,3.82,66,1,2,3,2,0,13,0.67,11,0,0,1,1,0,2024-2025
50,Yaser Asprilla,COL,"['FW', 'MF']",Girona,20,2003,15.6,61,3.91,45,7,7,1,1,0,7,0.45,5,2,0,0,0,0,2024-2025
51,Ezequiel Ávila,ARG,['FW'],Betis,30,1994,7.5,31,4.12,24,0,1,2,4,0,3,0.40,3,0,0,0,0,0,2024-2025
52,Adam Aznou,MAR,['DF'],Valladolid,18,2006,9.7,16,1.64,11,3,2,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
53,César Azpilicueta,ESP,['DF'],Atlético Madrid,34,1989,9.7,8,0.82,5,2,0,0,0,1,1,0.10,1,0,0,0,0,0,2024-2025
54,Papa Ba,ESP,['MF'],Girona,19,2004,0.5,2,3.75,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
55,Loïc Bade,FRA,['DF'],Sevilla,24,2000,29.8,23,0.77,20,0,1,2,0,0,2,0.07,2,0,0,0,0,0,2024-2025
56,Alex Baena,ESP,"['MF', 'FW']",Villarreal,23,2001,28.8,169,5.86,108,41,4,11,4,1,21,0.73,17,2,1,0,1,0,2024-2025
57,Eric Bailly,CIV,['DF'],Villarreal,30,1994,6.9,2,0.29,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2024-2025
58,Stefan Bajcetic,ESP,"['MF', 'DF']",Las Palmas,19,2004,10.8,14,1.30,10,0,0,2,2,0,1,0.09,0,0,0,1,0,0,2024-2025
59,Cédric Bakambu,COD,['FW'],Betis,33,1991,7.9,11,1.39,9,0,0,1,1,0,3,0.38,2,0,0,0,1,0,2024-2025
60,Alejandro Balde,ESP,['DF'],Barcelona,20,2003,25.4,76,2.99,60,3,3,3,7,0,12,0.47,10,0,0,0,2,0,2024-2025
61,Iván Balliu,ALB,['DF'],Rayo Vallecano,32,1992,13.3,19,1.43,14,3,0,1,1,0,1,0.08,1,0,0,0,0,0,2024-2025
62,Jonathan Bamba,CIV,"['FW', 'MF']",Celta Vigo,28,1996,9.0,28,3.11,24,0,2,2,0,0,4,0.44,4,0,0,0,0,0,2024-2025
63,Adrian Baquerin,ESP,['FW'],Valladolid,17,2007,0.5,1,1.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
64,Valentín Barco,ARG,"['DF', 'FW']",Sevilla,20,2004,3.2,10,3.12,5,4,0,1,0,0,0,0.00,0,0,0,0,0,0,2024-2025
65,Borna Barišić,CRO,['DF'],Leganés,31,1992,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
66,Kike Barja,ESP,"['FW', 'MF']",Osasuna,27,1997,3.5,18,5.14,9,4,3,0,2,0,2,0.57,1,0,0,0,1,0,2024-2025
67,Enzo Barrenechea,ARG,['MF'],Valencia,23,2001,24.3,45,1.85,35,1,0,1,4,4,8,0.33,5,1,0,0,1,1,2024-2025
68,Ander Barrenetxea,ESP,"['MF', 'FW']",Real Sociedad,22,2001,14.0,42,2.99,31,1,2,5,1,2,6,0.43,4,0,0,2,0,0,2024-2025
69,Pablo Barrios,ESP,['MF'],Atlético Madrid,21,2003,25.9,66,2.55,58,1,1,3,1,2,11,0.43,11,0,0,0,0,0,2024-2025
70,Thierno Barry,FRA,['FW'],Villarreal,21,2002,25.8,46,1.78,32,0,3,6,3,2,6,0.23,5,0,1,0,0,0,2024-2025
71,Marc Bartra,ESP,['DF'],Betis,33,1991,23.3,13,0.56,10,0,1,2,0,0,3,0.13,1,0,0,2,0,0,2024-2025
72,Aboubacar Bassinga,CIV,['MF'],Las Palmas,19,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
73,Augusto Batalla,ARG,['GK'],Rayo Vallecano,28,1996,32.0,7,0.22,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
74,Rafael Bauza,ESP,['MF'],Espanyol,19,2005,2.0,1,0.49,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
75,Sheraldo Becker,SUR,"['FW', 'MF']",Real Sociedad,29,1995,11.1,21,1.90,17,0,2,1,1,0,1,0.09,1,0,0,0,0,0,2024-2025
76,Donny van de Beek,NED,['MF'],Girona,27,1997,15.8,28,1.77,27,0,0,1,0,0,2,0.13,2,0,0,0,0,0,2024-2025
77,Luken Beitia,ESP,['DF'],Real Sociedad,20,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
78,Ismael Bekhoucha,MAR,"['MF', 'DF']",Getafe,19,2004,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
79,Héctor Bellerín,ESP,['DF'],Betis,29,1995,6.4,12,1.86,11,0,1,0,0,0,2,0.31,2,0,0,0,0,0,2024-2025
80,Jude Bellingham,ENG,['MF'],Real Madrid,21,2003,27.6,105,3.80,85,1,5,8,3,3,13,0.47,11,0,0,1,1,0,2024-2025
81,Fran Beltrán,ESP,['MF'],Celta Vigo,25,1999,26.9,43,1.60,38,0,1,4,0,0,4,0.15,4,0,0,0,0,0,2024-2025
82,Carlos Benavídez,URU,['MF'],Alavés,26,1998,5.4,11,2.04,9,0,1,0,0,1,3,0.56,3,0,0,0,0,0,2024-2025
83,Iker Benito,ESP,"['FW', 'MF']",Osasuna,21,2002,0.4,1,2.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
84,Yuri Berchiche,ESP,['DF'],Athletic Club,34,1990,22.7,40,1.76,33,3,0,1,1,2,2,0.09,2,0,0,0,0,0,2024-2025
85,Álex Berenguer,ESP,"['FW', 'MF']",Athletic Club,29,1995,26.0,98,3.77,64,19,9,2,2,2,14,0.54,6,4,2,1,1,0,2024-2025
86,Marc Bernal,ESP,['MF'],Barcelona,17,2007,2.7,1,0.37,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
87,Juan Bernat,ESP,"['DF', 'MF']",Villarreal,31,1993,2.4,8,3.40,7,0,0,1,0,0,1,0.42,1,0,0,0,0,0,2024-2025
88,Juan Bernat,ESP,"['MF', 'DF']",Getafe,31,1993,7.8,10,1.29,10,0,0,0,0,0,1,0.13,1,0,0,0,0,0,2024-2025
89,Juan Berrocal,ESP,['DF'],Getafe,25,1999,11.8,6,0.51,4,1,0,0,0,1,1,0.08,1,0,0,0,0,0,2024-2025
90,Antonio Blanco,ESP,['MF'],Alavés,24,2000,30.3,45,1.49,38,3,0,1,1,2,1,0.03,1,0,0,0,0,0,2024-2025
91,Daley Blind,NED,['DF'],Girona,34,1990,30.9,47,1.52,43,2,0,0,0,2,7,0.23,6,0,0,0,0,1,2024-2025
92,Adama Boiro,ESP,"['DF', 'FW']",Athletic Club,22,2002,12.2,16,1.31,12,1,1,1,1,0,0,0.00,0,0,0,0,0,0,2024-2025
93,Enzo Boyomo,CMR,['DF'],Osasuna,22,2001,33.2,13,0.39,12,0,0,1,0,0,1,0.03,1,0,0,0,0,0,2024-2025
94,Enzo Boyomo,CMR,['DF'],Valladolid,22,2001,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
95,Darko Brašanac,SRB,['MF'],Leganés,32,1992,18.0,34,1.89,28,0,1,3,2,0,2,0.11,2,0,0,0,0,0,2024-2025
96,Abel Bretones,ESP,['DF'],Osasuna,23,2000,23.0,39,1.69,29,2,5,0,1,2,4,0.17,2,0,1,0,0,1,2024-2025
97,Tajon Buchanan,CAN,['MF'],Villarreal,25,1999,4.6,13,2.80,9,1,1,1,1,0,2,0.43,2,0,0,0,0,0,2024-2025
98,Ante Budimir,CRO,['FW'],Osasuna,33,1991,32.8,46,1.40,25,0,3,9,9,0,14,0.43,3,0,1,2,8,0,2024-2025
99,Manu Bueno,ESP,"['MF', 'FW']",Sevilla,20,2004,1.6,1,0.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
100,Endika Buján,ESP,['FW'],Athletic Club,21,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
101,Pau Cabanes,ESP,"['MF', 'FW']",Villarreal,19,2005,1.8,12,6.63,8,0,1,0,3,0,2,1.10,1,0,0,0,1,0,2024-2025
102,Pau Cabanes,ESP,"['MF', 'FW']",Alavés,19,2005,2.1,6,2.87,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,2024-2025
103,Leandro Cabrera,URU,['DF'],Espanyol,33,1991,31.9,21,0.66,17,0,0,2,1,1,7,0.22,4,0,0,2,1,0,2024-2025
104,Fernando Calero,ESP,"['DF', 'MF']",Espanyol,28,1995,7.9,6,0.76,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,2024-2025
105,Eduardo Camavinga,FRA,"['MF', 'DF']",Real Madrid,21,2002,12.2,31,2.54,25,1,2,0,3,0,2,0.16,2,0,0,0,0,0,2024-2025
106,Sergio Camello,ESP,['FW'],Rayo Vallecano,23,2001,12.6,38,3.02,27,0,7,2,1,1,5,0.40,2,0,2,0,0,1,2024-2025
107,José Campaña,ESP,['MF'],Las Palmas,31,1993,13.2,39,2.95,34,5,0,0,0,0,4,0.30,4,0,0,0,0,0,2024-2025
108,Peio Canales,ESP,"['MF', 'FW']",Athletic Club,19,2005,2.9,10,3.47,5,4,0,0,0,1,0,0.00,0,0,0,0,0,0,2024-2025
109,Antonio Candela,ITA,['DF'],Valladolid,24,2000,10.1,8,0.79,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
110,Sergi Canós,ESP,"['MF', 'FW']",Valencia,27,1997,4.1,19,4.60,13,1,0,4,1,0,1,0.24,1,0,0,0,0,0,2024-2025
111,Dani Cárdenas,ESP,['GK'],Rayo Vallecano,27,1997,6.0,1,0.17,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
112,Irvin Cardona,MLT,"['FW', 'MF']",Espanyol,26,1997,6.7,20,2.97,16,1,0,2,1,0,3,0.45,2,0,0,1,0,0,2024-2025
113,Marc Cardona,ESP,"['FW', 'DF']",Las Palmas,29,1995,1.5,4,2.73,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0,2024-2025
114,Sergi Cardona,ESP,['DF'],Villarreal,25,1999,32.7,79,2.41,71,3,1,4,0,0,13,0.40,13,0,0,0,0,0,2024-2025
115,Johnny Cardoso,USA,['MF'],Betis,22,2001,23.8,35,1.47,29,0,5,0,0,1,1,0.04,1,0,0,0,0,0,2024-2025
116,José Carlos González,ESP,['DF'],Las Palmas,18,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
117,Carmona,ESP,['DF'],Sevilla,22,2002,32.7,54,1.65,38,6,3,2,3,2,1,0.03,1,0,0,0,0,0,2024-2025
118,Sergio Carreira,ESP,"['MF', 'DF']",Celta Vigo,23,2000,18.4,36,1.96,32,1,3,0,0,0,4,0.22,4,0,0,0,0,0,2024-2025
119,Dani Carvajal,ESP,['DF'],Real Madrid,32,1992,6.8,12,1.77,10,2,0,0,0,0,2,0.30,1,1,0,0,0,0,2024-2025
120,William Carvalho,POR,['MF'],Betis,32,1992,5.4,14,2.60,14,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
121,Marc Casado,ESP,['MF'],Barcelona,20,2003,17.9,45,2.51,40,0,0,1,2,2,6,0.34,6,0,0,0,0,0,2024-2025
122,Catena,ESP,['DF'],Osasuna,29,1994,34.2,29,0.85,23,3,0,1,2,0,6,0.18,4,0,0,1,1,0,2024-2025
123,Maximiliano Caufriez,BEL,['DF'],Valencia,27,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
124,Dani Ceballos,ESP,['MF'],Real Madrid,27,1996,13.5,57,4.22,50,5,1,0,1,0,5,0.37,4,1,0,0,0,0,2024-2025
125,Franco Cervi,ARG,"['FW', 'MF']",Celta Vigo,30,1994,3.0,5,1.65,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
126,Raúl Chasco,ESP,['DF'],Valladolid,20,2003,1.4,2,1.38,2,0,0,0,0,0,1,0.69,1,0,0,0,0,0,2024-2025
127,Pep Chavarría,ESP,"['DF', 'FW']",Rayo Vallecano,26,1998,28.7,61,2.12,50,4,1,3,2,1,2,0.07,2,0,0,0,0,0,2024-2025
128,Walid Cheddira,MAR,['FW'],Espanyol,26,1998,7.1,20,2.81,10,0,2,4,4,0,5,0.70,1,0,1,1,2,0,2024-2025
129,Chema,ESP,['MF'],Real Madrid,19,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
130,Julián Chicco,ARG,"['MF', 'DF']",Leganés,26,1998,3.4,5,1.49,3,0,1,1,0,0,1,0.30,1,0,0,0,0,0,2024-2025
131,Chiquinho,POR,"['MF', 'FW']",Mallorca,24,2000,1.6,7,4.29,0,2,3,1,1,0,1,0.61,0,1,0,0,0,0,2024-2025
132,Andreas Christensen,DEN,['DF'],Barcelona,28,1996,2.8,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
133,Jasper Cillessen,NED,['GK'],Las Palmas,35,1989,25.9,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
134,Pathé Ciss,SEN,"['MF', 'DF']",Rayo Vallecano,30,1994,23.8,47,1.98,35,3,2,2,2,3,2,0.08,1,0,0,1,0,0,2024-2025
135,Seydouba Cissé,GUI,['MF'],Leganés,23,2001,27.1,47,1.74,38,1,1,2,5,0,5,0.18,3,0,0,0,2,0,2024-2025
136,Silvi Clúa,ESP,['MF'],Girona,19,2005,1.8,2,1.10,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,2024-2025
137,Eray Cömert,SUI,"['DF', 'MF']",Valladolid,26,1998,19.8,12,0.61,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
138,Santi Comesaña,ESP,['MF'],Villarreal,27,1996,28.4,78,2.74,69,2,1,2,0,4,11,0.39,9,0,0,1,0,1,2024-2025
139,Diego Conde,ESP,['GK'],Villarreal,25,1998,21.8,3,0.14,1,2,0,0,0,0,1,0.05,1,0,0,0,0,0,2024-2025
140,Tomás Conechny,ARG,"['FW', 'MF']",Alavés,26,1998,9.4,14,1.48,13,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2024-2025
141,Copete,ESP,['DF'],Mallorca,24,1999,17.0,10,0.59,9,1,0,0,0,0,1,0.06,1,0,0,0,0,0,2024-2025
142,Iker Córdoba,ESP,['DF'],Valencia,18,2005,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
143,Ángel Correa,ARG,"['FW', 'MF']",Atlético Madrid,29,1995,8.9,35,3.92,21,1,4,4,3,2,5,0.56,3,0,2,0,0,0,2024-2025
144,Thierry Correia,POR,['DF'],Valencia,25,1999,8.5,16,1.87,12,1,2,0,1,0,0,0.00,0,0,0,0,0,0,2024-2025
145,Coba da Costa,ESP,"['MF', 'FW']",Getafe,22,2002,11.2,37,3.31,28,0,5,2,1,1,4,0.36,3,0,0,1,0,0,2024-2025
146,Logan Costa,CPV,['DF'],Villarreal,23,2001,28.7,22,0.76,20,0,0,1,1,0,2,0.07,1,0,0,0,1,0,2024-2025
147,Samu Costa,POR,['MF'],Mallorca,23,2000,29.4,56,1.90,41,1,3,6,4,1,6,0.20,4,1,0,1,0,0,2024-2025
148,Thibaut Courtois,BEL,['GK'],Real Madrid,32,1992,30.0,4,0.13,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
149,Juan Cruz Armada,ESP,['DF'],Osasuna,32,1992,16.6,14,0.84,10,3,0,1,0,0,1,0.06,1,0,0,0,0,0,2024-2025
150,Juan Cruz,ESP,"['FW', 'MF']",Leganés,24,2000,25.1,51,2.03,34,6,2,5,2,2,6,0.24,6,0,0,0,0,0,2024-2025
151,Pau Cubarsí,ESP,['DF'],Barcelona,17,2007,29.1,35,1.20,34,0,0,1,0,0,6,0.21,5,0,0,1,0,0,2024-2025
152,Cucho,COL,['FW'],Betis,25,1999,12.7,46,3.64,32,0,5,5,3,1,8,0.63,5,0,1,0,2,0,2024-2025
153,Arnaut Danjuma,NED,['FW'],Villarreal,27,1997,2.2,2,0.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
154,Arnaut Danjuma,NED,"['FW', 'MF']",Girona,27,1997,14.8,40,2.70,26,6,5,2,1,0,0,0.00,0,0,0,0,0,0,2024-2025
155,Sergi Darder,ESP,"['MF', 'FW']",Mallorca,30,1993,30.5,96,3.15,46,44,2,4,0,0,7,0.23,5,2,0,0,0,0,2024-2025
156,Rodrigo De Paul,ARG,['MF'],Atlético Madrid,30,1994,23.4,90,3.84,77,6,1,3,2,1,13,0.56,12,0,0,0,1,0,2024-2025
157,Mouctar Diakhaby,GUI,['DF'],Valencia,27,1996,7.3,4,0.55,2,0,0,2,0,0,1,0.14,1,0,0,0,0,0,2024-2025
158,Assane Diao,SEN,['FW'],Betis,18,2005,3.1,7,2.28,6,0,0,1,0,0,2,0.65,2,0,0,0,0,0,2024-2025
159,Moussa Diarra,MLI,['DF'],Alavés,23,2000,20.7,18,0.87,14,0,0,0,4,0,4,0.19,2,0,0,0,2,0,2024-2025
160,Brahim Díaz,MAR,"['FW', 'MF']",Real Madrid,24,1999,15.4,56,3.64,43,0,6,5,1,1,12,0.78,7,0,1,3,0,1,2024-2025
161,Daniel Díaz,ESP,['MF'],Real Sociedad,18,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
162,Pedro Díaz,ESP,['MF'],Rayo Vallecano,26,1998,13.5,50,3.72,33,7,5,5,0,0,5,0.37,1,0,2,2,0,0,2024-2025
163,Diego,ESP,['FW'],Leganés,24,2000,13.3,12,0.90,7,0,0,2,3,0,1,0.08,0,0,0,0,1,0,2024-2025
164,Stole Dimitrievski,MKD,['GK'],Valencia,30,1993,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
165,Yan Diomandé,CIV,"['MF', 'FW']",Leganés,17,2006,6.1,37,6.11,25,0,8,2,1,1,5,0.83,2,0,3,0,0,0,2024-2025
166,Álvaro djaló,GNB,['FW'],Athletic Club,24,1999,7.3,12,1.64,5,0,1,1,5,0,1,0.14,0,0,0,0,1,0,2024-2025
167,Djené,TOG,"['DF', 'MF']",Getafe,32,1991,28.3,21,0.74,18,1,0,0,1,1,1,0.04,1,0,0,0,0,0,2024-2025
168,Marko Dmitrović,SRB,['GK'],Leganés,32,1992,32.0,6,0.19,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
169,Marc Domenech,ESP,"['FW', 'MF']",Mallorca,18,2006,3.4,7,2.09,5,0,0,2,0,0,0,0.00,0,0,0,0,0,0,2024-2025
170,Carlos Dominguez,ESP,['DF'],Celta Vigo,23,2001,13.1,6,0.46,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
171,Israel Domínguez,ESP,['FW'],Sevilla,21,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
172,Sergi Dominguez,ESP,['DF'],Barcelona,19,2005,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
173,Anastasios Douvikas,GRE,['FW'],Celta Vigo,24,1999,7.8,11,1.41,5,0,2,1,3,0,1,0.13,1,0,0,0,0,0,2024-2025
174,Domingos Duarte,POR,['DF'],Getafe,29,1995,20.7,9,0.44,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
175,Duk,CPV,"['MF', 'FW']",Leganés,24,2000,2.0,7,3.54,5,0,1,1,0,0,1,0.51,0,0,0,1,0,0,2024-2025
176,Pablo Durán,ESP,"['FW', 'MF']",Celta Vigo,23,2001,15.5,30,1.94,22,0,2,4,2,0,4,0.26,3,0,0,1,0,0,2024-2025
