player_name,player_age,player_nationality,player_position,market_value,from_club,to_club,transfer_fee,transfer_season
Benoît Costil,36,['France'],GK,€1.00m,LOSC Lille,US Salernitana 1919,free transfer,23/24
Jonas Martin,33,['France'],DM,€1.50m,LOSC Lille,Stade Brestois 29,free transfer,23/24
Jonathan Bamba,27,"[""Cote d'Ivoire"", 'France']",LW,€20.00m,LOSC Lille,Celta de Vigo,free transfer,23/24
José Fonte,39,['Portugal'],CB,€600k,LOSC Lille,SC Braga,free transfer,23/24
Malick Fofana,18,"['Belgium', 'Guinea']",LW,€8.00m,KAA Gent,Olympique Lyon,€19.50m,23/24
Gift Orban,21,"['Nigeria', 'Togo']",CF,€15.00m,KAA Gent,Olympique Lyon,€14.00m,23/24
Lucas Perri,26,"['Brazil', 'Italy']",GK,€8.00m,Botafogo de Futebol e Regatas,Olympique Lyon,€6.50m,23/24
Clinton Mata,30,"['Angola', 'Belgium']",CB,€4.50m,Club Brugge KV,Olympique Lyon,€5.00m,23/24
Skelly Alvero,21,"['France', 'Angola']",DM,€3.00m,FC Sochaux-Montbéliard,Olympique Lyon,€4.00m,23/24
Adryelson,25,['Brazil'],CB,€8.00m,Botafogo de Futebol e Regatas,Olympique Lyon,€3.58m,23/24
Paul Akouokou,25,"[""Cote d'Ivoire""]",DM,€3.50m,Real Betis Balompié,Olympique Lyon,€3.00m,23/24
Jake O'Brien,22,['Ireland'],RB,€700k,Crystal Palace U21,Olympique Lyon,€1.00m,23/24
Ainsley Maitland-Niles,25,"['England', 'Jamaica']",RB,€8.00m,Arsenal FC,Olympique Lyon,free transfer,23/24
Mahamadou Diawara,18,"['France', 'Mali']",CM,-,Paris Saint-Germain U19,Olympique Lyon,free transfer,23/24
Castello Lukeba,20,"['France', 'Angola']",CB,€25.00m,Olympique Lyon,RB Leipzig,€30.00m,23/24
Romain Faivre,24,"['France', 'Algeria']",AM,€10.00m,Olympique Lyon,AFC Bournemouth,€15.00m,23/24
Cenk Özkacar,22,['Türkiye'],CB,€5.00m,Olympique Lyon,Valencia CF,€5.00m,23/24
Thiago Mendes,31,['Brazil'],DM,€5.00m,Olympique Lyon,Al-Rayyan SC,€4.21m,23/24
Abdoulaye Ndiaye,21,['Senegal'],CB,€1.50m,Olympique Lyon,ESTAC Troyes,€3.50m,23/24
Karl Toko Ekambi,30,"['Cameroon', 'France']",CF,€8.00m,Olympique Lyon,Abha Club,€1.50m,23/24
Habib Keïta,21,"['Mali', ""Cote d'Ivoire""]",CM,€650k,Olympique Lyon,Clermont Foot 63,€1.20m,23/24
Camilo,24,"['Brazil', 'Netherlands']",DM,€1.00m,Olympique Lyon,Akhmat Grozny,€800k,23/24
Rémy Riou,36,['France'],GK,€400k,Olympique Lyon,Paris FC,free transfer,23/24
Jeff Reine-Adélaïde,25,"['France', 'Martinique']",AM,€5.00m,Olympique Lyon,RWD Molenbeek,free transfer,23/24
Youssouf Koné,28,['Mali'],LB,€1.50m,Olympique Lyon,RWD Molenbeek,free transfer,23/24
Kayne Bonnevie,21,"['France', 'French Guiana']",GK,€200k,Olympique Lyon,Quevilly - Rouen Métropole,free transfer,23/24
Yahya Soumaré,23,"['France', 'Senegal']",RW,€250k,Olympique Lyon,US Orléans,free transfer,23/24
Julian Pollersbeck,28,['Germany'],GK,€500k,Olympique Lyon,1.FC Magdeburg,free transfer,23/24
Houssem Aouar,25,"['Algeria', 'France']",AM,€13.00m,Olympique Lyon,AS Roma,free transfer,23/24
Moussa Dembélé,27,"['France', 'Mali']",CF,€12.00m,Olympique Lyon,Al-Ettifaq FC,free transfer,23/24
Jérôme Boateng,34,['Germany'],CB,€800k,Olympique Lyon,Without Club,-,23/24
Maximiliano Caufriez,26,['Belgium'],CB,€2.50m,Spartak Moscow,Clermont Foot 63,€3.50m,23/24
Andy Pelmard,23,"['Madagascar', 'France']",CB,€4.30m,FC Basel 1893,Clermont Foot 63,€1.90m,23/24
Abdoulaye Coulibaly,21,"['France', 'Senegal']",LW,€150k,AS Saint-Étienne B,Clermont Foot 63,free transfer,23/24
Nassim L'Ghoul,26,"['Algeria', 'France']",AM,-,Sporting Club de Toulon,Clermont Foot 63,free transfer,23/24
Thomas Perchaud,25,['France'],CF,-,Asd Città di Gallipoli,Clermont Foot 63,free transfer,23/24
Bilal Boutobba,24,"['France', 'Algeria']",RW,€2.50m,Chamois Niortais FC,Clermont Foot 63,free transfer,23/24
Théo Borne,20,['France'],GK,€100k,Angers SCO,Clermont Foot 63,free transfer,23/24
Massamba N'Diaye,21,['Senegal'],GK,€500k,Pau FC,Clermont Foot 63,?,23/24
Yoël Armougom,25,"['France', 'Réunion']",LB,€400k,FC Sochaux-Montbéliard,Clermont Foot 63,?,23/24
Mateusz Wieteska,26,['Poland'],CB,€3.00m,Clermont Foot 63,Cagliari Calcio,€5.30m,23/24
Yanis Massolin,20,"['France', 'Martinique']",AM,€250k,Clermont Foot 63,Francs Borains,free transfer,23/24
Lucas Margueron,22,['France'],GK,€150k,Clermont Foot 63,RFC Seraing,free transfer,23/24
Charly Keita,24,"['France', ""Cote d'Ivoire""]",CF,€200k,Clermont Foot 63,Beerschot VA,free transfer,23/24
Yuliwes Bellache,20,"['Algeria', 'France']",CM,€150k,Clermont Foot 63,JS Kabylie,free transfer,23/24
Souleymane Cissé,20,"['France', 'Senegal']",CB,€100k,Clermont Foot 63,Dijon FCO,free transfer,23/24
Saîf-Eddine Khaoui,28,"['Tunisia', 'France']",AM,€2.00m,Clermont Foot 63,Khor Fakkan SSC,free transfer,23/24
Cem Türkmen,21,"['Türkiye', 'Germany']",CM,€500k,Clermont Foot 63,MKE Ankaragücü,?,23/24
Oliver Kamdem,20,"['France', 'Cameroon']",RB,€100k,Clermont Foot 63,Without Club,-,23/24
Terem Moffi,24,['Nigeria'],CF,€20.00m,FC Lorient,OGC Nice,€22.50m,23/24
Jérémie Boga,26,"[""Cote d'Ivoire"", 'France']",LW,€14.00m,Atalanta BC,OGC Nice,€17.50m,23/24
Mohamed-Ali Cho,19,"['France', 'England']",RW,€8.00m,Real Sociedad,OGC Nice,€10.00m,23/24
Aliou Baldé,20,"['Guinea', 'Senegal']",LW,€800k,FC Lausanne-Sport,OGC Nice,€2.50m,23/24
Maxime Dupé,30,['France'],GK,€2.00m,RSC Anderlecht,OGC Nice,free transfer,23/24
Salvatore Sirigu,36,['Italy'],GK,€500k,Without Club,OGC Nice,-,23/24
Calvin Stengs,24,"['Netherlands', 'Suriname']",AM,€10.00m,OGC Nice,Feyenoord Rotterdam,€6.00m,23/24
Andy Delort,31,"['Algeria', 'France']",CF,€7.00m,OGC Nice,FC Nantes,€5.00m,23/24
Kasper Dolberg,25,['Denmark'],CF,€7.00m,OGC Nice,RSC Anderlecht,€5.00m,23/24
Reda Belahyane,19,"['Morocco', 'France']",DM,€200k,OGC Nice,Hellas Verona,€500k,23/24
Ange Ahoussou,19,"[""Cote d'Ivoire""]",CB,€500k,OGC Nice,Pau FC,€450k,23/24
Jean N'Guessan,20,"[""Cote d'Ivoire""]",CM,€1.20m,OGC Nice,FC Metz,€430k,23/24
Youcef Atal,27,['Algeria'],RB,€6.00m,OGC Nice,Adana Demirspor,free transfer,23/24
Salvatore Sirigu,37,['Italy'],GK,€400k,OGC Nice,Fatih Karagümrük,free transfer,23/24
Kasper Schmeichel,36,['Denmark'],GK,€2.00m,OGC Nice,RSC Anderlecht,free transfer,23/24
Ross Barkley,29,['England'],CM,€6.00m,OGC Nice,Luton Town,free transfer,23/24
Aaron Ramsey,32,['Wales'],CM,€2.50m,OGC Nice,Cardiff City,free transfer,23/24
Morgan Schneiderlin,33,['France'],DM,€1.50m,OGC Nice,Konyaspor,free transfer,23/24
Formose Mendy,22,"['Senegal', 'Guinea-Bissau']",CB,€3.00m,Amiens SC,FC Lorient,€7.50m,23/24
Mohamed Bamba,22,"[""Cote d'Ivoire"", 'Guinea']",CF,€1.20m,Wolfsberger AC,FC Lorient,€5.00m,23/24
Aiyegun Tosin,25,"['Benin', 'Nigeria']",CF,€3.20m,FC Zürich,FC Lorient,€4.00m,23/24
Panos Katseris,22,['Greece'],RM,€500k,US Catanzaro,FC Lorient,€2.40m,23/24
Dembo Sylla,20,"['Guinea', 'France']",RM,€600k,Stade Lavallois,FC Lorient,€1.00m,23/24
Benjamin Mendy,29,"['France', 'Senegal']",LB,€3.00m,Manchester City,FC Lorient,free transfer,23/24
Dominique Youfeigane,23,"['Central African Republic', 'France']",GK,€300k,EA Guingamp,FC Lorient,free transfer,23/24
Tiemoué Bakayoko,29,"['France', ""Cote d'Ivoire""]",DM,€2.50m,Chelsea FC,FC Lorient,free transfer,23/24
Moritz Jenz,24,"['Germany', 'Nigeria']",CB,€7.50m,FC Lorient,VfL Wolfsburg,€8.00m,23/24
Ibrahima Koné,24,['Mali'],CF,€4.00m,FC Lorient,UD Almería,€7.50m,23/24
Teddy Bartouche-Selbonne,26,"['Guadeloupe', 'France']",GK,€150k,FC Lorient,EA Guingamp,free transfer,23/24
Samuel Loric,22,['France'],LB,€500k,FC Lorient,Quevilly - Rouen Métropole,free transfer,23/24
Adil Aouchiche,21,"['France', 'Algeria']",AM,€2.20m,FC Lorient,Sunderland AFC,?,23/24
Vincent Le Goff,34,['France'],LB,€900k,FC Lorient,Retired,-,23/24
Mohamed Daramy,21,"['Denmark', 'Sierra Leone']",LW,€6.00m,Ajax Amsterdam,Stade Reims,€12.00m,23/24
Keito Nakamura,23,['Japan'],LW,€8.00m,LASK,Stade Reims,€12.00m,23/24
Joseph Okumu,26,['Kenya'],CB,€4.00m,KAA Gent,Stade Reims,€10.00m,23/24
Sergio Akieme,26,"['Spain', 'Equatorial Guinea']",LB,€8.00m,UD Almería,Stade Reims,€6.00m,23/24
Teddy Teuma,29,"['Malta', 'France']",CM,€5.00m,Union Saint-Gilloise,Stade Reims,€5.45m,23/24
Amine Salama,22,"['France', 'Morocco']",CF,€1.50m,Angers SCO,Stade Reims,€4.00m,23/24
Oumar Diakité,19,"[""Cote d'Ivoire""]",CF,€1.50m,Red Bull Salzburg,Stade Reims,€2.50m,23/24
Reda Khadra,22,"['Germany', 'Lebanon']",AM,€1.40m,Brighton & Hove Albion,Stade Reims,€1.90m,23/24
Benjamin Stambouli,33,"['France', 'Algeria']",DM,€800k,Adana Demirspor,Stade Reims,free transfer,23/24
Ludovic Butelle,40,['France'],GK,€100k,Red Star FC,Stade Reims,free transfer,23/24
Adama Bojang,19,['The Gambia'],CF,€150k,Steve Biko FC,Stade Reims,?,23/24
Jens Cajuste,24,"['Sweden', 'United States']",DM,€6.00m,Stade Reims,SSC Napoli,€11.50m,23/24
Dion Lopy,21,['Senegal'],DM,€4.00m,Stade Reims,UD Almería,€6.50m,23/24
Alexis Flips,23,['France'],AM,€6.00m,Stade Reims,RSC Anderlecht,€3.50m,23/24
Andreaw Gravillon,25,"['Guadeloupe', 'France']",CB,€4.00m,Stade Reims,Adana Demirspor,€2.50m,23/24
Ilan Kebbal,25,"['Algeria', 'France']",RW,€2.00m,Stade Reims,Paris FC,€2.00m,23/24
Fraser Hornby,23,"['Scotland', 'England']",CF,€1.00m,Stade Reims,SV Darmstadt 98,€1.80m,23/24
Mitchell van Bergen,24,['Netherlands'],RW,€1.20m,Stade Reims,Twente Enschede FC,€1.00m,23/24
Bradley Locko,21,"['France', 'Congo']",LB,€2.50m,Stade Reims,Stade Brestois 29,€500k,23/24
Kaj Sierhuis,25,['Netherlands'],CF,€1.20m,Stade Reims,Fortuna Sittard,€500k,23/24
Moustapha Mbow,23,['Senegal'],CB,€600k,Stade Reims,Paris FC,€500k,23/24
Rafik Guitane,24,"['Algeria', 'France']",RW,€1.00m,Stade Reims,GD Estoril Praia,€250k,23/24
N'Dri Koffi,21,"[""Cote d'Ivoire"", 'France']",CF,€800k,Stade Reims,FC Sochaux-Montbéliard,free transfer,23/24
Dario Maresic,23,"['Austria', 'Croatia']",CB,€500k,Stade Reims,NK Istra 1961,?,23/24
Arbër Zeneli,28,"['Kosovo', 'Sweden']",LW,€3.50m,Stade Reims,Adana Demirspor,?,23/24
Anastasios Donis,26,"['Greece', 'England']",LW,€750k,Stade Reims,APOEL Nicosia,?,23/24
Valon Berisha,30,"['Kosovo', 'Norway']",LM,€1.80m,Stade Reims,Without Club,-,23/24
Nicolas Penneteau,42,['France'],GK,€100k,Stade Reims,Retired,-,23/24
Akor Adams,23,['Nigeria'],CF,€4.00m,Lillestrøm SK,Montpellier HSC,€4.50m,23/24
Modibo Sagnan,24,"['Mali', 'France']",CB,€2.50m,FC Utrecht,Montpellier HSC,€3.20m,23/24
Falaye Sacko,28,['Mali'],RB,€4.00m,Vitória Guimarães SC,Montpellier HSC,€1.30m,23/24
Belmin Dizdarevic,21,['Bosnia-Herzegovina'],GK,€200k,FK Sarajevo,Montpellier HSC,€150k,23/24
Mousa Tamari,26,['Jordan'],RW,€2.50m,Oud-Heverlee Leuven,Montpellier HSC,free transfer,23/24
Becir Omeragic,21,"['Switzerland', 'Bosnia-Herzegovina']",CB,€3.00m,FC Zürich,Montpellier HSC,free transfer,23/24
Tanguy Coulibaly,22,"['France', ""Cote d'Ivoire""]",RW,€2.00m,Without Club,Montpellier HSC,-,23/24
Stephy Mavididi,25,"['England', 'DR Congo']",LW,€6.00m,Montpellier HSC,Leicester City,€7.50m,23/24
Béni Makouana,20,['Congo'],LW,€600k,Montpellier HSC,Polissya Zhytomyr,€250k,23/24
Bingourou Kamara,26,"['Senegal', 'France']",GK,€800k,Montpellier HSC,Pau FC,free transfer,23/24
Valère Germain,33,['France'],CF,€1.50m,Montpellier HSC,Macarthur FC,free transfer,23/24
Thibault Tamas,22,"['France', 'Guadeloupe']",LB,€150k,Montpellier HSC,Stade Briochin,free transfer,23/24
Pedro Mendes,32,['Portugal'],CB,€1.80m,Montpellier HSC,CF Estrela Amadora,free transfer,23/24
Yanis Guermouche,22,"['Algeria', 'France']",CF,€150k,Montpellier HSC,POT Iraklis Thessaloniki,free transfer,23/24
Mamadou Sakho,33,"['France', 'Senegal']",CB,€1.50m,Montpellier HSC,Without Club,-,23/24
Mathías Suárez,27,['Uruguay'],RB,€300k,Montpellier HSC,Without Club,-,23/24
Aron Dønnum,25,['Norway'],LM,€3.00m,Standard Liège,FC Toulouse,€4.50m,23/24
Ibrahim Cissoko,20,"['Netherlands', 'Guinea']",LW,€2.50m,NEC Nijmegen,FC Toulouse,€3.00m,23/24
Shavy Babicka,23,['Gabon'],RW,€1.00m,Aris Limassol,FC Toulouse,€2.75m,23/24
