player_name,player_age,player_nationality,player_position,market_value,from_club,to_club,transfer_fee,transfer_season
Goduine Koyalipou,24,"['Central African Republic', 'France']",CF,€1.20m,CSKA Sofia,RC Lens,€2.00m,24/25
Andrija Bulatovic,18,['Montenegro'],CM,€400k,Buducnost Podgorica,RC Lens,€1.70m,24/25
Hamzat Ojediran,20,['Nigeria'],DM,€400k,Debreceni VSC,RC Lens,€1.35m,24/25
Mathew Ryan,32,"['Australia', 'Scotland']",GK,€2.50m,AS Roma,RC Lens,€800k,24/25
Sidi Bane,20,['Senegal'],CB,€150k,BATE Borisov,RC Lens,€250k,24/25
Denis Petric,36,"['Slovenia', 'Serbia']",GK,€100k,FC Nantes,RC Lens,free transfer,24/25
Malang Sarr,25,"['France', 'Senegal']",CB,€4.00m,Chelsea FC,RC Lens,free transfer,24/25
Abdukodir Khusanov,20,['Uzbekistan'],CB,€12.00m,RC Lens,Manchester City,€40.00m,24/25
Elye Wahi,21,"['France', ""Cote d'Ivoire""]",CF,€35.00m,RC Lens,Olympique Marseille,€27.00m,24/25
Brice Samba,30,"['France', 'Congo']",GK,€15.00m,RC Lens,Stade Rennais FC,€14.00m,24/25
David Da Costa,24,"['Portugal', 'France']",AM,€7.00m,RC Lens,Portland Timbers,€5.74m,24/25
Adam Buksa,27,['Poland'],CF,€6.00m,RC Lens,FC Midtjylland,€4.00m,24/25
Ayanda Sishuba,19,"['Belgium', 'France']",AM,€500k,RC Lens,Hellas Verona,€2.50m,24/25
Lukasz Poreba,24,['Poland'],CM,€1.20m,RC Lens,Hamburger SV,€300k,24/25
Stijn Spierings,28,['Netherlands'],CM,€4.50m,RC Lens,Bröndby IF,free transfer,24/25
Ibrahima Baldé,21,"['France', 'Senegal']",CF,€300k,RC Lens,Rodez AF,free transfer,24/25
Ismaëlo Ganiou,19,"['Burkina Faso', 'France']",CB,-,RC Lens,Calcio Padova,?,24/25
Jimmy Cabot,30,['France'],RM,-,RC Lens,Retired,-,24/25
Jean-Louis Leca,38,['France'],GK,€200k,RC Lens,Retired,-,24/25
Mason Greenwood,22,"['England', 'Jamaica']",RW,€25.00m,Manchester United,Olympique Marseille,€26.00m,24/25
Amine Gouiri,24,"['Algeria', 'France']",CF,€20.00m,Stade Rennais FC,Olympique Marseille,€19.00m,24/25
Ismaël Koné,22,"['Canada', ""Cote d'Ivoire""]",CM,€11.00m,Watford FC,Olympique Marseille,€12.00m,24/25
Bamo Meïté,22,"[""Cote d'Ivoire"", 'France']",CB,€6.00m,FC Lorient,Olympique Marseille,€10.50m,24/25
Derek Cornelius,26,"['Canada', 'Jamaica']",CB,€2.80m,Malmö FF,Olympique Marseille,€4.00m,24/25
Gerónimo Rulli,32,"['Argentina', 'Italy']",GK,€5.00m,Ajax Amsterdam,Olympique Marseille,€4.00m,24/25
Jeffrey de Lange,26,['Netherlands'],GK,€3.00m,Go Ahead Eagles,Olympique Marseille,€2.00m,24/25
Amar Dedić,22,['Bosnia-Herzegovina'],RB,€15.00m,Red Bull Salzburg,Olympique Marseille,€1.50m,24/25
Luiz Felipe,27,"['Italy', 'Brazil']",CB,€8.00m,Al-Ittihad Club,Olympique Marseille,free transfer,24/25
Adrien Rabiot,29,['France'],CM,€35.00m,Without Club,Olympique Marseille,-,24/25
Elye Wahi,22,"['France', ""Cote d'Ivoire""]",CF,€25.00m,Olympique Marseille,Eintracht Frankfurt,€26.00m,24/25
Iliman Ndiaye,24,"['Senegal', 'France']",RW,€15.00m,Olympique Marseille,Everton FC,€18.00m,24/25
Ismaïla Sarr,26,['Senegal'],RW,€18.00m,Olympique Marseille,Crystal Palace,€15.00m,24/25
Mattéo Guendouzi,25,"['France', 'Morocco']",CM,€25.00m,Olympique Marseille,SS Lazio,€13.00m,24/25
Pierre-Emerick Aubameyang,35,"['Gabon', 'France']",CF,€5.00m,Olympique Marseille,Al-Qadsiah FC,€9.00m,24/25
Vitinha,24,['Portugal'],CF,€14.00m,Olympique Marseille,Genoa CFC,€8.30m,24/25
Enzo Sternal,17,"['France', 'Algeria']",AM,€1.50m,Olympique Marseille,RSCA Futures,€500k,24/25
Pape Gueye,25,"['Senegal', 'France']",DM,€6.00m,Olympique Marseille,Villarreal CF,free transfer,24/25
Salim Ben Seghir,21,['France'],LW,€400k,Olympique Marseille,Neuchâtel Xamax FCS,?,24/25
Konrad de la Fuente,23,['United States'],LW,€800k,Olympique Marseille,FC Lausanne-Sport,?,24/25
Emran Soglo,19,"['England', 'France']",LB,€800k,Olympique Marseille,SK Sturm Graz,?,24/25
Mory Gbane,24,"[""Cote d'Ivoire""]",DM,€2.50m,Gil Vicente FC,Stade Reims,€5.00m,24/25
Jordan,28,"['United States', 'France']",CF,€3.00m,1.FC Union Berlin,Stade Reims,€4.50m,24/25
Malcolm Jeng,19,['Sweden'],CB,€1.50m,IK Sirius,Stade Reims,€2.50m,24/25
John Patrick,21,"['Ireland', 'Spain']",CM,€200k,Getafe CF B,Stade Reims,€1.20m,24/25
Hiroki Sekine,22,['Japan'],RB,€800k,Kashiwa Reysol,Stade Reims,€650k,24/25
Cédric Kipré,27,"[""Cote d'Ivoire"", 'France']",CB,€2.50m,West Bromwich Albion,Stade Reims,free transfer,24/25
Emmanuel Agbadou,27,"[""Cote d'Ivoire""]",CB,€10.00m,Stade Reims,Wolverhampton Wanderers,€20.00m,24/25
Marshall Munetsi,28,['Zimbabwe'],CM,€10.00m,Stade Reims,Wolverhampton Wanderers,€18.00m,24/25
Amir Richardson,22,"['Morocco', 'France']",CM,€6.00m,Stade Reims,ACF Fiorentina,€9.00m,24/25
Ibrahim Diakité,20,"['Guinea', 'France']",RB,€800k,Stade Reims,Cercle Brugge ,€700k,24/25
Martin Adeline,20,['France'],CM,€1.00m,Stade Reims,ESTAC Troyes,€600k,24/25
Check Keita,21,"['Mali', 'France']",CB,€1.50m,Stade Reims,Royal Charleroi SC,€500k,24/25
Thérence Koudou,19,"['France', ""Cote d'Ivoire""]",RB,€800k,Stade Reims,Pau FC,€200k,24/25
Thomas Foket,29,['Belgium'],RB,€6.00m,Stade Reims,RSC Anderlecht,free transfer,24/25
Yunis Abdelhamid,36,"['Morocco', 'France']",CB,€600k,Stade Reims,AS Saint-Étienne,free transfer,24/25
Benjamin Stambouli,33,"['France', 'Algeria']",DM,€700k,Stade Reims,Without Club,-,24/25
Seko Fofana,29,"[""Cote d'Ivoire"", 'France']",CM,€12.00m,Al-Nassr FC,Stade Rennais FC,€20.00m,24/25
Albert Grønbæk,23,['Denmark'],AM,€12.00m,FK Bodø/Glimt,Stade Rennais FC,€15.00m,24/25
Anthony Rouault,23,['France'],CB,€10.00m,VfB Stuttgart,Stade Rennais FC,€13.00m,24/25
Kyogo Furuhashi,30,['Japan'],CF,€14.00m,Celtic FC,Stade Rennais FC,€12.00m,24/25
Mikayil Faye,20,['Senegal'],CB,€10.00m,FC Barcelona,Stade Rennais FC,€10.30m,24/25
Glen Kamara,28,"['Finland', 'Sierra Leone']",CM,€6.00m,Leeds United,Stade Rennais FC,€10.00m,24/25
Andrés Gómez,21,['Colombia'],RW,€5.00m,Real Salt Lake City,Stade Rennais FC,€10.00m,24/25
Henrik Meister,20,"['Denmark', 'Cameroon']",CF,€600k,Sarpsborg 08 FF,Stade Rennais FC,€9.00m,24/25
Jota,25,['Portugal'],LW,€9.00m,Al-Ittihad Club,Stade Rennais FC,€8.00m,24/25
Mousa Tamari,27,['Jordan'],RW,€6.00m,Montpellier HSC,Stade Rennais FC,€8.00m,24/25
Leo Østigård,24,['Norway'],CB,€8.00m,SSC Napoli,Stade Rennais FC,€7.00m,24/25
Kazeem Olaigbe,22,"['Belgium', 'Nigeria']",LW,€1.80m,Cercle Brugge,Stade Rennais FC,€5.25m,24/25
Jordan James,20,"['Wales', 'England']",CM,€4.50m,Birmingham City,Stade Rennais FC,€5.00m,24/25
Hans Hateboer,30,['Netherlands'],RB,€3.50m,Atalanta BC,Stade Rennais FC,€2.70m,24/25
Mohamed Jaouab,22,['Morocco'],CB,€600k,Amiens SC,Stade Rennais FC,€1.00m,24/25
Ayanda Sishuba,20,"['Belgium', 'France']",AM,€2.00m,Hellas Verona,Stade Rennais FC,€500k,24/25
Abdelhamid Ait Boudlal,18,['Morocco'],CB,-,Mohammed VI Football Academy,Stade Rennais FC,?,24/25
Enzo Le Fée,24,['France'],CM,€18.00m,Stade Rennais FC,AS Roma,€23.00m,24/25
Martin Terrier,27,['France'],LW,€20.00m,Stade Rennais FC,Bayer 04 Leverkusen,€20.00m,24/25
Jeanuël Belocian,19,"['France', 'Guadeloupe']",CB,€10.00m,Stade Rennais FC,Bayer 04 Leverkusen,€15.00m,24/25
Arthur Theate,24,['Belgium'],CB,€20.00m,Stade Rennais FC,Eintracht Frankfurt,€13.00m,24/25
Jota,25,['Portugal'],LW,€8.00m,Stade Rennais FC,Celtic FC,€10.00m,24/25
Benjamin Bourigeaud,30,['France'],CM,€18.00m,Stade Rennais FC,Al-Duhail SC,€10.00m,24/25
Matthis Abline,21,['France'],CF,€6.00m,Stade Rennais FC,FC Nantes,€10.00m,24/25
Guéla Doué,21,"[""Cote d'Ivoire"", 'France']",RB,€7.00m,Stade Rennais FC,RC Strasbourg Alsace,€6.00m,24/25
Mathis Lambourde,18,"['France', 'Guadeloupe']",CF,€500k,Stade Rennais FC,Hellas Verona,free transfer,24/25
Alfred Gomis,30,"['Senegal', 'Italy']",GK,€1.00m,Stade Rennais FC,Palermo FC,free transfer,24/25
Charlie Cresswell,21,['England'],CB,€4.00m,Leeds United,FC Toulouse,€4.50m,24/25
Mark McKenzie,25,"['United States', 'Jamaica']",CB,€6.00m,KRC Genk,FC Toulouse,€3.00m,24/25
Djibril Sidibé,32,"['France', 'Mali']",RB,€1.50m,AEK Athens,FC Toulouse,free transfer,24/25
Joshua King,32,['Norway'],CF,€2.30m,Fenerbahce,FC Toulouse,free transfer,24/25
Logan Costa,23,"['Cape Verde', 'France']",CB,€12.00m,FC Toulouse,Villarreal CF,€18.00m,24/25
Thijs Dallinga,23,['Netherlands'],CF,€18.00m,FC Toulouse,Bologna FC 1909,€15.00m,24/25
Anthony Rouault,23,['France'],CB,€7.00m,FC Toulouse,VfB Stuttgart,€3.00m,24/25
Veljko Birmancevic,26,['Serbia'],LW,€9.00m,FC Toulouse,AC Sparta Prague,€2.30m,24/25
Kévin Keben,20,['Cameroon'],CB,€500k,FC Toulouse,Watford FC,€1.00m,24/25
Junior Flemmings,28,['Jamaica'],LW,€700k,FC Toulouse,Ajman Club,free transfer,24/25
Kléri Serber,26,"['France', 'Guadeloupe']",CM,€250k,FC Toulouse,Septemvri Sofia,free transfer,24/25
Moussa Diarra,23,"['Mali', 'France']",CB,€2.00m,FC Toulouse,Deportivo Alavés,free transfer,24/25
Thomas Himeur,23,"['France', 'Algeria']",GK,€50k,FC Toulouse,Paris FC,free transfer,24/25
Mikkel Desler,29,['Denmark'],RB,€3.00m,FC Toulouse,Austin FC,free transfer,24/25
Denis Genreau,25,"['Australia', 'France']",AM,€800k,FC Toulouse,Deportivo de La Coruña,free transfer,24/25
Yanis Begraoui,22,"['Morocco', 'France']",CF,€900k,FC Toulouse,GD Estoril Praia,?,24/25
Mamady Bangré,23,"['Burkina Faso', 'France']",RW,€800k,FC Toulouse,Grenoble Foot 38,?,24/25
Naatan Skyttä,22,['Finland'],AM,€400k,FC Toulouse,USL Dunkerque,?,24/25
Oliver Zandén,23,['Sweden'],LB,€700k,FC Toulouse,IF Brommapojkarna,?,24/25
Nicolas Pays,21,['France'],AM,-,Le Puy Foot 43 Auvergne,Montpellier HSC,free transfer,24/25
Birama Touré,32,['Mali'],DM,€1.60m,Without Club,Montpellier HSC,-,24/25
Nikola Maksimović,32,['Serbia'],CB,€350k,Without Club,Montpellier HSC,-,24/25
Maxime Estève,22,['France'],CB,€7.00m,Montpellier HSC,Burnley FC,€12.00m,24/25
Akor Adams,24,['Nigeria'],CF,€9.00m,Montpellier HSC,Sevilla FC,€5.50m,24/25
Arnaud Nordin,26,"['France', 'Martinique']",RW,€8.00m,Montpellier HSC,1.FSV Mainz 05,€1.00m,24/25
Léo Leroy,24,['France'],CM,€1.00m,Montpellier HSC,FC Basel 1893,€500k,24/25
Sacha Delaye,22,['France'],AM,€300k,Montpellier HSC,SC Austria Lustenau,free transfer,24/25
Gabriel Barès,24,"['Switzerland', 'France']",DM,€400k,Montpellier HSC,Burgos CF,free transfer,24/25
Sékou Mara,22,"['France', 'Senegal']",CF,€6.00m,Southampton FC,RC Strasbourg Alsace,€12.00m,24/25
Sebastian Nanasi,22,"['Sweden', 'Hungary']",LM,€8.00m,Malmö FF,RC Strasbourg Alsace,€11.00m,24/25
Diego Moreira,20,"['Belgium', 'Portugal']",LM,€3.00m,Chelsea FC,RC Strasbourg Alsace,€8.50m,24/25
Óscar Perea,18,['Colombia'],LW,€2.00m,Atlético Nacional,RC Strasbourg Alsace,€5.20m,24/25
Yoni Gomis,18,"['France', 'Senegal']",CB,€50k,Le Havre AC,RC Strasbourg Alsace,€2.00m,24/25
Pape Diong,18,['Senegal'],DM,-,Académie Foot Darou Salam,RC Strasbourg Alsace,€1.20m,24/25
Karl-Johan Johnsson,34,['Sweden'],GK,€400k,FC Girondins Bordeaux,RC Strasbourg Alsace,free transfer,24/25
Karol Fila,26,['Poland'],RB,€700k,RC Strasbourg Alsace,FCV Dender EH,free transfer,24/25
Nordine Kandil,22,"['Morocco', 'France']",LW,€1.00m,RC Strasbourg Alsace,Amiens SC,free transfer,24/25
Lucas Perrin,25,['France'],CB,€3.00m,RC Strasbourg Alsace,Hamburger SV,free transfer,24/25
Frédéric Guilbert,29,['France'],RB,€4.00m,RC Strasbourg Alsace,US Lecce,free transfer,24/25
Alexandre Pierre,23,"['Haiti', 'France']",GK,€100k,RC Strasbourg Alsace,FC Sochaux-Montbéliard,free transfer,24/25
Ibrahima Sissoko,26,"['Mali', 'France']",DM,€6.00m,RC Strasbourg Alsace,VfL Bochum,free transfer,24/25
Jean-Eudes Aholou,30,"[""Cote d'Ivoire""]",DM,€800k,RC Strasbourg Alsace,Angers SCO,free transfer,24/25
Dany Jean,22,['Haiti'],LW,€400k,RC Strasbourg Alsace,SC União Torreense,?,24/25
Matthieu Dreyer,35,['France'],GK,€150k,RC Strasbourg Alsace,Retired,-,24/25
Lebo Mothiba,28,['South Africa'],CF,€1.50m,RC Strasbourg Alsace,Without Club,-,24/25
Kévin Gameiro,37,['France'],CF,€700k,RC Strasbourg Alsace,Without Club,-,24/25
Patrik Carlgren,32,['Sweden'],GK,€800k,Randers FC,FC Nantes,free transfer,24/25
Yassine Benhattab,21,"['France', 'Algeria']",RW,-,Aubagne Football Club,FC Nantes,free transfer,24/25
Jean-Philippe Gbamin,28,"[""Cote d'Ivoire"", 'France']",CB,€2.50m,USL Dunkerque,FC Nantes,free transfer,24/25
Francis Coquelin,33,"['France', 'Réunion']",DM,€1.00m,Without Club,FC Nantes,-,24/25
Bastien Meupiyou,18,"['France', 'Cameroon']",CB,€800k,FC Nantes,Wolverhampton Wanderers,€5.00m,24/25
Junior Diaz,21,"[""Cote d'Ivoire"", 'France']",CB,€400k,FC Nantes,ESTAC Troyes,€2.50m,24/25
Stredair Appuah,20,"['France', 'Ghana']",RW,€500k,FC Nantes,Palermo FC,€1.50m,24/25
Lohann Doucet,21,"['France', 'Burkina Faso']",DM,€700k,FC Nantes,Paris FC,€300k,24/25
Jean-Philippe Gbamin,29,"[""Cote d'Ivoire"", 'France']",CB,€2.00m,FC Nantes,FC Zürich,free transfer,24/25
Moussa Sissoko,34,"['France', 'Mali']",CM,€1.20m,FC Nantes,Watford FC,free transfer,24/25
Samuel Moutoussamy,28,"['DR Congo', 'France']",CM,€3.00m,FC Nantes,Sivasspor,free transfer,24/25
Abdoul Kader Bamba,30,"['France', 'Senegal']",RW,€900k,FC Nantes,Without Club,-,24/25
Yanis Zouaoui,26,"['France', 'Algeria']",LB,€600k,FC Martigues,Le Havre AC,free transfer,24/25
Ruben Londja,18,['Switzerland'],RW,-,FC Lausanne-Sport II,Le Havre AC,free transfer,24/25
Ahmed Hassan,31,"['Egypt', 'Portugal']",CF,€900k,Rio Ave FC,Le Havre AC,free transfer,24/25
Fodé Ballo-Touré,28,"['Senegal', 'France']",LB,€1.50m,Milan Futuro,Le Havre AC,free transfer,24/25
