Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,aerials_Won,aerials_Lost,aerials_Won%,Season
174,Koffi Djidji,CIV,['DF'],Torino,30,1992,8.4,2,0,0,11,1,0,2,10,9,0,0,0,37,8,6,57.1,2023-2024
175,Berat Djimsiti,ALB,['DF'],Atalanta,30,1993,31.5,5,0,0,17,11,0,6,57,24,0,1,0,171,92,55,62.6,2023-2024
176,Dodô,BRA,['DF'],Fiorentina,24,1998,5.8,0,0,0,7,8,0,19,5,3,0,0,0,34,4,2,66.7,2023-2024
177,Josh Doig,SCO,['DF'],Hellas Verona,21,2002,9.2,2,0,0,7,4,1,30,4,9,0,1,0,36,5,7,41.7,2023-2024
178,Josh Doig,SCO,['DF'],Sassuolo,21,2002,14.9,5,0,0,15,11,0,47,16,17,0,1,0,49,15,14,51.7,2023-2024
179,Nicolás Domínguez,ARG,['MF'],Bologna,25,1998,1.1,0,0,0,3,0,0,0,0,0,0,0,0,7,1,0,100.0,2023-2024
180,Giulio Donati,ITA,['DF'],Monza,33,1990,0.4,2,0,0,1,0,0,4,0,0,0,0,0,2,0,2,0.0,2023-2024
181,Patrick Dorgu,DEN,"['DF', 'MF']",Lecce,18,2004,17.4,6,0,0,25,44,2,41,9,22,0,0,0,78,27,25,51.9,2023-2024
182,Alberto Dossena,ITA,['DF'],Cagliari,24,1998,33.1,5,0,0,38,42,0,1,45,35,0,0,2,190,118,68,63.4,2023-2024
183,Radu Drăgușin,ROU,['DF'],Genoa,21,2002,19.0,1,0,0,14,14,0,1,21,11,0,0,0,62,58,25,69.9,2023-2024
184,Ondrej Duda,SVK,['MF'],Hellas Verona,28,1994,27.3,14,2,2,54,51,0,94,26,39,0,0,0,195,7,19,26.9,2023-2024
185,Denzel Dumfries,NED,['DF'],Inter,27,1996,18.2,2,1,0,25,18,5,47,12,13,0,0,0,58,36,18,66.7,2023-2024
186,Alfred Duncan,GHA,['MF'],Fiorentina,30,1993,21.0,2,0,0,26,15,3,65,11,22,0,0,0,117,29,29,50.0,2023-2024
