Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Season
40,George Baldock,GRE,['DF'],Sheffield Utd,30,1993,10.8,0,1,0,0.0,0.09,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.02,0.0,0.0,2023-2024
41,Carlos Baleba,CMR,['MF'],Brighton,19,2004,14.7,0,21,5,23.8,1.43,0.34,0.00,0.00,24.4,0,0,0,0.8,0.8,0.04,-0.8,-0.8,2023-2024
42,Fodé Ballo-Touré,SEN,"['DF', 'MF']",Fulham,26,1997,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
43,Shandon Baptiste,GRN,['MF'],Brentford,25,1998,2.5,1,2,2,100.0,0.79,0.79,0.50,0.50,6.6,0,0,0,0.9,0.9,0.45,+0.1,+0.1,2023-2024
44,Valentín Barco,ARG,"['DF', 'FW']",Brighton,19,2004,3.4,0,4,2,50.0,1.17,0.59,0.00,0.00,24.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,2023-2024
45,Ross Barkley,ENG,['MF'],Luton Town,29,1993,29.1,5,66,19,28.8,2.27,0.65,0.08,0.26,21.5,6,0,0,4.1,4.1,0.06,+0.9,+0.9,2023-2024
46,Harvey Barnes,ENG,"['FW', 'MF']",Newcastle Utd,25,1997,8.9,5,27,12,44.4,3.03,1.35,0.19,0.42,16.0,0,0,0,3.6,3.6,0.13,+1.4,+1.4,2023-2024
47,Chris Basham,ENG,"['DF', 'MF']",Sheffield Utd,35,1988,3.6,0,2,0,0.0,0.56,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2023-2024
48,Calvin Bassey,NGA,['DF'],Fulham,23,1999,25.6,1,5,1,20.0,0.20,0.04,0.20,1.00,10.1,0,0,0,0.3,0.3,0.07,+0.7,+0.7,2023-2024
49,Owen Beck,WAL,['DF'],Liverpool,20,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
50,Donny van de Beek,NED,['DF'],Manchester Utd,26,1997,0.0,0,1,0,0.0,30.00,0.00,0.00,,16.1,0,0,0,0.0,0.0,0.04,0.0,0.0,2023-2024
51,Amari'i Bell,JAM,['DF'],Luton Town,29,1994,19.1,0,2,2,100.0,0.10,0.10,0.00,0.00,18.8,0,0,0,0.3,0.3,0.13,-0.3,-0.3,2023-2024
52,Jean-Ricner Bellegarde,HAI,"['MF', 'FW']",Wolves,25,1998,10.6,2,15,5,33.3,1.41,0.47,0.13,0.40,16.5,0,0,0,1.6,1.6,0.10,+0.4,+0.4,2023-2024
53,Anis Ben Slimane,TUN,['MF'],Sheffield Utd,22,2001,4.7,0,8,3,37.5,1.72,0.64,0.00,0.00,18.2,0,0,0,0.8,0.8,0.10,-0.8,-0.8,2023-2024
54,Saïd Benrahma,ALG,"['FW', 'MF']",West Ham,27,1995,6.9,0,18,5,27.8,2.61,0.73,0.00,0.00,19.8,0,0,1,1.8,1.0,0.06,-1.8,-1.0,2023-2024
55,Rodrigo Bentancur,URU,['MF'],Tottenham,26,1997,11.2,1,18,4,22.2,1.61,0.36,0.06,0.25,16.3,0,0,0,1.9,1.9,0.11,-0.9,-0.9,2023-2024
56,Daniel Bentley,ENG,['GK'],Wolves,30,1993,4.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
57,Jóhann Berg Guðmundsson,ISL,"['MF', 'FW']",Burnley,32,1990,13.2,1,15,6,40.0,1.13,0.45,0.07,0.17,15.6,1,0,0,1.9,1.9,0.12,-0.9,-0.9,2023-2024
58,Sander Berge,NOR,['MF'],Burnley,25,1998,33.4,1,25,3,12.0,0.75,0.09,0.04,0.33,17.6,0,0,0,1.9,1.9,0.08,-0.9,-0.9,2023-2024
59,Luke Berry,ENG,"['MF', 'DF']",Luton Town,31,1992,3.6,2,8,4,50.0,2.23,1.11,0.25,0.50,10.9,0,0,0,1.0,1.0,0.13,+1.0,+1.0,2023-2024
60,Beto,GNB,['FW'],Everton,25,1998,10.6,3,42,12,28.6,3.97,1.14,0.07,0.25,14.7,0,0,1,6.8,6.0,0.14,-3.8,-3.0,2023-2024
61,Jordan Beyer,GER,['DF'],Burnley,23,2000,13.7,0,5,0,0.0,0.36,0.00,0.00,,8.2,0,0,0,0.5,0.5,0.10,-0.5,-0.5,2023-2024
62,Philip Billing,DEN,['MF'],Bournemouth,27,1996,15.5,2,30,8,26.7,1.93,0.52,0.07,0.25,20.6,7,0,0,2.5,2.5,0.08,-0.5,-0.5,2023-2024
63,Yves Bissouma,MLI,['MF'],Tottenham,26,1996,23.0,0,24,5,20.8,1.04,0.22,0.00,0.00,25.0,1,0,0,1.4,1.4,0.06,-1.4,-1.4,2023-2024
64,Benicio Boaitey,ENG,"['FW', 'DF']",Brighton,19,2004,0.4,0,1,0,0.0,2.25,0.00,0.00,,25.2,0,0,0,0.0,0.0,0.02,0.0,0.0,2023-2024
65,Oscar Bobb,NOR,"['FW', 'MF']",Manchester City,20,2003,3.4,1,4,1,25.0,1.19,0.30,0.25,1.00,11.1,0,0,0,1.4,1.4,0.35,-0.4,-0.4,2023-2024
66,Jayden Bogle,ENG,['DF'],Sheffield Utd,23,2000,31.0,3,32,11,34.4,1.03,0.36,0.09,0.27,16.2,0,0,0,2.3,2.3,0.07,+0.7,+0.7,2023-2024
67,Willy Boly,CIV,['DF'],Nott'ham Forest,32,1991,16.0,2,14,6,42.9,0.88,0.38,0.14,0.33,10.4,0,0,0,1.5,1.5,0.11,+0.5,+0.5,2023-2024
68,Sven Botman,NED,['DF'],Newcastle Utd,23,2000,15.3,2,10,2,20.0,0.65,0.13,0.20,1.00,10.5,0,0,0,0.6,0.6,0.06,+1.4,+1.4,2023-2024
69,Jarrod Bowen,ENG,['FW'],West Ham,26,1996,33.5,16,84,37,44.0,2.50,1.10,0.19,0.43,14.2,0,0,0,11.6,11.6,0.14,+4.4,+4.4,2023-2024
70,Conor Bradley,NIR,['DF'],Liverpool,20,2003,8.4,1,12,4,33.3,1.43,0.48,0.08,0.25,17.3,0,0,0,0.9,0.9,0.07,+0.1,+0.1,2023-2024
71,Jarrad Branthwaite,ENG,['DF'],Everton,21,2002,34.6,3,14,4,28.6,0.40,0.12,0.21,0.75,11.6,0,0,0,1.7,1.7,0.12,+1.3,+1.3,2023-2024
72,Ben Brereton,CHI,"['FW', 'MF']",Sheffield Utd,24,1999,12.3,6,34,16,47.1,2.77,1.30,0.15,0.31,14.5,0,1,1,6.1,5.3,0.16,-0.1,-0.3,2023-2024
73,Rhian Brewster,ENG,"['FW', 'MF']",Sheffield Utd,23,2000,3.8,0,7,3,42.9,1.82,0.78,0.00,0.00,23.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,2023-2024
74,Armando Broja,ALB,['FW'],Chelsea,21,2001,5.0,1,13,2,15.4,2.58,0.40,0.08,0.50,11.1,0,0,0,2.4,2.4,0.18,-1.4,-1.4,2023-2024
75,Armando Broja,ALB,['FW'],Fulham,21,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
76,Andre Brooks,ENG,"['MF', 'DF']",Sheffield Utd,19,2003,10.4,0,9,2,22.2,0.86,0.19,0.00,0.00,19.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,2023-2024
77,David Brooks,WAL,"['FW', 'MF']",Bournemouth,26,1997,3.1,1,13,5,38.5,4.15,1.60,0.08,0.20,17.4,0,0,0,2.2,2.2,0.17,-1.2,-1.2,2023-2024
78,Jacob Brown,SCO,"['MF', 'FW']",Luton Town,25,1998,11.3,2,26,6,23.1,2.30,0.53,0.08,0.33,14.1,0,0,0,2.8,2.8,0.11,-0.8,-0.8,2023-2024
79,Josh Brownhill,ENG,['MF'],Burnley,27,1995,25.0,4,28,11,39.3,1.12,0.44,0.14,0.36,21.8,0,0,0,1.9,1.9,0.07,+2.1,+2.1,2023-2024
80,Jacob Bruun Larsen,DEN,"['MF', 'FW']",Burnley,24,1998,13.9,6,43,14,32.6,3.10,1.01,0.12,0.36,19.2,11,1,1,5.0,4.2,0.10,+1.0,+0.8,2023-2024
81,Hugo Bueno,ESP,"['DF', 'MF']",Wolves,20,2002,8.2,0,5,0,0.0,0.61,0.00,0.00,,18.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,2023-2024
82,Santiago Bueno,URU,['DF'],Wolves,24,1998,9.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
83,Facundo Buonanotte,ARG,"['FW', 'MF']",Brighton,18,2004,15.2,3,21,8,38.1,1.39,0.53,0.14,0.38,16.8,0,0,0,2.4,2.4,0.11,+0.6,+0.6,2023-2024
84,Reece Burke,ENG,['DF'],Luton Town,26,1996,18.4,0,13,3,23.1,0.70,0.16,0.00,0.00,14.3,0,0,0,1.3,1.3,0.12,-1.3,-1.3,2023-2024
85,Dan Burn,ENG,['DF'],Newcastle Utd,31,1992,30.3,2,23,5,21.7,0.76,0.17,0.09,0.40,8.1,0,0,0,3.1,3.1,0.14,-1.1,-1.1,2023-2024
86,Mason Burstow,ENG,['FW'],Chelsea,19,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
87,Moisés Caicedo,ECU,['MF'],Chelsea,21,2001,31.8,1,13,4,30.8,0.41,0.13,0.08,0.25,29.0,0,0,0,0.4,0.4,0.03,+0.6,+0.6,2023-2024
88,Tom Cairney,SCO,['MF'],Fulham,32,1991,16.5,1,17,8,47.1,1.03,0.48,0.06,0.13,21.2,0,0,0,1.1,1.1,0.06,-0.1,-0.1,2023-2024
89,Dominic Calvert-Lewin,ENG,['FW'],Everton,26,1997,24.1,7,71,28,39.4,2.94,1.16,0.07,0.18,13.9,1,2,2,12.9,11.4,0.16,-5.9,-6.4,2023-2024
90,Thomas Cannon,IRL,['FW'],Everton,20,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
91,Diego Carlos,BRA,['DF'],Aston Villa,30,1993,20.2,0,10,1,10.0,0.50,0.05,0.00,0.00,9.1,0,0,0,1.9,1.9,0.19,-1.9,-1.9,2023-2024
92,Cesare Casadei,ITA,"['FW', 'MF']",Chelsea,20,2003,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
93,Casemiro,BRA,"['MF', 'DF']",Manchester Utd,31,1992,22.0,1,39,9,23.1,1.77,0.41,0.03,0.11,17.1,1,0,0,3.5,3.5,0.09,-2.5,-2.5,2023-2024
94,Kaelan Casey,ENG,['DF'],West Ham,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
95,Matty Cash,POL,['DF'],Aston Villa,25,1997,23.8,2,33,13,39.4,1.39,0.55,0.06,0.15,16.2,0,0,0,4.2,4.2,0.13,-2.2,-2.2,2023-2024
96,Timothy Castagne,BEL,['DF'],Fulham,27,1995,29.3,1,14,4,28.6,0.48,0.14,0.07,0.25,11.3,0,0,0,1.6,1.6,0.12,-0.6,-0.6,2023-2024
97,Jonny Castro,ESP,['MF'],Wolves,29,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
98,Trevoh Chalobah,ENG,['DF'],Chelsea,24,1999,10.6,1,2,2,100.0,0.19,0.19,0.50,0.50,9.5,0,0,0,0.2,0.2,0.10,+0.8,+0.8,2023-2024
99,Calum Chambers,ENG,"['MF', 'DF']",Aston Villa,28,1995,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
100,Youssef Chermiti,POR,['FW'],Everton,19,2004,2.3,0,7,2,28.6,3.03,0.87,0.00,0.00,14.6,0,0,0,0.7,0.7,0.10,-0.7,-0.7,2023-2024
101,Ben Chilwell,ENG,['DF'],Chelsea,26,1996,8.4,0,12,4,33.3,1.43,0.48,0.00,0.00,16.6,1,0,0,1.2,1.2,0.10,-1.2,-1.2,2023-2024
102,Tawanda Chirewa,ZIM,"['MF', 'FW']",Wolves,19,2003,1.6,0,3,1,33.3,1.86,0.62,0.00,0.00,21.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,2023-2024
103,Leon Chiwome,ENG,['FW'],Wolves,17,2006,1.9,0,2,0,0.0,1.03,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2023-2024
104,Tahith Chong,CUW,"['MF', 'FW']",Luton Town,23,1999,22.0,4,31,7,22.6,1.41,0.32,0.13,0.57,16.6,0,0,0,2.7,2.7,0.09,+1.3,+1.3,2023-2024
105,Ryan Christie,SCO,['MF'],Bournemouth,28,1995,32.3,0,43,13,30.2,1.33,0.40,0.00,0.00,20.0,0,0,0,2.3,2.3,0.05,-2.3,-2.3,2023-2024
106,Carney Chukwuemeka,ENG,"['MF', 'FW']",Chelsea,19,2003,2.5,1,3,2,66.7,1.19,0.79,0.33,0.50,19.9,0,0,0,0.2,0.2,0.05,+0.8,+0.8,2023-2024
107,Bobby Clark,ENG,['MF'],Liverpool,18,2005,1.0,0,2,0,0.0,2.02,0.00,0.00,,18.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2023-2024
108,Jordan Clark,ENG,['MF'],Luton Town,29,1993,14.5,1,17,4,23.5,1.17,0.28,0.06,0.25,16.9,0,0,0,1.0,1.0,0.06,0.0,0.0,2023-2024
109,Nathaniel Clyne,ENG,['DF'],Crystal Palace,32,1991,14.9,0,4,0,0.0,0.27,0.00,0.00,,22.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,2023-2024
110,Séamus Coleman,IRL,['DF'],Everton,34,1988,7.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
111,Nathan Collins,IRL,['DF'],Brentford,22,2001,29.5,1,10,2,20.0,0.34,0.07,0.10,0.50,9.9,0,0,0,1.7,1.7,0.17,-0.7,-0.7,2023-2024
112,Levi Colwill,ENG,['DF'],Chelsea,20,2003,20.0,1,11,3,27.3,0.55,0.15,0.09,0.33,11.9,0,0,0,1.3,1.3,0.12,-0.3,-0.3,2023-2024
113,Lewis Cook,ENG,['MF'],Bournemouth,26,1997,31.0,0,12,4,33.3,0.39,0.13,0.00,0.00,24.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4,2023-2024
114,Jack Cork,ENG,['MF'],Burnley,34,1989,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
115,Maxwel Cornet,CIV,"['MF', 'FW']",West Ham,26,1996,1.2,1,4,1,25.0,3.21,0.80,0.25,1.00,12.5,0,0,0,0.4,0.4,0.10,+0.6,+0.6,2023-2024
116,Vladimír Coufal,CZE,['DF'],West Ham,30,1992,34.8,0,8,2,25.0,0.23,0.06,0.00,0.00,22.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,2023-2024
117,Philippe Coutinho,BRA,"['MF', 'FW']",Aston Villa,31,1992,0.3,0,3,1,33.3,10.80,3.60,0.00,0.00,24.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2023-2024
118,Aaron Cresswell,ENG,"['DF', 'FW']",West Ham,33,1989,4.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
119,Marc Cucurella,ESP,['DF'],Chelsea,25,1998,19.8,0,8,4,50.0,0.40,0.20,0.00,0.00,14.4,0,0,0,1.1,1.1,0.14,-1.1,-1.1,2023-2024
120,Josh Cullen,IRL,['MF'],Burnley,27,1996,22.9,2,16,5,31.3,0.70,0.22,0.13,0.40,22.8,0,0,0,0.6,0.6,0.04,+1.4,+1.4,2023-2024
121,Matheus Cunha,BRA,"['FW', 'MF']",Wolves,24,1999,27.1,12,72,36,50.0,2.66,1.33,0.15,0.31,18.0,0,1,1,9.5,8.7,0.12,+2.5,+2.3,2023-2024
122,Sam Curtis,IRL,['DF'],Sheffield Utd,17,2005,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
123,Mahmoud Dahoud,GER,['MF'],Brighton,27,1996,5.0,0,6,1,16.7,1.19,0.20,0.00,0.00,26.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,2023-2024
124,Ameen Al-Dakhil,BEL,['DF'],Burnley,21,2002,11.7,1,8,3,37.5,0.68,0.26,0.13,0.33,16.0,0,0,0,1.3,1.3,0.16,-0.3,-0.3,2023-2024
125,Diogo Dalot,POR,['DF'],Manchester Utd,24,1999,35.3,2,30,7,23.3,0.85,0.20,0.07,0.29,21.0,0,0,0,1.7,1.7,0.06,+0.3,+0.3,2023-2024
126,Mikkel Damsgaard,DEN,['MF'],Brentford,23,2000,9.4,0,9,4,44.4,0.96,0.43,0.00,0.00,18.0,1,0,0,0.9,0.9,0.10,-0.9,-0.9,2023-2024
127,Danilo,BRA,['MF'],Nott'ham Forest,22,2001,19.9,2,23,7,30.4,1.16,0.35,0.09,0.29,21.0,0,0,0,1.8,1.8,0.08,+0.2,+0.2,2023-2024
128,Arnaut Danjuma,NED,"['MF', 'FW']",Everton,26,1997,6.6,1,25,9,36.0,3.78,1.36,0.04,0.11,16.0,1,0,0,2.6,2.6,0.10,-1.6,-1.6,2023-2024
129,Jayden Danns,ENG,['FW'],Liverpool,17,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
130,Josh Dasilva,ENG,"['DF', 'FW']",Brentford,24,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
131,David Datro Fofana,CIV,['FW'],Burnley,20,2002,9.8,4,19,10,52.6,1.95,1.02,0.21,0.40,14.0,0,0,0,4.5,4.5,0.24,-0.5,-0.5,2023-2024
132,Ben Davies,WAL,['DF'],Tottenham,30,1993,12.1,1,12,2,16.7,0.99,0.17,0.08,0.50,11.8,0,0,0,2.3,2.3,0.19,-1.3,-1.3,2023-2024
133,Tom Davies,ENG,['MF'],Sheffield Utd,25,1998,2.5,0,4,1,25.0,1.63,0.41,0.00,0.00,15.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,2023-2024
134,Craig Dawson,ENG,['DF'],Wolves,33,1990,24.5,1,16,5,31.3,0.65,0.20,0.06,0.20,11.2,0,0,0,1.5,1.5,0.09,-0.5,-0.5,2023-2024
135,Kevin De Bruyne,BEL,['MF'],Manchester City,32,1991,13.6,4,44,17,38.6,3.24,1.25,0.09,0.24,21.4,6,0,0,2.4,2.4,0.05,+1.6,+1.6,2023-2024
136,Bobby De Cordova-Reid,JAM,['FW'],Fulham,30,1993,15.8,6,33,8,24.2,2.09,0.51,0.18,0.75,15.7,0,0,0,4.6,4.6,0.14,+1.4,+1.4,2023-2024
137,Hannes Delcroix,HAI,['DF'],Burnley,24,1999,6.5,0,4,2,50.0,0.61,0.31,0.00,0.00,11.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4,2023-2024
138,Leander Dendoncker,BEL,['MF'],Aston Villa,28,1995,1.3,1,2,1,50.0,1.51,0.76,0.50,1.00,12.5,0,0,0,0.7,0.7,0.37,+0.3,+0.3,2023-2024
139,Moussa Diaby,FRA,"['FW', 'MF']",Aston Villa,24,1999,24.2,6,54,22,40.7,2.24,0.91,0.11,0.27,15.9,0,0,0,7.0,7.0,0.13,-1.0,-1.0,2023-2024
140,Amad Diallo,CIV,"['FW', 'MF']",Manchester Utd,21,2002,4.3,1,10,4,40.0,2.31,0.92,0.10,0.25,19.3,0,0,0,0.5,0.5,0.05,+0.5,+0.5,2023-2024
141,Amadou Diallo,ENG,['MF'],Newcastle Utd,20,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
142,Rúben Dias,POR,['DF'],Manchester City,26,1997,28.4,0,20,8,40.0,0.70,0.28,0.00,0.00,15.2,0,0,0,1.4,1.4,0.07,-1.4,-1.4,2023-2024
143,Luis Díaz,COL,['FW'],Liverpool,26,1997,29.2,8,94,32,34.0,3.22,1.10,0.09,0.25,15.0,0,0,0,11.9,11.9,0.13,-3.9,-3.9,2023-2024
144,Eric Dier,ENG,['DF'],Tottenham,29,1994,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
145,Lucas Digne,FRA,['DF'],Aston Villa,30,1993,26.8,1,20,4,20.0,0.75,0.15,0.05,0.25,20.0,6,0,0,1.1,1.1,0.05,-0.1,-0.1,2023-2024
146,Issa Diop,FRA,['DF'],Fulham,26,1997,15.8,0,5,1,20.0,0.32,0.06,0.00,0.00,14.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,2023-2024
147,Axel Disasi,FRA,['DF'],Chelsea,25,1998,28.7,2,16,4,25.0,0.56,0.14,0.13,0.50,10.3,0,0,0,2.4,2.4,0.15,-0.4,-0.4,2023-2024
148,Lewis Dobbin,ENG,['MF'],Everton,20,2003,2.6,1,5,2,40.0,1.94,0.78,0.20,0.50,15.6,0,0,0,0.3,0.3,0.06,+0.7,+0.7,2023-2024
149,Matt Doherty,IRL,"['DF', 'MF']",Wolves,31,1992,12.8,1,9,3,33.3,0.70,0.23,0.11,0.33,10.8,0,0,0,0.8,0.8,0.09,+0.2,+0.2,2023-2024
150,Jeremy Doku,BEL,"['FW', 'MF']",Manchester City,21,2002,17.7,3,55,19,34.5,3.10,1.07,0.05,0.16,16.4,0,0,0,2.5,2.5,0.05,+0.5,+0.5,2023-2024
151,Nicolás Domínguez,ARG,"['MF', 'FW']",Nott'ham Forest,25,1998,16.6,2,22,6,27.3,1.32,0.36,0.09,0.33,16.9,0,0,0,1.3,1.3,0.06,+0.7,+0.7,2023-2024
152,Jamie Donley,NIR,['FW'],Tottenham,18,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
153,Abdoulaye Doucouré,MLI,"['FW', 'MF']",Everton,30,1993,29.2,7,47,21,44.7,1.61,0.72,0.15,0.33,12.2,0,0,0,8.8,8.8,0.20,-1.8,-1.8,2023-2024
154,Cheick Doucouré,MLI,['MF'],Crystal Palace,23,2000,10.2,0,6,2,33.3,0.59,0.20,0.00,0.00,21.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,2023-2024
155,Alfie Doughty,ENG,['DF'],Luton Town,23,1999,32.5,2,26,8,30.8,0.80,0.25,0.08,0.25,16.3,2,0,0,1.3,1.3,0.05,+0.7,+0.7,2023-2024
156,Tommy Doyle,ENG,['MF'],Wolves,21,2001,13.6,0,14,3,21.4,1.03,0.22,0.00,0.00,26.2,2,0,0,0.4,0.4,0.03,-0.4,-0.4,2023-2024
157,Radu Drăgușin,ROU,['DF'],Tottenham,21,2002,4.8,0,1,0,0.0,0.21,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.14,-0.1,-0.1,2023-2024
158,Martin Dúbravka,SVK,['GK'],Newcastle Utd,34,1989,22.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
159,Paul Dummett,WAL,['DF'],Newcastle Utd,31,1991,0.2,0,1,0,0.0,4.50,0.00,0.00,,16.1,0,0,0,0.0,0.0,0.02,0.0,0.0,2023-2024
160,Lewis Dunk,ENG,['DF'],Brighton,31,1991,31.9,3,33,12,36.4,1.04,0.38,0.09,0.25,13.4,4,0,0,3.1,3.1,0.09,-0.1,-0.1,2023-2024
161,Jáder Durán,COL,"['FW', 'MF']",Aston Villa,19,2003,5.3,5,20,7,35.0,3.79,1.33,0.25,0.71,16.8,0,0,0,2.0,2.0,0.10,+3.0,+3.0,2023-2024
162,George Earthy,ENG,['FW'],West Ham,18,2004,0.4,1,1,1,100.0,2.65,2.65,1.00,1.00,3.8,0,0,0,0.3,0.3,0.31,+0.7,+0.7,2023-2024
163,Ederson,BRA,['GK'],Manchester City,29,1993,30.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
164,Odsonne Édouard,FRA,"['FW', 'MF']",Crystal Palace,25,1998,17.3,7,51,19,37.3,2.95,1.10,0.14,0.37,13.7,3,0,0,6.2,6.2,0.12,+0.8,+0.8,2023-2024
165,John Egan,IRL,['DF'],Sheffield Utd,30,1992,5.4,0,3,1,33.3,0.56,0.19,0.00,0.00,10.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,2023-2024
166,Hjalmar Ekdal,SWE,['DF'],Burnley,24,1998,4.9,0,2,1,50.0,0.41,0.21,0.00,0.00,16.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2023-2024
167,Anthony Elanga,SWE,"['FW', 'MF']",Nott'ham Forest,21,2002,27.0,5,54,22,40.7,2.00,0.81,0.09,0.23,16.2,0,0,0,6.6,6.6,0.12,-1.6,-1.6,2023-2024
168,Harvey Elliott,ENG,"['MF', 'FW']",Liverpool,20,2003,15.0,3,49,16,32.7,3.26,1.07,0.06,0.19,20.8,2,0,0,2.7,2.7,0.06,+0.3,+0.3,2023-2024
169,Mohamed Elneny,EGY,['MF'],Arsenal,31,1992,0.3,0,2,1,50.0,6.43,3.21,0.00,0.00,25.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2023-2024
170,Emerson,BRA,['DF'],Tottenham,24,1999,12.9,1,6,3,50.0,0.47,0.23,0.17,0.33,22.5,0,0,0,0.2,0.2,0.03,+0.8,+0.8,2023-2024
171,Julio Enciso,PAR,"['MF', 'FW']",Brighton,19,2004,5.3,0,28,8,28.6,5.31,1.52,0.00,0.00,21.2,0,0,0,1.4,1.4,0.05,-1.4,-1.4,2023-2024
172,Wataru Endo,JPN,['MF'],Liverpool,30,1993,19.1,1,10,3,30.0,0.52,0.16,0.10,0.33,22.0,0,0,0,0.5,0.5,0.05,+0.5,+0.5,2023-2024
173,Christian Eriksen,DEN,['MF'],Manchester Utd,31,1992,12.7,1,13,4,30.8,1.03,0.32,0.08,0.25,22.0,2,0,0,1.0,1.0,0.08,0.0,0.0,2023-2024
174,Maxime Estève,FRA,['DF'],Burnley,21,2002,14.5,0,7,0,0.0,0.48,0.00,0.00,,19.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,2023-2024
175,Pervis Estupiñán,ECU,['DF'],Brighton,25,1998,13.8,2,11,6,54.5,0.80,0.43,0.18,0.33,18.8,0,0,0,1.0,1.0,0.09,+1.0,+1.0,2023-2024
176,Jonny Evans,NIR,['DF'],Manchester Utd,35,1988,15.5,0,1,0,0.0,0.06,0.00,0.00,,5.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2023-2024
177,Eberechi Eze,ENG,"['MF', 'FW']",Crystal Palace,25,1998,22.8,11,82,33,40.2,3.59,1.45,0.12,0.30,20.7,12,1,1,9.1,8.3,0.10,+1.9,+1.7,2023-2024
178,Łukasz Fabiański,POL,['GK'],West Ham,38,1985,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2023-2024
179,Romain Faivre,FRA,"['MF', 'FW']",Bournemouth,25,1998,0.5,0,2,0,0.0,4.39,0.00,0.00,,17.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,2023-2024
180,Ansu Fati,ESP,"['MF', 'FW']",Brighton,20,2002,5.8,2,26,11,42.3,4.49,1.90,0.08,0.18,14.6,0,0,0,3.4,3.4,0.13,-1.4,-1.4,2023-2024
181,Felipe,BRA,['DF'],Nott'ham Forest,34,1989,4.2,0,3,0,0.0,0.72,0.00,0.00,,16.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2023-2024
