Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,aerials_Won,aerials_Lost,aerials_Won%,Season
89,Danny da Costa,GER,['DF'],Mainz 05,30,1993,9.2,1,0,0,7,4,0,40,16,9,0,1,0,60,10,20,33.3,2023-2024
90,Nicolas Cozza,FRA,['DF'],Wolfsburg,24,1999,3.1,1,0,0,1,0,0,4,4,6,0,0,0,12,3,9,25.0,2023-2024
91,Tomáš Čvančara,CZE,['FW'],Gladbach,22,2000,10.0,4,0,0,9,13,4,3,2,3,0,0,0,16,23,30,43.4,2023-2024
92,Finn Dahmen,GER,['GK'],Augsburg,25,1998,31.0,4,0,0,2,4,0,0,0,0,0,2,1,64,6,3,66.7,2023-2024
93,Mahmoud Dahoud,GER,['MF'],Stuttgart,27,1996,2.5,0,0,0,0,2,0,6,0,1,0,0,0,23,2,5,28.6,2023-2024
94,Lukas Daschner,GER,"['MF', 'FW']",Bochum,24,1998,6.0,2,0,0,4,9,0,20,2,4,0,0,0,24,5,12,29.4,2023-2024
95,David Datro Fofana,CIV,"['FW', 'MF']",Union Berlin,20,2002,7.6,0,0,0,8,12,4,11,0,7,0,0,0,25,10,17,37.0,2023-2024
96,Alphonso Davies,CAN,['DF'],Bayern Munich,22,2000,22.9,0,0,0,16,20,0,31,26,24,0,1,0,179,14,9,60.9,2023-2024
97,Olivier Deman,BEL,['DF'],Werder Bremen,23,2000,15.2,5,0,0,27,13,0,45,14,15,0,1,1,80,16,18,47.1,2023-2024
98,Ermedin Demirović,BIH,"['FW', 'MF']",Augsburg,25,1998,31.9,7,0,0,60,35,16,10,11,14,1,0,0,107,51,89,36.4,2023-2024
99,Sepp van den Berg,NED,['DF'],Mainz 05,21,2001,31.5,9,0,0,31,18,0,2,43,23,0,0,1,176,171,78,68.7,2023-2024
100,Samuele Di Benedetto,GER,['MF'],Stuttgart,18,2005,0.1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,,2023-2024
101,Justin Diehl,GER,"['FW', 'MF']",Köln,18,2004,1.9,0,0,0,2,4,0,18,0,0,0,0,0,8,0,2,0.0,2023-2024
102,Eric Dier,ENG,['DF'],Bayern Munich,29,1994,13.0,1,0,0,12,9,1,7,10,8,0,0,0,66,34,15,69.4,2023-2024
103,Florian Dietz,GER,"['FW', 'MF']",Köln,24,1998,0.8,0,0,0,1,0,0,0,0,0,0,0,0,2,2,8,20.0,2023-2024
104,Junior Dina Ebimbe,FRA,"['MF', 'DF']",Eint Frankfurt,22,2000,21.7,5,0,0,49,15,3,21,9,29,0,0,0,112,41,32,56.2,2023-2024
105,Eren Dinkçi,GER,"['FW', 'MF']",Heidenheim,21,2001,29.4,8,0,0,28,22,2,79,12,18,0,0,0,155,11,24,31.4,2023-2024
106,Ritsu Doan,JPN,"['DF', 'MF']",Freiburg,25,1998,25.0,2,0,0,26,35,2,61,9,27,1,0,0,97,21,28,42.9,2023-2024
107,Danilho Doekhi,NED,['DF'],Union Berlin,25,1998,24.0,2,0,0,13,20,0,4,38,23,1,0,0,68,53,42,55.8,2023-2024
108,Niklas Dorsch,GER,['MF'],Augsburg,25,1998,15.4,5,0,0,19,27,0,3,16,24,0,2,0,113,9,18,33.3,2023-2024
109,Nikola Dovedan,AUT,"['MF', 'FW']",Heidenheim,29,1994,7.3,0,1,0,10,24,0,8,1,9,0,0,0,43,6,25,19.4,2023-2024
110,Damion Downs,USA,"['FW', 'MF']",Köln,19,2004,2.0,0,0,0,1,0,0,1,0,1,0,0,0,4,1,6,14.3,2023-2024
111,Dion Drena Beljo,CRO,"['FW', 'MF']",Augsburg,21,2002,6.5,2,0,0,9,7,6,3,1,0,0,0,0,12,18,15,54.5,2023-2024
112,Tim Drexler,GER,['DF'],Hoffenheim,18,2005,6.4,1,0,0,4,5,0,0,8,9,0,0,0,24,3,14,17.6,2023-2024
113,Marvin Ducksch,GER,['FW'],Werder Bremen,29,1994,30.0,9,0,0,6,18,18,159,4,3,1,0,0,83,21,42,33.3,2023-2024
114,Julien Duranville,BEL,"['FW', 'MF']",Dortmund,17,2006,0.1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,100.0,2023-2024
115,Maximilian Eggestein,GER,['MF'],Freiburg,26,1996,32.4,6,0,0,32,24,2,9,28,24,0,1,0,167,51,43,54.3,2023-2024
116,Lilian Egloff,GER,"['MF', 'DF']",Stuttgart,20,2002,1.2,1,0,0,2,2,0,0,1,1,0,0,0,8,0,0,,2023-2024
117,Hugo Ekitike,FRA,['FW'],Eint Frankfurt,21,2002,8.0,3,0,0,12,12,6,9,2,7,0,0,0,21,14,27,34.1,2023-2024
118,Elif Elmas,MKD,"['MF', 'FW']",RB Leipzig,23,1999,3.0,0,0,0,4,4,0,0,1,6,0,0,0,9,0,2,0.0,2023-2024
119,Nico Elvedi,SUI,['DF'],Gladbach,26,1996,27.6,5,0,0,13,18,1,3,43,18,0,0,0,137,72,46,61.0,2023-2024
120,Arne Engels,BEL,"['MF', 'DF']",Augsburg,19,2003,15.6,1,1,0,24,15,1,80,15,18,2,0,0,61,12,19,38.7,2023-2024
121,Ohis Felix Uduokhai,GER,['DF'],Augsburg,25,1997,32.5,5,1,1,29,23,0,3,46,21,1,0,1,150,111,68,62.0,2023-2024
122,Edimilson Fernandes,SUI,['DF'],Mainz 05,27,1996,14.3,4,0,0,10,8,2,53,22,16,0,0,0,88,19,19,50.0,2023-2024
123,Nacho Ferri,ESP,"['FW', 'MF']",Eint Frankfurt,18,2004,0.8,0,0,0,1,2,0,0,0,3,0,0,0,2,9,9,50.0,2023-2024
124,Max Finkgräfe,GER,"['DF', 'FW']",Köln,19,2004,19.5,4,0,0,19,21,0,61,22,39,0,0,0,104,23,27,46.0,2023-2024
125,Kilian Fischer,GER,"['DF', 'MF']",Wolfsburg,22,2000,3.2,1,0,0,4,3,0,11,1,6,0,0,0,10,0,5,0.0,2023-2024
126,Jonas Föhrenbach,GER,['DF'],Heidenheim,27,1996,31.0,2,0,0,15,17,2,73,31,24,0,0,1,148,37,22,62.7,2023-2024
127,Emil Forsberg,SWE,"['MF', 'FW']",RB Leipzig,31,1991,5.2,0,0,0,4,9,0,8,0,3,0,0,0,19,2,3,40.0,2023-2024
128,Philipp Förster,GER,"['MF', 'FW']",Bochum,28,1995,4.3,1,0,0,6,9,0,28,7,5,0,0,0,27,2,7,22.2,2023-2024
129,Bartol Franjić,CRO,['MF'],Darmstadt 98,23,2000,13.7,5,0,0,20,2,0,4,30,12,0,0,0,63,17,19,47.2,2023-2024
130,Marco Friedl,AUT,['DF'],Werder Bremen,25,1998,24.4,6,0,0,31,17,1,4,35,32,0,1,0,138,40,41,49.4,2023-2024
131,Marvin Friedrich,GER,['DF'],Gladbach,27,1995,17.4,1,0,0,10,10,0,2,17,15,0,0,0,68,37,19,66.1,2023-2024
132,Jeremie Frimpong,NED,['DF'],Leverkusen,22,2000,25.0,6,0,0,21,34,12,93,7,17,1,0,0,94,13,13,50.0,2023-2024
133,Chris Führich,GER,"['FW', 'MF']",Stuttgart,25,1998,28.5,2,0,0,6,10,3,100,7,19,0,0,0,119,4,14,22.2,2023-2024
134,Shiō Fukuda,JPN,"['FW', 'MF']",Gladbach,19,2004,0.4,0,0,0,1,0,0,0,1,0,0,0,0,2,3,4,42.9,2023-2024
135,Niclas Füllkrug,GER,['FW'],Werder Bremen,30,1993,2.0,0,0,0,2,7,3,0,0,1,0,0,0,3,12,11,52.2,2023-2024
136,Niclas Füllkrug,GER,['FW'],Dortmund,30,1993,24.6,1,0,0,26,37,11,5,2,2,0,0,0,39,67,104,39.2,2023-2024
137,Cristian Gamboa,CRC,['DF'],Bochum,33,1989,13.2,6,0,0,14,6,0,23,15,18,0,1,0,74,12,9,57.1,2023-2024
138,Dennis Geiger,GER,['MF'],Hoffenheim,25,1998,0.7,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,50.0,2023-2024
139,Yannick Gerhardt,GER,"['MF', 'DF']",Wolfsburg,29,1994,18.1,5,0,0,18,16,2,27,7,20,0,0,0,78,28,27,50.9,2023-2024
140,Anwar El Ghazi,NED,"['MF', 'DF']",Mainz 05,28,1995,0.6,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,,2023-2024
141,Benedikt Gimber,GER,['DF'],Heidenheim,26,1997,22.5,9,0,0,40,27,0,3,16,24,0,2,1,87,48,41,53.9,2023-2024
142,Matthias Ginter,GER,['DF'],Freiburg,29,1994,21.3,3,0,0,8,15,0,16,16,15,0,0,1,100,50,29,63.3,2023-2024
143,Jamie Gittens,ENG,"['FW', 'MF']",Dortmund,18,2004,11.8,1,0,0,12,25,0,13,4,7,2,0,0,37,4,10,28.6,2023-2024
144,Klaus Gjasula,ALB,"['DF', 'MF']",Darmstadt 98,33,1989,15.1,7,1,0,23,11,0,7,19,22,0,1,0,69,34,27,55.7,2023-2024
145,Serge Gnabry,GER,"['FW', 'MF']",Bayern Munich,28,1995,4.8,0,0,0,6,3,1,10,3,5,1,0,0,26,3,2,60.0,2023-2024
146,Leon Goretzka,GER,['MF'],Bayern Munich,28,1995,24.9,3,0,0,23,14,2,10,31,23,0,0,0,171,36,29,55.4,2023-2024
147,Robin Gosens,GER,"['DF', 'MF']",Union Berlin,29,1994,25.4,9,1,1,29,24,17,64,36,44,0,1,0,100,60,44,57.7,2023-2024
148,Mario Götze,GER,['MF'],Eint Frankfurt,31,1992,23.0,5,1,1,14,35,1,54,14,34,0,1,0,152,8,13,38.1,2023-2024
149,Jeffrey Gouweleeuw,NED,['DF'],Augsburg,32,1991,28.8,7,0,0,25,9,4,18,35,23,0,0,0,156,52,39,57.1,2023-2024
150,Jens Grahl,GER,['GK'],Eint Frankfurt,34,1988,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,2023-2024
151,Ryan Gravenberch,NED,['FW'],Bayern Munich,21,2002,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,2023-2024
152,Michael Gregoritsch,AUT,['FW'],Freiburg,29,1994,18.7,2,0,0,16,19,6,11,9,12,0,0,0,62,91,93,49.5,2023-2024
153,Vincenzo Grifo,ITA,"['MF', 'FW']",Freiburg,30,1993,25.8,3,0,0,13,16,6,173,15,20,1,1,0,130,12,20,37.5,2023-2024
154,Florian Grillitsch,AUT,"['DF', 'MF']",Hoffenheim,27,1995,25.5,8,0,0,27,24,0,17,52,28,0,0,0,171,34,31,52.3,2023-2024
155,Álex Grimaldo,ESP,['DF'],Leverkusen,27,1995,30.9,1,0,0,14,26,3,202,22,24,1,0,0,168,12,19,38.7,2023-2024
156,Christian Groß,GER,"['DF', 'MF']",Werder Bremen,34,1989,8.9,1,0,0,15,5,2,8,13,16,0,1,0,54,16,28,36.4,2023-2024
157,Brajan Gruda,GER,"['MF', 'FW']",Mainz 05,19,2004,18.2,5,0,0,28,47,9,53,5,14,1,0,0,97,15,31,32.6,2023-2024
158,Ilia Gruev,BUL,['MF'],Werder Bremen,23,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2023-2024
159,Raphaël Guerreiro,POR,"['DF', 'MF']",Bayern Munich,29,1993,13.2,2,0,0,3,7,0,42,15,16,0,0,0,59,2,5,28.6,2023-2024
160,Josuha Guilavogui,FRA,['DF'],Mainz 05,32,1990,4.5,1,0,0,5,2,0,0,13,10,0,0,0,29,7,6,53.8,2023-2024
161,Serhou Guirassy,GUI,['FW'],Stuttgart,27,1996,24.5,0,0,0,18,55,18,1,6,3,2,0,0,39,65,55,54.2,2023-2024
162,Péter Gulácsi,HUN,['GK'],RB Leipzig,33,1990,13.0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,100.0,2023-2024
163,Manuel Gulde,GER,['DF'],Freiburg,32,1991,22.7,5,1,1,17,15,1,3,25,23,0,0,0,78,49,33,59.8,2023-2024
164,Robert Gumny,POL,['DF'],Augsburg,25,1998,5.3,3,0,0,7,5,0,8,7,5,0,0,0,22,3,2,60.0,2023-2024
165,Christian Günter,GER,['DF'],Freiburg,30,1993,11.8,1,0,0,8,3,1,62,2,12,0,0,0,32,5,10,33.3,2023-2024
166,Janik Haberer,GER,"['MF', 'DF']",Union Berlin,29,1994,13.6,7,0,0,22,16,1,15,12,24,0,0,0,95,20,19,51.3,2023-2024
167,Robin Hack,GER,"['FW', 'MF']",Gladbach,24,1998,15.0,2,0,0,17,22,9,44,14,8,0,0,0,79,16,22,42.1,2023-2024
168,Amadou Haidara,MLI,['MF'],RB Leipzig,25,1998,17.0,5,0,0,14,15,2,4,21,27,1,0,0,96,34,18,65.4,2023-2024
169,Sébastien Haller,CIV,['FW'],Dortmund,29,1994,4.4,2,0,0,8,10,3,0,0,0,0,1,0,10,19,21,47.5,2023-2024
170,Andreas Hanche-Olsen,NOR,['DF'],Mainz 05,26,1997,11.0,5,0,0,13,8,1,0,11,12,0,1,0,38,29,15,65.9,2023-2024
171,Isak Hansen-Aarøen,NOR,['MF'],Werder Bremen,18,2004,0.3,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0,,2023-2024
172,Genki Haraguchi,JPN,['MF'],Stuttgart,32,1991,0.3,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,,2023-2024
173,Makoto Hasebe,JPN,"['DF', 'MF']",Eint Frankfurt,39,1984,2.4,1,0,0,4,3,0,1,2,2,0,1,0,13,4,3,57.1,2023-2024
174,Thorgan Hazard,BEL,['DF'],Dortmund,30,1993,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2023-2024
