Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,challenges_Tkl,challenges_Att,challenges_Tkl%,challenges_Lost,Blocks,blocked_Sh,blocked_Pass,Int,Tkl+Int,Clr,Err,Season
67,Yuri Berchiche,ESP,['DF'],Athletic Club,32,1990,26.7,56,32,28,20,8,35,59,59.3,24,37,12,25,40,96,59,1,2022-2023
68,Álex Berenguer,ESP,['FW'],Athletic Club,27,1995,25.5,58,37,17,25,16,23,60,38.3,37,37,4,33,10,68,6,0,2022-2023
69,Pedro Bigas,ESP,['DF'],Elche,31,1990,22.4,37,20,30,7,0,18,29,62.1,11,25,14,11,33,70,95,0,2022-2023
70,El Bilal Touré,MLI,['FW'],Almería,20,2001,14.0,4,3,2,1,1,0,3,0.0,3,6,1,5,1,5,23,0,2022-2023
71,Antonio Blanco,ESP,['MF'],Cádiz,22,2000,1.8,6,4,5,1,0,4,6,66.7,2,5,0,5,1,7,3,0,2022-2023
72,Lautaro Blanco,ARG,"['DF', 'MF']",Elche,23,1999,9.7,16,9,10,4,2,9,26,34.6,17,8,1,7,2,18,10,1,2022-2023
73,Theo Bongonda,COD,"['MF', 'FW']",Cádiz,26,1995,21.5,28,20,11,14,3,17,40,42.5,23,21,2,19,6,34,14,0,2022-2023
74,Yassine Bounou,MAR,['GK'],Sevilla,31,1991,23.9,2,1,2,0,0,1,4,25.0,3,0,0,0,2,4,11,1,2022-2023
75,Lucas Boyé,ARG,['FW'],Elche,26,1996,27.4,36,16,12,16,8,17,35,48.6,18,33,5,28,15,51,46,0,2022-2023
76,Martin Braithwaite,DEN,"['FW', 'MF']",Espanyol,31,1991,27.3,12,2,2,4,6,5,14,35.7,9,10,0,10,5,17,11,0,2022-2023
77,Darko Brašanac,SRB,['MF'],Osasuna,30,1992,11.6,29,20,12,10,7,12,23,52.2,11,14,2,12,12,41,9,0,2022-2023
78,Claudio Bravo,CHI,['GK'],Betis,39,1983,12.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,1,2022-2023
79,Ante Budimir,CRO,['FW'],Osasuna,31,1991,20.0,19,9,0,12,7,2,10,20.0,8,10,0,10,5,24,19,0,2022-2023
80,Manu Bueno,ESP,['MF'],Sevilla,18,2004,1.7,7,4,3,3,1,5,8,62.5,3,0,0,0,0,7,2,0,2022-2023
81,Santiago Bueno,URU,['DF'],Girona,23,1998,33.4,63,38,43,19,1,24,36,66.7,12,34,22,12,31,94,105,2,2022-2023
82,Sergio Busquets,ESP,['MF'],Barcelona,34,1988,26.0,58,26,24,26,8,29,51,56.9,22,32,6,26,27,85,36,2,2022-2023
83,Leandro Cabrera,URU,['DF'],Espanyol,31,1991,29.7,46,24,34,12,0,28,43,65.1,15,37,23,14,43,89,114,2,2022-2023
84,Cala,ESP,['DF'],Cádiz,32,1989,1.5,2,1,1,1,0,1,2,50.0,1,2,1,1,1,3,12,0,2022-2023
85,Fernando Calero,ESP,"['DF', 'MF']",Espanyol,26,1995,17.9,46,29,27,15,4,21,34,61.8,13,31,13,18,13,59,52,0,2022-2023
86,Alexander Callens,PER,['DF'],Girona,30,1992,1.3,3,3,2,1,0,3,4,75.0,1,3,1,2,1,4,9,0,2022-2023
87,Eduardo Camavinga,FRA,"['MF', 'DF']",Real Madrid,19,2002,22.3,68,48,32,21,15,24,64,37.5,40,24,5,19,17,85,25,0,2022-2023
88,Sergio Camello,ESP,['FW'],Rayo Vallecano,21,2001,26.7,16,10,3,9,4,5,17,29.4,12,9,1,8,2,18,26,0,2022-2023
89,Sergio Canales,ESP,"['FW', 'MF']",Betis,31,1991,26.7,25,14,10,8,7,14,33,42.4,19,18,0,18,14,39,8,0,2022-2023
90,Ander Capa,ESP,['DF'],Athletic Club,30,1992,1.2,1,1,1,0,0,1,5,20.0,4,5,0,5,0,1,2,0,2022-2023
91,Étienne Capoue,FRA,['MF'],Villarreal,34,1988,21.7,21,12,6,13,2,10,18,55.6,8,12,5,7,19,40,20,1,2022-2023
92,Isaac Carcelen,ESP,['DF'],Cádiz,29,1993,24.4,69,51,41,22,6,41,63,65.1,22,35,11,24,19,88,80,1,2022-2023
93,Juan Carlos,ESP,['GK'],Girona,34,1988,10.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,1,2022-2023
94,José Carlos Lazo,ESP,"['MF', 'FW']",Almería,26,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2022-2023
95,José Carlos Lazo,ESP,"['MF', 'FW']",Espanyol,26,1996,1.8,5,3,2,2,1,3,3,100.0,0,2,0,2,3,8,5,0,2022-2023
96,Carmona,ESP,"['MF', 'DF']",Elche,20,2002,6.5,16,9,7,6,3,6,16,37.5,10,14,2,12,8,24,9,0,2022-2023
97,Carmona,ESP,['DF'],Sevilla,20,2002,5.9,13,11,5,3,5,9,16,56.3,7,10,6,4,7,20,17,1,2022-2023
98,Yannick Carrasco,BEL,"['DF', 'MF']",Atlético Madrid,28,1993,25.7,35,14,21,10,4,23,54,42.6,31,23,1,22,12,47,19,0,2022-2023
99,Dani Carvajal,ESP,['DF'],Real Madrid,30,1992,19.8,32,18,15,12,5,18,35,51.4,17,24,6,18,15,47,49,0,2022-2023
100,William Carvalho,POR,['MF'],Betis,30,1992,27.1,43,27,18,23,2,17,44,38.6,27,27,6,21,16,59,22,0,2022-2023
101,Casemiro,BRA,['MF'],Real Madrid,30,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,2022-2023
102,Valentín Castellanos,ARG,['FW'],Girona,23,1998,28.9,12,5,2,7,3,0,18,0.0,18,22,2,20,6,18,26,0,2022-2023
103,Samu Castillejo,ESP,"['FW', 'MF']",Valencia,27,1995,15.1,21,12,8,9,4,8,40,20.0,32,21,2,19,9,30,2,0,2022-2023
104,Catena,ESP,['DF'],Rayo Vallecano,27,1994,34.5,29,14,23,4,2,13,27,48.1,14,32,25,7,28,57,159,1,2022-2023
105,Edinson Cavani,URU,['FW'],Valencia,35,1987,16.1,7,4,3,3,1,3,15,20.0,12,10,3,7,2,9,11,0,2022-2023
106,Dani Ceballos,ESP,['MF'],Real Madrid,25,1996,17.4,43,29,13,15,15,25,64,39.1,39,23,2,21,25,68,6,1,2022-2023
107,Álex Centelles,ESP,['DF'],Almería,24,1997,12.5,22,14,16,3,3,16,22,72.7,6,13,2,11,11,33,40,0,2022-2023
108,Franco Cervi,ARG,"['MF', 'DF']",Celta Vigo,28,1994,21.0,76,46,29,36,11,33,66,50.0,33,33,1,32,36,112,16,0,2022-2023
109,Pep Chavarría,ESP,"['FW', 'MF']",Rayo Vallecano,24,1998,4.1,6,4,2,1,3,1,5,20.0,4,8,0,8,2,8,8,0,2022-2023
110,Pape Cheikh Diop,SEN,['MF'],Elche,24,1997,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,2022-2023
111,Andreas Christensen,DEN,['DF'],Barcelona,26,1996,19.6,20,15,9,11,0,10,16,62.5,6,14,12,2,21,41,47,0,2022-2023
112,Samuel Chukwueze,NGA,"['FW', 'MF']",Villarreal,23,1999,26.0,14,7,7,2,5,7,23,30.4,16,13,0,13,12,26,16,0,2022-2023
113,Chumi,ESP,['DF'],Almería,23,1999,16.5,29,16,18,9,2,14,23,60.9,9,20,7,13,15,44,53,0,2022-2023
114,Víctor Chust,ESP,['DF'],Cádiz,22,2000,10.7,9,6,7,2,0,4,7,57.1,3,8,3,5,10,19,53,0,2022-2023
115,Pathé Ciss,SEN,"['MF', 'DF']",Rayo Vallecano,28,1994,14.2,39,29,11,23,5,15,34,44.1,19,23,10,13,22,61,34,0,2022-2023
116,Carlos Clerc,ESP,"['DF', 'MF']",Elche,30,1992,29.3,75,51,55,16,4,31,50,62.0,19,29,7,22,28,103,94,1,2022-2023
117,Álex Collado,ESP,['MF'],Elche,23,1999,8.0,26,14,13,11,2,8,13,61.5,5,12,1,11,2,28,4,0,2022-2023
118,Diego Collado,ESP,['FW'],Villarreal,21,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2022-2023
119,Eray Cömert,SUI,['DF'],Valencia,24,1998,18.6,35,23,24,10,1,17,33,51.5,16,23,8,15,29,64,76,1,2022-2023
120,Santi Comesaña,ESP,['MF'],Rayo Vallecano,25,1996,27.2,71,44,24,41,6,38,82,46.3,44,39,3,36,32,103,17,0,2022-2023
121,Copete,ESP,['DF'],Mallorca,22,1999,24.5,53,28,35,16,2,26,36,72.2,10,38,17,21,44,97,111,2,2022-2023
122,Francis Coquelin,FRA,['MF'],Villarreal,31,1991,8.3,18,13,7,9,2,7,7,100.0,0,8,2,6,9,27,7,0,2022-2023
123,Jesús Corona,MEX,['FW'],Sevilla,29,1993,1.2,1,0,1,0,0,0,1,0.0,1,0,0,0,1,2,1,0,2022-2023
124,Ángel Correa,ARG,"['FW', 'MF']",Atlético Madrid,27,1995,16.2,12,6,6,3,3,5,16,31.3,11,17,0,17,10,22,6,1,2022-2023
125,Thierry Correia,POR,['DF'],Valencia,23,1999,22.3,71,52,46,22,3,31,54,57.4,23,25,2,23,24,95,54,2,2022-2023
126,Jaume Costa,ESP,['DF'],Mallorca,34,1988,28.9,50,34,26,17,7,29,51,56.9,22,13,5,8,22,72,44,1,2022-2023
127,Samu Costa,POR,['MF'],Almería,21,2000,22.1,61,31,35,20,6,29,61,47.5,32,29,7,22,37,98,64,4,2022-2023
128,Thibaut Courtois,BEL,['GK'],Real Madrid,30,1992,31.0,1,0,1,0,0,1,1,100.0,0,0,0,0,3,4,7,1,2022-2023
129,Yan Couto,BRA,"['DF', 'MF']",Girona,20,2002,12.9,25,18,11,11,3,12,20,60.0,8,7,2,5,5,30,10,0,2022-2023
130,Juan Cruz Armada,ESP,['DF'],Osasuna,30,1992,22.9,24,14,17,4,3,13,23,56.5,10,21,8,13,13,37,58,0,2022-2023
131,Juan Cruz,ESP,['FW'],Betis,22,2000,2.0,1,0,0,1,0,1,3,33.3,2,1,0,1,0,1,0,0,2022-2023
132,Jorge Cuenca,ESP,['DF'],Villarreal,22,1999,5.6,9,7,7,2,0,4,7,57.1,3,10,8,2,6,15,44,0,2022-2023
133,Braian Cufré,ARG,['DF'],Mallorca,25,1996,2.4,5,2,2,1,2,2,5,40.0,3,2,1,1,2,7,1,0,2022-2023
134,Matheus Cunha,BRA,"['FW', 'MF']",Atlético Madrid,23,1999,4.2,4,1,1,3,0,0,3,0.0,3,4,1,3,2,6,3,0,2022-2023
135,Curro,ESP,['MF'],Almería,26,1996,0.5,2,0,1,1,0,1,2,50.0,1,0,0,0,0,2,0,0,2022-2023
136,Arnaut Danjuma,NED,['FW'],Villarreal,25,1997,5.3,3,3,1,0,2,1,2,50.0,1,0,0,0,0,3,1,1,2022-2023
137,Sergi Darder,ESP,['MF'],Espanyol,28,1993,36.9,69,38,12,43,14,29,73,39.7,44,34,2,32,24,93,23,0,2022-2023
138,Rodrigo De Paul,ARG,['MF'],Atlético Madrid,28,1994,21.4,35,21,11,18,6,18,35,51.4,17,20,3,17,8,43,7,0,2022-2023
139,Alberto Del Moral,ESP,['MF'],Villarreal,22,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2022-2023
140,Thomas Delaney,DEN,['MF'],Sevilla,30,1991,3.4,4,2,0,4,0,3,5,60.0,2,3,2,1,4,8,3,0,2022-2023
141,Fran Delgado,ESP,['DF'],Betis,21,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2022-2023
