Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Season
Antonee Robinson,USA,['DF'],Fulham,26,1997,36,35,"3,167",35.2,0,10,10,0,0,0,8,0,0.7,0.7,4.2,4.9,118,131,274,2024-2025
Jay Robinson,ENG,"['MF', 'FW']",Southampton,17,2007,4,1,137,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,3,1,10,2024-2025
Rodri,ESP,['MF'],Manchester City,28,1996,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,1,2024-2025
Guido Rodríguez,ARG,['MF'],West Ham,30,1994,23,16,"1,149",12.8,0,1,1,0,0,0,6,0,0.2,0.2,0.2,0.4,4,33,7,2024-2025
Mads Roerslev,DEN,['DF'],Brentford,25,1999,19,11,"1,101",12.2,0,2,2,0,0,0,2,0,0.2,0.2,3.0,3.2,17,51,54,2024-2025
Morgan Rogers,ENG,"['FW', 'MF']",Aston Villa,22,2002,37,37,"3,114",34.6,8,10,18,8,0,0,10,0,6.6,6.6,7.8,14.4,114,123,188,2024-2025
Cristian Romero,ARG,['DF'],Tottenham,26,1998,18,18,"1,416",15.7,1,0,1,1,0,0,3,0,1.6,1.6,0.6,2.2,12,71,3,2024-2025
Georginio Rutter,FRA,"['MF', 'FW']",Brighton,22,2002,28,19,"1,656",18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,2024-2025
José Sá,POR,['GK'],Wolves,31,1993,29,29,"2,609",29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,2,0,2024-2025
Bukayo Saka,ENG,"['FW', 'MF']",Arsenal,22,2001,25,20,"1,729",19.2,6,10,16,5,1,1,3,0,6.8,6.0,7.6,13.7,96,70,255,2024-2025
Mohamed Salah,EGY,['FW'],Liverpool,32,1992,38,38,"3,371",37.5,29,18,47,20,9,9,1,0,25.2,18.2,14.2,32.4,155,144,488,2024-2025
William Saliba,FRA,['DF'],Arsenal,23,2001,35,35,"3,039",33.8,2,0,2,2,0,0,2,1,2.3,2.3,0.9,3.1,16,138,6,2024-2025
Robert Sánchez,ESP,['GK'],Chelsea,26,1997,32,32,"2,880",32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,1,0,2024-2025
Jadon Sancho,ENG,['FW'],Chelsea,24,2000,31,19,"1,764",19.6,3,4,7,3,0,0,2,0,2.2,2.2,3.7,5.8,102,90,225,2024-2025
Ibrahim Sangaré,CIV,['MF'],Nott'ham Forest,26,1997,13,7,590,6.6,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.4,1,27,4,2024-2025
Pablo Sarabia,ESP,"['MF', 'FW']",Wolves,32,1992,23,7,814,9.0,3,2,5,3,0,0,3,0,2.9,2.9,1.8,4.6,15,60,62,2024-2025
Jeremy Sarmiento,ECU,['MF'],Brighton,22,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,2024-2025
Ismaila Sarr,SEN,['MF'],Crystal Palace,26,1998,38,30,"2,711",30.1,8,6,14,8,0,0,4,0,10.7,10.7,8.5,19.2,75,85,183,2024-2025
Sávio,BRA,"['FW', 'MF']",Manchester City,20,2004,29,21,"1,766",19.6,1,8,9,1,0,0,3,0,5.0,5.0,6.9,11.9,137,67,246,2024-2025
Oliver Scarles,ENG,"['DF', 'FW']",West Ham,18,2005,15,7,665,7.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,12,22,44,2024-2025
Dane Scarlett,ENG,"['FW', 'MF']",Tottenham,20,2004,3,0,34,0.4,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,1,2024-2025
Kevin Schade,GER,['FW'],Brentford,22,2001,38,26,"2,293",25.5,11,2,13,11,0,0,3,0,8.2,8.2,3.7,11.9,61,38,165,2024-2025
Fabian Schär,SUI,['DF'],Newcastle Utd,32,1991,34,33,"2,934",32.6,4,0,4,4,0,0,9,1,3.7,3.7,0.4,4.1,18,118,22,2024-2025
Jeffrey Schlupp,GHA,"['MF', 'DF']",Crystal Palace,31,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,5,9,2024-2025
Alex Scott,ENG,['MF'],Bournemouth,20,2003,20,8,755,8.4,0,0,0,0,0,0,3,0,0.7,0.7,0.9,1.6,15,52,33,2024-2025
Matz Sels,BEL,['GK'],Nott'ham Forest,32,1992,38,38,"3,420",38.0,0,0,0,0,0,0,4,0,0.0,0.0,0.4,0.4,1,2,0,2024-2025
Nélson Semedo,POR,['DF'],Wolves,30,1993,34,32,"2,886",32.1,0,4,4,0,0,0,8,0,0.9,0.9,2.8,3.7,67,80,119,2024-2025
Antoine Semenyo,GHA,['FW'],Bournemouth,24,2000,37,36,"3,203",35.6,11,5,16,11,0,0,9,0,10.0,10.0,5.8,15.8,140,109,282,2024-2025
Marcos Senesi,ARG,['DF'],Bournemouth,27,1997,17,13,"1,106",12.3,0,0,0,0,0,0,5,0,0.8,0.8,0.2,1.1,12,62,7,2024-2025
Ryan Sessegnon,ENG,"['FW', 'DF']",Fulham,24,2000,16,7,580,6.4,4,2,6,4,0,0,1,0,1.6,1.6,1.1,2.7,18,22,59,2024-2025
Luke Shaw,ENG,['DF'],Manchester Utd,29,1995,7,4,349,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,7,24,7,2024-2025
Zain Silcott-Duberry,MSR,['FW'],Bournemouth,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Bernardo Silva,POR,"['MF', 'FW']",Manchester City,29,1994,33,29,"2,670",29.7,4,4,8,4,0,0,7,0,3.9,3.9,5.1,9.0,101,134,200,2024-2025
Jota Silva,POR,"['FW', 'MF']",Nott'ham Forest,24,1999,31,5,854,9.5,3,1,4,3,0,0,5,0,2.1,2.1,2.9,5.0,21,18,59,2024-2025
Eric da Silva Moreira,GER,"['MF', 'DF']",Nott'ham Forest,18,2006,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,2024-2025
Jahmai Simpson-Pusey,ENG,['DF'],Manchester City,18,2005,2,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,2024-2025
Luis Sinisterra,COL,"['FW', 'MF']",Bournemouth,25,1999,12,1,236,2.6,1,1,2,1,0,0,0,0,1.2,1.2,1.4,2.6,19,6,38,2024-2025
Oliver Skipp,ENG,['MF'],Leicester City,23,2000,24,10,"1,129",12.5,0,0,0,0,0,0,8,0,0.4,0.4,0.3,0.6,16,35,19,2024-2025
William Smallbone,IRL,['MF'],Southampton,24,2000,18,6,690,7.7,1,0,1,1,0,0,1,0,0.6,0.6,0.7,1.3,5,27,25,2024-2025
Adam Smith,ENG,['DF'],Bournemouth,33,1991,25,19,"1,590",17.7,0,0,0,0,0,0,7,0,0.7,0.7,0.4,1.1,15,49,34,2024-2025
Emile Smith Rowe,ENG,['MF'],Fulham,24,2000,34,25,"2,043",22.7,6,3,9,6,0,0,3,0,4.5,4.5,1.4,6.0,53,126,127,2024-2025
Dominic Solanke,ENG,['FW'],Tottenham,26,1997,27,25,"2,201",24.5,9,3,12,8,1,1,0,0,10.9,10.1,2.9,13.1,31,47,88,2024-2025
Carlos Soler,ESP,"['MF', 'FW']",West Ham,27,1997,31,14,"1,409",15.7,1,1,2,1,0,0,6,0,1.8,1.8,1.4,3.2,17,56,37,2024-2025
Julio Soler,ARG,"['DF', 'FW']",Bournemouth,19,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,2024-2025
Ramón Sosa,PAR,"['FW', 'MF']",Nott'ham Forest,24,1999,19,1,295,3.3,1,0,1,1,0,0,1,0,1.0,1.0,0.5,1.5,12,6,17,2024-2025
Tomáš Souček,CZE,['MF'],West Ham,29,1995,35,30,"2,567",28.5,9,1,10,9,0,0,8,0,6.7,6.7,1.0,7.8,9,74,68,2024-2025
Boubakary Soumaré,FRA,['MF'],Leicester City,25,1999,31,25,"2,171",24.1,0,0,0,0,0,0,8,0,0.3,0.3,0.4,0.7,34,105,23,2024-2025
Djed Spence,ENG,['DF'],Tottenham,23,2000,25,19,"1,792",19.9,1,2,3,1,0,0,4,1,0.6,0.6,1.8,2.3,59,105,70,2024-2025
Jay Stansfield,ENG,['MF'],Fulham,21,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Jason Steele,ENG,['GK'],Brighton,33,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Jack Stephens,ENG,['DF'],Southampton,30,1994,19,17,"1,389",15.4,1,0,1,1,0,0,2,2,0.6,0.6,0.2,0.7,14,63,2,2024-2025
Raheem Sterling,ENG,"['FW', 'MF']",Arsenal,29,1994,17,7,499,5.5,0,2,2,0,0,0,1,0,1.4,1.4,0.5,1.9,27,18,79,2024-2025
Ross Stewart,SCO,['FW'],Southampton,28,1996,12,4,389,4.3,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,3,2,10,2024-2025
Jakub Stolarczyk,POL,['GK'],Leicester City,23,2000,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,2024-2025
John Stones,ENG,"['DF', 'MF']",Manchester City,30,1994,11,6,548,6.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,10,21,2,2024-2025
Jørgen Strand Larsen,NOR,['FW'],Wolves,24,2000,35,30,"2,587",28.7,14,4,18,14,0,0,4,0,10.3,10.3,3.0,13.3,17,29,112,2024-2025
Yukinari Sugawara,JPN,"['DF', 'MF']",Southampton,24,2000,30,16,"1,557",17.3,1,1,2,1,0,0,4,0,0.5,0.5,2.2,2.7,33,72,78,2024-2025
Kamaldeen Sulemana,GHA,"['FW', 'MF']",Southampton,22,2002,26,17,"1,402",15.6,1,1,2,1,0,0,2,0,1.5,1.5,1.0,2.5,63,27,87,2024-2025
Crysencio Summerville,NED,"['FW', 'MF']",West Ham,22,2001,19,7,786,8.7,1,1,2,1,0,0,2,0,1.6,1.6,1.7,3.3,29,18,71,2024-2025
Sammie Szmodics,IRL,"['FW', 'MF']",Ipswich Town,28,1995,20,13,992,11.0,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,19,47,2024-2025
Dominik Szoboszlai,HUN,['MF'],Liverpool,23,2000,36,29,"2,491",27.7,6,6,12,6,0,0,6,0,7.3,7.3,7.4,14.7,72,131,127,2024-2025
Matt Targett,ENG,['DF'],Newcastle Utd,28,1995,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,2024-2025
James Tarkowski,ENG,['DF'],Everton,31,1992,33,33,"2,922",32.5,1,1,2,1,0,0,6,0,1.3,1.3,2.9,4.2,9,75,3,2024-2025
Marcus Tavernier,ENG,"['FW', 'MF']",Bournemouth,25,1999,29,20,"1,939",21.5,3,5,8,3,0,0,6,0,5.5,5.5,4.0,9.5,53,128,129,2024-2025
Charlie Taylor,ENG,['DF'],Southampton,30,1993,8,3,356,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,9,7,2024-2025
Jack Taylor,IRL,['MF'],Ipswich Town,26,1998,32,4,860,9.6,1,0,1,1,0,0,4,0,0.7,0.7,0.5,1.3,11,43,23,2024-2025
Mathys Tel,FRA,['FW'],Tottenham,19,2005,13,11,911,10.1,2,1,3,1,1,1,2,0,3.0,2.2,2.6,4.7,28,21,72,2024-2025
Kenny Tete,NED,['DF'],Fulham,28,1995,22,21,"1,774",19.7,0,2,2,0,0,0,5,0,1.4,1.4,0.9,2.3,34,63,54,2024-2025
Thiago,BRA,"['FW', 'MF']",Brentford,23,2001,8,1,175,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,4,8,2024-2025
Luke Thomas,ENG,['DF'],Leicester City,23,2001,14,13,"1,110",12.3,0,0,0,0,0,0,3,0,0.4,0.4,0.5,0.9,5,37,16,2024-2025
Youri Tielemans,BEL,['MF'],Aston Villa,27,1997,36,35,"3,026",33.6,3,7,10,3,0,1,4,0,3.3,2.5,7.0,9.5,39,235,48,2024-2025
Kieran Tierney,SCO,"['DF', 'FW']",Arsenal,27,1997,13,2,259,2.9,1,0,1,1,0,0,0,0,0.4,0.4,1.4,1.7,8,15,29,2024-2025
Jurriën Timber,NED,['DF'],Arsenal,23,2001,30,27,"2,417",26.9,1,3,4,1,0,0,7,0,1.2,1.2,0.8,2.1,57,146,104,2024-2025
Jean-Clair Todibo,FRA,['DF'],West Ham,24,1999,27,20,"1,825",20.3,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,9,38,5,2024-2025
Harry Toffolo,ENG,['DF'],Nott'ham Forest,28,1995,4,1,137,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,4,2024-2025
Takehiro Tomiyasu,JPN,['DF'],Arsenal,25,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,2024-2025
Sandro Tonali,ITA,['MF'],Newcastle Utd,24,2000,36,28,"2,630",29.2,4,2,6,4,0,0,5,0,4.4,4.4,2.2,6.6,37,128,53,2024-2025
Pau Torres,ESP,['DF'],Aston Villa,27,1997,24,23,"2,020",22.4,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,40,97,8,2024-2025
Conor Townsend,ENG,['DF'],Ipswich Town,31,1993,6,3,335,3.7,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,2,8,13,2024-2025
Adama Traoré,ESP,"['FW', 'MF']",Fulham,28,1996,36,18,"1,772",19.7,2,7,9,2,0,0,3,0,4.0,4.0,4.9,8.9,100,68,161,2024-2025
Boubacar Traoré,MLI,['MF'],Wolves,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Mark Travers,IRL,['GK'],Bournemouth,25,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Ryan Trevitt,ENG,['MF'],Brentford,21,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,2024-2025
Kieran Trippier,ENG,['DF'],Newcastle Utd,33,1990,25,14,"1,309",14.5,0,3,3,0,0,0,1,0,0.1,0.1,1.4,1.5,26,117,58,2024-2025
Leandro Trossard,BEL,['FW'],Arsenal,29,1994,38,28,"2,546",28.3,8,7,15,8,0,0,4,1,7.2,7.2,6.1,13.3,80,101,226,2024-2025
Kostas Tsimikas,GRE,['DF'],Liverpool,28,1996,18,9,837,9.3,0,1,1,0,0,0,2,0,0.4,0.4,2.1,2.5,17,76,43,2024-2025
Axel Tuanzebe,COD,['DF'],Ipswich Town,26,1997,22,20,"1,710",19.0,0,1,1,0,0,0,5,1,0.2,0.2,0.3,0.5,10,61,15,2024-2025
Destiny Udogie,ITA,['DF'],Tottenham,21,2002,25,24,"1,924",21.4,0,1,1,0,0,0,2,0,0.3,0.3,1.5,1.8,54,121,94,2024-2025
Manuel Ugarte,URU,['MF'],Manchester Utd,23,2001,29,22,"1,785",19.8,1,2,3,1,0,0,11,0,1.0,1.0,1.1,2.1,16,61,20,2024-2025
Lesley Ugochukwu,FRA,['MF'],Southampton,20,2004,26,18,"1,655",18.4,1,1,2,1,0,0,7,0,0.9,0.9,1.0,1.9,29,49,20,2024-2025
Enes Ünal,TUR,"['FW', 'MF']",Bournemouth,27,1997,17,2,345,3.8,2,1,3,2,0,0,2,0,2.7,2.7,0.4,3.1,4,12,22,2024-2025
Hákon Valdimarsson,ISL,['GK'],Brentford,22,2001,2,1,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Virgil van Dijk,NED,['DF'],Liverpool,33,1991,37,37,"3,330",37.0,3,1,4,3,0,0,5,0,2.2,2.2,0.7,3.0,22,198,6,2024-2025
Jamie Vardy,ENG,['FW'],Leicester City,37,1987,35,35,"2,823",31.4,9,4,13,8,1,2,5,0,11.2,9.6,3.0,12.6,29,22,120,2024-2025
Renato Veiga,POR,"['DF', 'MF']",Chelsea,21,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,7,3,2024-2025
Joël Veltman,NED,['DF'],Brighton,32,1992,21,19,"1,697",18.9,0,0,0,0,0,0,5,0,0.5,0.5,0.5,0.9,32,85,34,2024-2025
Micky van de Ven,NED,['DF'],Tottenham,23,2001,13,12,"1,015",11.3,0,2,2,0,0,0,4,0,0.6,0.6,1.2,1.7,8,51,1,2024-2025
Bart Verbruggen,NED,['GK'],Brighton,21,2002,36,36,"3,240",36.0,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,2,0,2024-2025
Jannik Vestergaard,DEN,['DF'],Leicester City,31,1992,18,16,"1,391",15.5,0,0,0,0,0,0,5,0,0.1,0.1,0.1,0.2,3,32,2,2024-2025
Guglielmo Vicario,ITA,['GK'],Tottenham,27,1996,24,24,"2,160",24.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,2024-2025
Carlos Vinícius,BRA,"['MF', 'FW']",Fulham,29,1995,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,2024-2025
Kyle Walker,ENG,['DF'],Manchester City,34,1990,15,9,970,10.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.6,12,64,11,2024-2025
Kyle Walker-Peters,ENG,['DF'],Southampton,27,1997,33,33,"2,918",32.4,0,2,2,0,0,0,5,0,0.8,0.8,2.8,3.6,114,139,144,2024-2025
Christian Walton,ENG,['GK'],Ipswich Town,28,1995,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Aaron Wan-Bissaka,COD,['DF'],West Ham,26,1997,36,35,"3,154",35.0,2,5,7,2,0,0,1,0,1.2,1.2,3.5,4.7,110,149,167,2024-2025
Danny Ward,WAL,['GK'],Leicester City,31,1993,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Joel Ward,ENG,['DF'],Crystal Palace,34,1989,2,1,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,2024-2025
James Ward-Prowse,ENG,['MF'],West Ham,29,1994,15,12,"1,039",11.5,1,1,2,1,0,0,2,0,1.6,1.6,1.9,3.6,11,54,9,2024-2025
James Ward-Prowse,ENG,['MF'],Nott'ham Forest,29,1994,9,5,400,4.4,0,1,1,0,0,0,2,1,0.1,0.1,1.1,1.2,1,16,3,2024-2025
Ollie Watkins,ENG,['FW'],Aston Villa,28,1995,38,31,"2,598",28.9,16,8,24,14,2,2,2,0,15.3,13.8,3.3,17.1,55,31,165,2024-2025
Adam Webster,ENG,['DF'],Brighton,29,1995,14,11,887,9.9,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,8,63,2,2024-2025
Danny Welbeck,ENG,['FW'],Brighton,33,1990,30,24,"2,115",23.5,10,4,14,9,1,1,5,0,9.6,8.8,1.4,10.1,21,47,95,2024-2025
Welington,BRA,['DF'],Southampton,23,2001,10,6,482,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,11,19,2024-2025
Timo Werner,GER,"['FW', 'MF']",Tottenham,28,1996,18,4,516,5.7,0,3,3,0,0,0,0,0,1.0,1.0,2.5,3.5,42,30,89,2024-2025
Adam Wharton,ENG,['MF'],Crystal Palace,20,2004,20,16,"1,318",14.6,0,2,2,0,0,0,2,0,0.4,0.4,3.0,3.4,14,107,11,2024-2025
Ben White,ENG,['DF'],Arsenal,26,1997,17,13,"1,198",13.3,0,2,2,0,0,0,2,0,0.5,0.5,1.4,1.8,23,59,42,2024-2025
Mats Wieffer,NED,"['DF', 'MF']",Brighton,24,1999,25,10,"1,015",11.3,1,3,4,1,0,0,6,0,0.8,0.8,1.6,2.4,18,62,23,2024-2025
Neco Williams,WAL,['DF'],Nott'ham Forest,23,2001,35,28,"2,594",28.8,1,3,4,1,0,0,7,0,2.3,2.3,1.6,3.9,68,89,103,2024-2025
Willian,BRA,"['FW', 'MF']",Fulham,35,1988,10,2,257,2.9,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,11,40,33,2024-2025
Joe Willock,ENG,"['MF', 'FW']",Newcastle Utd,24,1999,32,11,"1,086",12.1,0,2,2,0,0,0,4,0,1.6,1.6,2.1,3.8,38,41,86,2024-2025
Callum Wilson,ENG,['FW'],Newcastle Utd,32,1992,18,2,370,4.1,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,5,4,17,2024-2025
Harry Wilson,WAL,"['FW', 'MF']",Fulham,27,1997,25,12,"1,162",12.9,6,1,7,6,0,0,2,0,4.2,4.2,1.1,5.3,22,51,96,2024-2025
Harry Winks,ENG,['MF'],Leicester City,28,1996,22,17,"1,538",17.1,0,2,2,0,0,0,4,0,0.2,0.2,1.2,1.5,19,101,11,2024-2025
Ben Winterburn,ENG,"['MF', 'FW']",Bournemouth,19,2004,4,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,2024-2025
Yoane Wissa,COD,['FW'],Brentford,27,1996,35,34,"2,919",32.4,19,4,23,19,0,0,5,0,18.5,18.5,2.6,21.1,60,67,154,2024-2025
Chris Wood,NZL,['FW'],Nott'ham Forest,32,1991,36,35,"2,959",32.9,20,3,23,17,3,3,1,0,13.4,11.0,2.6,13.6,14,42,94,2024-2025
Nathan Wood-Gordon,ENG,['DF'],Southampton,22,2002,11,9,773,8.6,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,2,17,0,2024-2025
Luke Woolfenden,ENG,['DF'],Ipswich Town,25,1998,15,12,"1,187",13.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,7,15,0,2024-2025
Yehor Yarmoliuk,UKR,['MF'],Brentford,20,2004,31,15,"1,450",16.1,0,0,0,0,0,0,6,0,0.6,0.6,0.9,1.5,15,63,47,2024-2025
Ryan Yates,ENG,['MF'],Nott'ham Forest,26,1997,35,18,"1,915",21.3,2,1,3,2,0,0,10,0,2.3,2.3,1.2,3.5,18,53,16,2024-2025
Leny Yoro,FRA,['DF'],Manchester Utd,18,2005,21,12,"1,165",12.9,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.8,19,52,4,2024-2025
Ashley Young,ENG,['DF'],Everton,39,1985,32,19,"1,875",20.8,1,3,4,1,0,0,7,1,0.3,0.3,2.3,2.6,24,90,32,2024-2025
Illia Zabarnyi,UKR,['DF'],Bournemouth,21,2002,36,35,"3,109",34.5,0,1,1,0,0,0,4,1,1.3,1.3,0.7,2.0,27,140,4,2024-2025
Oleksandr Zinchenko,UKR,"['DF', 'MF']",Arsenal,27,1996,15,5,527,5.9,0,1,1,0,0,0,1,0,0.6,0.6,0.2,0.8,10,48,14,2024-2025
Joshua Zirkzee,NED,"['FW', 'MF']",Manchester Utd,23,2001,32,14,"1,402",15.6,3,1,4,3,0,0,2,0,4.8,4.8,1.5,6.3,14,44,69,2024-2025
Martin Ødegaard,NOR,['MF'],Arsenal,25,1998,30,26,"2,325",25.8,3,8,11,2,1,1,4,0,4.8,4.0,5.4,9.5,92,258,154,2024-2025
