Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Season
Leon Bailey,JAM,"['FW', 'MF']",Aston Villa,26,1997,24,14,"1,139",12.7,1,2,3,1,0,0,3,0,1.7,1.7,1.5,3.3,58,35,121,2024-2025
Carlos Baleba,CMR,['MF'],Brighton,20,2004,34,31,"2,661",29.6,3,1,4,3,0,0,8,1,3.1,3.1,1.3,4.4,43,118,29,2024-2025
Ross Barkley,ENG,['MF'],Aston Villa,30,1993,20,3,581,6.5,3,1,4,3,0,0,3,0,1.8,1.8,0.6,2.4,15,36,10,2024-2025
Harvey Barnes,ENG,['FW'],Newcastle Utd,26,1997,33,17,"1,755",19.5,9,4,13,9,0,0,0,0,7.2,7.2,4.0,11.2,93,83,192,2024-2025
Calvin Bassey,NGA,['DF'],Fulham,24,1999,35,34,"3,074",34.2,1,0,1,1,0,0,7,0,1.0,1.0,0.1,1.2,39,116,15,2024-2025
Altay Bayındır,TUR,['GK'],Manchester Utd,26,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Jan Bednarek,POL,['DF'],Southampton,28,1996,30,30,"2,531",28.1,2,0,2,2,0,0,7,0,0.7,0.7,0.5,1.2,5,60,2,2024-2025
Armel Bella Kotchap,GER,['DF'],Southampton,22,2001,4,2,331,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,5,0,2024-2025
Jean-Ricner Bellegarde,HAI,"['MF', 'FW']",Wolves,26,1998,35,20,"1,677",18.6,2,7,9,2,0,0,3,0,1.5,1.5,3.8,5.3,52,43,89,2024-2025
Rodrigo Bentancur,URU,['MF'],Tottenham,27,1997,26,21,"1,645",18.3,2,0,2,2,0,0,9,0,1.3,1.3,0.4,1.7,28,100,34,2024-2025
Daniel Bentley,ENG,['GK'],Wolves,31,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Sander Berge,NOR,['MF'],Fulham,26,1998,31,26,"2,224",24.7,0,0,0,0,0,0,6,0,0.4,0.4,0.6,1.0,29,124,9,2024-2025
Lucas Bergvall,SWE,['MF'],Tottenham,18,2006,27,11,"1,212",13.5,0,1,1,0,0,0,3,0,0.7,0.7,0.6,1.3,33,49,31,2024-2025
Victor Bernth Kristiansen,DEN,['DF'],Leicester City,21,2002,30,29,"2,482",27.6,0,1,1,0,0,0,1,0,0.3,0.3,1.4,1.7,40,70,78,2024-2025
Beto,GNB,['FW'],Everton,26,1998,30,15,"1,534",17.0,8,0,8,8,0,0,2,0,8.2,8.2,1.2,9.4,15,16,77,2024-2025
Philip Billing,DEN,['MF'],Bournemouth,28,1996,10,1,184,2.0,0,0,0,0,0,0,1,0,0.6,0.6,1.1,1.7,3,15,13,2024-2025
Yves Bissouma,MLI,['MF'],Tottenham,27,1996,28,16,"1,408",15.6,2,0,2,2,0,0,7,0,0.6,0.6,0.3,0.9,15,75,3,2024-2025
Oscar Bobb,NOR,['FW'],Manchester City,21,2003,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,1,2024-2025
Lamare Bogarde,NED,"['DF', 'MF']",Aston Villa,20,2004,8,5,476,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,12,14,9,2024-2025
Willy Boly,CIV,['DF'],Nott'ham Forest,33,1991,6,1,150,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,2024-2025
Sven Botman,NED,['DF'],Newcastle Utd,24,2000,8,6,412,4.6,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.1,0,7,0,2024-2025
Jarrod Bowen,ENG,"['FW', 'MF']",West Ham,27,1996,34,34,"2,973",33.0,13,8,21,12,1,1,1,0,8.6,7.8,6.8,14.7,109,91,212,2024-2025
Conor Bradley,NIR,['DF'],Liverpool,21,2003,19,7,754,8.4,0,2,2,0,0,0,4,0,0.7,0.7,1.4,2.1,35,33,39,2024-2025
Jarrad Branthwaite,ENG,['DF'],Everton,22,2002,30,28,"2,511",27.9,0,1,1,0,0,0,4,0,1.2,1.2,0.7,1.9,10,66,2,2024-2025
James Bree,ENG,['DF'],Southampton,26,1997,17,13,"1,075",11.9,0,1,1,0,0,0,0,0,0.1,0.1,0.9,1.0,13,34,43,2024-2025
Ben Brereton,CHI,['FW'],Southampton,25,1999,10,4,449,5.0,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,12,9,42,2024-2025
Nathan Broadhead,WAL,"['MF', 'FW']",Ipswich Town,26,1998,18,7,702,7.8,2,0,2,2,0,0,1,0,1.7,1.7,0.7,2.4,20,14,33,2024-2025
Armando Broja,ALB,['FW'],Everton,22,2001,10,4,334,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,12,2,26,2024-2025
David Brooks,WAL,"['FW', 'MF']",Bournemouth,27,1997,29,9,960,10.7,2,0,2,2,0,0,3,0,2.5,2.5,1.9,4.4,35,35,83,2024-2025
Emi Buendía,ARG,"['MF', 'FW']",Aston Villa,27,1996,12,0,98,1.1,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,3,7,6,2024-2025
Santiago Bueno,URU,['DF'],Wolves,25,1998,29,18,"1,687",18.7,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,1,28,1,2024-2025
Facundo Buonanotte,ARG,"['FW', 'MF']",Leicester City,19,2004,31,14,"1,523",16.9,5,2,7,5,0,0,8,0,3.9,3.9,3.1,7.0,39,54,74,2024-2025
Cameron Burgess,AUS,['DF'],Ipswich Town,28,1995,18,16,"1,541",17.1,0,2,2,0,0,0,0,0,1.1,1.1,0.5,1.6,2,42,4,2024-2025
Dan Burn,ENG,['DF'],Newcastle Utd,32,1992,37,37,"3,330",37.0,1,1,2,1,0,0,11,0,2.0,2.0,0.9,2.8,12,75,14,2024-2025
Wes Burns,WAL,"['FW', 'DF']",Ipswich Town,29,1994,18,12,926,10.3,0,1,1,0,0,0,1,0,0.5,0.5,1.6,2.2,38,8,65,2024-2025
Nathan Butler-Oyedeji,ENG,['FW'],Arsenal,21,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,2024-2025
Moisés Caicedo,ECU,"['MF', 'DF']",Chelsea,22,2001,38,38,"3,351",37.2,1,2,3,1,0,0,11,0,0.8,0.8,3.0,3.8,43,215,37,2024-2025
Tom Cairney,SCO,['MF'],Fulham,33,1991,25,3,628,7.0,2,0,2,2,0,0,3,1,0.8,0.8,1.1,1.8,18,53,33,2024-2025
Jens Cajuste,SWE,['MF'],Ipswich Town,24,1999,30,25,"1,959",21.8,1,1,2,1,0,0,2,0,0.7,0.7,0.8,1.5,26,59,20,2024-2025
Riccardo Calafiori,ITA,['DF'],Arsenal,22,2002,19,11,983,10.9,2,1,3,2,0,0,4,0,0.9,0.9,0.3,1.1,22,54,29,2024-2025
Dominic Calvert-Lewin,ENG,['FW'],Everton,27,1997,26,19,"1,609",17.9,3,1,4,3,0,0,2,0,6.7,6.7,0.6,7.4,23,20,112,2024-2025
Diego Carlos,BRA,['DF'],Aston Villa,31,1993,10,8,830,9.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,3,34,0,2024-2025
Fabio Carvalho,POR,"['FW', 'MF']",Brentford,21,2002,19,3,455,5.1,2,1,3,2,0,0,1,0,2.5,2.5,0.7,3.2,9,17,23,2024-2025
Casemiro,BRA,['MF'],Manchester Utd,32,1992,24,18,"1,494",16.6,1,0,1,1,0,0,5,0,1.9,1.9,2.3,4.2,4,84,28,2024-2025
Kaelan Casey,ENG,['DF'],West Ham,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Matty Cash,POL,['DF'],Aston Villa,26,1997,27,24,"2,070",23.0,1,1,2,1,0,0,7,0,0.5,0.5,1.1,1.6,48,42,90,2024-2025
Eiran Cashin,IRL,['DF'],Brighton,22,2001,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,2024-2025
Timothy Castagne,BEL,['DF'],Fulham,28,1995,24,17,"1,649",18.3,0,1,1,0,0,0,1,0,0.4,0.4,1.2,1.6,17,62,67,2024-2025
Trevoh Chalobah,ENG,['DF'],Crystal Palace,25,1999,12,12,"1,060",11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6,2024-2025
Trevoh Chalobah,ENG,['DF'],Chelsea,25,1999,13,11,910,10.1,0,1,1,0,0,0,2,0,0.8,0.8,1.2,2.0,4,37,2,2024-2025
Conor Chaplin,ENG,"['MF', 'FW']",Ipswich Town,27,1997,22,10,857,9.5,1,1,2,1,0,0,2,0,1.5,1.5,0.7,2.2,13,29,23,2024-2025
Youssef Chermiti,POR,"['FW', 'MF']",Everton,20,2004,4,0,45,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,6,2024-2025
Federico Chiesa,ITA,['FW'],Liverpool,26,1997,6,1,108,1.2,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,3,3,7,2024-2025
Ben Chilwell,ENG,['DF'],Crystal Palace,27,1996,8,1,259,2.9,1,0,1,1,0,0,1,0,0.2,0.2,0.8,1.0,5,8,15,2024-2025
Chiquinho,POR,['MF'],Wolves,24,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Hamza Choudhury,BAN,"['MF', 'DF']",Leicester City,26,1997,4,1,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,3,6,2024-2025
Ryan Christie,SCO,['MF'],Bournemouth,29,1995,29,27,"2,117",23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44,2024-2025
Harry Clarke,ENG,['DF'],Ipswich Town,23,2001,7,4,379,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,5,14,2,2024-2025
Jack Clarke,ENG,"['FW', 'MF']",Ipswich Town,23,2000,32,12,"1,181",13.1,0,4,4,0,0,0,2,0,1.2,1.2,2.3,3.5,39,44,57,2024-2025
Nathaniel Clyne,ENG,"['DF', 'MF']",Crystal Palace,33,1991,13,5,483,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,6,7,8,2024-2025
Conor Coady,ENG,['DF'],Leicester City,31,1993,22,19,"1,714",19.0,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.5,3,32,0,2024-2025
Séamus Coleman,IRL,['DF'],Everton,35,1988,5,3,215,2.4,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,11,7,2024-2025
Nathan Collins,IRL,['DF'],Brentford,23,2001,38,38,"3,420",38.0,2,3,5,2,0,0,5,0,2.5,2.5,1.8,4.3,32,127,18,2024-2025
Toby Collyer,ENG,['MF'],Manchester Utd,20,2004,6,0,179,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0,5,2,2024-2025
Levi Colwill,ENG,['DF'],Chelsea,21,2003,35,35,"3,149",35.0,2,1,3,2,0,0,9,0,1.9,1.9,1.1,3.0,14,131,12,2024-2025
Lewis Cook,ENG,"['MF', 'DF']",Bournemouth,27,1997,36,32,"2,978",33.1,1,3,4,1,0,0,8,1,0.9,0.9,4.1,5.1,33,158,52,2024-2025
Maxwel Cornet,CIV,['FW'],Southampton,27,1996,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,2024-2025
Vladimír Coufal,CZE,['DF'],West Ham,31,1992,22,11,"1,067",11.9,0,0,0,0,0,0,5,0,0.3,0.3,0.7,1.0,26,39,33,2024-2025
Woyo Coulibaly,MLI,['DF'],Leicester City,25,1999,4,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,3,2,2024-2025
Aaron Cresswell,ENG,['DF'],West Ham,34,1989,18,10,824,9.2,0,0,0,0,0,0,3,0,0.2,0.2,1.3,1.6,6,36,4,2024-2025
Marc Cucurella,ESP,['DF'],Chelsea,26,1998,36,33,"2,988",33.2,5,1,6,5,0,0,10,1,2.8,2.8,2.1,4.9,35,118,117,2024-2025
Jorge Cuenca,ESP,['DF'],Fulham,24,1999,8,4,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,0,2024-2025
Matheus Cunha,BRA,"['MF', 'FW']",Wolves,25,1999,33,29,"2,597",28.9,15,6,21,15,0,0,4,0,8.6,8.6,7.7,16.4,112,144,161,2024-2025
Patson Daka,ZAM,"['FW', 'MF']",Leicester City,25,1998,23,6,736,8.2,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.3,11,8,36,2024-2025
Diogo Dalot,POR,['DF'],Manchester Utd,25,1999,33,31,"2,814",31.3,0,3,3,0,0,0,5,0,2.0,2.0,2.0,4.1,62,103,168,2024-2025
Mikkel Damsgaard,DEN,"['MF', 'FW']",Brentford,24,2000,38,34,"2,911",32.3,2,10,12,2,0,0,2,0,2.8,2.8,8.4,11.2,73,234,137,2024-2025
Danilo,BRA,"['MF', 'FW']",Nott'ham Forest,23,2001,8,5,275,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,11,1,2024-2025
Jayden Danns,ENG,['MF'],Liverpool,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Kevin Danso,AUT,['DF'],Tottenham,25,1998,10,9,842,9.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,11,19,1,2024-2025
Ben Davies,WAL,['DF'],Tottenham,31,1993,17,14,"1,331",14.8,0,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5,14,52,6,2024-2025
Leif Davis,ENG,['DF'],Ipswich Town,24,2000,33,32,"2,743",30.5,1,2,3,1,0,0,5,1,1.0,1.0,4.9,5.8,52,59,137,2024-2025
Craig Dawson,ENG,['DF'],Wolves,34,1990,15,10,971,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,6,20,5,2024-2025
Kevin De Bruyne,BEL,"['MF', 'FW']",Manchester City,33,1991,28,19,"1,702",18.9,4,7,11,4,0,0,2,0,5.1,5.1,8.0,13.1,51,157,150,2024-2025
Bobby De Cordova-Reid,JAM,['FW'],Leicester City,31,1993,23,9,744,8.3,1,2,3,1,0,0,2,0,0.8,0.8,1.2,2.0,14,15,48,2024-2025
Liam Delap,ENG,['FW'],Ipswich Town,21,2003,37,32,"2,593",28.8,12,2,14,10,2,2,12,0,9.3,7.8,1.9,9.7,61,30,110,2024-2025
Sepp van den Berg,NED,['DF'],Brentford,22,2001,31,29,"2,586",28.7,0,0,0,0,0,0,3,0,2.0,2.0,0.8,2.8,12,79,28,2024-2025
Justin Devenny,NIR,['MF'],Crystal Palace,20,2003,23,4,507,5.6,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,5,21,13,2024-2025
Kiernan Dewsbury-Hall,ENG,"['MF', 'FW']",Chelsea,25,1998,13,2,264,2.9,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,5,14,11,2024-2025
Amad Diallo,CIV,"['MF', 'FW']",Manchester Utd,22,2002,26,20,"1,901",21.1,8,6,14,8,0,0,5,0,4.7,4.7,4.9,9.6,109,60,200,2024-2025
Rúben Dias,POR,['DF'],Manchester City,27,1997,27,25,"2,271",25.2,0,0,0,0,0,0,4,0,1.5,1.5,0.3,1.8,43,160,8,2024-2025
Luis Díaz,COL,['FW'],Liverpool,27,1997,36,28,"2,399",26.7,13,5,18,13,0,0,2,0,12.0,12.0,5.0,17.1,108,110,293,2024-2025
Tyler Dibling,ENG,"['FW', 'MF']",Southampton,18,2006,33,20,"1,874",20.8,2,0,2,2,0,0,6,0,2.5,2.5,1.5,4.1,69,64,96,2024-2025
Lucas Digne,FRA,['DF'],Aston Villa,31,1993,32,28,"2,351",26.1,0,4,4,0,0,0,4,0,0.8,0.8,4.7,5.5,23,57,142,2024-2025
Issa Diop,FRA,['DF'],Fulham,27,1997,21,15,"1,339",14.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,6,25,3,2024-2025
Axel Disasi,FRA,['DF'],Aston Villa,26,1998,7,5,490,5.4,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,10,16,5,2024-2025
Axel Disasi,FRA,['DF'],Chelsea,26,1998,6,4,364,4.0,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,6,16,2,2024-2025
Roman Dixon,ENG,['DF'],Everton,19,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,2024-2025
Nasser Djiga,BFA,['DF'],Wolves,21,2002,5,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,2024-2025
Matt Doherty,IRL,['DF'],Wolves,32,1992,30,25,"2,109",23.4,2,1,3,2,0,0,6,0,1.0,1.0,1.5,2.6,29,79,41,2024-2025
Jeremy Doku,BEL,"['FW', 'MF']",Manchester City,22,2002,29,16,"1,516",16.8,3,6,9,3,0,0,1,0,1.3,1.3,4.8,6.1,213,69,286,2024-2025
Nicolás Domínguez,ARG,"['MF', 'FW']",Nott'ham Forest,26,1998,34,23,"1,963",21.8,0,1,1,0,0,0,9,0,1.5,1.5,1.3,2.8,16,83,33,2024-2025
Patrick Dorgu,DEN,['DF'],Manchester Utd,19,2004,12,10,842,9.4,0,0,0,0,0,0,3,1,0.4,0.4,0.7,1.2,41,34,83,2024-2025
Alfie Dorrington,ENG,['DF'],Tottenham,19,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Abdoulaye Doucouré,MLI,['MF'],Everton,31,1993,33,31,"2,564",28.5,3,2,5,3,0,0,5,1,4.1,4.1,2.4,6.6,42,82,96,2024-2025
Cheick Doucouré,MLI,['MF'],Crystal Palace,24,2000,13,4,452,5.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,19,7,2024-2025
Flynn Downes,ENG,['MF'],Southampton,25,1999,27,25,"2,151",23.9,1,0,1,1,0,0,12,0,0.6,0.6,1.1,1.7,29,66,29,2024-2025
Tommy Doyle,ENG,['MF'],Wolves,22,2001,24,3,488,5.4,0,1,1,0,0,0,1,0,0.6,0.6,0.5,1.1,6,40,4,2024-2025
Radu Drăgușin,ROU,['DF'],Tottenham,22,2002,16,14,"1,252",13.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,7,37,2,2024-2025
Martin Dúbravka,SVK,['GK'],Newcastle Utd,35,1989,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Lewis Dunk,ENG,['DF'],Brighton,32,1991,25,23,"2,083",23.1,0,0,0,0,0,0,5,0,0.8,0.8,0.5,1.3,20,142,3,2024-2025
Jáder Durán,COL,['FW'],Aston Villa,20,2003,20,4,638,7.1,7,0,7,7,0,0,3,1,4.9,4.9,0.2,5.1,7,13,44,2024-2025
Claudio Echeverri,ARG,['FW'],Manchester City,18,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,2024-2025
Ederson,BRA,['GK'],Manchester City,30,1993,26,26,"2,320",25.8,0,4,4,0,0,0,4,0,0.0,0.0,1.5,1.5,0,2,0,2024-2025
George Edmundson,ENG,['DF'],Ipswich Town,26,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Odsonne Édouard,FRA,"['MF', 'FW']",Crystal Palace,26,1998,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,4,7,2024-2025
Odsonne Édouard,FRA,['FW'],Leicester City,26,1998,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,2024-2025
Samuel Edozie,ENG,"['DF', 'FW']",Southampton,21,2003,2,0,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,4,23,2024-2025
Ronnie Edwards,ENG,['DF'],Southampton,21,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Anthony Elanga,SWE,"['FW', 'MF']",Nott'ham Forest,22,2002,38,31,"2,501",27.8,6,11,17,6,0,0,1,0,4.5,4.5,5.7,10.1,102,63,229,2024-2025
Harvey Elliott,ENG,['MF'],Liverpool,21,2003,18,2,371,4.1,1,2,3,1,0,0,1,0,1.8,1.8,1.1,2.8,10,44,30,2024-2025
Yunus Emre Konak,TUR,"['FW', 'MF']",Brentford,18,2006,10,0,42,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,2,2024-2025
Julio Enciso,PAR,"['MF', 'FW']",Ipswich Town,20,2004,13,12,869,9.7,2,3,5,2,0,0,3,0,1.7,1.7,1.4,3.1,23,28,44,2024-2025
Julio Enciso,PAR,"['MF', 'FW']",Brighton,20,2004,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,17,2024-2025
Wataru Endo,JPN,"['MF', 'DF']",Liverpool,31,1993,20,1,273,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,19,8,2024-2025
Christian Eriksen,DEN,['MF'],Manchester Utd,32,1992,23,11,"1,061",11.8,1,2,3,0,1,1,4,0,1.4,0.6,3.2,3.8,13,55,29,2024-2025
Romain Esse,ENG,['MF'],Crystal Palace,19,2005,7,1,138,1.5,1,1,2,1,0,0,0,0,0.3,0.3,0.4,0.7,1,7,14,2024-2025
Pervis Estupiñán,ECU,['DF'],Brighton,26,1998,30,26,"2,402",26.7,1,1,2,1,0,0,5,0,1.2,1.2,2.1,3.3,59,132,112,2024-2025
Evanilson,BRA,['FW'],Bournemouth,24,1999,31,28,"2,319",25.8,10,1,11,10,0,1,1,1,12.5,11.7,1.9,13.6,29,28,99,2024-2025
Jake Evans,ENG,['FW'],Leicester City,15,2008,4,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,2024-2025
Jonny Evans,NIR,['DF'],Manchester Utd,36,1988,7,3,315,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,10,3,2024-2025
Eberechi Eze,ENG,"['MF', 'FW']",Crystal Palace,26,1998,34,31,"2,588",28.8,8,8,16,7,1,2,1,0,10.5,8.9,6.2,15.1,69,97,153,2024-2025
Łukasz Fabiański,POL,['GK'],West Ham,39,1985,14,13,"1,160",12.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Wout Faes,BEL,['DF'],Leicester City,26,1998,34,30,"2,815",31.3,1,0,1,1,0,0,4,0,1.5,1.5,0.1,1.6,12,86,1,2024-2025
Abdul Fatawu Issahaku,GHA,['FW'],Leicester City,20,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,42,17,60,2024-2025
João Félix,POR,"['FW', 'MF']",Chelsea,24,1999,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,21,26,30,2024-2025
Evan Ferguson,IRL,['FW'],West Ham,19,2004,8,1,156,1.7,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,1,1,7,2024-2025
Evan Ferguson,IRL,['FW'],Brighton,19,2004,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,9,2024-2025
Bruno Fernandes,POR,['MF'],Manchester Utd,29,1994,36,35,"3,018",33.5,8,10,18,5,3,3,5,2,9.9,7.6,8.5,16.1,77,325,129,2024-2025
Mateus Fernandes,POR,['MF'],Southampton,20,2004,36,34,"2,909",32.3,2,4,6,2,0,0,8,0,4.0,4.0,3.0,7.0,76,145,108,2024-2025
Enzo Fernández,ARG,['MF'],Chelsea,23,2001,36,32,"2,947",32.7,6,7,13,6,0,0,8,0,6.1,6.1,6.8,12.9,60,212,126,2024-2025
Mark Flekken,NED,['GK'],Brentford,31,1993,37,37,"3,275",36.4,0,2,2,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,2024-2025
Phil Foden,ENG,"['MF', 'FW']",Manchester City,24,2000,28,20,"1,777",19.7,7,2,9,7,0,0,2,0,5.2,5.2,4.8,9.9,50,103,128,2024-2025
Wesley Fofana,FRA,['DF'],Chelsea,23,2000,14,14,"1,172",13.0,0,0,0,0,0,0,7,0,0.4,0.4,0.4,0.8,19,32,4,2024-2025
Carlos Forbs,POR,"['MF', 'FW']",Wolves,20,2004,10,1,239,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,10,8,28,2024-2025
Fraser Forster,ENG,['GK'],Tottenham,36,1988,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Matheus França,BRA,"['MF', 'FW']",Crystal Palace,20,2004,4,0,55,0.6,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,4,3,4,2024-2025
Ryan Fraser,SCO,"['FW', 'DF']",Southampton,30,1994,8,4,306,3.4,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,10,8,18,2024-2025
Tyler Fredricson,ENG,['DF'],Manchester Utd,19,2005,2,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,8,0,2024-2025
Niclas Füllkrug,GER,['FW'],West Ham,31,1993,18,6,790,8.8,3,2,5,3,0,0,2,0,2.2,2.2,1.9,4.1,7,14,31,2024-2025
Cody Gakpo,NED,['FW'],Liverpool,25,1999,35,23,"1,935",21.5,10,4,14,10,0,0,5,0,7.1,7.1,4.4,11.5,59,52,278,2024-2025
Idrissa Gana Gueye,SEN,['MF'],Everton,34,1989,37,35,"3,063",34.0,0,3,3,0,0,0,9,0,1.1,1.1,1.7,2.8,27,145,27,2024-2025
Andrés García,ESP,"['DF', 'MF']",Aston Villa,21,2003,7,5,318,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,26,15,28,2024-2025
Alejandro Garnacho,ARG,"['MF', 'FW']",Manchester Utd,20,2004,36,23,"2,199",24.4,6,2,8,6,0,0,3,0,7.3,7.3,4.5,11.8,141,56,290,2024-2025
James Garner,ENG,"['MF', 'DF']",Everton,23,2001,21,17,"1,594",17.7,0,1,1,0,0,0,5,0,0.7,0.7,1.4,2.1,15,50,30,2024-2025
Tyrique George,ENG,['FW'],Chelsea,18,2006,8,1,183,2.0,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,9,3,22,2024-2025
Morgan Gibbs-White,ENG,['MF'],Nott'ham Forest,24,2000,34,34,"2,803",31.1,7,8,15,7,0,0,11,1,6.3,6.3,5.0,11.2,69,164,136,2024-2025
Billy Gilmour,SCO,['MF'],Brighton,23,2001,2,1,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,11,2,2024-2025
Ben Godfrey,ENG,['DF'],Ipswich Town,26,1998,3,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,1,2024-2025
Martial Godo,ENG,"['FW', 'DF']",Fulham,21,2003,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,6,2024-2025
Michael Golding,ENG,['MF'],Leicester City,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
João Gomes,BRA,['MF'],Wolves,23,2001,36,35,"2,974",33.0,3,1,4,3,0,0,11,1,2.9,2.9,1.2,4.1,59,165,76,2024-2025
