Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Sh,GCA_Fld,GCA_Def,Season
14,Manuel Akanji,SUI,"['DF', 'MF']",Manchester City,28,1995,27.9,55,1.97,45,1,0,3,2,4,4,0.14,4,0,0,0,0,0,2023-2024
15,Nathan Aké,NED,['DF'],Manchester City,28,1995,22.7,36,1.59,28,0,2,4,1,1,6,0.26,3,0,1,2,0,0,2023-2024
16,Thiago Alcántara,ESP,['MF'],Liverpool,32,1991,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
17,Trent Alexander-Arnold,ENG,['DF'],Liverpool,24,1998,23.9,126,5.27,80,33,5,6,0,2,7,0.29,4,3,0,0,0,0,2023-2024
18,Alisson,BRA,['GK'],Liverpool,30,1992,28.0,11,0.39,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
19,Miguel Almirón,PAR,['FW'],Newcastle Utd,29,1994,21.5,52,2.41,40,1,3,7,1,0,4,0.19,2,1,0,1,0,0,2023-2024
20,Edson Álvarez,MEX,['MF'],West Ham,25,1997,26.4,32,1.21,24,0,2,3,0,3,2,0.08,2,0,0,0,0,0,2023-2024
21,Julián Álvarez,ARG,"['MF', 'FW']",Manchester City,23,2000,29.4,118,4.01,74,28,4,10,2,0,15,0.51,12,1,0,0,2,0,2023-2024
22,Zeki Amdouni,SUI,['FW'],Burnley,22,2000,21.7,50,2.30,30,0,5,7,5,3,4,0.18,1,0,2,0,1,0,2023-2024
23,Sofyan Amrabat,MAR,"['MF', 'DF']",Manchester Utd,26,1996,10.4,19,1.82,19,0,0,0,0,0,1,0.10,1,0,0,0,0,0,2023-2024
24,Joachim Andersen,DEN,['DF'],Crystal Palace,27,1996,37.9,47,1.24,41,1,0,3,0,2,5,0.13,5,0,0,0,0,0,2023-2024
25,Elliot Anderson,ENG,"['MF', 'FW']",Newcastle Utd,20,2002,11.4,34,2.98,28,0,4,2,0,0,3,0.26,3,0,0,0,0,0,2023-2024
26,Jaidon Anthony,ENG,['FW'],Bournemouth,23,1999,1.7,3,1.78,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
27,Michail Antonio,JAM,['FW'],West Ham,33,1990,18.8,33,1.75,18,1,5,3,4,2,5,0.27,4,0,1,0,0,0,2023-2024
28,Antony,BRA,['FW'],Manchester Utd,23,2000,14.7,55,3.74,45,1,2,0,4,3,3,0.20,1,0,0,0,0,2,2023-2024
29,Oliver Arblaster,ENG,['MF'],Sheffield Utd,19,2004,10.5,23,2.20,19,2,0,1,0,1,2,0.19,1,0,0,1,0,0,2023-2024
30,Cameron Archer,ENG,"['FW', 'MF']",Sheffield Utd,22,2001,20.4,49,2.41,32,0,9,5,1,2,4,0.20,2,0,1,1,0,0,2023-2024
31,Cameron Archer,ENG,['MF'],Aston Villa,22,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
32,Alphonse Areola,FRA,['GK'],West Ham,30,1993,30.0,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
33,Lorenz Assignon,TOG,['DF'],Burnley,23,2000,13.7,23,1.68,18,3,1,0,1,0,2,0.15,2,0,0,0,0,0,2023-2024
34,Serge Aurier,CIV,"['DF', 'MF']",Nott'ham Forest,30,1992,9.3,15,1.62,12,1,1,0,1,0,2,0.22,2,0,0,0,0,0,2023-2024
35,Taiwo Awoniyi,NGA,['FW'],Nott'ham Forest,25,1997,11.6,30,2.60,22,0,2,0,4,2,6,0.52,5,0,1,0,0,0,2023-2024
36,Jordan Ayew,GHA,"['FW', 'MF']",Crystal Palace,31,1991,28.3,72,2.55,40,5,5,7,12,3,12,0.42,10,0,1,0,1,0,2023-2024
37,Benoît Badiashile,FRA,['DF'],Chelsea,22,2001,14.9,23,1.55,18,0,0,2,1,2,3,0.20,3,0,0,0,0,0,2023-2024
38,Leon Bailey,JAM,"['MF', 'FW']",Aston Villa,25,1997,23.0,97,4.22,70,7,9,7,3,1,11,0.48,7,1,1,2,0,0,2023-2024
39,Stefan Bajcetic,ESP,['MF'],Liverpool,18,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
40,George Baldock,GRE,['DF'],Sheffield Utd,30,1993,10.8,16,1.49,10,3,2,0,1,0,2,0.19,1,0,0,0,1,0,2023-2024
41,Carlos Baleba,CMR,['MF'],Brighton,19,2004,14.7,17,1.15,16,0,0,1,0,0,1,0.07,1,0,0,0,0,0,2023-2024
42,Fodé Ballo-Touré,SEN,"['DF', 'MF']",Fulham,26,1997,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
43,Shandon Baptiste,GRN,['MF'],Brentford,25,1998,2.5,5,1.96,4,0,1,0,0,0,1,0.39,1,0,0,0,0,0,2023-2024
44,Valentín Barco,ARG,"['DF', 'FW']",Brighton,19,2004,3.4,8,2.35,5,3,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
45,Ross Barkley,ENG,['MF'],Luton Town,29,1993,29.1,104,3.58,67,11,14,6,3,3,11,0.38,6,2,1,1,1,0,2023-2024
46,Harvey Barnes,ENG,"['FW', 'MF']",Newcastle Utd,25,1997,8.9,29,3.25,18,0,5,3,3,0,6,0.67,4,0,2,0,0,0,2023-2024
47,Chris Basham,ENG,"['DF', 'MF']",Sheffield Utd,35,1988,3.6,3,0.84,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0,2023-2024
48,Calvin Bassey,NGA,['DF'],Fulham,23,1999,25.6,15,0.59,13,0,0,2,0,0,2,0.08,0,0,0,2,0,0,2023-2024
49,Owen Beck,WAL,['DF'],Liverpool,20,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
50,Donny van de Beek,NED,['DF'],Manchester Utd,26,1997,0.0,1,30.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
51,Amari'i Bell,JAM,['DF'],Luton Town,29,1994,19.1,25,1.31,22,0,0,0,2,1,3,0.16,3,0,0,0,0,0,2023-2024
52,Jean-Ricner Bellegarde,HAI,"['MF', 'FW']",Wolves,25,1998,10.6,30,2.81,20,2,6,1,1,0,2,0.19,1,0,1,0,0,0,2023-2024
53,Anis Ben Slimane,TUN,['MF'],Sheffield Utd,22,2001,4.7,12,2.58,8,1,1,1,0,1,0,0.00,0,0,0,0,0,0,2023-2024
54,Saïd Benrahma,ALG,"['FW', 'MF']",West Ham,27,1995,6.9,26,3.77,23,0,3,0,0,0,1,0.15,1,0,0,0,0,0,2023-2024
55,Rodrigo Bentancur,URU,['MF'],Tottenham,26,1997,11.2,31,2.78,26,0,1,2,0,2,4,0.36,3,0,0,0,0,1,2023-2024
56,Daniel Bentley,ENG,['GK'],Wolves,30,1993,4.3,1,0.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
57,Jóhann Berg Guðmundsson,ISL,"['MF', 'FW']",Burnley,32,1990,13.2,50,3.78,28,17,0,2,3,0,5,0.38,3,2,0,0,0,0,2023-2024
58,Sander Berge,NOR,['MF'],Burnley,25,1998,33.4,67,2.01,63,0,3,0,1,0,8,0.24,7,0,1,0,0,0,2023-2024
59,Luke Berry,ENG,"['MF', 'DF']",Luton Town,31,1992,3.6,6,1.67,2,1,1,2,0,0,1,0.28,0,0,1,0,0,0,2023-2024
60,Beto,GNB,['FW'],Everton,25,1998,10.6,32,3.03,19,0,6,3,2,2,1,0.09,1,0,0,0,0,0,2023-2024
61,Jordan Beyer,GER,['DF'],Burnley,23,2000,13.7,10,0.73,10,0,0,0,0,0,1,0.07,1,0,0,0,0,0,2023-2024
62,Philip Billing,DEN,['MF'],Bournemouth,27,1996,15.5,46,2.96,40,2,1,2,1,0,5,0.32,5,0,0,0,0,0,2023-2024
63,Yves Bissouma,MLI,['MF'],Tottenham,26,1996,23.0,44,1.91,35,2,3,0,0,4,3,0.13,3,0,0,0,0,0,2023-2024
64,Benicio Boaitey,ENG,"['FW', 'DF']",Brighton,19,2004,0.4,2,4.50,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
65,Oscar Bobb,NOR,"['FW', 'MF']",Manchester City,20,2003,3.4,22,6.56,16,0,4,1,1,0,6,1.79,3,0,2,0,1,0,2023-2024
66,Jayden Bogle,ENG,['DF'],Sheffield Utd,23,2000,31.0,33,1.07,26,1,3,1,2,0,1,0.03,0,0,0,1,0,0,2023-2024
67,Willy Boly,CIV,['DF'],Nott'ham Forest,32,1991,16.0,16,1.00,14,0,0,2,0,0,2,0.13,2,0,0,0,0,0,2023-2024
68,Sven Botman,NED,['DF'],Newcastle Utd,23,2000,15.3,14,0.92,12,0,0,2,0,0,3,0.20,3,0,0,0,0,0,2023-2024
69,Jarrod Bowen,ENG,['FW'],West Ham,26,1996,33.5,81,2.42,55,7,6,5,6,2,12,0.36,9,1,0,1,0,1,2023-2024
70,Conor Bradley,NIR,['DF'],Liverpool,20,2003,8.4,27,3.22,18,1,3,2,1,2,3,0.36,2,1,0,0,0,0,2023-2024
71,Jarrad Branthwaite,ENG,['DF'],Everton,21,2002,34.6,25,0.72,20,0,0,1,3,1,4,0.12,3,0,0,0,1,0,2023-2024
72,Ben Brereton,CHI,"['FW', 'MF']",Sheffield Utd,24,1999,12.3,31,2.52,21,0,4,2,3,1,4,0.33,2,0,1,0,1,0,2023-2024
73,Rhian Brewster,ENG,"['FW', 'MF']",Sheffield Utd,23,2000,3.8,7,1.82,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
74,Armando Broja,ALB,['FW'],Chelsea,21,2001,5.0,8,1.59,5,0,1,0,2,0,1,0.20,0,0,0,0,1,0,2023-2024
75,Armando Broja,ALB,['FW'],Fulham,21,2001,1.0,1,1.01,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
76,Andre Brooks,ENG,"['MF', 'DF']",Sheffield Utd,19,2003,10.4,9,0.86,6,0,2,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
77,David Brooks,WAL,"['FW', 'MF']",Bournemouth,26,1997,3.1,20,6.41,16,1,1,1,1,0,3,0.96,2,0,1,0,0,0,2023-2024
78,Jacob Brown,SCO,"['MF', 'FW']",Luton Town,25,1998,11.3,15,1.33,10,0,1,1,3,0,0,0.00,0,0,0,0,0,0,2023-2024
79,Josh Brownhill,ENG,['MF'],Burnley,27,1995,25.0,70,2.80,43,19,1,3,3,1,6,0.24,5,1,0,0,0,0,2023-2024
80,Jacob Bruun Larsen,DEN,"['MF', 'FW']",Burnley,24,1998,13.9,46,3.31,32,11,1,1,1,0,0,0.00,0,0,0,0,0,0,2023-2024
81,Hugo Bueno,ESP,"['DF', 'MF']",Wolves,20,2002,8.2,17,2.07,14,0,1,1,1,0,2,0.24,2,0,0,0,0,0,2023-2024
82,Santiago Bueno,URU,['DF'],Wolves,24,1998,9.1,5,0.55,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
83,Facundo Buonanotte,ARG,"['FW', 'MF']",Brighton,18,2004,15.2,38,2.51,26,1,2,3,5,1,2,0.13,2,0,0,0,0,0,2023-2024
84,Reece Burke,ENG,['DF'],Luton Town,26,1996,18.4,21,1.14,15,1,0,5,0,0,4,0.22,3,0,0,1,0,0,2023-2024
85,Dan Burn,ENG,['DF'],Newcastle Utd,31,1992,30.3,27,0.89,22,2,1,2,0,0,4,0.13,3,0,0,1,0,0,2023-2024
86,Mason Burstow,ENG,['FW'],Chelsea,19,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
87,Moisés Caicedo,ECU,['MF'],Chelsea,21,2001,31.8,66,2.07,52,0,3,1,6,4,12,0.38,11,0,0,0,0,1,2023-2024
88,Tom Cairney,SCO,['MF'],Fulham,32,1991,16.5,71,4.30,62,2,2,2,1,2,13,0.79,11,0,1,0,1,0,2023-2024
89,Dominic Calvert-Lewin,ENG,['FW'],Everton,26,1997,24.1,54,2.24,37,0,4,7,4,2,6,0.25,3,0,0,3,0,0,2023-2024
90,Thomas Cannon,IRL,['FW'],Everton,20,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
91,Diego Carlos,BRA,['DF'],Aston Villa,30,1993,20.2,9,0.45,9,0,0,0,0,0,2,0.10,2,0,0,0,0,0,2023-2024
92,Cesare Casadei,ITA,"['FW', 'MF']",Chelsea,20,2003,0.9,4,4.62,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0,2023-2024
93,Casemiro,BRA,"['MF', 'DF']",Manchester Utd,31,1992,22.0,41,1.86,35,2,0,3,1,0,4,0.18,4,0,0,0,0,0,2023-2024
94,Kaelan Casey,ENG,['DF'],West Ham,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
95,Matty Cash,POL,['DF'],Aston Villa,25,1997,23.8,44,1.85,34,1,0,6,2,1,8,0.34,7,0,0,0,1,0,2023-2024
96,Timothy Castagne,BEL,['DF'],Fulham,27,1995,29.3,50,1.71,39,2,4,4,0,1,2,0.07,2,0,0,0,0,0,2023-2024
97,Jonny Castro,ESP,['MF'],Wolves,29,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
98,Trevoh Chalobah,ENG,['DF'],Chelsea,24,1999,10.6,5,0.47,5,0,0,0,0,0,1,0.09,1,0,0,0,0,0,2023-2024
99,Calum Chambers,ENG,"['MF', 'DF']",Aston Villa,28,1995,1.7,1,0.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
100,Youssef Chermiti,POR,['FW'],Everton,19,2004,2.3,7,3.03,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
101,Ben Chilwell,ENG,['DF'],Chelsea,26,1996,8.4,22,2.62,11,8,0,1,2,0,2,0.24,1,0,0,1,0,0,2023-2024
102,Tawanda Chirewa,ZIM,"['MF', 'FW']",Wolves,19,2003,1.6,3,1.86,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
103,Leon Chiwome,ENG,['FW'],Wolves,17,2006,1.9,1,0.52,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
104,Tahith Chong,CUW,"['MF', 'FW']",Luton Town,23,1999,22.0,49,2.22,31,0,3,2,11,2,4,0.18,2,0,0,2,0,0,2023-2024
105,Ryan Christie,SCO,['MF'],Bournemouth,28,1995,32.3,117,3.62,88,8,7,5,6,3,6,0.19,5,1,0,0,0,0,2023-2024
106,Carney Chukwuemeka,ENG,"['MF', 'FW']",Chelsea,19,2003,2.5,9,3.57,7,0,1,1,0,0,4,1.59,2,0,1,1,0,0,2023-2024
107,Bobby Clark,ENG,['MF'],Liverpool,18,2005,1.0,1,1.01,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
108,Jordan Clark,ENG,['MF'],Luton Town,29,1993,14.5,29,2.00,23,0,2,3,1,0,1,0.07,1,0,0,0,0,0,2023-2024
109,Nathaniel Clyne,ENG,['DF'],Crystal Palace,32,1991,14.9,8,0.54,6,0,0,1,0,1,1,0.07,0,0,0,1,0,0,2023-2024
110,Séamus Coleman,IRL,['DF'],Everton,34,1988,7.4,6,0.81,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
111,Nathan Collins,IRL,['DF'],Brentford,22,2001,29.5,24,0.81,22,0,0,1,0,1,2,0.07,2,0,0,0,0,0,2023-2024
112,Levi Colwill,ENG,['DF'],Chelsea,20,2003,20.0,27,1.35,21,1,1,4,0,0,3,0.15,3,0,0,0,0,0,2023-2024
113,Lewis Cook,ENG,['MF'],Bournemouth,26,1997,31.0,77,2.49,48,22,2,2,0,3,4,0.13,3,0,0,0,0,1,2023-2024
114,Jack Cork,ENG,['MF'],Burnley,34,1989,0.3,1,3.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
115,Maxwel Cornet,CIV,"['MF', 'FW']",West Ham,26,1996,1.2,5,4.02,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
116,Vladimír Coufal,CZE,['DF'],West Ham,30,1992,34.8,77,2.21,50,18,3,2,3,1,12,0.34,12,0,0,0,0,0,2023-2024
117,Philippe Coutinho,BRA,"['MF', 'FW']",Aston Villa,31,1992,0.3,2,7.20,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
118,Aaron Cresswell,ENG,"['DF', 'FW']",West Ham,33,1989,4.8,12,2.48,7,3,0,0,2,0,1,0.21,1,0,0,0,0,0,2023-2024
119,Marc Cucurella,ESP,['DF'],Chelsea,25,1998,19.8,35,1.77,28,1,1,1,4,0,3,0.15,2,0,0,0,1,0,2023-2024
120,Josh Cullen,IRL,['MF'],Burnley,27,1996,22.9,66,2.89,56,6,0,1,2,1,8,0.35,6,2,0,0,0,0,2023-2024
121,Matheus Cunha,BRA,"['FW', 'MF']",Wolves,24,1999,27.1,78,2.88,46,1,12,8,8,3,13,0.48,9,0,1,1,1,1,2023-2024
122,Sam Curtis,IRL,['DF'],Sheffield Utd,17,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
123,Mahmoud Dahoud,GER,['MF'],Brighton,27,1996,5.0,13,2.59,13,0,0,0,0,0,2,0.40,2,0,0,0,0,0,2023-2024
124,Ameen Al-Dakhil,BEL,['DF'],Burnley,21,2002,11.7,8,0.68,5,0,1,2,0,0,1,0.09,1,0,0,0,0,0,2023-2024
125,Diogo Dalot,POR,['DF'],Manchester Utd,24,1999,35.3,78,2.21,67,4,2,3,1,1,7,0.20,6,0,0,1,0,0,2023-2024
126,Mikkel Damsgaard,DEN,['MF'],Brentford,23,2000,9.4,26,2.78,18,3,0,3,1,1,5,0.54,3,0,0,1,1,0,2023-2024
127,Danilo,BRA,['MF'],Nott'ham Forest,22,2001,19.9,48,2.41,34,5,4,4,1,0,4,0.20,4,0,0,0,0,0,2023-2024
128,Arnaut Danjuma,NED,"['MF', 'FW']",Everton,26,1997,6.6,18,2.72,9,0,1,5,2,1,1,0.15,0,0,0,1,0,0,2023-2024
129,Jayden Danns,ENG,['FW'],Liverpool,17,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
130,Josh Dasilva,ENG,"['DF', 'FW']",Brentford,24,1998,0.3,1,3.75,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
131,David Datro Fofana,CIV,['FW'],Burnley,20,2002,9.8,18,1.84,8,0,4,4,1,1,2,0.20,0,0,2,0,0,0,2023-2024
132,Ben Davies,WAL,['DF'],Tottenham,30,1993,12.1,15,1.24,14,0,0,0,1,0,2,0.17,1,0,0,0,1,0,2023-2024
133,Tom Davies,ENG,['MF'],Sheffield Utd,25,1998,2.5,6,2.44,4,0,0,1,0,1,1,0.41,0,0,0,0,0,1,2023-2024
134,Craig Dawson,ENG,['DF'],Wolves,33,1990,24.5,12,0.49,8,0,0,3,0,1,1,0.04,0,0,0,1,0,0,2023-2024
135,Kevin De Bruyne,BEL,['MF'],Manchester City,32,1991,13.6,100,7.36,73,17,2,5,3,0,16,1.18,12,3,0,0,1,0,2023-2024
136,Bobby De Cordova-Reid,JAM,['FW'],Fulham,30,1993,15.8,35,2.17,29,0,1,3,0,2,4,0.25,3,0,0,0,0,1,2023-2024
137,Hannes Delcroix,HAI,['DF'],Burnley,24,1999,6.5,7,1.07,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
138,Leander Dendoncker,BEL,['MF'],Aston Villa,28,1995,1.3,2,1.51,1,0,0,0,1,0,1,0.76,0,0,0,0,1,0,2023-2024
139,Moussa Diaby,FRA,"['FW', 'MF']",Aston Villa,24,1999,24.2,80,3.31,64,1,6,7,2,0,10,0.41,9,0,1,0,0,0,2023-2024
140,Amad Diallo,CIV,"['FW', 'MF']",Manchester Utd,21,2002,4.3,20,4.62,16,0,3,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
141,Amadou Diallo,ENG,['MF'],Newcastle Utd,20,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
142,Rúben Dias,POR,['DF'],Manchester City,26,1997,28.4,35,1.23,28,0,0,5,0,2,4,0.14,2,0,0,1,0,1,2023-2024
143,Luis Díaz,COL,['FW'],Liverpool,26,1997,29.2,163,5.58,121,1,17,15,8,1,9,0.31,9,0,0,0,0,0,2023-2024
144,Eric Dier,ENG,['DF'],Tottenham,29,1994,2.2,2,0.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
145,Lucas Digne,FRA,['DF'],Aston Villa,30,1993,26.8,74,2.76,48,19,0,3,3,1,4,0.15,4,0,0,0,0,0,2023-2024
146,Issa Diop,FRA,['DF'],Fulham,26,1997,15.8,4,0.25,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
147,Axel Disasi,FRA,['DF'],Chelsea,25,1998,28.7,13,0.45,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
148,Lewis Dobbin,ENG,['MF'],Everton,20,2003,2.6,6,2.33,3,0,0,2,1,0,0,0.00,0,0,0,0,0,0,2023-2024
149,Matt Doherty,IRL,"['DF', 'MF']",Wolves,31,1992,12.8,19,1.48,18,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
150,Jeremy Doku,BEL,"['FW', 'MF']",Manchester City,21,2002,17.7,111,6.26,82,1,17,6,5,0,15,0.85,10,0,2,1,2,0,2023-2024
151,Nicolás Domínguez,ARG,"['MF', 'FW']",Nott'ham Forest,25,1998,16.6,35,2.11,33,0,0,2,0,0,2,0.12,2,0,0,0,0,0,2023-2024
152,Jamie Donley,NIR,['FW'],Tottenham,18,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
153,Abdoulaye Doucouré,MLI,"['FW', 'MF']",Everton,30,1993,29.2,67,2.29,59,0,0,6,1,1,5,0.17,3,0,0,2,0,0,2023-2024
154,Cheick Doucouré,MLI,['MF'],Crystal Palace,23,2000,10.2,23,2.25,19,0,1,2,0,1,3,0.29,3,0,0,0,0,0,2023-2024
155,Alfie Doughty,ENG,['DF'],Luton Town,23,1999,32.5,115,3.54,57,47,4,6,1,0,16,0.49,8,5,1,2,0,0,2023-2024
156,Tommy Doyle,ENG,['MF'],Wolves,21,2001,13.6,26,1.91,20,6,0,0,0,0,5,0.37,4,1,0,0,0,0,2023-2024
157,Radu Drăgușin,ROU,['DF'],Tottenham,21,2002,4.8,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
158,Martin Dúbravka,SVK,['GK'],Newcastle Utd,34,1989,22.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
159,Paul Dummett,WAL,['DF'],Newcastle Utd,31,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
160,Lewis Dunk,ENG,['DF'],Brighton,31,1991,31.9,48,1.51,39,3,0,6,0,0,7,0.22,6,0,0,1,0,0,2023-2024
161,Jáder Durán,COL,"['FW', 'MF']",Aston Villa,19,2003,5.3,12,2.27,8,0,1,1,1,1,4,0.76,1,0,1,0,1,1,2023-2024
162,George Earthy,ENG,['FW'],West Ham,18,2004,0.4,2,5.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
163,Ederson,BRA,['GK'],Manchester City,29,1993,30.9,7,0.23,5,2,0,0,0,0,2,0.06,2,0,0,0,0,0,2023-2024
164,Odsonne Édouard,FRA,"['FW', 'MF']",Crystal Palace,25,1998,17.3,45,2.60,29,0,7,7,1,1,2,0.12,2,0,0,0,0,0,2023-2024
165,John Egan,IRL,['DF'],Sheffield Utd,30,1992,5.4,1,0.19,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
166,Hjalmar Ekdal,SWE,['DF'],Burnley,24,1998,4.9,2,0.41,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
167,Anthony Elanga,SWE,"['FW', 'MF']",Nott'ham Forest,21,2002,27.0,70,2.59,53,0,6,6,4,1,13,0.48,12,0,0,0,0,1,2023-2024
168,Harvey Elliott,ENG,"['MF', 'FW']",Liverpool,20,2003,15.0,78,5.19,61,9,2,3,1,2,10,0.67,6,1,1,0,1,1,2023-2024
169,Mohamed Elneny,EGY,['MF'],Arsenal,31,1992,0.3,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
170,Emerson,BRA,['DF'],Tottenham,24,1999,12.9,21,1.63,15,2,0,1,2,1,3,0.23,1,2,0,0,0,0,2023-2024
171,Julio Enciso,PAR,"['MF', 'FW']",Brighton,19,2004,5.3,23,4.34,15,0,5,3,0,0,2,0.38,2,0,0,0,0,0,2023-2024
172,Wataru Endo,JPN,['MF'],Liverpool,30,1993,19.1,54,2.82,43,0,2,4,2,3,3,0.16,3,0,0,0,0,0,2023-2024
173,Christian Eriksen,DEN,['MF'],Manchester Utd,31,1992,12.7,46,3.63,36,8,0,0,0,2,3,0.24,2,0,0,0,0,1,2023-2024
