Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,CK_In,CK_Out,CK_Str,Cmp,Off,Blocks,Season
37,Tommaso Baldanzi,ITA,['MF'],Empoli,19,2003,19.7,647,592,52,6,3,4,21,3,6,1,0,0,534,3,19,2022-2023
38,Fodé Ballo-Touré,SEN,['DF'],Milan,25,1997,5.8,281,219,62,6,0,1,17,56,0,0,0,0,234,0,2,2022-2023
39,Lameck Banda,ZAM,"['FW', 'MF']",Lecce,21,2001,18.2,428,409,17,1,0,1,51,5,11,5,1,0,278,2,22,2022-2023
40,Filippo Bandinelli,ITA,['MF'],Empoli,27,1995,25.1,1049,973,69,17,3,8,91,41,9,3,5,0,773,7,42,2022-2023
41,Antonín Barák,CZE,['MF'],Hellas Verona,27,1994,0.3,14,13,1,0,0,0,1,0,0,0,0,0,11,0,0,2022-2023
42,Antonín Barák,CZE,['MF'],Fiorentina,27,1994,20.0,719,689,28,6,5,6,14,7,0,0,0,0,590,2,16,2022-2023
43,Andrea Barberis,ITA,['MF'],Monza,28,1993,3.8,166,157,9,6,0,0,4,1,2,0,2,0,140,0,2,2022-2023
44,Tommaso Barbieri,ITA,['DF'],Juventus,19,2002,1.2,64,49,14,1,1,0,7,13,0,0,0,0,43,1,2,2022-2023
45,Francesco Bardi,ITA,['GK'],Bologna,30,1992,1.0,23,12,10,1,0,0,0,0,0,0,0,0,18,1,0,2022-2023
46,Nicolò Barella,ITA,['MF'],Inter,25,1997,29.0,1601,1566,29,13,6,16,84,8,6,0,2,0,1306,6,30,2022-2023
47,Enzo Barrenechea,ARG,['MF'],Juventus,21,2001,1.8,115,111,4,3,0,0,0,1,0,0,0,0,98,0,5,2022-2023
48,Musa Barrow,GAM,"['FW', 'MF']",Bologna,23,1998,21.8,806,701,94,17,5,17,103,13,50,30,18,0,583,11,22,2022-2023
49,Federico Baschirotto,ITA,['DF'],Lecce,25,1996,37.0,1432,1312,113,66,1,22,14,41,0,0,0,0,1049,7,14,2022-2023
50,Toma Bašić,CRO,['MF'],Lazio,25,1996,5.7,293,273,20,6,2,0,20,0,7,3,4,0,214,0,13,2022-2023
51,Alberto Basso,ITA,['MF'],Cremonese,18,2004,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2022-2023
52,Alessandro Bastoni,ITA,['DF'],Inter,23,1999,24.0,1671,1510,152,53,2,24,49,77,0,0,0,0,1384,9,24,2022-2023
53,Simone Bastoni,ITA,"['MF', 'DF']",Spezia,25,1996,13.2,596,481,114,23,2,5,103,43,48,26,16,0,367,1,38,2022-2023
54,Brian Bayeye,COD,['DF'],Torino,22,2000,0.7,50,38,12,0,0,0,2,12,0,0,0,0,30,0,6,2022-2023
55,Rodrigo Becão,BRA,['DF'],Udinese,26,1996,27.6,1400,1181,216,68,1,10,19,148,0,0,0,0,1089,3,31,2022-2023
56,Julius Beck,DEN,['MF'],Spezia,17,2005,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,2022-2023
57,Raoul Bellanova,ITA,['DF'],Inter,22,2000,5.5,306,274,32,0,0,4,32,32,0,0,0,0,238,0,8,2022-2023
58,Andrea Belotti,ITA,['FW'],Roma,28,1993,12.7,258,241,13,1,1,1,6,3,0,0,0,0,171,4,14,2022-2023
59,Marco Benassi,ITA,['DF'],Fiorentina,27,1994,1.0,105,94,11,5,0,4,7,6,0,0,0,0,91,0,1,2022-2023
60,Marco Benassi,ITA,['MF'],Cremonese,27,1994,11.1,344,301,41,6,1,2,24,5,13,3,8,0,248,2,14,2022-2023
61,Ismaël Bennacer,ALG,['MF'],Milan,24,1997,22.3,1423,1309,112,54,4,11,79,5,51,19,27,0,1219,2,16,2022-2023
62,Domenico Berardi,ITA,['FW'],Sassuolo,27,1994,20.7,909,831,76,21,6,39,83,12,43,25,6,0,614,2,30,2022-2023
63,Bartosz Bereszyński,POL,['DF'],Sampdoria,30,1992,13.3,644,480,161,28,0,1,31,133,0,0,0,0,471,3,19,2022-2023
64,Bartosz Bereszyński,POL,['DF'],Napoli,30,1992,1.8,105,84,21,1,0,2,0,20,0,0,0,0,87,0,3,2022-2023
65,Marco Bertini,ITA,['MF'],Lazio,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023
66,Beto,GNB,['FW'],Udinese,24,1998,23.7,299,289,9,0,0,0,9,0,0,0,0,0,190,1,11,2022-2023
67,Matteo Bianchetti,ITA,['DF'],Cremonese,29,1993,23.7,935,870,61,44,0,2,3,1,0,0,0,0,729,4,8,2022-2023
68,Alessandro Bianco,ITA,['MF'],Fiorentina,19,2002,1.7,78,76,2,2,0,3,1,0,0,0,0,0,67,0,0,2022-2023
69,Jaka Bijol,SVN,['DF'],Udinese,23,1999,30.3,1381,1341,35,28,4,13,1,1,0,0,0,0,1170,5,5,2022-2023
70,Cristiano Biraghi,ITA,['DF'],Fiorentina,29,1992,28.3,1994,1440,548,94,0,27,300,292,162,71,63,0,1433,6,37,2022-2023
71,Samuele Birindelli,ITA,['DF'],Monza,23,1999,15.6,777,659,118,4,0,5,70,114,0,0,0,0,572,0,15,2022-2023
72,Kristijan Bistrović,CRO,['MF'],Lecce,24,1998,5.1,140,119,21,11,0,3,21,0,7,3,3,0,101,0,6,2022-2023
73,Alexis Blin,FRA,['MF'],Lecce,25,1996,26.4,963,903,59,15,1,11,28,20,2,1,0,0,766,1,16,2022-2023
74,Jeremie Boga,CIV,"['MF', 'FW']",Atalanta,25,1997,8.7,475,431,43,8,3,3,55,6,29,14,10,0,381,1,8,2022-2023
75,Emil Bohinen,NOR,['MF'],Salernitana,23,1999,9.2,479,459,19,17,0,3,3,0,2,0,2,0,404,1,12,2022-2023
76,Giacomo Bonaventura,ITA,['MF'],Fiorentina,32,1989,21.2,916,864,51,27,4,6,48,5,8,0,5,0,754,1,24,2022-2023
77,Federico Bonazzoli,ITA,"['FW', 'MF']",Salernitana,25,1997,12.4,354,325,28,3,3,13,4,0,0,0,0,0,264,1,14,2022-2023
78,Warren Bondo,FRA,['MF'],Monza,18,2003,0.7,51,48,3,2,0,0,0,1,0,0,0,0,45,0,1,2022-2023
79,Kevin Bonifazi,ITA,['DF'],Bologna,26,1996,10.0,722,702,19,17,2,5,2,1,0,0,0,0,643,1,1,2022-2023
80,Leonardo Bonucci,ITA,['DF'],Juventus,35,1987,9.8,580,539,40,13,1,6,0,1,0,0,0,0,508,1,2,2022-2023
81,Erik Botheim,NOR,"['MF', 'FW']",Salernitana,22,2000,9.6,231,226,4,0,1,0,5,1,0,0,0,0,165,1,9,2022-2023
82,Mehdi Bourabia,MAR,['MF'],Spezia,30,1991,30.8,1282,1208,66,29,5,4,64,7,30,21,4,0,981,8,38,2022-2023
83,Edoardo Bove,ITA,['MF'],Roma,20,2002,11.0,406,373,33,8,2,2,9,16,4,1,1,0,309,0,12,2022-2023
84,Jayden Braaf,NED,"['MF', 'FW']",Hellas Verona,19,2002,3.2,78,76,1,1,0,0,5,0,0,0,0,0,60,1,6,2022-2023
85,Domagoj Bradarić,CRO,['DF'],Salernitana,22,1999,25.0,1155,898,254,37,0,6,68,212,5,1,1,0,857,3,28,2022-2023
86,Josip Brekalo,CRO,"['FW', 'MF']",Fiorentina,24,1998,2.5,100,98,2,0,0,1,10,1,1,1,0,0,76,0,4,2022-2023
87,Gleison Bremer,BRA,['DF'],Juventus,25,1997,29.3,1668,1607,59,22,0,8,0,3,0,0,0,0,1503,2,10,2022-2023
88,Dylan Bronn,TUN,['DF'],Salernitana,27,1995,18.7,1007,942,59,37,1,13,7,22,0,0,0,0,855,6,9,2022-2023
89,Marcelo Brozović,CRO,['MF'],Inter,29,1992,19.7,1502,1405,94,60,3,13,45,8,26,11,10,0,1318,3,13,2022-2023
90,Cristian Buonaiuto,ITA,"['MF', 'FW']",Cremonese,29,1992,10.9,465,383,80,17,1,5,70,15,39,23,12,0,304,2,11,2022-2023
91,Alessandro Buongiorno,ITA,['DF'],Torino,23,1999,30.2,1573,1527,41,30,1,3,8,6,0,0,0,0,1332,5,21,2022-2023
92,Leonardo Buta,POR,['DF'],Udinese,20,2002,0.2,13,12,1,0,0,0,2,1,0,0,0,0,10,0,1,2022-2023
93,Arthur Cabral,BRA,['FW'],Fiorentina,24,1998,15.9,271,253,16,0,1,1,4,3,0,0,0,0,183,2,14,2022-2023
94,Liberato Cacace,NZL,['DF'],Empoli,21,2000,6.5,424,336,88,11,0,1,29,75,2,2,0,0,338,0,10,2022-2023
95,Davide Calabria,ITA,['DF'],Milan,25,1996,18.8,1276,1076,194,18,0,5,41,171,5,0,5,0,1040,6,24,2022-2023
96,Mattia Caldara,ITA,['DF'],Spezia,28,1994,13.9,600,540,58,31,0,2,1,9,0,0,0,0,461,2,4,2022-2023
97,Luca Caldirola,ITA,['DF'],Monza,31,1991,26.1,1435,1368,65,39,1,8,5,6,0,0,0,0,1262,2,8,2022-2023
98,Hakan Çalhanoğlu,TUR,['MF'],Inter,28,1994,26.3,1677,1495,177,67,5,25,167,6,104,33,63,0,1396,5,12,2022-2023
99,Mohamed Camara,GUI,['MF'],Roma,25,1997,7.7,323,318,4,3,2,1,6,1,0,0,0,0,252,1,6,2022-2023
100,Nicolò Cambiaghi,ITA,"['FW', 'MF']",Empoli,21,2000,14.3,432,420,10,1,0,0,41,7,1,0,0,0,321,2,25,2022-2023
101,Andrea Cambiaso,ITA,['DF'],Bologna,22,2000,24.1,1521,1281,238,24,0,9,56,211,3,1,1,0,1277,2,37,2022-2023
102,Matteo Cancellieri,ITA,['FW'],Lazio,20,2002,2.8,87,86,1,0,0,0,7,1,0,0,0,0,61,0,4,2022-2023
103,Antonio Candreva,ITA,"['MF', 'DF']",Salernitana,35,1987,30.3,1597,1350,243,53,5,25,218,125,61,9,26,0,1165,4,46,2022-2023
104,Gianluca Caprari,ITA,"['MF', 'FW']",Monza,29,1993,27.1,1082,1019,57,11,5,15,76,7,33,6,24,0,853,6,45,2022-2023
105,Francesco Caputo,ITA,['FW'],Sampdoria,34,1987,12.2,237,208,28,0,0,0,3,2,0,0,0,0,168,1,9,2022-2023
106,Francesco Caputo,ITA,['FW'],Empoli,34,1987,19.0,332,322,10,1,1,0,6,2,0,0,0,0,235,0,14,2022-2023
107,Andrea Carboni,ITA,['DF'],Monza,21,2001,1.9,87,74,13,1,0,1,5,11,1,0,1,0,69,0,3,2022-2023
108,Franco Carboni,ITA,"['DF', 'FW']",Monza,19,2003,0.7,50,43,7,0,0,0,9,7,0,0,0,0,33,0,7,2022-2023
109,Valentin Carboni,ARG,"['MF', 'DF']",Inter,17,2005,0.3,17,17,0,0,0,0,1,0,0,0,0,0,12,0,0,2022-2023
110,Marco Carnesecchi,ITA,['GK'],Cremonese,22,2000,27.0,954,648,300,97,0,6,0,0,0,0,0,0,565,6,0,2022-2023
111,Nicolò Casale,ITA,['DF'],Lazio,24,1998,27.1,1616,1535,79,72,2,9,0,3,0,0,0,0,1485,2,8,2022-2023
112,Tommaso Cassandro,ITA,['DF'],Lecce,22,2000,0.1,6,3,3,0,0,0,0,3,0,0,0,0,6,0,0,2022-2023
113,Michele Castagnetti,ITA,['MF'],Cremonese,32,1989,15.7,807,729,73,41,4,10,38,8,18,11,6,0,624,5,12,2022-2023
114,Gaetano Castrovilli,ITA,['MF'],Fiorentina,25,1997,8.0,241,224,16,10,1,1,12,1,3,0,2,0,188,1,6,2022-2023
115,Danilo Cataldi,ITA,['MF'],Lazio,27,1994,21.3,1325,1245,76,40,3,5,44,3,33,6,20,0,1147,4,14,2022-2023
116,Pietro Ceccaroni,ITA,['DF'],Lecce,26,1995,0.5,14,10,4,1,0,0,0,3,0,0,0,0,10,0,0,2022-2023
117,Federico Ceccherini,ITA,['DF'],Hellas Verona,30,1992,15.7,623,572,51,20,0,2,6,28,0,0,0,0,479,0,15,2022-2023
118,Assan Ceesay,GAM,['FW'],Lecce,28,1994,20.1,394,370,20,0,0,2,15,5,1,0,0,0,226,4,17,2022-2023
119,Emil Ceide,NOR,['FW'],Sassuolo,20,2001,5.7,169,166,3,0,1,0,6,3,0,0,0,0,123,0,11,2022-2023
120,Zeki Çelik,TUR,['DF'],Roma,25,1997,16.7,927,733,192,12,0,4,42,180,0,0,0,0,697,2,20,2022-2023
121,Michele Cerofolini,ITA,['GK'],Fiorentina,23,1999,5.0,195,156,39,11,0,0,0,0,0,0,0,0,148,0,0,2022-2023
122,Federico Chiesa,ITA,"['DF', 'MF']",Juventus,24,1997,9.5,338,306,32,5,1,5,43,20,7,0,5,0,246,0,15,2022-2023
123,Vlad Chiricheș,ROU,['DF'],Cremonese,32,1989,10.9,410,386,24,21,1,1,0,0,0,0,0,0,344,0,2,2022-2023
124,Daniel Ciofani,ITA,['FW'],Cremonese,37,1985,11.8,195,185,9,0,2,1,2,0,0,0,0,0,120,1,7,2022-2023
125,Tio Cipot,SVN,"['FW', 'MF']",Spezia,19,2003,1.5,59,53,6,1,1,0,7,4,1,1,0,0,40,0,4,2022-2023
126,Patrick Ciurria,ITA,"['DF', 'MF']",Monza,27,1995,30.6,1335,1132,200,23,1,2,98,145,32,0,26,0,1061,3,16,2022-2023
127,Nicolò Cocetta,ITA,['DF'],Udinese,18,2003,0.4,12,11,1,0,0,0,0,1,0,0,0,0,11,0,0,2022-2023
128,Omar Colley,GAM,['DF'],Sampdoria,29,1992,15.4,714,681,32,22,0,4,0,3,0,0,0,0,615,1,1,2022-2023
129,Lorenzo Colombo,ITA,['FW'],Lecce,20,2002,16.8,332,316,13,0,0,9,10,2,0,0,0,0,208,3,14,2022-2023
130,Andrea Colpani,ITA,['MF'],Monza,23,1999,10.5,409,374,30,4,3,8,33,3,22,4,18,0,319,5,9,2022-2023
131,Andrea Consigli,ITA,['GK'],Sassuolo,35,1987,35.0,1427,1042,383,98,0,2,0,0,0,0,0,0,1130,2,0,2022-2023
132,Andrea Conti,ITA,['DF'],Sampdoria,28,1994,0.3,11,7,4,0,0,0,0,4,0,0,0,0,6,0,0,2022-2023
133,Diego Coppola,ITA,['DF'],Hellas Verona,18,2003,13.1,557,499,55,12,0,2,3,43,0,0,0,0,403,3,10,2022-2023
134,Alex Cordaz,ITA,['GK'],Inter,39,1983,0.3,20,15,5,0,0,0,0,0,0,0,0,0,11,0,1,2022-2023
135,Joaquín Correa,ARG,['FW'],Inter,27,1994,10.6,283,274,6,1,4,1,2,3,0,0,0,0,224,3,13,2022-2023
136,Alessandro Cortinovis,ITA,['MF'],Hellas Verona,21,2001,0.1,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0,2022-2023
137,Lassana Coulibaly,MLI,['MF'],Salernitana,26,1996,32.1,1174,1149,23,20,3,5,10,3,0,0,0,0,978,2,26,2022-2023
138,Alessio Cragno,ITA,['GK'],Monza,28,1994,1.0,31,24,7,1,0,0,0,0,0,0,0,0,29,0,0,2022-2023
139,Bryan Cristante,ITA,"['MF', 'DF']",Roma,27,1995,32.6,1679,1611,63,60,6,31,11,3,0,0,0,0,1381,5,19,2022-2023
140,Domen Črnigoj,SVN,['MF'],Salernitana,26,1995,3.3,111,110,1,1,0,0,0,0,0,0,0,0,79,0,4,2022-2023
141,Juan Cuadrado,COL,"['DF', 'FW']",Juventus,34,1988,23.1,1323,1126,193,29,0,28,83,128,36,12,21,0,1113,4,17,2022-2023
142,Mickaël Cuisance,FRA,['MF'],Sampdoria,22,1999,6.9,223,201,22,10,3,5,20,3,7,4,3,0,176,0,6,2022-2023
143,Marco D'Alessandro,ITA,"['DF', 'FW']",Monza,31,1991,3.2,115,100,14,2,0,0,13,12,0,0,0,0,79,1,3,2022-2023
144,Danilo D'Ambrosio,ITA,['DF'],Inter,33,1988,8.1,557,530,26,13,0,2,9,13,0,0,0,0,493,1,2,2022-2023
145,Luca D'Andrea,ITA,['FW'],Sassuolo,17,2004,3.5,84,80,4,0,1,0,7,1,3,0,0,0,61,0,1,2022-2023
146,Flavius Daniliuc,AUT,['DF'],Salernitana,21,2001,24.4,1127,1078,46,37,0,10,0,9,0,0,0,0,969,3,11,2022-2023
147,Danilo,BRA,['DF'],Juventus,31,1991,35.4,2225,2015,202,56,4,18,18,127,0,0,0,0,1884,8,19,2022-2023
148,Matteo Darmian,ITA,['DF'],Inter,32,1989,22.5,1376,1246,127,18,2,16,28,109,0,0,0,0,1190,3,17,2022-2023
149,Juan David Cabal,COL,['DF'],Hellas Verona,21,2001,4.9,223,209,14,7,0,7,8,7,0,0,0,0,166,0,7,2022-2023
150,Paweł Dawidowicz,POL,['DF'],Hellas Verona,27,1995,18.1,827,756,70,31,1,1,13,39,0,0,0,0,613,1,11,2022-2023
151,Charles De Ketelaere,BEL,"['MF', 'FW']",Milan,21,2001,12.4,383,362,21,2,2,2,10,9,0,0,0,0,299,0,13,2022-2023
152,Manuel De Luca,ITA,"['FW', 'MF']",Sampdoria,24,1998,0.5,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0,2022-2023
153,Tommaso De Nipoti,ITA,['MF'],Atalanta,19,2003,0.0,5,5,0,0,0,1,0,0,0,0,0,0,3,0,0,2022-2023
154,Mattia De Sciglio,ITA,['DF'],Juventus,29,1992,11.6,569,475,93,7,0,6,26,86,0,0,0,0,450,1,4,2022-2023
155,Lorenzo De Silvestri,ITA,['DF'],Bologna,34,1988,7.5,430,352,78,6,1,1,7,72,0,0,0,0,330,0,6,2022-2023
156,Koni De Winter,BEL,['DF'],Empoli,20,2002,11.4,494,473,21,13,0,0,0,1,0,0,0,0,424,0,2,2022-2023
157,Grégoire Defrel,MTQ,['FW'],Sassuolo,31,1991,13.0,250,219,31,0,1,1,1,1,2,1,0,0,211,0,5,2022-2023
158,Duccio Degl'Innocenti,ITA,['MF'],Empoli,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023
159,Merih Demiral,TUR,['DF'],Atalanta,24,1998,17.1,653,587,66,41,0,3,2,2,0,0,0,0,560,0,1,2022-2023
160,Diego Demme,GER,['MF'],Napoli,30,1991,1.6,191,187,4,4,0,0,0,0,0,0,0,0,181,0,1,2022-2023
161,Fabio Depaoli,ITA,['DF'],Hellas Verona,25,1997,24.1,685,499,183,5,1,2,60,176,2,1,1,0,440,3,17,2022-2023
162,Fabio Depaoli,ITA,"['DF', 'MF']",Sampdoria,25,1997,1.5,95,75,20,1,1,0,8,19,0,0,0,0,74,0,1,2022-2023
163,Kastriot Dermaku,ALB,['DF'],Lecce,30,1992,0.4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2022-2023
164,Cyriel Dessers,NGA,['FW'],Cremonese,27,1994,17.6,280,250,29,0,1,1,8,3,0,0,0,0,180,1,9,2022-2023
165,Sergiño Dest,USA,['DF'],Milan,21,2000,3.7,198,154,44,1,0,1,4,43,0,0,0,0,169,0,5,2022-2023
166,Mattia Destro,ITA,"['FW', 'MF']",Empoli,31,1991,6.4,79,74,5,0,0,0,2,0,0,0,0,0,44,0,5,2022-2023
167,Gerard Deulofeu,ESP,['FW'],Udinese,28,1994,13.5,588,475,110,27,1,0,59,14,43,20,14,0,443,3,14,2022-2023
168,Samuel Di Carmine,ITA,"['FW', 'MF']",Cremonese,33,1988,0.3,8,7,1,0,0,0,0,0,0,0,0,0,6,0,0,2022-2023
169,Federico Di Francesco,ITA,"['FW', 'MF']",Lecce,28,1994,22.6,511,466,42,2,7,3,45,11,29,0,2,0,340,3,24,2022-2023
170,Michele Di Gregorio,ITA,['GK'],Monza,25,1997,37.0,1515,1162,350,103,0,9,0,0,0,0,0,0,1151,3,0,2022-2023
171,Giovanni Di Lorenzo,ITA,['DF'],Napoli,28,1993,36.2,2687,2311,366,58,5,25,88,304,2,0,0,0,2272,10,61,2022-2023
172,Ángel Di María,ARG,"['FW', 'MF']",Juventus,34,1988,15.1,675,571,97,29,7,14,97,16,44,16,25,0,487,7,21,2022-2023
173,Boulaye Dia,SEN,"['FW', 'MF']",Salernitana,25,1996,28.0,589,566,20,0,2,7,6,3,0,0,0,0,449,3,30,2022-2023
174,Brahim Díaz,MAR,"['MF', 'FW']",Milan,22,1999,21.4,719,677,37,8,11,2,20,9,6,0,4,0,575,5,24,2022-2023
175,Federico Dimarco,ITA,['DF'],Inter,24,1997,23.0,1257,1035,220,39,0,21,207,116,60,16,36,0,925,2,21,2022-2023
176,Koffi Djidji,CIV,['DF'],Torino,29,1992,26.9,1441,1408,30,15,1,10,13,14,0,0,0,0,1249,3,20,2022-2023
177,Berat Djimsiti,ALB,['DF'],Atalanta,29,1993,20.0,1093,1047,45,29,0,3,0,15,0,0,0,0,953,1,8,2022-2023
178,Dodô,BRA,['DF'],Fiorentina,23,1998,25.9,1504,1272,229,21,2,8,61,208,0,0,0,0,1222,3,28,2022-2023
179,Josh Doig,SCO,['DF'],Hellas Verona,20,2002,15.0,534,412,119,1,0,0,46,116,2,2,0,0,360,3,21,2022-2023
180,Nicolás Domínguez,ARG,['MF'],Bologna,24,1998,25.6,1420,1335,73,43,19,14,19,26,0,0,0,0,1169,12,25,2022-2023
181,Giulio Donati,ITA,['DF'],Monza,32,1990,4.7,321,285,34,9,0,4,9,24,1,0,0,0,273,2,4,2022-2023
182,Bartłomiej Drągowski,POL,['GK'],Spezia,24,1997,32.7,1173,889,282,86,0,3,0,0,0,0,0,0,808,2,1,2022-2023
183,Ondrej Duda,SVK,['MF'],Hellas Verona,27,1994,11.8,433,400,30,10,2,6,14,2,7,4,1,0,323,3,9,2022-2023
184,Denzel Dumfries,NED,['DF'],Inter,26,1996,24.6,1004,833,168,6,1,2,82,162,0,0,0,0,745,3,27,2022-2023
185,Alfred Duncan,GHA,['MF'],Fiorentina,29,1993,12.3,540,518,19,9,4,2,26,6,4,0,4,0,421,3,10,2022-2023
186,Paulo Dybala,ARG,"['MF', 'FW']",Roma,28,1993,19.3,833,734,97,23,5,28,82,10,54,14,37,0,650,2,28,2022-2023
187,Edin Džeko,BIH,['FW'],Inter,36,1986,19.2,528,505,20,1,6,8,24,1,0,0,0,0,364,3,16,2022-2023
188,Festy Ebosele,IRL,['DF'],Udinese,19,2002,4.6,151,137,14,1,1,0,16,13,0,0,0,0,101,0,6,2022-2023
189,Enzo Ebosse,CMR,['DF'],Udinese,23,1999,10.3,557,479,77,17,0,11,15,59,1,0,0,0,453,1,3,2022-2023
190,Tyronne Ebuehi,NGA,['DF'],Empoli,26,1995,21.4,881,684,192,7,0,0,28,185,0,0,0,0,688,5,28,2022-2023
191,Éderson,BRA,['MF'],Atalanta,23,1999,24.6,1091,1061,28,19,1,20,15,2,4,2,0,0,884,2,28,2022-2023
192,Kingsley Ehizibue,NED,['DF'],Udinese,27,1995,17.1,565,493,72,1,0,2,37,70,1,0,0,0,412,0,30,2022-2023
193,Albin Ekdal,SWE,['MF'],Spezia,33,1989,19.3,782,756,24,20,1,4,4,2,0,0,0,0,606,2,14,2022-2023
194,Emmanuel Ekong,SWE,"['FW', 'MF']",Empoli,20,2002,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,2022-2023
195,Mikael Ellertsson,ISL,"['MF', 'DF']",Spezia,20,2002,1.9,40,39,1,0,0,0,3,0,1,1,0,0,24,0,1,2022-2023
196,Elif Elmas,MKD,"['FW', 'MF']",Napoli,22,1999,18.1,1012,968,40,10,3,3,30,11,16,3,9,0,879,4,11,2022-2023
197,Martin Erlic,CRO,['DF'],Sassuolo,24,1998,25.9,1295,1236,57,53,2,20,2,4,0,0,0,0,1111,2,8,2022-2023
198,Gonzalo Escalante,ARG,['MF'],Cremonese,29,1993,6.2,290,279,8,4,0,1,1,0,0,0,0,0,222,3,8,2022-2023
199,Salvatore Esposito,ITA,['MF'],Spezia,21,2000,10.8,653,570,81,41,1,9,54,1,39,25,10,0,500,2,12,2022-2023
200,Nicolò Fagioli,ITA,['MF'],Juventus,21,2001,16.9,607,574,32,11,5,10,23,12,9,2,4,0,505,1,14,2022-2023
201,Wladimiro Falcone,ITA,['GK'],Lecce,27,1995,38.0,1167,771,387,105,0,4,0,0,0,0,0,0,597,9,0,2022-2023
202,Davide Faraoni,ITA,['DF'],Hellas Verona,30,1991,16.5,592,451,137,7,1,6,37,130,0,0,0,0,394,4,15,2022-2023
203,Federico Fazio,ARG,['DF'],Salernitana,35,1987,11.9,536,503,33,18,0,8,4,15,0,0,0,0,410,0,6,2022-2023
204,Jacopo Fazzini,ITA,['MF'],Empoli,19,2003,9.2,326,305,19,8,1,1,11,2,5,3,2,0,257,2,10,2022-2023
205,Lewis Ferguson,SCO,"['MF', 'FW']",Bologna,22,1999,25.7,1218,1190,25,11,4,0,13,12,0,0,0,0,1039,3,20,2022-2023
206,Alex Ferrari,ITA,['DF'],Sampdoria,28,1994,9.6,456,433,23,21,0,3,4,2,0,0,0,0,384,0,8,2022-2023
207,Alex Ferrari,ITA,['DF'],Cremonese,28,1994,11.2,458,415,43,18,0,4,6,25,0,0,0,0,339,0,8,2022-2023
208,Salvador Ferrer,ESP,['DF'],Spezia,24,1998,1.5,95,81,14,1,0,0,1,13,0,0,0,0,73,0,1,2022-2023
209,Vincenzo Fiorillo,ITA,['GK'],Salernitana,32,1990,1.0,24,17,7,2,0,0,0,0,0,0,0,0,16,0,0,2022-2023
210,Alessandro Florenzi,ITA,['DF'],Milan,31,1991,2.3,172,136,35,7,0,1,22,22,6,2,4,0,130,1,0,2022-2023
211,Davide Frattesi,ITA,['MF'],Sassuolo,22,1999,31.9,1024,998,25,19,6,21,21,6,0,0,0,0,812,1,25,2022-2023
212,Matteo Gabbia,ITA,['DF'],Milan,22,1999,6.8,359,346,13,7,0,1,2,1,0,0,0,0,289,0,2,2022-2023
213,Manolo Gabbiadini,ITA,"['FW', 'MF']",Sampdoria,30,1991,26.2,625,590,32,4,9,2,25,5,12,2,8,0,428,3,23,2022-2023
214,Gianluca Gaetano,ITA,['MF'],Napoli,22,2000,0.8,62,58,2,2,0,0,1,0,0,0,0,0,48,2,1,2022-2023
215,Roberto Gagliardini,ITA,['MF'],Inter,28,1994,8.7,355,348,5,4,1,1,7,1,0,0,0,0,297,2,3,2022-2023
216,Adolfo Gaich,ARG,['FW'],Hellas Verona,23,1999,8.1,165,160,4,0,0,0,0,0,0,0,0,0,94,1,4,2022-2023
217,Pablo Galdames Millán,CHI,['MF'],Cremonese,25,1996,8.2,302,267,35,16,2,9,22,3,12,2,6,0,211,0,9,2022-2023
218,Antonino Gallo,ITA,['DF'],Lecce,22,2000,27.6,1254,980,267,20,0,14,89,247,0,0,0,0,843,7,24,2022-2023
219,Federico Gatti,ITA,['DF'],Juventus,24,1998,16.1,957,923,31,21,0,23,3,8,0,0,0,0,808,3,11,2022-2023
220,Valentin Gendrey,FRA,['DF'],Lecce,22,2000,34.5,1448,1076,367,15,1,8,74,352,0,0,0,0,1031,5,33,2022-2023
221,Paolo Ghiglione,ITA,['DF'],Cremonese,25,1997,7.9,285,227,58,1,0,2,39,55,2,0,2,0,159,0,11,2022-2023
222,Mario Gila,ESP,['DF'],Lazio,21,2000,1.0,61,56,5,3,0,0,0,2,0,0,0,0,56,0,0,2022-2023
223,Gvidas Gineitis,LTU,['MF'],Torino,18,2004,1.5,90,87,3,1,0,0,0,2,0,0,0,0,75,0,3,2022-2023
224,Olivier Giroud,FRA,['FW'],Milan,35,1986,23.8,560,527,32,2,1,1,5,1,0,0,0,0,351,1,13,2022-2023
225,Pierluigi Gollini,ITA,['GK'],Fiorentina,27,1995,3.0,126,111,15,4,0,0,0,0,0,0,0,0,96,0,0,2022-2023
226,Pierluigi Gollini,ITA,['GK'],Napoli,27,1995,4.0,159,123,36,5,0,1,0,0,0,0,0,0,136,0,0,2022-2023
