Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,challenges_Tkl,challenges_Att,challenges_Tkl%,challenges_Lost,Blocks,blocked_Sh,blocked_Pass,Int,Tkl+Int,Clr,Err,Season
182,Paulo Dybala,ARG,"['FW', 'MF']",Roma,30,1993,15.7,17,7,3,9,5,8,19,42.1,11,12,1,11,2,19,2,0,2024-2025
183,Enzo Ebosse,CMR,['DF'],Udinese,25,1999,1.0,0,0,0,0,0,0,2,0.0,2,3,3,0,1,1,1,0,2024-2025
184,Tyronne Ebuehi,NGA,"['DF', 'MF']",Empoli,28,1995,0.8,3,2,1,2,0,1,1,100.0,0,1,0,1,2,5,0,0,2024-2025
185,Éderson,BRA,['MF'],Atalanta,25,1999,32.0,52,32,19,28,5,22,34,64.7,12,30,6,24,35,87,36,1,2024-2025
186,Kingsley Ehizibue,NED,['DF'],Udinese,29,1995,27.8,55,35,31,18,6,25,41,61.0,16,41,14,27,23,78,70,5,2024-2025
187,Jeff Ekhator,ITA,"['FW', 'MF']",Genoa,17,2006,8.5,7,4,4,1,2,4,9,44.4,5,10,1,9,2,9,5,0,2024-2025
188,Jurgen Ekkelenkamp,NED,['MF'],Udinese,24,2000,21.0,36,25,10,22,4,18,35,51.4,17,26,4,22,12,48,26,0,2024-2025
189,Emmanuel Ekong,SWE,"['MF', 'FW']",Empoli,22,2002,2.1,4,3,0,2,2,3,3,100.0,0,2,1,1,1,5,1,0,2024-2025
190,Caleb Ekuban,GHA,['FW'],Genoa,30,1994,6.2,3,3,1,1,1,1,1,100.0,0,4,1,3,1,4,6,0,2024-2025
191,Mikael Ellertsson,ISL,"['DF', 'MF']",Venezia,22,2002,27.4,58,26,37,14,7,33,61,54.1,28,42,5,37,17,75,79,0,2024-2025
192,Elif Elmas,MKD,"['FW', 'MF']",Torino,24,1999,11.3,10,7,3,5,2,4,10,40.0,6,8,2,6,6,16,5,2,2024-2025
193,Emerson,BRA,['DF'],Milan,25,1999,15.3,45,28,24,16,5,16,34,47.1,18,13,2,11,14,59,56,0,2024-2025
194,Yannik Engelhardt,GER,"['MF', 'DF']",Como,23,2001,12.9,30,12,13,13,4,16,27,59.3,11,13,6,7,11,41,27,0,2024-2025
195,Martin Erlic,CRO,['DF'],Bologna,26,1998,3.7,2,0,0,2,0,1,2,50.0,1,5,4,1,2,4,9,0,2024-2025
196,Sebastiano Esposito,ITA,"['FW', 'MF']",Empoli,22,2002,25.9,57,29,15,31,11,18,35,51.4,17,20,2,18,12,69,14,0,2024-2025
197,Estanis,ESP,['FW'],Bologna,20,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2024-2025
198,Nahuel Estévez,ARG,['MF'],Parma,28,1995,7.3,16,6,7,8,1,6,15,40.0,9,9,2,7,3,19,26,0,2024-2025
199,Giovanni Fabbian,ITA,['MF'],Bologna,21,2003,11.4,10,6,1,3,6,7,13,53.8,6,7,2,5,2,12,4,0,2024-2025
200,Alieu Fadera,GAM,"['FW', 'DF']",Como,22,2001,18.3,64,47,25,27,12,20,45,44.4,25,18,1,17,12,76,10,0,2024-2025
201,Nicolò Fagioli,ITA,['MF'],Fiorentina,23,2001,10.7,19,10,8,9,2,9,22,40.9,13,11,2,9,5,24,12,2,2024-2025
202,Nicolò Fagioli,ITA,['MF'],Juventus,23,2001,6.3,14,10,7,6,1,6,9,66.7,3,4,0,4,2,16,5,0,2024-2025
203,Wladimiro Falcone,ITA,['GK'],Lecce,29,1995,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,29,3,2024-2025
204,Davide Faraoni,ITA,['DF'],Hellas Verona,32,1991,2.9,10,9,5,5,0,3,9,33.3,6,7,3,4,2,12,12,1,2024-2025
205,Jacopo Fazzini,ITA,['MF'],Empoli,21,2003,15.4,32,19,11,16,5,13,23,56.5,10,13,1,12,6,38,24,0,2024-2025
206,Mattia Felici,ITA,"['MF', 'FW']",Cagliari,23,2001,10.3,17,12,8,7,2,4,11,36.4,7,10,0,10,7,24,7,1,2024-2025
207,João Félix,POR,['MF'],Milan,24,1999,8.4,6,6,3,2,1,4,14,28.6,10,2,0,2,1,7,9,0,2024-2025
208,Lewis Ferguson,SCO,['MF'],Bologna,24,1999,10.9,24,13,4,14,6,9,16,56.3,7,9,2,7,5,29,9,0,2024-2025
209,Daniel Fila,CZE,['FW'],Venezia,21,2002,5.5,2,0,0,1,1,0,2,0.0,2,6,0,6,0,2,5,0,2024-2025
210,Alessandro Florenzi,ITA,['FW'],Milan,33,1991,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2024-2025
211,Youssouf Fofana,FRA,['MF'],Milan,25,1999,27.8,56,34,20,31,5,26,52,50.0,26,32,9,23,19,75,24,3,2024-2025
212,Michael Folorunsho,ITA,"['FW', 'MF']",Fiorentina,26,1998,7.2,19,12,9,6,4,8,20,40.0,12,9,1,8,4,23,10,0,2024-2025
213,Michael Folorunsho,ITA,"['FW', 'MF']",Napoli,26,1998,0.4,3,2,0,3,0,2,4,50.0,2,0,0,0,1,4,1,1,2024-2025
214,Omari Forson,ENG,"['MF', 'FW']",Monza,20,2004,2.5,3,3,1,2,0,1,3,33.3,2,3,0,3,1,4,1,0,2024-2025
215,Davide Frattesi,ITA,['MF'],Inter,24,1999,13.6,17,8,6,10,1,10,18,55.6,8,12,4,8,5,22,14,1,2024-2025
216,Morten Frendrup,DEN,['MF'],Genoa,23,2001,34.5,102,61,23,52,27,34,78,43.6,44,62,16,46,47,149,57,0,2024-2025
217,Martin Frese,DEN,['DF'],Hellas Verona,26,1998,6.1,18,11,7,10,1,7,13,53.8,6,5,1,4,8,26,16,1,2024-2025
218,Remo Freuler,SUI,['MF'],Bologna,32,1992,35.6,79,40,28,40,11,33,79,41.8,46,38,4,34,38,117,57,1,2024-2025
219,Matteo Gabbia,ITA,['DF'],Milan,24,1999,23.9,21,15,13,7,1,8,10,80.0,2,25,19,6,15,36,103,1,2024-2025
220,Tommaso Gabellini,ITA,['FW'],Torino,17,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2024-2025
221,Tiago Gabriel,POR,['DF'],Lecce,19,2004,1.1,0,0,0,0,0,0,0,,0,4,2,2,0,0,11,0,2024-2025
222,Alessandro Gabrielloni,ITA,"['FW', 'MF']",Como,30,1994,1.6,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,1,0,2024-2025
223,Gianluca Gaetano,ITA,"['MF', 'FW']",Cagliari,24,2000,11.2,11,8,4,6,1,5,15,33.3,10,8,0,8,6,17,8,0,2024-2025
224,Roberto Gagliardini,ITA,"['MF', 'DF']",Monza,30,1994,2.0,3,2,1,2,0,1,4,25.0,3,1,0,1,2,5,4,0,2024-2025
225,Antonino Gallo,ITA,['DF'],Lecce,24,2000,29.0,65,42,46,15,4,34,62,54.8,28,33,6,27,20,85,133,0,2024-2025
226,Silvère Ganvoula M'Boussy,CGO,['FW'],Monza,28,1996,3.6,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,5,0,2024-2025
227,Federico Gatti,ITA,['DF'],Juventus,26,1998,24.4,28,23,18,8,2,14,24,58.3,10,27,18,9,18,46,76,2,2024-2025
228,David de Gea,ESP,['GK'],Fiorentina,33,1990,35.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,12,0,2024-2025
229,Valentin Gendrey,FRA,['DF'],Lecce,24,2000,2.0,2,2,1,0,1,1,1,100.0,0,3,1,2,2,4,1,0,2024-2025
230,Daniele Ghilardi,ITA,['DF'],Hellas Verona,21,2003,22.5,44,29,27,17,0,25,41,61.0,16,29,15,14,30,74,106,0,2024-2025
231,Lautaro Gianetti,ARG,['DF'],Udinese,30,1993,9.8,22,10,16,5,1,14,20,70.0,6,20,10,10,15,37,49,1,2024-2025
232,Samuel Gigot,FRA,['DF'],Lazio,30,1993,7.6,4,3,1,3,0,0,1,0.0,1,8,6,2,13,17,36,0,2024-2025
233,Mario Gila,ESP,['DF'],Lazio,23,2000,30.5,55,37,35,18,2,37,56,66.1,19,20,13,7,28,83,115,4,2024-2025
234,Billy Gilmour,SCO,['MF'],Napoli,23,2001,13.1,24,16,10,9,5,12,20,60.0,8,6,1,5,9,33,23,0,2024-2025
235,Santiago Giménez,MEX,['FW'],Milan,23,2001,7.4,5,3,0,4,1,3,4,75.0,1,3,1,2,1,6,13,0,2024-2025
236,Gvidas Gineitis,LTU,['MF'],Torino,20,2004,15.9,25,15,8,10,7,13,25,52.0,12,16,6,10,18,43,32,0,2024-2025
237,Ben Godfrey,ENG,['DF'],Atalanta,26,1998,0.3,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,2024-2025
238,Saba Goglichidze,GEO,['DF'],Empoli,20,2004,28.2,64,37,36,25,3,25,51,49.0,26,36,17,19,33,97,97,3,2024-2025
239,Edoardo Goldaniga,ITA,['DF'],Como,30,1993,28.1,34,21,21,8,5,13,18,72.2,5,21,10,11,33,67,102,3,2024-2025
240,Pierluigi Gollini,ITA,['GK'],Genoa,29,1995,7.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,1,2024-2025
241,Nicolás González,ARG,"['FW', 'MF']",Juventus,26,1998,19.4,24,13,10,9,5,9,25,36.0,16,16,4,12,9,33,37,2,2024-2025
242,Robin Gosens,GER,['DF'],Fiorentina,30,1994,28.0,56,32,31,17,8,25,44,56.8,19,34,11,23,18,74,91,0,2024-2025
243,Lucas Gourna-Douath,FRA,['MF'],Roma,20,2003,2.5,9,4,5,4,0,2,6,33.3,4,1,1,0,0,9,2,0,2024-2025
244,Alberto Grassi,ITA,['MF'],Empoli,29,1995,24.5,39,21,16,18,5,14,22,63.6,8,22,12,10,33,72,43,1,2024-2025
245,Mattéo Guendouzi,FRA,['MF'],Lazio,25,1999,36.3,37,21,13,19,5,20,47,42.6,27,34,9,25,32,69,50,2,2024-2025
246,Frederic Guilbert,FRA,['DF'],Lecce,29,1994,27.1,65,36,30,29,6,36,55,65.5,19,28,8,20,47,112,113,3,2024-2025
247,Albert Guðmundsson,ISL,"['FW', 'MF']",Fiorentina,27,1997,14.1,9,5,2,4,3,7,17,41.2,10,5,0,5,6,15,9,1,2024-2025
248,Emmanuel Gyasi,GHA,"['DF', 'FW']",Empoli,30,1994,35.7,52,29,32,14,6,24,38,63.2,14,27,9,18,11,63,77,0,2024-2025
249,Christian Gytkjær,DEN,['FW'],Venezia,34,1990,8.4,6,4,2,2,2,1,2,50.0,1,3,1,2,0,6,8,0,2024-2025
250,Nicolas Haas,SUI,['MF'],Empoli,28,1996,3.2,11,8,4,5,2,5,9,55.6,4,2,1,1,4,15,6,0,2024-2025
251,Saad El Haddad,MAR,['MF'],Venezia,19,2005,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2024-2025
252,Antoine Hainaut,FRA,"['DF', 'FW']",Parma,22,2002,13.4,26,14,15,8,3,9,13,69.2,4,17,4,13,15,41,59,1,2024-2025
253,Mohamed Haj,TUN,['MF'],Parma,19,2005,5.0,3,1,2,1,0,1,2,50.0,1,3,1,2,4,7,5,0,2024-2025
254,Ridgeciano Haps,SUR,['DF'],Venezia,31,1993,15.2,30,16,19,8,3,14,22,63.6,8,18,3,15,7,37,48,0,2024-2025
255,Abdou Harroui,NED,"['MF', 'FW']",Hellas Verona,26,1998,5.1,9,6,6,3,0,4,4,100.0,0,5,0,5,2,11,5,0,2024-2025
256,Liam Henderson,SCO,['MF'],Empoli,28,1996,26.0,42,22,17,22,3,22,53,41.5,31,19,5,14,15,57,42,0,2024-2025
257,Mario Hermoso,ESP,['DF'],Roma,29,1995,2.8,2,1,2,0,0,0,1,0.0,1,1,1,0,4,6,13,0,2024-2025
258,Theo Hernández,FRA,['DF'],Milan,26,1997,30.0,36,28,23,10,3,21,39,53.8,18,25,10,15,17,53,75,3,2024-2025
259,Hernani,BRA,['MF'],Parma,30,1994,14.7,47,26,25,18,4,27,50,54.0,23,26,6,20,19,66,12,1,2024-2025
260,Isak Hien,SWE,['DF'],Atalanta,25,1999,25.9,48,28,27,21,0,27,44,61.4,17,31,18,13,31,79,82,2,2024-2025
261,Emil Holm,SWE,['DF'],Bologna,24,2000,12.6,34,21,17,14,3,20,31,64.5,11,19,4,15,10,44,51,1,2024-2025
262,Mats Hummels,GER,['DF'],Roma,35,1988,10.2,30,15,16,14,0,11,18,61.1,7,12,4,8,26,56,43,0,2024-2025
263,Elseid Hysaj,ALB,['DF'],Lazio,30,1994,4.7,11,6,6,5,0,3,3,100.0,0,5,2,3,5,16,21,0,2024-2025
264,Arijon Ibrahimović,GER,['MF'],Lazio,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2024-2025
265,Jay Idzes,IDN,['DF'],Venezia,24,2000,34.7,45,29,24,17,4,17,33,51.5,16,52,32,20,32,77,156,0,2024-2025
266,Jonathan Ikone,FRA,['FW'],Como,26,1998,6.0,15,9,4,3,8,6,11,54.5,5,5,1,4,0,15,1,1,2024-2025
267,Jonathan Ikone,FRA,"['FW', 'MF']",Fiorentina,26,1998,3.7,5,2,3,2,0,2,4,50.0,2,3,0,3,1,6,1,0,2024-2025
268,Ivan Ilić,SRB,['MF'],Torino,23,2001,10.2,5,2,0,4,1,2,8,25.0,6,0,0,0,5,10,10,0,2024-2025
269,Samuel Iling-Junior,ENG,"['FW', 'MF']",Bologna,20,2003,1.3,3,2,1,1,1,0,1,0.0,1,1,0,1,2,5,2,0,2024-2025
270,Alessio Iovine,ITA,"['DF', 'FW']",Como,33,1991,4.3,5,2,2,3,0,4,10,40.0,6,7,1,6,3,8,21,1,2024-2025
271,Gustav Isaksen,DEN,['FW'],Lazio,23,2001,24.6,16,9,7,8,1,7,28,25.0,21,22,2,20,10,26,21,1,2024-2025
272,Ardian Ismajli,ALB,['DF'],Empoli,27,1996,27.9,30,23,21,9,0,16,20,80.0,4,35,24,11,56,86,249,3,2024-2025
273,Armando Izzo,ITA,['DF'],Monza,32,1992,27.1,40,15,30,9,1,18,36,50.0,18,38,28,10,45,85,101,0,2024-2025
274,Fellipe Jack,BRA,['DF'],Como,18,2006,1.9,9,4,8,1,0,3,5,60.0,2,2,2,0,4,13,5,0,2024-2025
275,Ali Jasim,IRQ,"['FW', 'DF']",Como,20,2004,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,2024-2025
276,Gaby Jean,FRA,['DF'],Lecce,24,2000,15.4,14,7,8,5,1,6,11,54.5,5,13,10,3,9,23,71,1,2024-2025
277,Juan Jesus,BRA,['DF'],Napoli,33,1991,11.9,25,14,16,9,0,12,20,60.0,8,15,3,12,9,34,42,0,2024-2025
278,Álex Jiménez,ESP,"['DF', 'FW']",Milan,19,2005,14.1,24,13,8,14,2,11,27,40.7,16,24,3,21,15,39,23,0,2024-2025
279,Þórir Jóhann Helgason,ISL,['MF'],Lecce,23,2000,12.8,10,7,3,6,1,7,13,53.8,6,7,2,5,6,16,11,2,2024-2025
280,Jesse Joronen,FIN,['GK'],Venezia,31,1993,7.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,1,2024-2025
281,Luka Jović,SRB,"['FW', 'MF']",Milan,26,1997,6.2,0,0,0,0,0,0,0,,0,2,1,1,1,1,3,0,2024-2025
282,Mohamed Kaba,FRA,['MF'],Lecce,22,2001,5.0,13,8,7,5,1,8,10,80.0,2,11,4,7,4,17,10,1,2024-2025
283,Christian Kabasele,BEL,['DF'],Udinese,33,1991,12.9,17,9,10,7,0,11,14,78.6,3,14,8,6,14,31,75,1,2024-2025
284,Pierre Kalulu,FRA,['DF'],Juventus,24,2000,26.0,41,25,29,9,3,18,24,75.0,6,27,15,12,17,58,68,1,2024-2025
285,Hassane Kamara,CIV,['DF'],Udinese,30,1994,22.2,35,25,20,11,4,16,28,57.1,12,23,5,18,26,61,49,1,2024-2025
286,Yann Karamoh,FRA,"['MF', 'FW']",Torino,26,1998,11.6,5,2,2,1,2,4,9,44.4,5,10,2,8,3,8,5,0,2024-2025
287,Jesper Karlsson,SWE,['FW'],Bologna,26,1998,3.3,1,0,0,0,1,0,2,0.0,2,4,0,4,0,1,3,0,2024-2025
288,Jesper Karlsson,SWE,['FW'],Lecce,26,1998,5.5,3,2,3,0,0,2,8,25.0,6,2,0,2,0,3,4,0,2024-2025
289,Jesper Karlström,SWE,['MF'],Udinese,29,1995,35.4,61,34,32,21,8,25,51,49.0,26,28,11,17,35,96,82,5,2024-2025
290,Lior Kasa,ISR,"['MF', 'FW']",Genoa,18,2005,2.6,4,4,2,2,0,2,5,40.0,3,4,1,3,3,7,5,0,2024-2025
291,Grigoris Kastanos,CYP,"['MF', 'FW']",Hellas Verona,26,1998,9.7,23,16,8,7,8,9,21,42.9,12,17,2,15,7,30,8,0,2024-2025
292,Michael Kayode,ITA,"['DF', 'FW']",Fiorentina,20,2004,1.4,1,1,1,0,0,0,0,,0,3,1,2,2,3,7,0,2024-2025
293,Moise Kean,ITA,['FW'],Fiorentina,24,2000,30.0,7,5,1,2,4,3,4,75.0,1,12,0,12,6,13,26,1,2024-2025
294,Mandela Keita,BEL,['MF'],Parma,22,2002,20.3,44,25,13,25,6,18,35,51.4,17,18,7,11,21,65,29,2,2024-2025
295,Lloyd Kelly,ENG,['DF'],Juventus,25,1998,11.3,15,11,5,9,1,7,9,77.8,2,11,6,5,2,17,56,3,2024-2025
296,Marc-Oliver Kempf,GER,['DF'],Como,29,1995,29.1,30,20,15,14,1,13,24,54.2,11,35,26,9,33,63,136,4,2024-2025
297,Kialonda,ANG,['DF'],Lecce,26,1997,23.8,34,12,24,10,0,12,17,70.6,5,44,28,16,32,66,132,1,2024-2025
298,Magnus Kofod Andersen,DEN,['MF'],Venezia,25,1999,7.7,13,4,3,9,1,4,10,40.0,6,7,2,5,6,19,12,0,2024-2025
299,Sead Kolašinac,BIH,['DF'],Atalanta,31,1993,21.1,41,26,21,20,0,16,30,53.3,14,16,7,9,25,66,53,1,2024-2025
300,Randal Kolo Muani,FRA,['FW'],Juventus,25,1998,12.9,11,7,3,5,3,4,5,80.0,1,8,0,8,4,15,2,0,2024-2025
301,Ismael Konate,ITA,"['FW', 'MF']",Empoli,18,2006,1.3,4,2,4,0,0,2,3,66.7,1,3,2,1,0,4,1,0,2024-2025
302,Manu Koné,FRA,['MF'],Roma,23,2001,28.6,41,26,17,17,7,19,40,47.5,21,27,4,23,24,65,28,0,2024-2025
303,Teun Koopmeiners,NED,"['MF', 'FW']",Juventus,26,1998,22.2,32,16,6,19,7,10,30,33.3,20,36,14,22,8,40,26,2,2024-2025
304,Odilon Kossounou,CIV,['DF'],Atalanta,23,2001,12.5,16,11,8,6,2,6,13,46.2,7,16,6,10,13,29,25,1,2024-2025
305,Christian Kouamé,CIV,"['FW', 'MF']",Fiorentina,26,1997,6.9,13,8,4,4,5,0,3,0.0,3,3,1,2,2,15,10,0,2024-2025
306,Christian Kouamé,CIV,"['FW', 'MF']",Empoli,26,1997,5.6,5,4,0,3,2,2,4,50.0,2,4,2,2,0,5,4,0,2024-2025
307,Viktor Kovalenko,UKR,['MF'],Empoli,28,1996,0.9,2,1,0,2,0,0,1,0.0,1,0,0,0,0,2,0,0,2024-2025
308,Mateusz Kowalski,POL,['MF'],Parma,19,2005,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,2024-2025
309,Thomas Kristensen,DEN,['DF'],Udinese,22,2002,19.5,31,21,16,11,4,20,32,62.5,12,18,13,5,21,52,80,2,2024-2025
310,Nikola Krstović,MNE,['FW'],Lecce,24,2000,34.0,18,9,4,7,7,7,16,43.8,9,12,7,5,7,25,24,0,2024-2025
311,Khvicha Kvaratskhelia,GEO,"['FW', 'MF']",Napoli,23,2001,13.1,15,9,4,10,1,4,15,26.7,11,13,0,13,4,19,7,0,2024-2025
312,Giorgos Kyriakopoulos,GRE,['DF'],Monza,28,1996,31.6,43,26,20,18,5,30,61,49.2,31,28,10,18,23,66,79,0,2024-2025
313,Mathis Lambourde,FRA,"['FW', 'MF']",Hellas Verona,18,2006,1.0,3,1,2,1,0,1,3,33.3,2,3,0,3,0,3,1,0,2024-2025
314,Gianluca Lapadula,PER,"['FW', 'MF']",Cagliari,34,1990,3.4,2,0,1,0,1,0,1,0.0,1,0,0,0,0,2,1,0,2024-2025
315,Valentino Lazaro,AUT,"['DF', 'FW']",Torino,28,1996,25.6,26,12,10,12,4,15,30,50.0,15,28,5,23,11,37,38,1,2024-2025
316,Darko Lazović,SRB,"['DF', 'MF']",Hellas Verona,33,1990,16.2,21,10,5,14,2,11,28,39.3,17,19,3,16,11,32,39,0,2024-2025
317,Manuel Lazzari,ITA,['DF'],Lazio,30,1993,15.6,26,16,13,11,2,14,24,58.3,10,9,5,4,10,36,19,0,2024-2025
318,Enzo Le Fée,FRA,['MF'],Roma,24,2000,3.5,7,4,5,2,0,2,6,33.3,4,9,3,6,5,12,2,0,2024-2025
319,Nicola Leali,ITA,['GK'],Genoa,31,1993,29.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,1,2024-2025
320,Rafael Leão,POR,['FW'],Milan,25,1999,25.8,16,10,4,8,4,11,29,37.9,18,15,1,14,6,22,4,0,2024-2025
321,Stefan Lekovic,SRB,['DF'],Monza,20,2004,4.1,9,4,6,2,1,5,13,38.5,8,4,4,0,7,16,5,0,2024-2025
322,Nunzio Lella,ITA,['MF'],Venezia,24,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2024-2025
323,Giovanni Leoni,ITA,['DF'],Parma,17,2006,13.3,14,6,10,4,0,5,10,50.0,5,20,11,9,15,29,63,1,2024-2025
324,Ben Lhassine Kone,CIV,['MF'],Como,24,2000,0.6,2,2,1,0,1,2,3,66.7,1,0,0,0,1,3,1,0,2024-2025
325,Mattia Liberali,ITA,['MF'],Milan,17,2007,0.7,2,1,0,1,1,2,2,100.0,0,0,0,0,0,2,0,0,2024-2025
326,Karol Linetty,POL,['MF'],Torino,29,1995,17.1,39,23,17,19,3,20,41,48.8,21,14,5,9,12,51,31,1,2024-2025
327,Dailon Livramento,CPV,"['FW', 'MF']",Hellas Verona,23,2001,10.4,15,11,2,7,6,7,13,53.8,6,10,2,8,3,18,9,0,2024-2025
328,Stanislav Lobotka,SVK,['MF'],Napoli,29,1994,29.3,47,30,16,21,10,19,31,61.3,12,29,11,18,21,68,57,1,2024-2025
329,Manuel Locatelli,ITA,['MF'],Juventus,26,1998,31.4,72,49,29,35,8,32,56,57.1,24,58,20,38,23,95,77,0,2024-2025
330,Ruben Loftus-Cheek,ENG,['MF'],Milan,28,1996,11.5,19,8,6,9,4,6,12,50.0,6,3,0,3,3,22,20,0,2024-2025
331,Ademola Lookman,NGA,"['MF', 'FW']",Atalanta,26,1997,25.0,32,15,9,15,8,11,19,57.9,8,19,0,19,3,35,5,1,2024-2025
332,Sandi Lovrić,SVN,['MF'],Udinese,26,1998,25.6,46,29,25,17,4,22,44,50.0,22,33,5,28,22,68,27,1,2024-2025
333,Lorenzo Lucca,ITA,['FW'],Udinese,23,2000,26.1,10,6,3,2,5,5,11,45.5,6,18,1,17,7,17,27,0,2024-2025
334,Jhon Lucumí,COL,['DF'],Bologna,26,1998,29.0,53,30,23,29,1,29,41,70.7,12,32,14,18,26,79,88,7,2024-2025
335,José Luis Palomino,ARG,['DF'],Cagliari,34,1990,12.0,27,15,16,9,2,15,21,71.4,6,21,11,10,22,49,46,0,2024-2025
336,Douglas Luiz,BRA,['MF'],Juventus,26,1998,5.9,13,8,7,5,1,6,9,66.7,3,5,2,3,4,17,5,0,2024-2025
337,Romelu Lukaku,BEL,['FW'],Napoli,31,1993,31.6,4,2,0,2,2,1,4,25.0,3,7,2,5,1,5,17,0,2024-2025
338,Sebastiano Luperto,ITA,['DF'],Cagliari,27,1996,36.0,48,27,31,16,1,18,28,64.3,10,30,15,15,33,81,161,1,2024-2025
339,Zito Luvumbo,ANG,"['FW', 'MF']",Cagliari,22,2002,17.8,10,6,4,3,3,6,19,31.6,13,5,0,5,4,14,4,0,2024-2025
340,Charalampos Lykogiannis,GRE,['DF'],Bologna,30,1993,11.6,23,14,14,8,1,10,20,50.0,10,10,5,5,11,34,41,1,2024-2025
341,Mathias Løvik,NOR,"['DF', 'FW']",Parma,20,2003,1.0,1,0,0,1,0,1,3,33.3,2,1,1,0,2,3,3,0,2024-2025
342,Giangiacomo Magnani,ITA,['DF'],Hellas Verona,28,1995,11.8,20,15,14,6,0,7,7,100.0,0,16,9,7,17,37,73,1,2024-2025
343,Mike Maignan,FRA,['GK'],Milan,29,1995,36.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,19,3,2024-2025
344,Antoine Makoumbou,CGO,['MF'],Cagliari,26,1998,23.9,42,23,28,11,3,19,25,76.0,6,26,5,21,17,59,28,0,2024-2025
345,Daniel Maldini,ITA,"['MF', 'FW']",Monza,22,2001,14.5,14,6,5,9,0,6,13,46.2,7,8,2,6,4,18,12,2,2024-2025
346,Daniel Maldini,ITA,"['FW', 'MF']",Atalanta,22,2001,2.9,2,2,0,1,1,1,2,50.0,1,1,0,1,2,4,3,0,2024-2025
347,Youssef Maleh,MAR,['MF'],Empoli,25,1998,16.8,45,23,17,23,5,17,34,50.0,17,25,6,19,16,61,25,0,2024-2025
348,Ruslan Malinovskyi,UKR,"['MF', 'FW']",Genoa,31,1993,4.3,12,8,4,7,1,3,6,50.0,3,2,0,2,1,13,4,0,2024-2025
349,Dennis Man,ROU,"['FW', 'MF']",Parma,25,1998,22.2,13,6,7,3,3,6,24,25.0,18,15,3,12,8,21,11,0,2024-2025
350,Gianluca Mancini,ITA,['DF'],Roma,28,1996,34.9,42,26,22,18,2,20,34,58.8,14,22,16,6,35,77,103,0,2024-2025
351,Christos Mandas,GRE,['GK'],Lazio,22,2001,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,2024-2025
352,Rolando Mandragora,ITA,['MF'],Fiorentina,27,1997,21.5,23,13,9,12,2,14,31,45.2,17,22,7,15,17,40,54,1,2024-2025
353,Alberto Manzoni,ITA,['MF'],Atalanta,19,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2024-2025
354,Alessandro Marcandalli,ITA,['DF'],Genoa,21,2002,0.5,1,0,1,0,0,0,0,,0,0,0,0,0,1,2,0,2024-2025
355,Alessandro Marcandalli,ITA,['DF'],Venezia,21,2002,3.9,8,6,6,2,0,3,6,50.0,3,6,3,3,2,10,26,0,2024-2025
356,Filip Marchwiński,POL,['MF'],Lecce,22,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2024-2025
357,Pablo Marí,ESP,['DF'],Monza,30,1993,18.1,26,15,14,12,0,11,21,52.4,10,24,21,3,37,63,85,2,2024-2025
358,Pablo Marí,ESP,['DF'],Fiorentina,30,1993,12.2,14,9,11,3,0,6,11,54.5,5,19,14,5,25,39,94,0,2024-2025
359,Luca Marianucci,ITA,['DF'],Empoli,20,2004,11.9,28,12,17,11,0,11,19,57.9,8,16,8,8,19,47,63,1,2024-2025
360,Mirko Marić,CRO,"['FW', 'MF']",Monza,29,1995,1.2,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,1,0,2024-2025
361,Mirko Marić,CRO,['FW'],Venezia,29,1995,4.0,6,3,5,1,0,2,5,40.0,3,3,1,2,1,7,10,0,2024-2025
362,Rafa Marín ,ESP,['DF'],Napoli,22,2002,1.6,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,4,0,2024-2025
363,Răzvan Marin,ROU,['MF'],Cagliari,28,1996,15.6,22,13,8,11,3,13,25,52.0,12,7,0,7,2,24,20,2,2024-2025
