player_name,player_age,player_nationality,player_position,market_value,from_club,to_club,transfer_fee,transfer_season
Kaio Jorge,22,['Brazil'],CF,€4.00m,Juventus FC,Cruzeiro Esporte Clube,€7.20m,24/25
Alex Sandro,33,['Brazil'],LB,€2.00m,Juventus FC,CR Flamengo,free transfer,24/25
Gianluca Frabotta,25,['Italy'],LB,€1.20m,Juventus FC,West Bromwich Albion,free transfer,24/25
Danilo,33,['Brazil'],CB,€4.00m,Juventus FC,CR Flamengo,free transfer,24/25
Marley Aké,23,"['France', ""Cote d'Ivoire""]",LW,€1.60m,Juventus FC,Yverdon Sport FC,?,24/25
Wojciech Szczesny,34,['Poland'],GK,€6.00m,Juventus FC,Career break,-,24/25
Paul Pogba,31,"['France', 'Guinea']",CM,-,Juventus FC,Without Club,-,24/25
Adrien Rabiot,29,['France'],CM,€35.00m,Juventus FC,Without Club,-,24/25
Raoul Bellanova,24,['Italy'],RM,€15.00m,Torino FC,Atalanta BC,€22.00m,24/25
Mateo Retegui,25,"['Italy', 'Argentina']",CF,€16.00m,Genoa CFC,Atalanta BC,€20.90m,24/25
Daniel Maldini,23,"['Italy', 'Venezuela']",AM,€6.00m,AC Monza,Atalanta BC,€13.00m,24/25
Ben Godfrey,26,"['England', 'Jamaica']",CB,€10.00m,Everton FC,Atalanta BC,€12.50m,24/25
Ibrahim Sulemana,21,['Ghana'],DM,€4.00m,Cagliari Calcio,Atalanta BC,€7.40m,24/25
Rui Patrício,36,['Portugal'],GK,€1.00m,AS Roma,Atalanta BC,free transfer,24/25
Caleb Okoli,22,"['Italy', 'Nigeria']",CB,€8.00m,Atalanta BC,Leicester City,€14.00m,24/25
Aleksey Miranchuk,28,['Russia'],AM,€10.00m,Atalanta BC,Atlanta United FC,€11.80m,24/25
Nicolò Cambiaghi,23,['Italy'],LW,€7.00m,Atalanta BC,Bologna FC 1909,€10.00m,24/25
Duván Zapata,33,['Colombia'],CF,€8.00m,Atalanta BC,Torino FC,€8.60m,24/25
Nadir Zortea,25,['Italy'],RB,€3.00m,Atalanta BC,Cagliari Calcio,€5.10m,24/25
Hans Hateboer,30,['Netherlands'],RB,€3.50m,Atalanta BC,Stade Rennais FC,€2.70m,24/25
Ebrima Colley,24,['The Gambia'],LW,€2.30m,Atalanta BC,BSC Young Boys,€1.65m,24/25
Giuseppe Di Serio,22,['Italy'],CF,€1.20m,Atalanta BC,Spezia Calcio,€1.50m,24/25
Pierluigi Gollini,29,['Italy'],GK,€2.50m,Atalanta BC,AS Roma,€800k,24/25
José Luis Palomino,34,"['Argentina', 'Bulgaria']",CB,€700k,Atalanta BC,Cagliari Calcio,free transfer,24/25
Viktor Kovalenko,28,['Ukraine'],AM,€1.50m,Atalanta BC,Without Club,-,24/25
Thijs Dallinga,23,['Netherlands'],CF,€18.00m,FC Toulouse,Bologna FC 1909,€15.00m,24/25
Emil Holm,24,['Sweden'],RB,€12.00m,Spezia Calcio,Bologna FC 1909,€7.70m,24/25
Martin Erlić,26,['Croatia'],CB,€3.00m,US Sassuolo,Bologna FC 1909,€7.00m,24/25
Jens Odgaard,25,['Denmark'],AM,€4.50m,AZ Alkmaar,Bologna FC 1909,€4.28m,24/25
Benja Domínguez,20,['Argentina'],LW,€5.50m,Club de Gimnasia y Esgrima La Plata,Bologna FC 1909,€4.00m,24/25
Remo Freuler,32,['Switzerland'],CM,€6.50m,Nottingham Forest,Bologna FC 1909,€1.90m,24/25
Juan Miranda,24,['Spain'],LB,€9.00m,Real Betis Balompié,Bologna FC 1909,free transfer,24/25
Riccardo Calafiori,22,['Italy'],LB,€45.00m,Bologna FC 1909,Arsenal FC,€45.00m,24/25
Joshua Zirkzee,23,"['Netherlands', 'Nigeria']",CF,€50.00m,Bologna FC 1909,Manchester United,€42.50m,24/25
Luis Binks,22,"['England', 'Scotland']",CB,€2.20m,Bologna FC 1909,Coventry City,€3.80m,24/25
Ebenezer Annan,21,['Ghana'],LB,€600k,Bologna FC 1909,FK Novi Pazar,€350k,24/25
Marco Molla,22,"['Albania', 'Italy']",GK,€10k,Bologna FC 1909,KF Laçi,free transfer,24/25
Sydney van Hooijdonk,24,['Netherlands'],CF,€4.00m,Bologna FC 1909,Cesena FC,free transfer,24/25
Mattia Pagliuca,22,['Italy'],CF,€75k,Bologna FC 1909,Virtusvecomp Verona,free transfer,24/25
Adama Soumaoro,32,"['France', 'Mali']",CB,€2.00m,Bologna FC 1909,Without Club,-,24/25
Artem Dovbyk,27,['Ukraine'],CF,€35.00m,Girona FC,AS Roma,€30.50m,24/25
Enzo Le Fée,24,['France'],CM,€18.00m,Stade Rennais FC,AS Roma,€23.00m,24/25
Manu Koné,23,"['France', ""Cote d'Ivoire""]",CM,€20.00m,Borussia Mönchengladbach,AS Roma,€18.00m,24/25
Anass Salah-Eddine,23,"['Morocco', 'Netherlands']",LB,€5.00m,Twente Enschede FC,AS Roma,€8.50m,24/25
Samuel Dahl,21,['Sweden'],LB,€3.00m,Djurgårdens IF,AS Roma,€5.67m,24/25
Angeliño,27,['Spain'],LB,€8.00m,RB Leipzig,AS Roma,€5.40m,24/25
Devyne Rensch,22,"['Netherlands', 'Suriname']",RB,€12.00m,Ajax Amsterdam,AS Roma,€5.00m,24/25
Saud Abdulhamid,25,['Saudi Arabia'],RB,€4.00m,Al-Hilal SFC,AS Roma,€2.50m,24/25
Buba Sangaré,16,"['Spain', 'Mali']",RB,-,Levante UD U19,AS Roma,€1.50m,24/25
Mathew Ryan,32,"['Australia', 'Scotland']",GK,€3.50m,AZ Alkmaar,AS Roma,free transfer,24/25
Mario Hermoso,29,['Spain'],CB,€25.00m,Without Club,AS Roma,-,24/25
Mats Hummels,35,['Germany'],CB,€5.00m,Without Club,AS Roma,-,24/25
Houssem Aouar,26,"['Algeria', 'France']",AM,€10.00m,AS Roma,Al-Ittihad Club,€12.00m,24/25
João Costa,19,"['Portugal', 'Brazil']",RW,€1.00m,AS Roma,Al-Ettifaq FC,€9.00m,24/25
Andrea Belotti,30,['Italy'],CF,€5.00m,AS Roma,Como 1907,€4.50m,24/25
Mathew Ryan,32,"['Australia', 'Scotland']",GK,€2.50m,AS Roma,RC Lens,€800k,24/25
Rick Karsdorp,29,['Netherlands'],RB,€5.00m,AS Roma,PSV Eindhoven,free transfer,24/25
Chris Smalling,34,"['England', 'Jamaica']",CB,€2.50m,AS Roma,Al-Fayha FC,free transfer,24/25
Leonardo Spinazzola,31,['Italy'],LB,€4.00m,AS Roma,SSC Napoli,free transfer,24/25
Tijjani Noslin,24,['Netherlands'],RW,€10.00m,Hellas Verona,SS Lazio,€15.90m,24/25
Mattéo Guendouzi,25,"['France', 'Morocco']",CM,€25.00m,Olympique Marseille,SS Lazio,€13.00m,24/25
Reda Belahyane,20,"['Morocco', 'France']",DM,€10.00m,Hellas Verona,SS Lazio,€9.50m,24/25
Loum Tchaouna,20,"['France', 'Chad']",RW,€8.00m,US Salernitana 1919,SS Lazio,€8.45m,24/25
Oliver Provstgaard,21,['Denmark'],CB,€2.50m,Vejle Boldklub,SS Lazio,€4.00m,24/25
Filipe Bordon,19,"['Brazil', 'Italy']",CB,€200k,Ferroviária U20,SS Lazio,€300k,24/25
Cristo Muñoz,19,['Spain'],AM,€50k,FC Barcelona U19,SS Lazio,free transfer,24/25
Gabriele Artistico,21,['Italy'],CF,€325k,Virtus Francavilla Calcio,SS Lazio,free transfer,24/25
Gaetano Castrovilli,27,['Italy'],CM,€7.00m,ACF Fiorentina,SS Lazio,free transfer,24/25
Luis Alberto,31,['Spain'],AM,€11.00m,SS Lazio,Al-Duhail SC,€10.30m,24/25
Luís Maximiano,25,['Portugal'],GK,€5.00m,SS Lazio,UD Almería,€8.10m,24/25
Raúl Moro,21,['Spain'],LW,€2.50m,SS Lazio,Real Valladolid CF,€2.50m,24/25
Ciro Immobile,34,['Italy'],CF,€4.00m,SS Lazio,Besiktas JK,€2.00m,24/25
Marius Adamonis,27,['Lithuania'],GK,€200k,SS Lazio,Catania FC,free transfer,24/25
Daichi Kamada,27,['Japan'],AM,€18.00m,SS Lazio,Crystal Palace,free transfer,24/25
Felipe Anderson,31,['Brazil'],RW,€8.00m,SS Lazio,Sociedade Esportiva Palmeiras,free transfer,24/25
Mattia Novella,23,['Italy'],RB,€175k,SS Lazio,Potenza Calcio,free transfer,24/25
Andrea Marino,23,['Italy'],CM,€125k,SS Lazio,FC Trapani 1905,free transfer,24/25
Cristiano Lombardi,29,['Italy'],RW,€100k,SS Lazio,Retired,-,24/25
Marin Pongracic,26,"['Croatia', 'Germany']",CB,€7.00m,US Lecce,ACF Fiorentina,€15.00m,24/25
Amir Richardson,22,"['Morocco', 'France']",CM,€6.00m,Stade Reims,ACF Fiorentina,€9.00m,24/25
Cher Ndour,20,"['Italy', 'Senegal']",CM,€4.00m,Paris Saint-Germain,ACF Fiorentina,€5.00m,24/25
Matías Moreno,20,['Argentina'],CB,€2.00m,Club Atlético Belgrano,ACF Fiorentina,€5.00m,24/25
Pablo Marí,31,['Spain'],CB,€3.50m,AC Monza,ACF Fiorentina,€1.80m,24/25
Nicolás Valentini,23,"['Argentina', 'Italy']",CB,€4.50m,CA Boca Juniors,ACF Fiorentina,free transfer,24/25
David de Gea,33,['Spain'],GK,€5.00m,Without Club,ACF Fiorentina,-,24/25
Nikola Milenković,26,['Serbia'],CB,€15.00m,ACF Fiorentina,Nottingham Forest,€12.30m,24/25
Lucas Martínez Quarta,28,"['Argentina', 'Italy']",CB,€10.00m,ACF Fiorentina,CA River Plate,€7.00m,24/25
Louis Munteanu,22,['Romania'],CF,€1.80m,ACF Fiorentina,CFR Cluj,€2.30m,24/25
Niccolò Pierozzi,22,['Italy'],RB,€1.80m,ACF Fiorentina,Palermo FC,€1.00m,24/25
Alfred Duncan,31,"['Ghana', 'Italy']",CM,€4.00m,ACF Fiorentina,Venezia FC,free transfer,24/25
Bruno Prati,20,"['Italy', ""Cote d'Ivoire""]",CB,€50k,ACF Fiorentina,SSD Ponte Buggianese,free transfer,24/25
Giacomo Bonaventura,34,['Italy'],AM,€3.00m,ACF Fiorentina,Al-Shabab FC,free transfer,24/25
Destiny Egharevba,21,"['Italy', 'Nigeria']",RW,€25k,ACF Fiorentina,AC Renate,free transfer,24/25
Mattia Fiorini,23,['Italy'],CM,€100k,ACF Fiorentina,Rimini FC,free transfer,24/25
Aleksandr Kokorin,33,['Russia'],SS,€800k,ACF Fiorentina,Aris Limassol,free transfer,24/25
Christian Dalle Mura,22,['Italy'],CB,€850k,ACF Fiorentina,Cosenza Calcio,?,24/25
Vittorio Agostinelli,22,['Italy'],AM,€75k,ACF Fiorentina,Without Club,-,24/25
Cesare Casadei,22,['Italy'],CM,€10.00m,Chelsea FC,Torino FC,€13.00m,24/25
Saúl Coco,25,"['Equatorial Guinea', 'Spain']",CB,€8.00m,UD Las Palmas,Torino FC,€8.23m,24/25
Sebastian Walukiewicz,24,['Poland'],CB,€2.50m,FC Empoli,Torino FC,€4.70m,24/25
Guillermo Maripán,30,['Chile'],CB,€10.00m,AS Monaco,Torino FC,€4.60m,24/25
Adam Masina,30,"['Morocco', 'Italy']",CB,€1.50m,Udinese Calcio,Torino FC,€1.00m,24/25
Ché Adams,28,"['Scotland', 'England']",CF,€15.00m,Southampton FC,Torino FC,free transfer,24/25
Alberto Paleari,31,['Italy'],GK,€500k,Benevento Calcio,Torino FC,free transfer,24/25
Antonio Donnarumma,34,['Italy'],GK,€325k,Calcio Padova,Torino FC,free transfer,24/25
Alessandro Buongiorno,25,['Italy'],CB,€35.00m,Torino FC,SSC Napoli,€35.00m,24/25
Mërgim Vojvoda,30,"['Kosovo', 'Albania']",RB,€3.00m,Torino FC,Como 1907,€2.00m,24/25
Ben Lhassine Kone,24,"[""Cote d'Ivoire""]",CM,€800k,Torino FC,Como 1907,€1.50m,24/25
Krisztofer Horváth,22,['Hungary'],AM,€1.20m,Torino FC,Újpest FC,€1.00m,24/25
Nemanja Radonjić,28,['Serbia'],LW,€2.80m,Torino FC,Red Star Belgrade,€200k,24/25
Ricardo Rodríguez,31,"['Switzerland', 'Chile']",LB,€3.50m,Torino FC,Real Betis Balompié,free transfer,24/25
Luca Gemello,24,['Italy'],GK,€300k,Torino FC,AC Perugia Calcio,free transfer,24/25
Lado Akhalaia,22,"['Moldova', 'Romania']",CF,€50k,Torino FC,Without Club,-,24/25
Giorgio Savini,21,['Italy'],DM,€75k,Torino FC,Without Club,-,24/25
Koffi Djidji,31,"[""Cote d'Ivoire"", 'France']",CB,€2.50m,Torino FC,Without Club,-,24/25
Scott McTominay,27,"['Scotland', 'England']",CM,€32.00m,Manchester United,SSC Napoli,€30.50m,24/25
Romelu Lukaku,31,"['Belgium', 'DR Congo']",CF,€30.00m,Chelsea FC,SSC Napoli,€30.00m,24/25
David Neres,27,['Brazil'],RW,€25.00m,SL Benfica,SSC Napoli,€28.00m,24/25
Billy Gilmour,23,['Scotland'],DM,€18.00m,Brighton & Hove Albion,SSC Napoli,€14.00m,24/25
Rafa Marín,22,['Spain'],CB,€7.50m,Real Madrid,SSC Napoli,€12.00m,24/25
Luis Hasa,21,"['Italy', 'Albania']",CM,€1.00m,US Lecce,SSC Napoli,€500k,24/25
Khvicha Kvaratskhelia,23,['Georgia'],LW,€85.00m,SSC Napoli,Paris Saint-Germain,€70.00m,24/25
Leo Østigård,24,['Norway'],CB,€8.00m,SSC Napoli,Stade Rennais FC,€7.00m,24/25
Hubert Idasiak,22,['Poland'],GK,€150k,SSC Napoli,LKS Lodz,free transfer,24/25
Diego Demme,32,"['Germany', 'Italy']",DM,€800k,SSC Napoli,Hertha BSC,free transfer,24/25
Mário Rui,33,['Portugal'],LB,€1.00m,SSC Napoli,Without Club,-,24/25
Vitinha,24,['Portugal'],CF,€14.00m,Olympique Marseille,Genoa CFC,€8.30m,24/25
Mikael Egill Ellertsson,22,"['Iceland', 'Indonesia']",CM,€2.80m,Venezia FC,Genoa CFC,€3.50m,24/25
Morten Thorsby,28,['Norway'],CM,€3.00m,1.FC Union Berlin,Genoa CFC,€3.10m,24/25
Sebastian Otoa,20,['Denmark'],CB,€600k,Aalborg BK,Genoa CFC,€2.75m,24/25
Emil Bohinen,25,['Norway'],DM,€1.80m,US Salernitana 1919,Genoa CFC,€2.00m,24/25
Brooke Norton-Cuffy,20,"['England', 'Dominica']",RB,€4.50m,Arsenal FC U21,Genoa CFC,€2.00m,24/25
Hugo Cuenca,20,"['Paraguay', 'Spain']",AM,€100k,Milan Futuro,Genoa CFC,free transfer,24/25
Gastón Pereiro,29,['Uruguay'],AM,€1.00m,Without Club,Genoa CFC,-,24/25
Mario Balotelli,34,"['Italy', 'Ghana']",CF,€500k,Without Club,Genoa CFC,-,24/25
Kelvin Yeboah,24,"['Italy', 'Ghana']",CF,€4.00m,Genoa CFC,Minnesota United FC,€2.50m,24/25
Silvan Hefti,26,['Switzerland'],RB,€2.50m,Genoa CFC,Hamburger SV,€1.50m,24/25
Francesco Cassata,26,['Italy'],CM,€600k,Genoa CFC,Spezia Calcio,€590k,24/25
Massimo Coda,35,['Italy'],CF,€1.00m,Genoa CFC,UC Sampdoria,€105k,24/25
Luca Chierico,22,['Italy'],CM,€150k,Genoa CFC,SS Arezzo,free transfer,24/25
George Pușcaș,28,['Romania'],CF,€1.50m,Genoa CFC,Bodrum FK,free transfer,24/25
Filip Jagiello,27,['Poland'],AM,€1.10m,Genoa CFC,Lech Poznan,free transfer,24/25
Brayan Boci,20,"['Albania', 'Italy']",LM,€175k,Genoa CFC,Feralpisalò,free transfer,24/25
Aleksander Buksa,21,['Poland'],CF,€400k,Genoa CFC,Górnik Zabrze,free transfer,24/25
Paolo Gozzi,23,"['Italy', 'Nigeria']",CB,€400k,Genoa CFC,ESTAC Troyes,?,24/25
Filippo Melegoni,25,['Italy'],CM,€1.00m,Genoa CFC,Carrarese Calcio 1908,?,24/25
Gastón Pereiro,29,['Uruguay'],AM,€1.00m,Genoa CFC,SSC Bari,?,24/25
Marko Pajac,31,['Croatia'],LB,€350k,Genoa CFC,Without Club,-,24/25
Kevin Strootman,34,['Netherlands'],CM,€800k,Genoa CFC,Without Club,-,24/25
Georgios Kyriakopoulos,28,['Greece'],LB,€3.50m,US Sassuolo,AC Monza,€3.68m,24/25
Silvere Ganvoula,28,['Congo'],CF,€2.00m,BSC Young Boys,AC Monza,€1.80m,24/25
Arvid Brorsson,25,['Sweden'],CB,€600k,Mjällby AIF,AC Monza,€500k,24/25
Semuel Pizzignacco,23,['Italy'],GK,€800k,Feralpisalò,AC Monza,€195k,24/25
Omari Forson,19,"['England', 'Ghana']",RW,€2.00m,Manchester United,AC Monza,free transfer,24/25
Keita Baldé,29,"['Senegal', 'Spain']",LW,€1.00m,Without Club,AC Monza,-,24/25
Milan Djuric,34,"['Bosnia-Herzegovina', 'Italy']",CF,€1.50m,AC Monza,Parma Calcio 1913,€1.50m,24/25
Armando Anastasio,27,['Italy'],LB,€175k,AC Monza,Catania FC,free transfer,24/25
Marco D'Alessandro,33,['Italy'],RW,€500k,AC Monza,US Catanzaro,free transfer,24/25
Davide Bettella,24,['Italy'],CB,€1.00m,AC Monza,Frosinone Calcio,free transfer,24/25
Leonardo Mancuso,32,['Italy'],CF,€1.00m,AC Monza,Mantova 1911,free transfer,24/25
Davide Diaw,33,"['Italy', 'Senegal']",CF,€600k,AC Monza,AS Cittadella,?,24/25
Alessio Cragno,30,['Italy'],GK,€1.00m,AC Monza,UC Sampdoria,?,24/25
Mattia Valoti,31,['Italy'],CM,€1.00m,AC Monza,US Cremonese,?,24/25
Giulio Donati,34,['Italy'],RB,-,AC Monza,Without Club,-,24/25
Papu Gómez,36,"['Argentina', 'Italy']",LW,-,AC Monza,Without Club,-,24/25
Suat Serdar,27,"['Germany', 'Türkiye']",CM,€5.00m,Hertha BSC,Hellas Verona,€4.50m,24/25
Jackson Tchatchoua,22,"['Cameroon', 'Belgium']",RB,€3.00m,Royal Charleroi SC,Hellas Verona,€3.95m,24/25
Ayanda Sishuba,19,"['Belgium', 'France']",AM,€500k,RC Lens,Hellas Verona,€2.50m,24/25
Abdou Harroui,26,"['Morocco', 'Netherlands']",CM,€2.70m,Frosinone Calcio,Hellas Verona,€1.20m,24/25
Tobias Slotsager,19,['Denmark'],CB,€2.00m,Odense Boldklub,Hellas Verona,€1.00m,24/25
Daniel Mosquera,24,['Colombia'],CF,€700k,CD América de Cali,Hellas Verona,€700k,24/25
Dailon Livramento,23,"['Cape Verde', 'Netherlands']",CF,€500k,MVV Maastricht,Hellas Verona,€600k,24/25
Christian Corradi,19,['Italy'],CB,€800k,LR Vicenza,Hellas Verona,€500k,24/25
Daniel Oyegoke,22,"['England', 'Nigeria']",RB,€400k,Heart of Midlothian FC,Hellas Verona,€400k,24/25
Charlys,20,['Brazil'],DM,€100k,EC Vitória U20,Hellas Verona,€100k,24/25
Martin Frese,26,['Denmark'],LB,€2.00m,FC Nordsjaelland,Hellas Verona,free transfer,24/25
Mathis Lambourde,18,"['France', 'Guadeloupe']",CF,€500k,Stade Rennais FC,Hellas Verona,free transfer,24/25
Jordi Mboula,25,"['Spain', 'Congo']",RW,€1.20m,Racing Santander,Hellas Verona,free transfer,24/25
Federico Magro,19,['Italy'],GK,€250k,Lazio U20,Hellas Verona,?,24/25
Junior Ajayi,19,"[""Cote d'Ivoire""]",CF,€150k,Sassuolo Primavera,Hellas Verona,?,24/25
Luan Patrick,23,['Brazil'],CB,€1.30m,Without Club,Hellas Verona,-,24/25
Dani Silva,24,['Portugal'],DM,€1.50m,Hellas Verona,FC Midtjylland,€3.50m,24/25
Giangiacomo Magnani,29,['Italy'],CB,€2.50m,Hellas Verona,Palermo FC,€600k,24/25
Davide Bragantini,20,['Italy'],RW,€250k,Hellas Verona,Mantova 1911,€500k,24/25
Ayanda Sishuba,20,"['Belgium', 'France']",AM,€2.00m,Hellas Verona,Stade Rennais FC,€500k,24/25
Kevin Rüegg,25,['Switzerland'],RB,€500k,Hellas Verona,FC Basel 1893,€480k,24/25
Christian Pierobon,22,['Italy'],CM,€175k,Hellas Verona,SS Juve Stabia,€71k,24/25
David Flakus Bosilj,22,['Slovenia'],CF,€400k,Hellas Verona,CD Castellón,free transfer,24/25
Mert Çetin,27,['Türkiye'],CB,€700k,Hellas Verona,MKE Ankaragücü,free transfer,24/25
Ajdin Hrustic,28,"['Australia', 'Bosnia-Herzegovina']",AM,€600k,Hellas Verona,US Salernitana 1919,free transfer,24/25
Joselito,20,['Spain'],DM,€75k,Hellas Verona,AC Perugia Calcio,free transfer,24/25
Bruno Conti,22,['Italy'],CM,€75k,Hellas Verona,Brindisi FC,free transfer,24/25
Jordi Mboula,25,"['Spain', 'Congo']",RW,€1.20m,Hellas Verona,Gil Vicente FC,?,24/25
Federico Ceccherini,32,['Italy'],CB,€1.00m,Hellas Verona,US Cremonese,?,24/25
Diego Fornari,20,['Italy'],RB,€75k,Hellas Verona,Prodeco Calcio Montebelluna,?,24/25
Philip Yeboah,21,"['Ghana', 'Italy']",CF,€200k,Hellas Verona,SS Monopoli 1966,?,24/25
Filip Marchwinski,22,['Poland'],AM,€6.00m,Lech Poznan,US Lecce,€3.00m,24/25
Kialonda Gaspar,26,['Angola'],CB,€1.50m,CF Estrela Amadora,US Lecce,€2.00m,24/25
Lassana Coulibaly,28,['Mali'],CM,€3.50m,US Salernitana 1919,US Lecce,€1.80m,24/25
Konan N’Dri,24,"[""Cote d'Ivoire""]",RW,€1.50m,Oud-Heverlee Leuven,US Lecce,€1.50m,24/25
Tiago Gabriel,20,['Portugal'],CB,€400k,CF Estrela Amadora,US Lecce,€1.25m,24/25
Danilo Veiga,22,"['Portugal', 'Brazil']",RB,€1.00m,CF Estrela Amadora,US Lecce,€1.00m,24/25
Gaby Jean,24,['France'],CB,€900k,FC Annecy,US Lecce,€1.00m,24/25
Christian Früchtl,24,['Germany'],GK,€1.50m,Austria Vienna,US Lecce,€1.00m,24/25
Luis Hasa,20,"['Italy', 'Albania']",CM,€1.00m,Juventus Next Gen,US Lecce,€150k,24/25
Frédéric Guilbert,29,['France'],RB,€4.00m,RC Strasbourg Alsace,US Lecce,free transfer,24/25
