player_name,player_age,player_nationality,player_position,market_value,from_club,to_club,transfer_fee,transfer_season
Rogério,25,"['Brazil', 'Italy']",LB,€5.50m,US Sassuolo,VfL Wolfsburg,€5.50m,23/24
Mert Müldür,24,"['Türkiye', 'Austria']",RB,€4.00m,US Sassuolo,Fenerbahce,€3.00m,23/24
Kaan Ayhan,28,"['Türkiye', 'Germany']",DM,€3.70m,US Sassuolo,Galatasaray,€2.80m,23/24
Riccardo Marchizza,25,['Italy'],LB,€1.00m,US Sassuolo,Frosinone Calcio,€1.30m,23/24
Abdou Harroui,25,"['Morocco', 'Netherlands']",CM,€2.70m,US Sassuolo,Frosinone Calcio,€700k,23/24
Brian Oddei,20,['Ghana'],RW,€600k,US Sassuolo,NK Rudes,€1k,23/24
Samuele Vitale,20,['Italy'],GK,€100k,US Sassuolo,SS Monopoli 1966,free transfer,23/24
Marco Sala,24,['Italy'],LB,€1.10m,US Sassuolo,Como 1907,free transfer,23/24
Alessandro Barbetta,20,['Italy'],CB,€25k,US Sassuolo,Calcio Budoni,free transfer,23/24
Matteo Campani,23,['Italy'],GK,€25k,US Sassuolo,Pisa Sporting Club,free transfer,23/24
Michele Forchignone,20,['Italy'],LW,€50k,US Sassuolo,Siracusa Calcio,free transfer,23/24
Matteo Pinelli,22,['Italy'],LW,€25k,US Sassuolo,Without Club,-,23/24
Sebastian Walukiewicz,23,['Poland'],CB,€3.00m,Cagliari Calcio,FC Empoli,€4.50m,23/24
Emmanuel Gyasi,29,"['Ghana', 'Italy']",RM,€2.00m,Spezia Calcio,FC Empoli,€2.00m,23/24
Francesco Caputo,35,['Italy'],CF,€1.50m,UC Sampdoria,FC Empoli,€1.50m,23/24
Saba Goglichidze,19,['Georgia'],CB,€300k,Torpedo Kutaisi,FC Empoli,€450k,23/24
M'Baye Niang,29,"['Senegal', 'France']",CF,€2.70m,Adana Demirspor,FC Empoli,€250k,23/24
Samuele Angori,19,['Italy'],LM,€200k,AC Perugia Calcio,FC Empoli,€200k,23/24
Alberto Grassi,28,['Italy'],DM,€2.00m,Parma Calcio 1913,FC Empoli,free transfer,23/24
Giuseppe Pezzella,25,['Italy'],LB,€2.50m,Parma Calcio 1913,FC Empoli,free transfer,23/24
Guglielmo Vicario,26,['Italy'],GK,€16.00m,FC Empoli,Tottenham Hotspur,€18.50m,23/24
Filippo Bandinelli,28,['Italy'],CM,€3.50m,FC Empoli,Spezia Calcio,€2.50m,23/24
Andrea La Mantia,32,['Italy'],CF,€800k,FC Empoli,SPAL,€1.00m,23/24
Leo Stulac,28,['Slovenia'],DM,€1.00m,FC Empoli,Palermo FC,€1.00m,23/24
Duccio Lazzeri,19,['Italy'],LB,-,FC Empoli,Polisportiva Firenze Ovest,free transfer,23/24
Giuseppe Filì,20,['Italy'],CB,€75k,FC Empoli,United Riccione,free transfer,23/24
Gabriel Meli,24,['Italy'],GK,€150k,FC Empoli,US Recanatese,free transfer,23/24
Leonardo Pezzola,21,['Italy'],CB,€25k,FC Empoli,US Sambenedettese,free transfer,23/24
Tommaso Fantacci,26,['Italy'],AM,€75k,FC Empoli,Monterosi Tuscia FC,free transfer,23/24
Giovanni Crociata,26,['Italy'],CM,€750k,FC Empoli,Calcio Lecco 1912,?,23/24
Alessio Rizza,20,['Italy'],LB,€150k,FC Empoli,AS Cittadella,?,23/24
Lorenzo Tropea,20,['Italy'],LB,€25k,FC Empoli,Cavese 1919,?,23/24
Samir Ujkani,34,"['Kosovo', 'Albania']",GK,€100k,FC Empoli,Retired,-,23/24
Boulaye Dia,26,"['Senegal', 'France']",CF,€25.00m,Villarreal CF,US Salernitana 1919,€14.40m,23/24
Loum Tchaouna,19,"['France', 'Chad']",RW,€1.80m,Stade Rennais FC,US Salernitana 1919,€3.00m,23/24
Mateusz Legowski,20,['Poland'],DM,€1.80m,Pogon Szczecin,US Salernitana 1919,€3.00m,23/24
Chukwubuikem Ikwuemesi,22,['Nigeria'],CF,€500k,NK Celje,US Salernitana 1919,€1.80m,23/24
Antonio Candreva,36,['Italy'],RW,€1.50m,UC Sampdoria,US Salernitana 1919,€500k,23/24
Triantafyllos Pasalidis,27,['Greece'],CB,€500k,OFI Crete FC,US Salernitana 1919,€250k,23/24
Trivante Stewart,23,['Jamaica'],CF,-,Mount Pleasant FA,US Salernitana 1919,€100k,23/24
Benoît Costil,36,['France'],GK,€1.00m,LOSC Lille,US Salernitana 1919,free transfer,23/24
Jérôme Boateng,35,['Germany'],CB,€500k,Without Club,US Salernitana 1919,-,23/24
Konstantinos Manolas,32,['Greece'],CB,€2.50m,Without Club,US Salernitana 1919,-,23/24
Luka Bogdan,27,['Croatia'],CB,€600k,US Salernitana 1919,Ternana Calcio,€600k,23/24
Paweł Jaroszyński,28,['Poland'],LB,€450k,US Salernitana 1919,Cracovia,€450k,23/24
Valerio Mantovani,27,['Italy'],CB,€700k,US Salernitana 1919,Ternana Calcio,€200k,23/24
Julian Kristoffersen,26,['Norway'],CF,€175k,US Salernitana 1919,Ancona Calcio,€60k,23/24
Gioacchino Galeotafiore,23,['Italy'],CB,€125k,US Salernitana 1919,Paganese Calcio 1926,free transfer,23/24
Erik Botheim,24,['Norway'],CF,€2.80m,US Salernitana 1919,Malmö FF,free transfer,23/24
Reda Boultam,25,"['Netherlands', 'Morocco']",AM,€400k,US Salernitana 1919,NK Olimpija Ljubljana,?,23/24
Francesco Orlando,26,['Italy'],RW,€150k,US Salernitana 1919,Taranto SS,?,23/24
Jacopo De Matteis,20,['Italy'],GK,€25k,US Salernitana 1919,ACR Messina,?,23/24
Nikola Krstović,23,"['Montenegro', 'Serbia']",CF,€2.20m,DAC Dunajska Streda,US Lecce,€8.15m,23/24
Wladimiro Falcone,28,['Italy'],GK,€5.00m,UC Sampdoria,US Lecce,€4.00m,23/24
Mohamed Kaba,21,"['France', 'Guinea']",CM,€3.00m,Valenciennes FC,US Lecce,€3.00m,23/24
Marin Pongracic,25,"['Croatia', 'Germany']",CB,€4.00m,VfL Wolfsburg,US Lecce,€1.60m,23/24
Ylber Ramadani,27,"['Albania', 'Kosovo']",DM,€800k,Aberdeen FC,US Lecce,€1.20m,23/24
Santiago Pierotti,22,"['Argentina', 'Italy']",RW,€2.50m,CA Colón,US Lecce,€1.20m,23/24
Giacomo Faticanti,19,['Italy'],DM,€800k,Roma U19,US Lecce,€1.00m,23/24
Rémi Oudin,26,['France'],AM,€4.00m,FC Girondins Bordeaux,US Lecce,€1.00m,23/24
Hamza Rafia,24,"['Tunisia', 'France']",CM,€600k,Delfino Pescara 1936,US Lecce,€800k,23/24
Patrick Dorgu,18,"['Denmark', 'Nigeria']",LB,€400k,FC Nordsjaelland U19,US Lecce,€220k,23/24
Zinedin Smajlović,19,"['Sweden', 'Bosnia-Herzegovina']",CB,-,Täby FK,US Lecce,€100k,23/24
Nicola Sansone,32,"['Italy', 'Germany']",LW,€1.50m,Without Club,US Lecce,-,23/24
Morten Hjulmand,24,['Denmark'],DM,€15.00m,US Lecce,Sporting CP,€19.50m,23/24
Assan Ceesay,29,['The Gambia'],CF,€2.50m,US Lecce,Damac FC,€2.50m,23/24
Federico Di Francesco,29,['Italy'],LW,€1.80m,US Lecce,Palermo FC,€1.30m,23/24
Ilario Monterisi,21,['Italy'],CB,€300k,US Lecce,Frosinone Calcio,€500k,23/24
Tommaso Cassandro,23,['Italy'],RB,€900k,US Lecce,Como 1907,€500k,23/24
John Björkengren,24,['Sweden'],CM,€500k,US Lecce,Randers FC,€300k,23/24
Simone Romagnoli,33,['Italy'],CB,€750k,US Lecce,Frosinone Calcio,€100k,23/24
Roberto Pierno,22,['Italy'],RB,€250k,US Lecce,Delfino Pescara 1936,free transfer,23/24
Fabio Lucioni,35,['Italy'],CB,€600k,US Lecce,Palermo FC,free transfer,23/24
Cristian Macrì,20,['Italy'],CM,€25k,US Lecce,FC Francavilla 1931,free transfer,23/24
Alessio Piazza,21,['Italy'],LW,€10k,US Lecce,Santa Lucia FC,free transfer,23/24
Alessandro Tuia,33,['Italy'],CB,€400k,US Lecce,Without Club,-,23/24
Ondrej Duda,28,['Slovakia'],CM,€3.40m,1.FC Köln,Hellas Verona,€3.10m,23/24
Tijjani Noslin,24,['Netherlands'],RW,€900k,Fortuna Sittard,Hellas Verona,€3.00m,23/24
Yayah Kallon,22,"['Sierra Leone', 'Italy']",RW,€1.50m,Genoa CFC,Hellas Verona,€1.80m,23/24
Dani Silva,23,['Portugal'],DM,€2.00m,Vitória Guimarães SC,Hellas Verona,€1.50m,23/24
Stefan Mitrović,21,"['Serbia', 'Canada']",LW,€3.00m,Red Star Belgrade,Hellas Verona,€1.30m,23/24
Jayden Braaf,20,"['Netherlands', 'Suriname']",LW,€1.00m,Borussia Dortmund II,Hellas Verona,€1.00m,23/24
Tomas Suslov,21,['Slovakia'],AM,€2.00m,FC Groningen,Hellas Verona,€1.00m,23/24
Elayis Tavsan,22,"['Netherlands', 'Türkiye']",RW,€1.00m,NEC Nijmegen,Hellas Verona,€500k,23/24
Reda Belahyane,19,"['Morocco', 'France']",DM,€200k,OGC Nice,Hellas Verona,€500k,23/24
Juan Manuel Cruz,24,"['Argentina', 'Italy']",CF,€450k,CA Banfield,Hellas Verona,free transfer,23/24
Jordi Mboula,24,"['Spain', 'Congo']",RW,€1.20m,RCD Mallorca,Hellas Verona,free transfer,23/24
Ibrahim Sulemana,20,['Ghana'],DM,€1.50m,Hellas Verona,Cagliari Calcio,€4.00m,23/24
Bruno Amione,22,"['Argentina', 'Italy']",CB,€2.70m,Hellas Verona,Santos Laguna,€3.00m,23/24
Martin Hongla,25,['Cameroon'],DM,€2.80m,Hellas Verona,Granada CF,€2.75m,23/24
Ivor Pandur,23,['Croatia'],GK,€2.00m,Hellas Verona,Fortuna Sittard,€1.40m,23/24
Adama Sane,23,['Senegal'],CF,€100k,Hellas Verona,Gzira United FC,free transfer,23/24
Miguel Veloso,37,['Portugal'],DM,€500k,Hellas Verona,Pisa Sporting Club,free transfer,23/24
Riccardo Saponara,32,['Italy'],AM,€1.50m,Hellas Verona,MKE Ankaragücü,free transfer,23/24
Jordi Mboula,24,"['Spain', 'Congo']",RW,€1.20m,Hellas Verona,Racing Santander,free transfer,23/24
Panagiotis Retsos,24,['Greece'],CB,€2.00m,Hellas Verona,Olympiacos Piraeus,free transfer,23/24
İsak Vural,17,"['Türkiye', 'Sweden']",CM,€200k,Hammarby IF,Frosinone Calcio,€1.33m,23/24
Marvin Cuni,21,"['Albania', 'Germany']",CF,€400k,FC Bayern Munich II,Frosinone Calcio,€1.00m,23/24
Gennaro Borrelli,23,['Italy'],CF,€500k,Delfino Pescara 1936,Frosinone Calcio,€330k,23/24
Farès Ghedjemis,21,"['France', 'Algeria']",RW,€600k,FC Rouen 1899,Frosinone Calcio,€300k,23/24
Mateus Lusuardi,19,"['Brazil', 'Italy']",CB,€50k,Criciúma EC U20,Frosinone Calcio,€300k,23/24
Mehdi Bourabia,32,"['Morocco', 'France']",CM,€1.30m,Spezia Calcio,Frosinone Calcio,free transfer,23/24
Emanuele Valeri,25,['Italy'],LB,€2.30m,US Cremonese,Frosinone Calcio,free transfer,23/24
Pierluigi Frattali,37,['Italy'],GK,€150k,SSC Bari,Frosinone Calcio,?,23/24
Michele Avella,23,['Italy'],GK,€250k,Without Club,Frosinone Calcio,-,23/24
Matteo Ricci,29,['Italy'],DM,€2.20m,Frosinone Calcio,UC Sampdoria,€1.25m,23/24
Roberto Insigne,29,['Italy'],RW,€1.80m,Frosinone Calcio,Palermo FC,€1.00m,23/24
Michele Volpe,25,['Italy'],CF,€125k,Frosinone Calcio,US Alessandria Calcio 1912,free transfer,23/24
Lukas Klitten,23,['Denmark'],LM,€300k,Frosinone Calcio,Hobro IK,free transfer,23/24
Thomas Vettorel,22,"['Italy', 'Switzerland']",GK,€300k,Frosinone Calcio,AS Gubbio 1910,free transfer,23/24
Alexander Satariano,21,['Malta'],CF,€250k,Frosinone Calcio,Birkirkara FC,free transfer,23/24
Federico Bevilacqua,21,['Italy'],CB,€25k,Frosinone Calcio,Dolomiti Bellunesi,free transfer,23/24
Marcus Rohdén,32,['Sweden'],CM,€1.00m,Frosinone Calcio,Fatih Karagümrük,free transfer,23/24
Matteo Cotali,26,['Italy'],LB,€800k,Frosinone Calcio,Modena FC,free transfer,23/24
Karlo Lulic,27,['Croatia'],CB,€600k,Frosinone Calcio,SSC Bari,?,23/24
Marko Bozic,25,['Austria'],LW,€500k,Frosinone Calcio,NK Maribor,?,23/24
Mehdi Bourabia,32,"['Morocco', 'France']",CM,€1.00m,Frosinone Calcio,Kayserispor,?,23/24
Andrea Errico,24,['Italy'],CM,€50k,Frosinone Calcio,Without Club,-,23/24
Giuseppe Marcianò,23,['Italy'],GK,€50k,Frosinone Calcio,Without Club,-,23/24
Milan Kremenovic,21,"['Serbia', 'Germany']",CB,€100k,Frosinone Calcio,Without Club,-,23/24
Simone Stampete,20,['Italy'],CF,€50k,Frosinone Calcio,Without Club,-,23/24
Luca Matarese,25,['Italy'],LW,€75k,Frosinone Calcio,Without Club,-,23/24
Mateo Retegui,24,"['Italy', 'Argentina']",CF,€16.00m,Club Atlético Tigre,Genoa CFC,€15.25m,23/24
Ruslan Malinovskyi,30,['Ukraine'],AM,€10.00m,Olympique Marseille,Genoa CFC,€7.70m,23/24
Josep Martínez,25,['Spain'],GK,€3.50m,RB Leipzig,Genoa CFC,€3.50m,23/24
George Pușcaș,27,['Romania'],CF,€2.50m,Reading FC,Genoa CFC,€2.50m,23/24
David Ankeye,21,['Nigeria'],CF,€1.00m,FC Sheriff Tiraspol,Genoa CFC,€2.50m,23/24
Mattia Aramu,28,['Italy'],AM,€2.20m,Venezia FC,Genoa CFC,€2.50m,23/24
Daniele Sommariva,25,['Italy'],GK,€100k,Delfino Pescara 1936,Genoa CFC,€100k,23/24
Franz Stolz,22,['Austria'],GK,€200k,SKN St. Pölten,Genoa CFC,€250k,23/24
Nicola Leali,30,['Italy'],GK,€900k,Ascoli Calcio,Genoa CFC,free transfer,23/24
Aarón Martín,26,['Spain'],LB,€7.00m,1.FSV Mainz 05,Genoa CFC,free transfer,23/24
Kevin Strootman,33,['Netherlands'],CM,€1.30m,Olympique Marseille,Genoa CFC,free transfer,23/24
Radu Drăgușin,21,['Romania'],CB,€20.00m,Genoa CFC,Tottenham Hotspur,€25.00m,23/24
Adrian Semper,25,['Croatia'],GK,€1.20m,Genoa CFC,Como 1907,€1.46m,23/24
Pablo Galdames,27,['Chile'],CM,€1.50m,Genoa CFC,Clube de Regatas Vasco da Gama,€800k,23/24
Giacomo Calò,26,['Italy'],DM,€750k,Genoa CFC,Cosenza Calcio,€1k,23/24
Mattia Zennaro,22,['Italy'],CM,€300k,Genoa CFC,Feralpisalò,free transfer,23/24
Davide Biraschi,29,['Italy'],CB,€1.30m,Genoa CFC,Fatih Karagümrük,free transfer,23/24
Vittorio Parigini,27,['Italy'],LW,€600k,Genoa CFC,Feralpisalò,free transfer,23/24
Gianluca Parodi,20,['Italy'],LB,€50k,Genoa CFC,FC Lumezzane,free transfer,23/24
Abdoulaye Touré,29,"['Guinea', 'France']",DM,€1.30m,Genoa CFC,Le Havre AC,free transfer,23/24
Kacper Zielski,20,['Poland'],CM,€25k,Genoa CFC,Raków Częstochowa II,free transfer,23/24
Nicholas Rizzo,23,"['Italy', 'Brazil']",CB,€200k,Genoa CFC,US Triestina,free transfer,23/24
Rok Vodisek,24,['Slovenia'],GK,€50k,Genoa CFC,NK Rogaska,free transfer,23/24
Stefano Sturaro,30,['Italy'],CM,€1.50m,Genoa CFC,Fatih Karagümrük,free transfer,23/24
Giuseppe Agostino,20,['Italy'],GK,€100k,Genoa CFC,US Triestina,?,23/24
Michele Besaggio,21,['Italy'],CM,€300k,Genoa CFC,Brescia Calcio (- 2025),?,23/24
Stefan Ilsanker,34,['Austria'],DM,€500k,Genoa CFC,Career break,-,23/24
Domenico Criscito,36,['Italy'],LB,€250k,Genoa CFC,Retired,-,23/24
Matteo Prati,19,['Italy'],DM,€1.00m,SPAL,Cagliari Calcio,€5.90m,23/24
Mateusz Wieteska,26,['Poland'],CB,€3.00m,Clermont Foot 63,Cagliari Calcio,€5.30m,23/24
Pantelis Hatzidiakos,26,"['Greece', 'Netherlands']",CB,€4.00m,AZ Alkmaar,Cagliari Calcio,€2.70m,23/24
Tommaso Augello,28,['Italy'],LB,€2.00m,UC Sampdoria,Cagliari Calcio,€2.40m,23/24
Simone Scuffet,27,['Italy'],GK,€2.00m,CFR Cluj,Cagliari Calcio,€2.00m,23/24
Alessandro Di Pardo,23,['Italy'],RB,€600k,Juventus Next Gen,Cagliari Calcio,€2.00m,23/24
Jakub Jankto,27,['Czech Republic'],LM,€1.00m,Getafe CF,Cagliari Calcio,€540k,23/24
Christian Travaglini,23,['Italy'],CB,€200k,Olbia Calcio 1905,Cagliari Calcio,€100k,23/24
Alberto Cerri,27,['Italy'],CF,€2.00m,Cagliari Calcio,Como 1907,€1.25m,23/24
Nunzio Lella,23,['Italy'],CM,€500k,Cagliari Calcio,Venezia FC,€800k,23/24
Edoardo Goldaniga,30,['Italy'],CB,€900k,Cagliari Calcio,Como 1907,€750k,23/24
Elio Capradossi,27,"['Uganda', 'Italy']",CB,€500k,Cagliari Calcio,Calcio Lecco 1912,free transfer,23/24
Antonio Barreca,28,['Italy'],LB,€800k,Cagliari Calcio,UC Sampdoria,free transfer,23/24
Eldin Lolic,19,"['Bosnia-Herzegovina', 'France']",GK,€75k,Cagliari Calcio,FK Tuzla City,free transfer,23/24
Vincenzo Millico,22,['Italy'],LW,€800k,Cagliari Calcio,Ascoli Calcio,free transfer,23/24
