Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,CK_In,CK_Out,CK_Str,Cmp,Off,Blocks,Season
505,Jean-Clair Todibo,FRA,['DF'],Nice,23,1999,29.5,2487,2417,69,52,3,7,12,12,0,0,0,0,2228,1,14,2023-2024
506,Corentin Tolisso,FRA,['MF'],Lyon,28,1994,19.3,1257,1201,51,32,7,9,36,17,0,0,0,0,1059,5,21,2023-2024
507,Abdoulaye Touré,GUI,['MF'],Le Havre,29,1994,25.4,1238,1219,14,9,1,6,4,3,0,0,0,0,1031,5,19,2023-2024
508,Souleymane Touré,FRA,['DF'],Lorient,20,2003,22.8,1280,1215,61,28,1,3,5,2,0,0,0,0,1144,4,8,2023-2024
509,Bénie Traoré,CIV,"['FW', 'MF']",Nantes,20,2002,5.6,148,129,18,3,4,0,20,2,6,2,3,0,99,1,11,2023-2024
510,Daouda Traoré,FRA,['MF'],Nice,17,2006,0.2,9,8,1,0,0,0,0,1,0,0,0,0,9,0,0,2023-2024
511,Ismaël Traoré,CIV,['DF'],Metz,36,1986,24.7,777,753,23,23,0,3,0,0,0,0,0,0,674,1,5,2023-2024
512,Adrien Truffert,FRA,['DF'],Rennes,21,2001,23.8,1333,1081,247,21,0,1,72,225,1,1,0,0,1047,5,29,2023-2024
513,Matthieu Udol,FRA,['DF'],Metz,27,1996,30.0,1300,1028,266,30,2,3,73,235,1,0,1,0,969,6,34,2023-2024
514,Manuel Ugarte,URU,['MF'],Paris S-G,22,2001,21.5,1331,1314,17,15,3,5,4,2,0,0,0,0,1214,0,13,2023-2024
515,Samuel Umtiti,FRA,['DF'],Lille,29,1993,2.1,165,157,8,6,0,1,0,1,0,0,0,0,156,0,1,2023-2024
516,Kévin Van Den Kerkhof,ALG,"['FW', 'MF']",Metz,27,1996,21.3,551,483,68,9,1,3,128,34,25,12,12,0,315,0,46,2023-2024
517,Vanderson,BRA,['DF'],Monaco,22,2001,18.2,992,841,149,15,2,7,48,132,2,0,1,0,734,2,25,2023-2024
518,Jordan Veretout,FRA,['MF'],Marseille,30,1993,24.3,1341,1207,128,45,6,8,114,9,72,29,28,0,1049,6,25,2023-2024
519,Alan Virginius,FRA,['FW'],Lille,20,2003,0.8,17,17,0,0,0,0,1,0,0,0,0,0,14,0,0,2023-2024
520,Alan Virginius,FRA,['FW'],Clermont Foot,20,2003,10.4,209,182,25,1,2,0,22,0,15,13,1,1,136,2,8,2023-2024
521,Vitinha,POR,['FW'],Marseille,23,2000,10.3,217,199,16,1,0,0,18,5,1,0,0,0,159,2,14,2023-2024
522,Vitinha,POR,['MF'],Paris S-G,23,2000,23.6,1850,1752,93,42,8,11,38,8,19,9,3,0,1659,5,25,2023-2024
523,Elye Wahi,FRA,['FW'],Montpellier,20,2003,0.2,6,5,1,0,0,0,0,0,0,0,0,0,6,0,0,2023-2024
524,Elye Wahi,FRA,['FW'],Lens,20,2003,18.8,295,258,36,0,1,1,10,0,0,0,0,0,214,1,8,2023-2024
525,Mateusz Wieteska,POL,['DF'],Clermont Foot,26,1997,1.9,114,107,7,6,0,0,0,0,0,0,0,0,89,0,2,2023-2024
526,Josh Wilson-Esbrand,ENG,"['DF', 'MF']",Reims,20,2002,5.1,252,205,43,2,1,0,12,41,0,0,0,0,186,4,6,2023-2024
527,Christopher Wooh,CMR,['DF'],Rennes,21,2001,15.4,789,746,42,34,1,4,2,2,0,0,0,0,675,1,8,2023-2024
528,Yusuf Yazıcı,TUR,"['MF', 'FW']",Lille,26,1997,14.6,489,457,29,10,1,1,19,1,7,2,4,0,377,3,14,2023-2024
529,Kelvin Yeboah,ITA,['FW'],Montpellier,23,2000,3.1,79,77,1,0,0,1,3,0,0,0,0,0,58,1,1,2023-2024
530,Bertuğ Yıldırım,TUR,['FW'],Rennes,21,2002,5.2,106,99,7,0,0,0,1,0,0,0,0,0,73,0,0,2023-2024
531,Darlin Yongwa,CMR,['DF'],Lorient,22,2000,12.9,614,499,112,11,1,0,76,100,1,0,1,0,421,3,29,2023-2024
532,Leny Yoro,FRA,['DF'],Lille,17,2005,29.7,1880,1796,83,47,0,12,1,4,0,0,0,0,1731,1,4,2023-2024
533,Etienne Youte Kinkoue,FRA,['DF'],Le Havre,21,2002,21.6,962,892,70,45,0,4,0,2,0,0,0,0,833,0,2,2023-2024
534,Yoram Zague,FRA,['DF'],Paris S-G,17,2006,4.1,334,307,26,2,0,0,2,24,0,0,0,0,304,1,4,2023-2024
535,Warren Zaïre-Emery,FRA,"['MF', 'DF']",Paris S-G,17,2006,21.8,1428,1367,56,14,2,8,8,33,0,0,0,0,1311,5,24,2023-2024
536,Denis Zakaria,SUI,"['MF', 'DF']",Monaco,26,1996,23.7,1184,1159,25,22,2,3,9,3,0,0,0,0,1081,0,14,2023-2024
537,Mehdi Zeffane,ALG,"['DF', 'MF']",Clermont Foot,31,1992,13.7,666,574,90,12,3,2,42,74,4,1,0,0,500,2,11,2023-2024
538,Nathan Zeze,FRA,['DF'],Nantes,18,2005,11.4,481,471,10,8,0,2,1,2,0,0,0,0,407,0,4,2023-2024
539,Edon Zhegrova,KVX,['FW'],Lille,24,1999,25.4,1043,905,137,24,1,3,174,28,85,34,30,0,764,1,33,2023-2024
540,Luck Zogbé,CIV,['DF'],Brest,18,2005,0.1,7,6,1,0,0,0,0,1,0,0,0,0,5,0,0,2023-2024
