Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Sh,GCA_Fld,GCA_Def,Season
52,Myron Boadu,NED,['FW'],Bochum,23,2001,11.6,30,2.59,22,0,4,1,3,0,3,0.26,1,0,2,0,0,0,2024-2025
53,Sacha Boey,FRA,['DF'],Bayern Munich,23,2000,6.6,11,1.67,8,0,2,0,1,0,3,0.46,2,0,1,0,0,0,2024-2025
54,Victor Boniface,NGA,['FW'],Leverkusen,23,2000,11.2,32,2.86,19,0,5,8,0,0,3,0.27,1,0,2,0,0,0,2024-2025
55,Sebastiaan Bornauw,BEL,['DF'],Wolfsburg,25,1999,8.8,4,0.46,3,0,0,1,0,0,1,0.11,0,0,0,1,0,0,2024-2025
56,Carlo Boukhalfa,MAR,['MF'],St. Pauli,25,1999,18.3,36,1.97,25,0,1,6,3,1,2,0.11,2,0,0,0,0,0,2024-2025
57,Julian Brandt,GER,['MF'],Dortmund,28,1996,25.6,102,3.99,89,6,2,5,0,0,14,0.55,13,1,0,0,0,0,2024-2025
58,Tim Breithaupt,GER,['MF'],Augsburg,22,2002,1.3,3,2.25,3,0,0,0,0,0,2,1.50,2,0,0,0,0,0,2024-2025
59,Maximilian Breunig,GER,"['FW', 'MF']",Heidenheim,23,2000,3.9,8,2.06,5,1,1,1,0,0,0,0.00,0,0,0,0,0,0,2024-2025
60,Moritz Broschinski,GER,"['FW', 'MF']",Bochum,23,2000,15.4,36,2.33,27,0,3,4,2,0,4,0.26,2,0,1,1,0,0,2024-2025
61,Nathaniel Brown,GER,"['DF', 'MF']",Eint Frankfurt,21,2003,21.6,64,2.96,44,16,0,2,2,0,11,0.51,7,3,0,1,0,0,2024-2025
62,Jacob Bruun Larsen,DEN,"['FW', 'MF']",Hoffenheim,25,1998,4.4,19,4.29,12,1,2,4,0,0,4,0.90,2,0,1,1,0,0,2024-2025
63,Jacob Bruun Larsen,DEN,"['MF', 'FW']",Stuttgart,25,1998,4.6,19,4.12,14,1,1,3,0,0,0,0.00,0,0,0,0,0,0,2024-2025
64,Emi Buendía,ARG,['MF'],Leverkusen,27,1996,2.9,12,4.17,6,0,1,3,2,0,1,0.35,0,0,0,1,0,0,2024-2025
65,Marius Bülter,GER,"['FW', 'DF']",Hoffenheim,31,1993,19.2,48,2.50,34,0,3,3,7,1,7,0.36,4,0,2,0,1,0,2024-2025
66,Jonathan Burkardt,GER,['FW'],Mainz 05,24,2000,23.4,54,2.31,41,0,3,6,4,0,8,0.34,6,0,0,1,1,0,2024-2025
67,Oliver Burke,SCO,['FW'],Werder Bremen,27,1997,10.1,33,3.27,24,1,2,4,1,1,2,0.20,0,1,0,0,0,1,2024-2025
68,Marnon Busch,GER,"['DF', 'MF']",Heidenheim,29,1994,15.5,27,1.74,21,4,0,2,0,0,1,0.06,0,0,0,1,0,0,2024-2025
69,Anthony Caci,FRA,['DF'],Mainz 05,27,1997,29.8,95,3.18,73,17,2,2,0,1,11,0.37,11,0,0,0,0,0,2024-2025
70,Cole Campbell,USA,"['MF', 'FW']",Dortmund,18,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
71,Emre Can,GER,"['DF', 'MF']",Dortmund,30,1994,23.4,32,1.37,28,0,0,2,1,1,2,0.09,2,0,0,0,0,0,2024-2025
72,Tiago Cardoso,LUX,['GK'],Gladbach,18,2006,4.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
73,Abdoulie Ceesay,GAM,['FW'],St. Pauli,20,2004,0.7,1,1.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
74,Julian Chabot,GER,['DF'],Stuttgart,26,1998,25.2,24,0.95,21,1,0,2,0,0,2,0.08,2,0,0,0,0,0,2024-2025
75,El Chadaille Bitshiabu,FRA,['DF'],RB Leipzig,19,2005,12.6,14,1.11,12,0,1,0,0,1,1,0.08,1,0,0,0,0,0,2024-2025
76,Fares Chaïbi,ALG,"['MF', 'FW']",Eint Frankfurt,21,2002,11.3,50,4.43,32,10,1,5,1,1,7,0.62,6,1,0,0,0,0,2024-2025
77,Timothy Chandler,USA,['DF'],Eint Frankfurt,34,1990,0.3,1,3.75,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
78,Anrie Chase,JPN,['DF'],Stuttgart,20,2004,8.2,8,0.98,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2024-2025
79,Arthur Chaves,BRA,['DF'],Hoffenheim,23,2001,24.3,23,0.95,19,0,0,2,1,1,1,0.04,0,0,0,1,0,0,2024-2025
80,Fabio Chiarodia,ITA,['DF'],Gladbach,19,2005,4.2,2,0.47,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
81,Carney Chukwuemeka,ENG,['MF'],Dortmund,20,2003,2.8,20,7.11,18,0,1,1,0,0,4,1.42,4,0,0,0,0,0,2024-2025
82,Alexis Claude-Maurice,FRA,"['MF', 'FW']",Augsburg,26,1998,23.4,77,3.29,54,1,8,3,11,0,6,0.26,3,0,1,0,2,0,2024-2025
83,Nnamdi Collins,GER,['DF'],Eint Frankfurt,20,2004,16.5,9,0.54,7,0,2,0,0,0,3,0.18,1,0,2,0,0,0,2024-2025
84,Kingsley Coman,FRA,['FW'],Bayern Munich,28,1996,14.2,81,5.68,60,0,14,5,2,0,11,0.77,6,0,3,1,1,0,2024-2025
85,Sirlord Conteh,GER,"['FW', 'MF']",Heidenheim,28,1996,9.9,28,2.82,24,0,1,0,3,0,4,0.40,4,0,0,0,0,0,2024-2025
86,Danny da Costa,GER,['DF'],Mainz 05,31,1993,22.3,31,1.39,29,0,1,0,0,1,3,0.13,3,0,0,0,0,0,2024-2025
87,Yan Couto,BRA,"['DF', 'FW']",Dortmund,22,2002,9.9,29,2.92,26,0,2,1,0,0,2,0.20,2,0,0,0,0,0,2024-2025
88,Tomáš Čvančara,CZE,['FW'],Gladbach,23,2000,9.2,15,1.62,13,0,0,1,1,0,1,0.11,1,0,0,0,0,0,2024-2025
89,Finn Dahmen,GER,['GK'],Augsburg,26,1998,19.0,2,0.11,2,0,0,0,0,0,1,0.05,1,0,0,0,0,0,2024-2025
90,Thomas Dähne,GER,['GK'],Holstein Kiel,30,1994,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
91,Mahmoud Dahoud,GER,['MF'],Eint Frankfurt,28,1996,4.0,13,3.21,10,0,0,2,0,1,2,0.49,1,0,0,0,0,1,2024-2025
92,Ameen Al-Dakhil,BEL,['DF'],Stuttgart,22,2002,4.8,4,0.83,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2024-2025
93,Bence Dárdai,HUN,['MF'],Wolfsburg,18,2006,14.5,24,1.66,17,0,0,4,3,0,2,0.14,1,0,0,0,1,0,2024-2025
94,Lukas Daschner,GER,"['MF', 'FW']",Bochum,25,1998,4.6,10,2.18,7,2,1,0,0,0,1,0.22,1,0,0,0,0,0,2024-2025
95,Alphonso Davies,CAN,['DF'],Bayern Munich,23,2000,17.3,61,3.52,52,0,4,3,2,0,8,0.46,6,0,1,1,0,0,2024-2025
96,Olivier Deman,BEL,['DF'],Werder Bremen,24,2000,0.7,1,1.34,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
97,Ermedin Demirović,BIH,['FW'],Stuttgart,26,1998,20.6,47,2.28,35,0,2,7,3,0,7,0.34,4,0,0,2,1,0,2024-2025
98,Justin Diehl,GER,"['FW', 'DF']",Stuttgart,19,2004,1.2,4,3.46,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
99,Eric Dier,ENG,['DF'],Bayern Munich,30,1994,16.3,13,0.80,11,0,0,2,0,0,2,0.12,1,0,0,1,0,0,2024-2025
100,Junior Dina Ebimbe,FRA,"['MF', 'FW']",Eint Frankfurt,23,2000,3.3,6,1.85,2,0,0,2,2,0,1,0.31,1,0,0,0,0,0,2024-2025
101,Eren Dinkçi,GER,"['MF', 'FW']",Freiburg,22,2001,13.3,43,3.23,36,0,3,1,2,1,5,0.38,5,0,0,0,0,0,2024-2025
102,Ritsu Doan,JPN,"['FW', 'MF']",Freiburg,26,1998,31.8,111,3.49,68,2,14,9,15,3,16,0.50,11,1,1,1,1,1,2024-2025
103,Danilho Doekhi,NED,['DF'],Union Berlin,26,1998,34.0,32,0.94,21,0,0,8,2,1,4,0.12,2,0,0,2,0,0,2024-2025
104,Niklas Dorsch,GER,['MF'],Augsburg,26,1998,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
105,Niklas Dorsch,GER,['MF'],Heidenheim,26,1998,14.8,35,2.36,22,10,0,0,1,2,2,0.13,2,0,0,0,0,0,2024-2025
106,Patrick Drewes,GER,['GK'],Bochum,31,1993,21.0,2,0.10,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
107,Tim Drexler,GER,['DF'],Hoffenheim,19,2005,4.0,6,1.51,6,0,0,0,0,0,1,0.25,1,0,0,0,0,0,2024-2025
108,Marvin Ducksch,GER,['FW'],Werder Bremen,30,1994,26.9,103,3.83,58,37,1,6,0,1,12,0.45,9,2,0,1,0,0,2024-2025
109,Julien Duranville,BEL,"['FW', 'MF']",Dortmund,18,2006,3.1,7,2.21,3,0,0,0,4,0,1,0.32,0,0,0,0,1,0,2024-2025
110,Adam Dźwigała,POL,"['DF', 'MF']",St. Pauli,28,1995,4.1,5,1.21,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
111,Johannes Eggestein,GER,['FW'],St. Pauli,26,1998,20.6,43,2.09,36,0,0,4,2,1,4,0.19,4,0,0,0,0,0,2024-2025
112,Maximilian Eggestein,GER,['MF'],Freiburg,27,1996,31.6,51,1.61,42,0,1,3,4,1,5,0.16,5,0,0,0,0,0,2024-2025
113,Hugo Ekitike,FRA,['FW'],Eint Frankfurt,22,2002,28.5,101,3.55,63,0,14,20,4,0,12,0.42,9,0,2,0,1,0,2024-2025
114,Elif Elmas,MKD,['MF'],RB Leipzig,24,1999,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
115,Nico Elvedi,SUI,['DF'],Gladbach,27,1996,23.7,16,0.67,15,0,0,1,0,0,4,0.17,3,0,0,1,0,0,2024-2025
116,Arne Engels,BEL,"['MF', 'FW']",Augsburg,20,2003,0.9,1,1.14,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2024-2025
117,Patrick Erras,GER,['DF'],Holstein Kiel,29,1995,9.2,8,0.87,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
118,Samuel Essende,COD,['FW'],Augsburg,26,1998,18.2,27,1.48,14,1,3,4,5,0,3,0.16,2,0,1,0,0,0,2024-2025
119,Frank Feller,GER,['GK'],Heidenheim,20,2004,1.3,1,0.74,0,1,0,0,0,0,1,0.74,0,1,0,0,0,0,2024-2025
120,Kilian Fischer,GER,['DF'],Wolfsburg,23,2000,25.5,39,1.53,33,4,0,1,0,1,2,0.08,2,0,0,0,0,0,2024-2025
121,Jonas Föhrenbach,GER,['DF'],Heidenheim,28,1996,20.4,34,1.67,30,1,1,1,1,0,4,0.20,3,1,0,0,0,0,2024-2025
122,Marco Friedl,AUT,['DF'],Werder Bremen,26,1998,24.0,13,0.54,9,2,0,2,0,0,0,0.00,0,0,0,0,0,0,2024-2025
123,Marvin Friedrich,GER,['DF'],Gladbach,28,1995,11.0,9,0.82,8,0,0,1,0,0,1,0.09,0,0,0,1,0,0,2024-2025
124,Jeremie Frimpong,NED,"['DF', 'MF']",Leverkusen,23,2000,25.7,66,2.57,53,0,3,4,3,3,11,0.43,7,0,1,1,1,1,2024-2025
125,Chris Führich,GER,"['MF', 'FW']",Stuttgart,26,1998,22.0,85,3.86,68,6,4,7,0,0,8,0.36,6,1,0,1,0,0,2024-2025
126,Shiō Fukuda,JPN,['FW'],Gladbach,20,2004,0.7,2,3.00,2,0,0,0,0,0,1,1.50,1,0,0,0,0,0,2024-2025
127,Cristian Gamboa,CRC,['DF'],Bochum,34,1989,2.5,6,2.39,4,0,0,0,2,0,0,0.00,0,0,0,0,0,0,2024-2025
128,Aleix García,ESP,['MF'],Leverkusen,27,1997,16.2,60,3.71,39,16,0,4,0,1,10,0.62,5,3,0,2,0,0,2024-2025
129,Viggo Gebel,GER,['MF'],RB Leipzig,16,2007,0.2,1,6.43,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2024-2025
130,Lutsharel Geertruida,NED,['DF'],RB Leipzig,24,2000,17.3,25,1.45,22,1,0,0,0,2,1,0.06,1,0,0,0,0,0,2024-2025
131,Dennis Geiger,GER,"['MF', 'FW']",Hoffenheim,26,1998,8.2,26,3.18,23,1,1,0,1,0,0,0.00,0,0,0,0,0,0,2024-2025
132,Valentin Gendrey,FRA,['DF'],Hoffenheim,24,2000,15.7,37,2.36,27,5,1,2,2,0,4,0.25,1,2,0,0,1,0,2024-2025
133,Yannick Gerhardt,GER,"['MF', 'DF']",Wolfsburg,30,1994,16.9,29,1.72,23,0,1,1,4,0,2,0.12,1,0,0,0,1,0,2024-2025
134,Max Geschwill,GER,['DF'],Holstein Kiel,23,2001,14.2,24,1.68,18,2,0,2,0,2,2,0.14,1,0,0,0,0,1,2024-2025
135,Dimitris Giannoulis,GRE,['DF'],Augsburg,28,1995,29.4,76,2.58,66,4,2,2,1,1,6,0.20,5,0,0,1,0,0,2024-2025
136,Armin Gigovic,BIH,['MF'],Holstein Kiel,22,2002,21.1,39,1.85,29,2,1,1,6,0,7,0.33,3,1,1,0,2,0,2024-2025
137,Benedikt Gimber,GER,['DF'],Heidenheim,27,1997,29.7,15,0.51,12,0,0,1,1,1,1,0.03,0,0,0,0,1,0,2024-2025
138,Matthias Ginter,GER,['DF'],Freiburg,30,1994,28.5,27,0.95,20,2,0,3,2,0,4,0.14,3,0,0,0,1,0,2024-2025
139,Jamie Gittens,ENG,"['FW', 'MF']",Dortmund,19,2004,19.7,73,3.70,34,0,29,7,3,0,10,0.51,4,0,6,0,0,0,2024-2025
140,Serge Gnabry,GER,"['FW', 'MF']",Bayern Munich,29,1995,13.8,56,4.06,44,0,8,2,0,2,13,0.94,8,0,4,0,0,1,2024-2025
141,Tidiam Gomis,FRA,"['MF', 'FW']",RB Leipzig,17,2006,1.7,9,5.33,6,0,2,1,0,0,1,0.59,1,0,0,0,0,0,2024-2025
142,Leon Goretzka,GER,"['MF', 'DF']",Bayern Munich,29,1995,14.7,28,1.90,21,0,2,2,1,2,2,0.14,2,0,0,0,0,0,2024-2025
143,Robin Gosens,GER,['DF'],Union Berlin,30,1994,1.0,5,5.00,3,0,0,1,0,1,1,1.00,1,0,0,0,0,0,2024-2025
144,Mario Götze,GER,"['MF', 'FW']",Eint Frankfurt,32,1992,17.1,58,3.39,54,3,0,0,1,0,3,0.18,3,0,0,0,0,0,2024-2025
145,Jeffrey Gouweleeuw,NED,['DF'],Augsburg,33,1991,32.7,34,1.04,29,4,0,0,0,1,5,0.15,3,1,0,0,0,1,2024-2025
146,Kamil Grabara,POL,['GK'],Wolfsburg,25,1999,28.7,6,0.21,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
147,Michael Gregoritsch,AUT,['FW'],Freiburg,30,1994,7.1,19,2.67,15,0,1,2,0,1,5,0.70,3,0,0,2,0,0,2024-2025
148,Vincenzo Grifo,ITA,"['FW', 'MF']",Freiburg,31,1993,27.0,121,4.48,69,33,6,12,1,0,15,0.56,10,4,1,0,0,0,2024-2025
149,Florian Grillitsch,AUT,['MF'],Hoffenheim,28,1995,6.7,17,2.55,17,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
150,Álex Grimaldo,ESP,['DF'],Leverkusen,28,1995,29.3,129,4.40,72,41,6,7,3,0,11,0.38,5,4,0,1,1,0,2024-2025
151,Pascal Groß,GER,"['MF', 'DF']",Dortmund,33,1991,25.9,96,3.71,58,29,1,6,1,1,17,0.66,14,0,1,1,0,1,2024-2025
152,Marco Grüll,AUT,"['FW', 'MF']",Werder Bremen,26,1998,13.1,41,3.13,29,0,3,4,5,0,5,0.38,2,0,0,1,2,0,2024-2025
153,Raphaël Guerreiro,POR,"['DF', 'MF']",Bayern Munich,30,1993,17.5,54,3.09,49,3,0,2,0,0,10,0.57,8,0,0,2,0,0,2024-2025
154,Morgan Guilavogui,GUI,"['FW', 'MF']",St. Pauli,26,1998,20.1,52,2.59,38,0,7,3,2,2,4,0.20,2,0,1,1,0,0,2024-2025
155,Serhou Guirassy,GUI,['FW'],Dortmund,28,1996,28.9,53,1.84,36,0,1,10,6,0,10,0.35,5,0,0,3,2,0,2024-2025
156,Péter Gulácsi,HUN,['GK'],RB Leipzig,34,1990,29.2,2,0.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
157,Robert Gumny,POL,['DF'],Augsburg,26,1998,3.0,8,2.66,5,2,0,0,1,0,0,0.00,0,0,0,0,0,0,2024-2025
158,Christian Günter,GER,['DF'],Freiburg,31,1993,25.7,53,2.06,40,8,0,3,2,0,4,0.16,3,1,0,0,0,0,2024-2025
159,Janik Haberer,GER,"['MF', 'DF']",Union Berlin,30,1994,18.8,34,1.80,27,1,0,3,3,0,1,0.05,1,0,0,0,0,0,2024-2025
160,Robin Hack,GER,"['FW', 'MF']",Gladbach,25,1998,24.1,75,3.11,56,6,3,6,3,1,11,0.46,10,0,0,0,1,0,2024-2025
161,Amadou Haidara,MLI,['MF'],RB Leipzig,26,1998,14.7,29,1.98,26,0,0,2,1,0,3,0.20,2,0,0,1,0,0,2024-2025
162,Andreas Hanche-Olsen,NOR,['DF'],Mainz 05,27,1997,14.3,5,0.35,3,0,0,2,0,0,1,0.07,1,0,0,0,0,0,2024-2025
163,Phil Harres,GER,['FW'],Holstein Kiel,22,2002,17.2,22,1.28,14,0,0,4,4,0,5,0.29,1,0,0,2,2,0,2024-2025
164,Ramon Hendriks,NED,['DF'],Stuttgart,23,2001,12.8,13,1.01,8,3,1,1,0,0,2,0.16,2,0,0,0,0,0,2024-2025
165,Paul Hennrich,GER,['MF'],Hoffenheim,19,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
166,Benjamin Henrichs,GER,['DF'],RB Leipzig,27,1997,10.4,20,1.93,18,1,0,1,0,0,4,0.39,4,0,0,0,0,0,2024-2025
167,Mario Hermoso,ESP,['DF'],Leverkusen,29,1995,3.3,5,1.54,2,0,0,3,0,0,0,0.00,0,0,0,0,0,0,2024-2025
168,Piero Hincapié,ECU,['DF'],Leverkusen,22,2002,29.7,35,1.18,27,1,0,6,0,1,3,0.10,3,0,0,0,0,0,2024-2025
169,Adam Hložek,CZE,"['FW', 'MF']",Hoffenheim,22,2002,20.8,57,2.74,41,1,7,4,4,0,10,0.48,6,1,2,1,0,0,2024-2025
170,Nicolas Höfler,GER,['MF'],Freiburg,34,1990,8.8,13,1.47,12,0,0,0,1,0,1,0.11,1,0,0,0,0,0,2024-2025
171,Jonas Hofmann,GER,"['MF', 'DF']",Leverkusen,32,1992,4.0,16,4.04,13,1,0,1,1,0,1,0.25,1,0,0,0,0,0,2024-2025
