Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Sh,GCA_Fld,GCA_Def,Season
300,Alexander Meyer,GER,['GK'],Dortmund,32,1991,7.7,1,0.13,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
301,Sven Michel,GER,"['FW', 'MF']",Augsburg,33,1990,6.5,16,2.47,13,0,1,1,0,1,3,0.46,3,0,0,0,0,0,2023-2024
302,Enzo Millot,FRA,"['MF', 'FW']",Stuttgart,21,2002,24.9,82,3.29,63,1,8,5,4,1,11,0.44,7,0,2,1,1,0,2023-2024
303,Jovan Milošević,SRB,"['FW', 'MF']",Stuttgart,18,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
304,Kim Min-jae,KOR,['DF'],Bayern Munich,26,1996,21.9,26,1.19,24,1,0,0,0,1,3,0.14,3,0,0,0,0,0,2023-2024
305,Maximilian Mittelstädt,GER,['DF'],Stuttgart,26,1997,23.4,62,2.65,53,5,0,3,0,1,8,0.34,8,0,0,0,0,0,2023-2024
306,Marko Mladenović,SRB,['MF'],Eint Frankfurt,18,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
307,Max Moerstedt,GER,"['DF', 'FW']",Hoffenheim,17,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
308,Mateu Morey,ESP,['DF'],Dortmund,23,2000,1.2,5,4.09,4,1,0,0,0,0,1,0.82,1,0,0,0,0,0,2023-2024
309,Youssoufa Moukoko,GER,['FW'],Dortmund,18,2004,6.9,13,1.87,10,0,2,0,1,0,2,0.29,2,0,0,0,0,0,2023-2024
310,Andreas Müller,GER,['MF'],Darmstadt 98,23,2000,3.9,5,1.29,5,0,0,0,0,0,1,0.26,1,0,0,0,0,0,2023-2024
311,Jannik Müller,GER,"['DF', 'MF']",Darmstadt 98,29,1994,12.6,11,0.87,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
312,Kevin Müller,GER,['GK'],Heidenheim,32,1991,34.0,5,0.15,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
313,Marcus Müller,GER,['MF'],Mainz 05,20,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
314,Thomas Müller,GER,"['MF', 'FW']",Bayern Munich,33,1989,18.4,96,5.22,81,0,1,7,5,2,14,0.76,12,0,0,0,1,1,2023-2024
315,Jamal Musiala,GER,"['MF', 'FW']",Bayern Munich,20,2003,19.5,106,5.44,75,0,12,10,6,3,18,0.92,13,0,3,1,1,0,2023-2024
316,Florent Muslija,KVX,"['MF', 'FW']",Freiburg,25,1998,1.2,9,7.71,5,2,1,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
317,Phillipp Mwene,AUT,['DF'],Mainz 05,29,1994,22.2,56,2.52,37,10,4,2,2,1,2,0.09,2,0,0,0,0,0,2023-2024
318,Joakim Mæhle,DEN,"['DF', 'MF']",Wolfsburg,26,1997,27.2,68,2.50,56,3,6,1,1,1,10,0.37,7,1,1,1,0,0,2023-2024
319,Nathan N'Goumou,CMR,"['FW', 'MF']",Gladbach,23,2000,15.4,42,2.73,27,0,8,4,3,0,4,0.26,3,0,0,1,0,0,2023-2024
320,Stanley N'Soki,FRA,['DF'],Hoffenheim,24,1999,7.0,4,0.57,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
321,Luca Netz,GER,['DF'],Gladbach,20,2003,24.7,70,2.83,49,13,3,4,0,1,8,0.32,7,1,0,0,0,0,2023-2024
322,Manuel Neuer,GER,['GK'],Bayern Munich,37,1986,22.8,4,0.18,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
323,Florian Neuhaus,GER,['MF'],Gladbach,26,1997,13.6,47,3.46,36,0,2,9,0,0,5,0.37,5,0,0,0,0,0,2023-2024
324,Jessic Ngankam,GER,"['FW', 'MF']",Mainz 05,23,2000,2.0,7,3.42,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0,2023-2024
325,Jessic Ngankam,GER,['FW'],Eint Frankfurt,23,2000,3.1,4,1.29,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
326,Moritz Nicolas,GER,['GK'],Gladbach,25,1997,27.0,9,0.33,7,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
327,Justin Njinmah,GER,['FW'],Werder Bremen,22,2000,11.3,32,2.83,23,0,7,1,1,0,4,0.35,3,0,1,0,0,0,2023-2024
328,Niels Nkounkou,FRA,"['DF', 'MF']",Eint Frankfurt,22,2000,14.5,45,3.09,28,6,8,1,0,2,4,0.27,3,1,0,0,0,0,2023-2024
329,Felix Nmecha,GER,['MF'],Dortmund,22,2000,11.3,35,3.09,26,0,2,4,3,0,3,0.26,2,0,0,1,0,0,2023-2024
330,Lukas Nmecha,GER,['FW'],Wolfsburg,24,1998,0.5,2,4.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
331,Jonathan Norbye,NOR,['MF'],RB Leipzig,16,2007,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
332,Alexander Nübel,GER,['GK'],Stuttgart,26,1996,30.0,3,0.10,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,2023-2024
333,Kasim Nuhu,GHA,['DF'],Hoffenheim,28,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
334,Fabian Nürnberger,BUL,"['DF', 'MF']",Darmstadt 98,24,1999,16.8,52,3.09,39,7,1,3,1,1,3,0.18,2,0,0,0,1,0,2023-2024
335,Tim Oermann,GER,['DF'],Bochum,19,2003,7.9,10,1.26,6,3,0,1,0,0,1,0.13,1,0,0,0,0,0,2023-2024
336,Masaya Okugawa,JPN,"['FW', 'DF']",Augsburg,27,1996,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
337,Finn Ole Becker,GER,['MF'],Hoffenheim,23,2000,6.7,17,2.52,15,0,0,1,1,0,2,0.30,1,0,0,1,0,0,2023-2024
338,Mathias Olesen,LUX,"['MF', 'FW']",Köln,22,2001,1.2,2,1.61,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
339,Dani Olmo,ESP,['MF'],RB Leipzig,25,1998,16.1,61,3.79,44,0,3,9,3,2,8,0.50,8,0,0,0,0,0,2023-2024
340,Jonas Omlin,SUI,['GK'],Gladbach,29,1994,7.0,2,0.29,1,1,0,0,0,0,2,0.29,1,1,0,0,0,0,2023-2024
341,Karim Onisiwo,AUT,"['FW', 'MF']",Mainz 05,31,1992,16.6,51,3.07,29,0,5,9,8,0,7,0.42,3,0,1,3,0,0,2023-2024
342,Loïs Openda,BEL,['FW'],RB Leipzig,23,2000,30.0,84,2.80,58,0,7,11,7,1,13,0.43,10,0,1,1,1,0,2023-2024
343,Leon Opitz,GER,"['FW', 'DF']",Werder Bremen,18,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
344,Willi Orban,HUN,['DF'],RB Leipzig,30,1992,17.6,22,1.25,22,0,0,0,0,0,4,0.23,4,0,0,0,0,0,2023-2024
345,Ivan Ordets,UKR,['DF'],Bochum,31,1992,20.9,12,0.57,10,0,0,1,1,0,1,0.05,0,0,0,0,1,0,2023-2024
346,Patrick Osterhage,GER,['MF'],Bochum,23,2000,20.7,49,2.37,40,1,3,1,3,1,3,0.15,2,0,1,0,0,0,2023-2024
347,Salih Özcan,TUR,['MF'],Dortmund,25,1998,13.2,23,1.75,22,0,0,0,1,0,4,0.30,4,0,0,0,0,0,2023-2024
348,Willian Pacho,ECU,['DF'],Eint Frankfurt,21,2001,33.0,30,0.91,26,0,0,2,1,1,5,0.15,5,0,0,0,0,0,2023-2024
349,Gonçalo Paciência,POR,"['FW', 'MF']",Bochum,28,1994,7.2,30,4.15,11,1,4,9,5,0,0,0.00,0,0,0,0,0,0,2023-2024
350,Exequiel Palacios,ARG,['MF'],Leverkusen,24,1998,20.3,53,2.60,47,0,2,1,2,1,7,0.34,7,0,0,0,0,0,2023-2024
351,Miloš Pantović,SRB,['MF'],Union Berlin,27,1996,0.2,1,6.00,0,0,1,0,0,0,1,6.00,0,0,1,0,0,0,2023-2024
352,Antonios Papadopoulos,GER,['DF'],Dortmund,23,1999,1.3,2,1.54,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
353,Merveille Papela,GER,"['MF', 'DF']",Mainz 05,22,2001,2.9,7,2.45,5,0,1,0,0,1,0,0.00,0,0,0,0,0,0,2023-2024
354,Leart Paqarada,KVX,['DF'],Köln,28,1994,11.9,45,3.76,27,17,0,0,0,1,1,0.08,1,0,0,0,0,0,2023-2024
355,Kevin Paredes,USA,"['FW', 'MF']",Wolfsburg,20,2003,15.9,46,2.89,35,0,4,2,5,0,5,0.31,5,0,0,0,0,0,2023-2024
356,Felix Passlack,GER,['DF'],Bochum,25,1998,10.7,30,2.82,20,5,2,1,1,1,2,0.19,2,0,0,0,0,0,2023-2024
357,Jiří Pavlenka,CZE,['GK'],Werder Bremen,31,1992,7.0,3,0.43,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
358,Aleksandar Pavlovic,GER,['MF'],Bayern Munich,19,2004,13.6,40,2.93,31,6,1,0,1,1,6,0.44,3,1,0,0,1,1,2023-2024
359,Mads Pedersen,DEN,['DF'],Augsburg,26,1996,19.8,38,1.92,25,3,3,3,3,1,3,0.15,3,0,0,0,0,0,2023-2024
360,Jordan Pefok,USA,['FW'],Gladbach,27,1996,15.8,35,2.22,25,0,2,5,3,0,6,0.38,4,0,0,1,1,0,2023-2024
361,Jordan Pefok,USA,['FW'],Union Berlin,27,1996,0.3,1,3.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
362,Dženan Pejčinović,GER,['FW'],Wolfsburg,18,2005,0.4,2,4.86,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
363,Daniel Peretz,ISR,['GK'],Bayern Munich,23,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
364,Matteo Perez Vinlöf,SWE,['FW'],Bayern Munich,17,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
365,Pavao Pervan,AUT,['GK'],Wolfsburg,35,1987,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
366,Jens Petter Hauge,NOR,"['MF', 'FW']",Eint Frankfurt,23,1999,1.6,3,1.84,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
367,Luca Pfeiffer,GER,"['FW', 'MF']",Darmstadt 98,26,1996,18.0,49,2.73,33,1,2,8,5,0,6,0.33,4,0,0,2,0,0,2023-2024
368,Patric Pfeiffer,GER,['DF'],Augsburg,23,1999,5.7,7,1.23,4,0,0,3,0,0,1,0.18,1,0,0,0,0,0,2023-2024
369,Maximilian Philipp,GER,"['FW', 'MF']",Freiburg,29,1994,3.6,8,2.22,7,0,0,1,0,0,1,0.28,0,0,0,1,0,0,2023-2024
370,Florian Pick,GER,"['MF', 'FW']",Heidenheim,27,1995,3.6,17,4.65,9,4,4,0,0,0,1,0.27,1,0,0,0,0,0,2023-2024
371,Amos Pieper,GER,['DF'],Werder Bremen,25,1998,6.6,6,0.92,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
372,Marvin Pieringer,GER,"['MF', 'FW']",Heidenheim,23,1999,16.8,29,1.72,23,0,1,3,2,0,4,0.24,3,0,0,1,0,0,2023-2024
373,Alassane Pléa,FRA,"['FW', 'MF']",Gladbach,30,1993,21.3,77,3.62,55,6,5,4,7,0,11,0.52,7,1,2,0,1,0,2023-2024
374,Ole Pohlmann,GER,['MF'],Dortmund,22,2001,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
375,Sebastian Polter,GER,['FW'],Darmstadt 98,32,1991,5.0,10,2.02,7,1,0,1,1,0,2,0.40,2,0,0,0,0,0,2023-2024
376,Yussuf Poulsen,DEN,['FW'],RB Leipzig,29,1994,13.5,37,2.74,25,0,4,4,4,0,5,0.37,4,0,1,0,0,0,2023-2024
377,Grischa Prömel,GER,['MF'],Hoffenheim,28,1995,23.8,44,1.85,33,0,2,4,3,2,8,0.34,7,0,0,1,0,0,2023-2024
378,Gustavo Puerta,COL,"['DF', 'MF']",Leverkusen,20,2003,0.5,2,3.91,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
379,Luca Raimund,GER,"['FW', 'MF']",Stuttgart,18,2005,0.3,3,9.00,1,0,0,2,0,0,0,0.00,0,0,0,0,0,0,2023-2024
380,Grant Ranos,ARM,"['MF', 'FW']",Gladbach,20,2003,0.5,2,3.60,2,0,0,0,0,0,1,1.80,1,0,0,0,0,0,2023-2024
381,Nicolai Rapp,GER,['DF'],Werder Bremen,26,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
382,David Raum,GER,['DF'],RB Leipzig,25,1998,30.4,101,3.32,58,35,6,1,1,0,13,0.43,5,6,2,0,0,0,2023-2024
383,Rocco Reitz,GER,['MF'],Gladbach,21,2002,23.7,63,2.66,42,0,7,5,4,5,8,0.34,5,0,2,0,0,1,2023-2024
384,Marco Reus,GER,"['MF', 'FW']",Dortmund,34,1989,17.8,69,3.88,45,7,1,8,6,2,10,0.56,4,2,0,1,2,1,2023-2024
385,Elvis Rexhbeçaj,KVX,['MF'],Augsburg,25,1997,22.1,41,1.86,31,2,2,3,3,0,1,0.05,1,0,0,0,0,0,2023-2024
386,Gio Reyna,USA,"['MF', 'FW']",Dortmund,20,2002,3.1,25,8.04,17,0,2,3,2,1,2,0.64,2,0,0,0,0,0,2023-2024
387,Marco Richter,GER,"['MF', 'FW']",Mainz 05,25,1997,8.0,28,3.51,14,5,2,5,2,0,1,0.13,0,1,0,0,0,0,2023-2024
388,Clemens Riedel,GER,['DF'],Darmstadt 98,20,2003,8.4,20,2.38,13,1,2,3,0,1,2,0.24,2,0,0,0,0,0,2023-2024
389,Manuel Riemann,GER,['GK'],Bochum,34,1988,33.0,29,0.88,21,8,0,0,0,0,3,0.09,2,1,0,0,0,0,2023-2024
390,Sebastian Rode,GER,['MF'],Eint Frankfurt,32,1990,0.7,3,4.43,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
391,Rogério,BRA,['DF'],Wolfsburg,25,1998,10.1,19,1.89,16,0,2,0,1,0,1,0.10,1,0,0,0,0,0,2023-2024
392,Merlin Röhl,GER,"['MF', 'FW']",Freiburg,21,2002,16.4,45,2.74,35,0,3,5,2,0,6,0.37,4,0,1,1,0,0,2023-2024
393,Frank Ronstadt,GER,"['DF', 'MF']",Darmstadt 98,26,1997,0.8,3,3.55,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2023-2024
394,Anthony Rouault,FRA,['DF'],Stuttgart,22,2001,11.2,18,1.60,18,0,0,0,0,0,4,0.36,4,0,0,0,0,0,2023-2024
395,Jérôme Roussillon,FRA,['DF'],Union Berlin,30,1993,8.4,20,2.39,14,0,2,1,1,2,2,0.24,2,0,0,0,0,0,2023-2024
396,Fabian Rüdlin,GER,['MF'],Freiburg,26,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
397,Julian Ryerson,NOR,['DF'],Dortmund,25,1997,19.6,29,1.48,22,0,2,2,1,2,4,0.20,2,0,1,0,0,1,2023-2024
398,Frederik Rønnow,DEN,['GK'],Union Berlin,30,1992,33.0,4,0.12,1,2,0,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
399,Marcel Sabitzer,AUT,['MF'],Dortmund,29,1994,21.8,70,3.21,53,6,4,5,2,0,9,0.41,8,0,0,0,1,0,2023-2024
400,Roland Sallai,HUN,"['MF', 'FW']",Freiburg,26,1997,20.4,69,3.38,51,0,2,11,5,0,10,0.49,5,0,0,3,2,0,2023-2024
401,Diadie Samassékou,MLI,['MF'],Hoffenheim,27,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
402,Jadon Sancho,ENG,"['FW', 'MF']",Dortmund,23,2000,10.5,51,4.85,36,5,7,1,2,0,6,0.57,2,0,2,0,2,0,2023-2024
403,Leroy Sané,GER,['FW'],Bayern Munich,27,1996,23.7,143,6.02,98,22,10,7,5,1,18,0.76,12,3,1,1,0,1,2023-2024
404,Amin Sarr,SWE,"['FW', 'MF']",Wolfsburg,22,2001,4.3,5,1.17,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
405,Bouna Sarr,SEN,['DF'],Bayern Munich,31,1992,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
406,Joe Scally,USA,['DF'],Gladbach,20,2002,24.8,30,1.21,23,2,0,1,3,1,5,0.20,5,0,0,0,0,0,2023-2024
407,András Schäfer,HUN,['MF'],Union Berlin,24,1999,13.5,38,2.82,31,3,1,2,0,1,4,0.30,3,0,0,1,0,0,2023-2024
408,Patrik Schick,CZE,['FW'],Leverkusen,27,1996,11.8,30,2.54,19,0,3,5,2,1,3,0.25,0,0,0,2,1,0,2023-2024
409,Stefan Schimmer,GER,"['MF', 'FW']",Heidenheim,29,1994,1.7,4,2.32,2,0,0,1,0,1,1,0.58,1,0,0,0,0,0,2023-2024
410,Xaver Schlager,AUT,['MF'],RB Leipzig,25,1997,27.5,85,3.09,80,0,1,1,3,0,10,0.36,9,0,0,1,0,0,2023-2024
411,Keven Schlotterbeck,GER,['DF'],Bochum,26,1997,24.3,27,1.11,15,0,1,6,4,1,3,0.12,1,0,0,0,2,0,2023-2024
412,Nico Schlotterbeck,GER,['DF'],Dortmund,23,1999,31.8,46,1.45,35,0,3,5,1,2,6,0.19,5,0,0,0,1,0,2023-2024
413,Romano Schmid,AUT,"['MF', 'FW']",Werder Bremen,23,2000,28.9,118,4.08,101,4,4,2,6,1,16,0.55,15,0,0,1,0,0,2023-2024
414,Kenneth Schmidt,GER,['DF'],Freiburg,21,2002,0.8,3,3.97,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
415,Benno Schmitz,GER,['DF'],Köln,28,1994,12.8,27,2.10,21,2,2,1,1,0,3,0.23,2,1,0,0,0,0,2023-2024
416,Fabian Schnellhardt,GER,['MF'],Darmstadt 98,29,1994,2.6,8,3.06,4,1,1,2,0,0,0,0.00,0,0,0,0,0,0,2023-2024
417,Jan Schöppner,GER,['MF'],Heidenheim,24,1999,22.2,32,1.44,29,0,2,1,0,0,2,0.09,2,0,0,0,0,0,2023-2024
418,Marcel Schuhen,GER,['GK'],Darmstadt 98,30,1993,31.0,11,0.35,8,3,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
419,Marvin Schwäbe,GER,['GK'],Köln,28,1995,34.0,8,0.24,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
420,Alexander Schwolow,GER,['GK'],Union Berlin,31,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
421,Nicolas Seiwald,AUT,['MF'],RB Leipzig,22,2001,8.0,9,1.13,7,0,1,0,0,1,3,0.38,3,0,0,0,0,0,2023-2024
422,Davie Selke,GER,['FW'],Köln,28,1995,14.1,28,1.99,18,0,2,6,2,0,1,0.07,0,0,0,1,0,0,2023-2024
423,Benjamin Šeško,SVN,['FW'],RB Leipzig,20,2003,17.0,35,2.06,26,0,6,1,2,0,8,0.47,7,0,1,0,0,0,2023-2024
424,Kevin Sessa,GER,"['MF', 'FW']",Heidenheim,23,2000,11.2,41,3.64,20,8,3,3,7,0,1,0.09,1,0,0,0,0,0,2023-2024
425,Aaron Seydel,GER,['FW'],Darmstadt 98,27,1996,6.9,13,1.89,12,0,0,0,1,0,1,0.15,1,0,0,0,0,0,2023-2024
426,Tim Siersleben,GER,['DF'],Heidenheim,23,2000,10.1,8,0.79,6,0,0,1,0,1,1,0.10,0,0,0,0,0,1,2023-2024
427,Kiliann Sildillia,FRA,['DF'],Freiburg,21,2002,20.1,30,1.50,22,7,0,1,0,0,4,0.20,3,1,0,0,0,0,2023-2024
428,Mohamed Simakan,FRA,['DF'],RB Leipzig,23,2000,23.8,44,1.85,35,1,1,4,2,1,4,0.17,3,0,0,1,0,0,2023-2024
429,Xavi Simons,NED,['MF'],RB Leipzig,20,2003,29.5,176,5.97,112,27,16,9,12,0,22,0.75,17,0,1,2,2,0,2023-2024
430,Tim Skarke,GER,"['FW', 'DF']",Darmstadt 98,26,1996,26.7,73,2.73,47,9,5,7,4,1,2,0.07,2,0,0,0,0,0,2023-2024
431,Ellyes Skhiri,TUN,['MF'],Eint Frankfurt,28,1995,24.1,41,1.70,35,0,1,3,2,0,2,0.08,2,0,0,0,0,0,2023-2024
432,Robert Skov,DEN,"['DF', 'FW']",Hoffenheim,27,1996,14.0,45,3.21,31,9,0,2,3,0,7,0.50,6,0,0,0,1,0,2023-2024
433,Hrvoje Smolčić,CRO,['DF'],Eint Frankfurt,22,2000,3.9,2,0.52,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
434,Danilo Soares,BRA,['DF'],Bochum,31,1991,3.9,6,1.54,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
435,Borna Sosa,CRO,"['FW', 'DF']",Stuttgart,25,1998,0.5,5,9.78,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
436,Anton Stach,GER,['MF'],Hoffenheim,24,1998,25.8,61,2.37,43,8,1,4,2,3,7,0.27,3,2,0,0,1,1,2023-2024
437,Anton Stach,GER,['MF'],Mainz 05,24,1998,1.9,7,3.71,4,0,1,2,0,0,0,0.00,0,0,0,0,0,0,2023-2024
438,Jens Stage,DEN,['MF'],Werder Bremen,26,1996,25.9,54,2.09,46,2,0,4,1,1,5,0.19,3,0,0,1,1,0,2023-2024
439,Josip Stanišić,CRO,['DF'],Leverkusen,23,2000,14.0,26,1.85,22,0,0,2,1,1,2,0.14,2,0,0,0,0,0,2023-2024
440,Niklas Stark,GER,['DF'],Werder Bremen,28,1995,12.1,9,0.74,8,0,0,0,0,1,1,0.08,1,0,0,0,0,0,2023-2024
441,Pascal Stenzel,GER,['DF'],Stuttgart,27,1996,11.8,38,3.22,31,1,2,1,2,1,10,0.85,9,0,1,0,0,0,2023-2024
442,Leonidas Stergiou,SUI,['DF'],Stuttgart,21,2002,6.6,7,1.06,7,0,0,0,0,0,1,0.15,1,0,0,0,0,0,2023-2024
443,Angelo Stiller,GER,['MF'],Hoffenheim,22,2001,0.9,5,5.42,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
444,Angelo Stiller,GER,['MF'],Stuttgart,22,2001,29.9,114,3.81,86,22,0,2,1,3,10,0.33,8,1,0,0,0,1,2023-2024
445,Kevin Stöger,AUT,['MF'],Bochum,29,1993,29.6,231,7.79,131,77,5,10,7,1,18,0.61,10,6,1,1,0,0,2023-2024
446,Filip Stojilković,SUI,"['FW', 'MF']",Darmstadt 98,23,2000,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
447,Niklas Süle,GER,['DF'],Dortmund,27,1995,16.8,17,1.01,17,0,0,0,0,0,2,0.12,2,0,0,0,0,0,2023-2024
448,Mattias Svanberg,SWE,['MF'],Wolfsburg,24,1999,19.1,59,3.09,34,10,4,6,5,0,9,0.47,7,0,0,1,1,0,2023-2024
449,Attila Szalai,HUN,['DF'],Hoffenheim,25,1998,3.2,6,1.87,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,2023-2024
450,Attila Szalai,HUN,['DF'],Freiburg,25,1998,1.1,1,0.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
451,Jonathan Tah,GER,['DF'],Leverkusen,27,1996,29.2,19,0.65,15,0,0,3,0,1,4,0.14,3,0,0,1,0,0,2023-2024
452,Edmond Tapsoba,BFA,['DF'],Leverkusen,24,1999,23.2,38,1.64,36,1,0,0,1,0,6,0.26,6,0,0,0,0,0,2023-2024
453,Mathys Tel,FRA,"['FW', 'MF']",Bayern Munich,18,2005,11.7,45,3.86,25,0,9,8,3,0,13,1.11,8,0,3,1,1,0,2023-2024
454,Nathan Tella,NGA,"['DF', 'MF']",Leverkusen,24,1999,9.1,36,3.96,25,1,1,2,7,0,6,0.66,4,0,0,0,2,0,2023-2024
455,Norman Theuerkauf,GER,"['MF', 'DF']",Heidenheim,36,1987,14.0,27,1.93,19,4,0,1,2,1,2,0.14,2,0,0,0,0,0,2023-2024
456,Jan Thielmann,GER,"['FW', 'DF']",Köln,21,2002,17.5,43,2.45,25,1,5,6,5,1,1,0.06,0,0,0,1,0,0,2023-2024
457,Denis Thomalla,GER,"['MF', 'FW']",Heidenheim,30,1992,5.0,9,1.82,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
458,Phillip Tietz,GER,['FW'],Augsburg,26,1997,26.5,55,2.08,45,0,1,7,2,0,8,0.30,6,0,0,2,0,0,2023-2024
459,Steffen Tigges,GER,['FW'],Köln,25,1998,8.1,19,2.35,16,0,0,3,0,0,1,0.12,0,0,0,1,0,0,2023-2024
460,Umut Tohumcu,GER,['MF'],Hoffenheim,18,2004,11.2,24,2.14,20,0,0,0,2,2,2,0.18,2,0,0,0,0,0,2023-2024
461,Tiago Tomás,POR,"['FW', 'MF']",Wolfsburg,21,2002,11.5,30,2.62,13,2,7,7,1,0,1,0.09,1,0,0,0,0,0,2023-2024
462,Fabio Torsiello,ITA,"['FW', 'DF']",Darmstadt 98,18,2005,1.7,2,1.15,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
463,Lucas Tousart,FRA,['MF'],Union Berlin,26,1997,17.5,24,1.37,17,0,1,5,0,1,0,0.00,0,0,0,0,0,0,2023-2024
464,Omar Traoré,GER,['DF'],Heidenheim,25,1998,27.5,44,1.60,38,3,1,1,1,0,6,0.22,5,0,0,0,1,0,2023-2024
465,Kevin Trapp,GER,['GK'],Eint Frankfurt,33,1990,32.0,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
466,Christopher Trimmel,AUT,['DF'],Union Berlin,36,1987,18.3,57,3.11,29,27,0,0,1,0,2,0.11,0,2,0,0,0,0,2023-2024
467,Tuta,BRA,['DF'],Eint Frankfurt,24,1999,28.9,35,1.21,26,2,0,6,1,0,3,0.10,3,0,0,0,0,0,2023-2024
468,Lukas Ullrich,GER,"['DF', 'FW']",Gladbach,19,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
469,Sven Ulreich,GER,['GK'],Bayern Munich,34,1988,11.0,1,0.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
470,Deniz Undav,GER,"['FW', 'MF']",Stuttgart,27,1996,23.2,103,4.44,79,0,10,6,6,2,17,0.73,15,0,1,1,0,0,2023-2024
471,Dayot Upamecano,FRA,['DF'],Bayern Munich,24,1998,19.6,27,1.38,26,0,0,0,1,0,3,0.15,3,0,0,0,0,0,2023-2024
472,Mark Uth,GER,"['MF', 'FW']",Köln,31,1991,4.1,25,6.05,12,5,1,4,2,1,1,0.24,0,0,0,1,0,0,2023-2024
