Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,CK_In,CK_Out,CK_Str,Cmp,Off,Blocks,Season
53,Rodrigo Bentancur,URU,['MF'],Tottenham,27,1997,18.3,1076,1036,38,31,4,2,4,2,0,0,0,0,946,2,19,2024-2025
54,Daniel Bentley,ENG,['GK'],Wolves,31,1993,2.0,65,45,20,7,0,0,0,0,0,0,0,0,49,0,0,2024-2025
55,Sander Berge,NOR,['MF'],Fulham,26,1998,24.7,1193,1152,41,40,3,7,3,1,0,0,0,0,1091,0,8,2024-2025
56,Lucas Bergvall,SWE,['MF'],Tottenham,18,2006,13.5,720,675,44,21,0,8,21,10,8,5,2,0,629,1,11,2024-2025
57,Victor Bernth Kristiansen,DEN,['DF'],Leicester City,21,2002,27.6,1321,1067,246,40,1,2,97,189,17,14,2,0,1023,8,24,2024-2025
58,Beto,GNB,['FW'],Everton,26,1998,17.0,268,264,4,0,1,2,4,0,1,0,0,0,156,0,13,2024-2025
59,Philip Billing,DEN,['MF'],Bournemouth,28,1996,2.0,102,91,10,1,1,1,10,1,6,2,2,1,70,1,2,2024-2025
60,Yves Bissouma,MLI,['MF'],Tottenham,27,1996,15.6,852,807,42,41,2,2,2,1,0,0,0,0,755,3,10,2024-2025
61,Oscar Bobb,NOR,['FW'],Manchester City,21,2003,0.2,15,14,1,0,0,0,0,0,0,0,0,0,13,0,0,2024-2025
62,Lamare Bogarde,NED,"['DF', 'MF']",Aston Villa,20,2004,5.3,272,239,31,14,0,0,0,17,0,0,0,0,240,2,1,2024-2025
63,Willy Boly,CIV,['DF'],Nott'ham Forest,33,1991,1.7,70,69,1,1,0,0,0,0,0,0,0,0,55,0,0,2024-2025
64,Sven Botman,NED,['DF'],Newcastle Utd,24,2000,4.6,246,238,8,7,1,2,0,1,0,0,0,0,220,0,0,2024-2025
65,Jarrod Bowen,ENG,"['FW', 'MF']",West Ham,27,1996,33.0,815,722,87,6,7,4,106,3,44,28,15,0,584,6,44,2024-2025
66,Conor Bradley,NIR,['DF'],Liverpool,21,2003,8.4,544,471,71,13,0,2,7,58,0,0,0,0,456,2,12,2024-2025
67,Jarrad Branthwaite,ENG,['DF'],Everton,22,2002,27.9,1198,1141,51,38,1,17,5,3,0,0,0,0,984,6,7,2024-2025
68,James Bree,ENG,['DF'],Southampton,26,1997,11.9,599,549,49,9,0,0,29,36,3,2,0,0,500,1,9,2024-2025
69,Ben Brereton,CHI,['FW'],Southampton,25,1999,5.0,166,163,2,1,1,0,5,1,0,0,0,0,128,1,3,2024-2025
70,Nathan Broadhead,WAL,"['MF', 'FW']",Ipswich Town,26,1998,7.8,228,218,10,0,3,1,9,2,3,3,0,0,178,0,11,2024-2025
71,Armando Broja,ALB,['FW'],Everton,22,2001,3.7,73,72,0,0,0,0,1,0,0,0,0,0,53,1,1,2024-2025
72,David Brooks,WAL,"['FW', 'MF']",Bournemouth,27,1997,10.7,411,366,44,14,3,0,52,10,17,7,4,0,310,1,14,2024-2025
73,Emi Buendía,ARG,"['MF', 'FW']",Aston Villa,27,1996,1.1,60,59,1,1,1,0,0,0,0,0,0,0,49,0,0,2024-2025
74,Santiago Bueno,URU,['DF'],Wolves,25,1998,18.7,842,807,34,21,1,3,0,4,0,0,0,0,741,1,9,2024-2025
75,Facundo Buonanotte,ARG,"['FW', 'MF']",Leicester City,19,2004,16.9,572,501,67,24,7,4,43,10,26,19,1,0,437,4,9,2024-2025
76,Cameron Burgess,AUS,['DF'],Ipswich Town,28,1995,17.1,774,710,60,28,1,1,0,0,0,0,0,0,626,4,7,2024-2025
77,Dan Burn,ENG,['DF'],Newcastle Utd,32,1992,37.0,2006,1968,37,25,0,12,3,8,0,0,0,0,1774,1,16,2024-2025
78,Wes Burns,WAL,"['FW', 'DF']",Ipswich Town,29,1994,10.3,253,244,9,1,0,1,46,8,0,0,0,0,153,0,24,2024-2025
79,Nathan Butler-Oyedeji,ENG,['FW'],Arsenal,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025
80,Moisés Caicedo,ECU,"['MF', 'DF']",Chelsea,22,2001,37.2,2194,2116,74,47,12,13,10,27,0,0,0,0,1967,4,20,2024-2025
81,Tom Cairney,SCO,['MF'],Fulham,33,1991,7.0,627,602,25,11,0,2,20,1,8,3,3,0,569,0,8,2024-2025
82,Jens Cajuste,SWE,['MF'],Ipswich Town,24,1999,21.8,783,719,64,23,1,5,10,41,0,0,0,0,647,0,12,2024-2025
83,Riccardo Calafiori,ITA,['DF'],Arsenal,22,2002,10.9,549,483,65,7,0,2,11,58,0,0,0,0,470,1,11,2024-2025
84,Dominic Calvert-Lewin,ENG,['FW'],Everton,27,1997,17.9,289,287,2,0,0,1,6,1,0,0,0,0,181,0,12,2024-2025
85,Diego Carlos,BRA,['DF'],Aston Villa,31,1993,9.2,603,575,25,17,0,6,0,0,0,0,0,0,534,3,0,2024-2025
86,Fabio Carvalho,POR,"['FW', 'MF']",Brentford,21,2002,5.1,178,163,14,4,2,0,10,1,7,3,0,0,126,1,7,2024-2025
87,Casemiro,BRA,['MF'],Manchester Utd,32,1992,16.6,990,963,19,17,9,9,20,2,0,0,0,0,780,8,22,2024-2025
88,Kaelan Casey,ENG,['DF'],West Ham,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025
89,Matty Cash,POL,['DF'],Aston Villa,26,1997,23.0,945,781,162,23,0,1,40,139,0,0,0,0,732,2,21,2024-2025
90,Eiran Cashin,IRL,['DF'],Brighton,22,2001,0.2,28,28,0,0,0,0,1,0,0,0,0,0,23,0,0,2024-2025
91,Timothy Castagne,BEL,['DF'],Fulham,28,1995,18.3,953,813,140,10,0,1,37,130,0,0,0,0,780,0,26,2024-2025
92,Trevoh Chalobah,ENG,['DF'],Crystal Palace,25,1999,11.8,442,426,16,11,1,2,7,5,0,0,0,0,349,0,7,2024-2025
93,Trevoh Chalobah,ENG,['DF'],Chelsea,25,1999,10.1,677,654,23,11,1,2,3,10,0,0,0,0,609,0,3,2024-2025
94,Conor Chaplin,ENG,"['MF', 'FW']",Ipswich Town,27,1997,9.5,319,282,37,3,10,1,9,4,0,0,0,0,235,0,5,2024-2025
95,Youssef Chermiti,POR,"['FW', 'MF']",Everton,20,2004,0.5,11,11,0,0,0,0,1,0,0,0,0,0,6,0,0,2024-2025
96,Federico Chiesa,ITA,['FW'],Liverpool,26,1997,1.2,31,30,1,0,0,0,2,1,0,0,0,0,27,0,1,2024-2025
97,Ben Chilwell,ENG,['DF'],Crystal Palace,27,1996,2.9,125,95,30,6,1,0,7,24,0,0,0,0,92,0,4,2024-2025
98,Chiquinho,POR,['MF'],Wolves,24,2000,0.1,3,3,0,0,0,0,1,0,0,0,0,0,3,0,0,2024-2025
99,Hamza Choudhury,BAN,"['MF', 'DF']",Leicester City,26,1997,1.5,84,81,3,0,0,0,5,3,0,0,0,0,72,0,1,2024-2025
100,Ryan Christie,SCO,['MF'],Bournemouth,29,1995,23.5,1056,990,60,21,8,9,48,3,26,17,3,2,837,6,19,2024-2025
101,Harry Clarke,ENG,['DF'],Ipswich Town,23,2001,4.2,236,211,25,2,1,0,5,23,0,0,0,0,190,0,4,2024-2025
102,Jack Clarke,ENG,"['FW', 'MF']",Ipswich Town,23,2000,13.1,393,372,19,2,1,3,13,8,7,5,0,0,302,2,18,2024-2025
103,Nathaniel Clyne,ENG,"['DF', 'MF']",Crystal Palace,33,1991,5.4,225,207,16,1,1,1,7,13,0,0,0,0,171,2,8,2024-2025
104,Conor Coady,ENG,['DF'],Leicester City,31,1993,19.0,1072,1010,58,29,2,3,0,1,0,0,0,0,977,4,4,2024-2025
105,Séamus Coleman,IRL,['DF'],Everton,35,1988,2.4,98,78,19,0,0,0,4,19,0,0,0,0,74,1,2,2024-2025
106,Nathan Collins,IRL,['DF'],Brentford,23,2001,38.0,1985,1897,83,69,3,6,8,11,0,0,0,0,1705,5,8,2024-2025
107,Toby Collyer,ENG,['MF'],Manchester Utd,20,2004,2.0,92,88,4,1,0,0,0,2,0,0,0,0,76,0,2,2024-2025
108,Levi Colwill,ENG,['DF'],Chelsea,21,2003,35.0,2619,2418,197,91,3,7,13,7,0,0,0,0,2338,4,21,2024-2025
109,Lewis Cook,ENG,"['MF', 'DF']",Bournemouth,27,1997,33.1,1585,1358,225,71,3,2,132,73,77,65,3,0,1224,2,26,2024-2025
110,Maxwel Cornet,CIV,['FW'],Southampton,27,1996,0.8,22,20,2,0,0,0,3,0,2,2,0,0,17,0,0,2024-2025
111,Vladimír Coufal,CZE,['DF'],West Ham,31,1992,11.9,598,490,106,11,0,0,28,95,0,0,0,0,470,2,11,2024-2025
112,Woyo Coulibaly,MLI,['DF'],Leicester City,25,1999,1.2,57,44,13,0,0,0,0,13,0,0,0,0,48,0,0,2024-2025
113,Aaron Cresswell,ENG,['DF'],West Ham,34,1989,9.2,610,511,98,33,1,5,36,52,13,11,2,0,504,1,10,2024-2025
114,Marc Cucurella,ESP,['DF'],Chelsea,26,1998,33.2,1916,1634,275,28,2,1,31,245,2,0,0,0,1680,7,23,2024-2025
115,Jorge Cuenca,ESP,['DF'],Fulham,24,1999,3.9,173,160,13,4,0,0,1,2,0,0,0,0,145,0,0,2024-2025
116,Matheus Cunha,BRA,"['MF', 'FW']",Wolves,25,1999,28.9,1133,938,185,52,14,15,142,32,73,40,23,3,811,10,34,2024-2025
117,Patson Daka,ZAM,"['FW', 'MF']",Leicester City,25,1998,8.2,147,138,9,0,2,0,3,6,0,0,0,0,106,0,11,2024-2025
118,Diogo Dalot,POR,['DF'],Manchester Utd,25,1999,31.3,1673,1426,242,13,4,8,66,229,0,0,0,0,1347,5,36,2024-2025
119,Mikkel Damsgaard,DEN,"['MF', 'FW']",Brentford,24,2000,32.3,1529,1368,153,33,27,5,144,9,60,53,0,0,1107,8,36,2024-2025
120,Danilo,BRA,"['MF', 'FW']",Nott'ham Forest,23,2001,3.1,121,119,1,0,0,0,3,0,1,1,0,0,94,1,5,2024-2025
121,Jayden Danns,ENG,['MF'],Liverpool,18,2006,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2024-2025
122,Kevin Danso,AUT,['DF'],Tottenham,25,1998,9.4,555,534,21,17,0,2,1,0,0,0,0,0,480,0,8,2024-2025
123,Ben Davies,WAL,['DF'],Tottenham,31,1993,14.8,1023,925,95,26,1,5,4,5,0,0,0,0,896,3,8,2024-2025
124,Leif Davis,ENG,['DF'],Ipswich Town,24,2000,30.5,1284,970,307,61,3,5,161,166,80,56,13,0,919,7,23,2024-2025
125,Craig Dawson,ENG,['DF'],Wolves,34,1990,10.8,559,528,30,20,1,11,0,0,0,0,0,0,484,1,0,2024-2025
126,Kevin De Bruyne,BEL,"['MF', 'FW']",Manchester City,33,1991,18.9,1196,1031,160,32,15,10,145,18,94,33,20,2,908,5,28,2024-2025
127,Bobby De Cordova-Reid,JAM,['FW'],Leicester City,31,1993,8.3,206,198,8,1,0,0,15,6,0,0,0,0,145,0,15,2024-2025
128,Liam Delap,ENG,['FW'],Ipswich Town,21,2003,28.8,357,350,5,0,8,1,5,2,0,0,0,0,219,2,16,2024-2025
129,Sepp van den Berg,NED,['DF'],Brentford,22,2001,28.7,1278,1177,100,18,0,2,7,61,0,0,0,0,1092,1,7,2024-2025
130,Justin Devenny,NIR,['MF'],Crystal Palace,20,2003,5.6,205,184,19,7,1,1,17,0,9,4,4,0,148,2,2,2024-2025
131,Kiernan Dewsbury-Hall,ENG,"['MF', 'FW']",Chelsea,25,1998,2.9,152,147,4,1,0,1,2,0,2,0,0,1,127,1,2,2024-2025
132,Amad Diallo,CIV,"['MF', 'FW']",Manchester Utd,22,2002,21.1,949,859,86,5,3,1,42,49,32,23,1,1,795,4,20,2024-2025
133,Rúben Dias,POR,['DF'],Manchester City,27,1997,25.2,2317,2234,80,43,0,10,3,2,0,0,0,0,2167,3,14,2024-2025
134,Luis Díaz,COL,['FW'],Liverpool,27,1997,26.7,874,855,17,2,2,9,32,14,1,0,0,0,736,2,24,2024-2025
135,Tyler Dibling,ENG,"['FW', 'MF']",Southampton,18,2006,20.8,620,585,32,4,8,3,28,3,11,8,0,0,504,3,17,2024-2025
136,Lucas Digne,FRA,['DF'],Aston Villa,31,1993,26.1,1277,1017,258,44,2,4,140,155,57,37,10,0,956,2,41,2024-2025
137,Issa Diop,FRA,['DF'],Fulham,27,1997,14.9,758,733,25,21,0,1,1,2,0,0,0,0,663,0,2,2024-2025
138,Axel Disasi,FRA,['DF'],Aston Villa,26,1998,5.4,280,258,20,9,1,0,1,11,0,0,0,0,243,2,5,2024-2025
139,Axel Disasi,FRA,['DF'],Chelsea,26,1998,4.0,293,266,27,10,0,1,0,17,0,0,0,0,266,0,2,2024-2025
140,Roman Dixon,ENG,['DF'],Everton,19,2004,1.0,19,16,3,0,0,0,0,3,0,0,0,0,11,0,0,2024-2025
141,Nasser Djiga,BFA,['DF'],Wolves,21,2002,0.7,48,45,3,1,0,0,0,2,0,0,0,0,40,0,2,2024-2025
142,Matt Doherty,IRL,['DF'],Wolves,32,1992,23.4,1302,1177,121,55,2,22,22,66,0,0,0,0,1078,4,14,2024-2025
143,Jeremy Doku,BEL,"['FW', 'MF']",Manchester City,22,2002,16.8,762,757,3,0,8,0,59,1,2,0,0,0,603,2,30,2024-2025
144,Nicolás Domínguez,ARG,"['MF', 'FW']",Nott'ham Forest,26,1998,21.8,947,890,50,22,7,0,7,6,0,0,0,0,821,7,11,2024-2025
145,Patrick Dorgu,DEN,['DF'],Manchester Utd,19,2004,9.4,494,419,74,8,0,1,39,65,1,0,0,0,400,1,8,2024-2025
146,Alfie Dorrington,ENG,['DF'],Tottenham,19,2005,0.2,16,16,0,0,0,0,0,0,0,0,0,0,15,0,0,2024-2025
147,Abdoulaye Doucouré,MLI,['MF'],Everton,31,1993,28.5,903,884,14,5,0,2,23,0,0,0,0,0,725,5,27,2024-2025
148,Cheick Doucouré,MLI,['MF'],Crystal Palace,24,2000,5.0,204,201,3,3,0,0,1,0,0,0,0,0,174,0,4,2024-2025
149,Flynn Downes,ENG,['MF'],Southampton,25,1999,23.9,1109,1079,29,29,7,1,4,0,0,0,0,0,1003,1,13,2024-2025
150,Tommy Doyle,ENG,['MF'],Wolves,22,2001,5.4,392,353,35,19,0,6,15,3,12,6,4,0,321,4,8,2024-2025
151,Radu Drăgușin,ROU,['DF'],Tottenham,22,2002,13.9,840,793,47,40,1,3,1,3,0,0,0,0,716,0,5,2024-2025
152,Martin Dúbravka,SVK,['GK'],Newcastle Utd,35,1989,10.0,333,246,86,27,0,1,0,0,0,0,0,0,265,1,0,2024-2025
153,Lewis Dunk,ENG,['DF'],Brighton,32,1991,23.1,1953,1818,131,67,2,10,5,10,0,0,0,0,1778,4,7,2024-2025
154,Jáder Durán,COL,['FW'],Aston Villa,20,2003,7.1,163,155,7,0,2,0,3,0,0,0,0,0,115,1,4,2024-2025
155,Claudio Echeverri,ARG,['FW'],Manchester City,18,2006,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,2024-2025
156,Ederson,BRA,['GK'],Manchester City,30,1993,25.8,923,817,106,29,1,2,0,0,0,0,0,0,811,0,1,2024-2025
157,George Edmundson,ENG,['DF'],Ipswich Town,26,1997,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2024-2025
158,Odsonne Édouard,FRA,"['MF', 'FW']",Crystal Palace,26,1998,1.3,28,28,0,0,0,0,1,0,0,0,0,0,17,0,2,2024-2025
159,Odsonne Édouard,FRA,['FW'],Leicester City,26,1998,0.3,8,8,0,0,0,0,0,0,0,0,0,0,6,0,1,2024-2025
160,Samuel Edozie,ENG,"['DF', 'FW']",Southampton,21,2003,0.7,33,33,0,0,0,0,4,0,0,0,0,0,25,0,2,2024-2025
161,Ronnie Edwards,ENG,['DF'],Southampton,21,2003,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,2024-2025
162,Anthony Elanga,SWE,"['FW', 'MF']",Nott'ham Forest,22,2002,27.8,827,697,126,31,3,0,185,6,86,43,39,0,540,4,24,2024-2025
163,Harvey Elliott,ENG,['MF'],Liverpool,21,2003,4.1,292,267,22,2,1,3,12,8,6,3,1,0,240,3,4,2024-2025
164,Yunus Emre Konak,TUR,"['FW', 'MF']",Brentford,18,2006,0.5,36,35,1,0,0,0,0,1,0,0,0,0,26,0,1,2024-2025
165,Julio Enciso,PAR,"['MF', 'FW']",Ipswich Town,20,2004,9.7,248,210,37,8,4,0,21,2,13,11,1,0,171,1,11,2024-2025
166,Julio Enciso,PAR,"['MF', 'FW']",Brighton,20,2004,3.3,150,134,16,4,0,1,20,0,12,6,3,0,99,0,5,2024-2025
167,Wataru Endo,JPN,"['MF', 'DF']",Liverpool,31,1993,3.0,194,188,6,2,0,0,1,4,0,0,0,0,182,0,2,2024-2025
168,Christian Eriksen,DEN,['MF'],Manchester Utd,32,1992,11.8,749,645,102,31,8,8,85,5,62,24,20,5,590,2,6,2024-2025
169,Romain Esse,ENG,['MF'],Crystal Palace,19,2005,1.5,42,42,0,0,1,0,0,0,0,0,0,0,32,0,1,2024-2025
170,Pervis Estupiñán,ECU,['DF'],Brighton,26,1998,26.7,1610,1370,237,20,0,5,119,180,37,23,9,3,1338,3,28,2024-2025
171,Evanilson,BRA,['FW'],Bournemouth,24,1999,25.8,342,337,4,1,4,4,0,0,0,0,0,0,244,1,11,2024-2025
172,Jake Evans,ENG,['FW'],Leicester City,15,2008,0.3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2024-2025
173,Jonny Evans,NIR,['DF'],Manchester Utd,36,1988,3.5,217,197,20,5,0,0,0,3,0,0,0,0,192,0,1,2024-2025
174,Eberechi Eze,ENG,"['MF', 'FW']",Crystal Palace,26,1998,28.8,1047,849,180,70,11,6,112,3,62,39,10,0,777,18,17,2024-2025
175,Łukasz Fabiański,POL,['GK'],West Ham,39,1985,12.9,495,351,143,43,0,0,0,0,0,0,0,0,332,1,0,2024-2025
176,Wout Faes,BEL,['DF'],Leicester City,26,1998,31.3,1564,1507,54,27,2,7,5,6,0,0,0,0,1376,3,7,2024-2025
177,Abdul Fatawu Issahaku,GHA,['FW'],Leicester City,20,2004,6.4,197,186,11,1,2,2,30,9,1,0,0,0,123,0,18,2024-2025
178,João Félix,POR,"['FW', 'MF']",Chelsea,24,1999,4.1,199,193,5,2,2,1,0,3,0,0,0,0,171,1,5,2024-2025
179,Evan Ferguson,IRL,['FW'],West Ham,19,2004,1.7,37,35,1,0,1,1,0,0,0,0,0,0,28,1,0,2024-2025
180,Evan Ferguson,IRL,['FW'],Brighton,19,2004,2.7,58,52,5,0,0,0,0,0,0,0,0,0,43,1,1,2024-2025
181,Bruno Fernandes,POR,['MF'],Manchester Utd,29,1994,33.5,2242,1988,237,98,31,22,186,19,91,44,22,5,1707,17,55,2024-2025
182,Mateus Fernandes,POR,['MF'],Southampton,20,2004,32.3,1361,1184,175,61,9,10,113,10,54,39,14,0,1087,2,36,2024-2025
183,Enzo Fernández,ARG,['MF'],Chelsea,23,2001,32.7,1900,1757,134,53,14,26,109,4,74,44,12,1,1518,9,46,2024-2025
184,Mark Flekken,NED,['GK'],Brentford,31,1993,36.4,1717,1367,343,131,0,5,0,0,0,0,0,0,1254,7,0,2024-2025
185,Phil Foden,ENG,"['MF', 'FW']",Manchester City,24,2000,19.7,941,854,83,21,7,2,80,5,46,30,8,1,791,4,26,2024-2025
186,Wesley Fofana,FRA,['DF'],Chelsea,23,2000,13.0,803,758,44,23,0,0,1,20,0,0,0,0,724,1,4,2024-2025
187,Carlos Forbs,POR,"['MF', 'FW']",Wolves,20,2004,2.7,91,89,2,0,0,0,9,2,0,0,0,0,60,0,9,2024-2025
