Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,CK_In,CK_Out,CK_Str,Cmp,Off,Blocks,Season
188,Fraser Forster,ENG,['GK'],Tottenham,36,1988,7.0,198,125,72,16,0,1,0,0,0,0,0,0,168,1,0,2024-2025
189,Matheus França,BRA,"['MF', 'FW']",Crystal Palace,20,2004,0.6,17,14,1,0,0,0,1,0,0,0,0,0,10,2,1,2024-2025
190,Ryan Fraser,SCO,"['FW', 'DF']",Southampton,30,1994,3.4,103,97,5,0,0,0,12,3,2,2,0,0,77,1,2,2024-2025
191,Tyler Fredricson,ENG,['DF'],Manchester Utd,19,2005,1.8,122,119,3,3,0,0,0,0,0,0,0,0,110,0,2,2024-2025
192,Niclas Füllkrug,GER,['FW'],West Ham,31,1993,8.8,198,190,7,0,0,2,1,0,0,0,0,0,133,1,7,2024-2025
193,Cody Gakpo,NED,['FW'],Liverpool,25,1999,21.5,634,616,16,4,3,4,74,11,1,0,0,0,480,2,10,2024-2025
194,Idrissa Gana Gueye,SEN,['MF'],Everton,34,1989,34.0,1422,1388,27,7,2,7,7,7,0,0,0,0,1230,7,22,2024-2025
195,Andrés García,ESP,"['DF', 'MF']",Aston Villa,21,2003,3.5,201,176,25,0,0,0,18,25,0,0,0,0,174,0,5,2024-2025
196,Alejandro Garnacho,ARG,"['MF', 'FW']",Manchester Utd,20,2004,24.4,823,798,24,3,2,9,56,16,2,1,0,0,649,1,54,2024-2025
197,James Garner,ENG,"['MF', 'DF']",Everton,23,2001,17.7,803,687,110,17,2,2,57,42,23,16,4,2,611,6,23,2024-2025
198,Tyrique George,ENG,['FW'],Chelsea,18,2006,2.0,54,53,1,0,0,0,3,1,0,0,0,0,43,0,2,2024-2025
199,Morgan Gibbs-White,ENG,['MF'],Nott'ham Forest,24,2000,31.1,1269,1241,18,7,19,12,45,1,1,0,0,0,993,10,27,2024-2025
200,Billy Gilmour,SCO,['MF'],Brighton,23,2001,1.1,67,65,2,1,1,2,1,0,1,1,0,0,58,0,0,2024-2025
201,Ben Godfrey,ENG,['DF'],Ipswich Town,26,1998,1.8,57,49,8,1,0,0,0,7,0,0,0,0,47,0,3,2024-2025
202,Martial Godo,ENG,"['FW', 'DF']",Fulham,21,2003,0.3,17,15,2,0,0,0,1,2,0,0,0,0,12,0,2,2024-2025
203,Michael Golding,ENG,['MF'],Leicester City,18,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025
204,João Gomes,BRA,['MF'],Wolves,23,2001,33.0,1623,1564,56,27,5,9,29,17,1,1,0,0,1380,3,24,2024-2025
205,Rodrigo Gomes,POR,"['DF', 'FW']",Wolves,21,2003,9.0,309,267,41,1,1,0,23,39,1,0,1,0,212,1,10,2024-2025
206,Toti Gomes,POR,['DF'],Wolves,25,1999,29.0,1714,1618,95,46,0,3,13,35,0,0,0,0,1473,1,21,2024-2025
207,Diego Gómez,PAR,['MF'],Brighton,21,2003,5.7,302,283,19,2,4,2,12,1,6,2,3,0,243,0,9,2024-2025
208,Joe Gomez,ENG,['DF'],Liverpool,27,1997,5.8,425,406,18,12,1,5,2,6,0,0,0,0,377,1,2,2024-2025
209,Nicolás González,ESP,['MF'],Manchester City,22,2002,8.4,625,603,21,19,1,0,1,2,0,0,0,0,575,1,5,2024-2025
210,Anthony Gordon,ENG,"['FW', 'MF']",Newcastle Utd,23,2001,27.0,982,857,117,24,9,4,131,34,53,35,7,0,720,8,38,2024-2025
211,Ryan Gravenberch,NED,['MF'],Liverpool,22,2002,35.1,1927,1889,32,16,8,7,7,10,0,0,0,0,1718,6,15,2024-2025
212,Archie Gray,ENG,"['DF', 'MF']",Tottenham,18,2006,19.5,1145,1053,88,30,1,3,17,45,4,0,4,0,1001,4,18,2024-2025
213,Jack Grealish,ENG,"['FW', 'MF']",Manchester City,28,1995,8.0,436,418,18,5,0,0,20,4,9,4,0,0,382,0,11,2024-2025
214,Jacob Greaves,ENG,['DF'],Ipswich Town,23,2000,24.5,1121,1041,78,30,0,0,1,23,0,0,0,0,962,2,4,2024-2025
215,Brajan Gruda,GER,"['MF', 'FW']",Brighton,20,2004,7.6,251,211,40,7,2,2,29,10,17,8,7,1,187,0,3,2024-2025
216,Albert Grønbaek,DEN,"['FW', 'MF']",Southampton,23,2001,1.6,18,18,0,0,0,0,1,0,0,0,0,0,13,0,1,2024-2025
217,Gonçalo Guedes,POR,"['MF', 'FW']",Wolves,27,1996,11.1,349,312,34,0,1,5,22,14,1,1,0,0,259,3,10,2024-2025
218,Marc Guéhi,ENG,['DF'],Crystal Palace,24,2000,34.0,1765,1664,95,76,7,14,13,6,0,0,0,0,1473,6,9,2024-2025
219,Luis Guilherme,BRA,"['MF', 'FW']",West Ham,18,2006,1.7,67,64,3,0,0,0,8,1,2,0,2,0,58,0,2,2024-2025
220,Bruno Guimarães,BRA,['MF'],Newcastle Utd,26,1997,36.3,1798,1708,81,70,22,14,28,3,5,2,2,0,1481,9,38,2024-2025
221,Marc Guiu,ESP,['FW'],Chelsea,18,2006,0.8,16,14,2,0,0,0,0,0,0,0,0,0,11,0,0,2024-2025
222,İlkay Gündoğan,GER,['MF'],Manchester City,33,1990,24.7,1703,1590,108,33,7,3,60,4,46,31,4,1,1525,5,21,2024-2025
223,Malo Gusto,FRA,['DF'],Chelsea,21,2003,20.7,1385,1230,153,37,2,3,53,116,0,0,0,0,1198,2,26,2024-2025
224,Joško Gvardiol,CRO,['DF'],Manchester City,22,2002,36.4,2721,2502,211,41,6,11,22,163,0,0,0,0,2454,8,33,2024-2025
225,Erling Haaland,NOR,['FW'],Manchester City,24,2000,30.4,381,372,7,0,1,0,3,1,0,0,0,0,255,2,10,2024-2025
226,Lewis Hall,ENG,['DF'],Newcastle Utd,19,2004,24.3,1592,1300,287,68,4,2,110,164,55,45,2,0,1300,5,27,2024-2025
227,Ali Al Hamadi,IRQ,['FW'],Ipswich Town,22,2002,1.5,30,30,0,0,0,0,0,0,0,0,0,0,25,0,1,2024-2025
228,Marcus Harness,ENG,['MF'],Ipswich Town,28,1996,0.5,16,16,0,0,0,0,0,0,0,0,0,0,10,0,1,2024-2025
229,Jack Harrison,ENG,['FW'],Everton,27,1996,23.1,659,588,64,23,4,2,131,8,32,27,0,1,414,7,33,2024-2025
230,Taylor Harwood-Bellis,ENG,['DF'],Southampton,22,2002,31.4,2164,2080,81,51,3,9,10,27,0,0,0,0,1892,3,11,2024-2025
231,Kai Havertz,GER,"['FW', 'MF']",Arsenal,25,1999,20.8,519,511,6,1,1,0,11,5,0,0,0,0,407,2,11,2024-2025
232,Ayden Heaven,ENG,['DF'],Manchester Utd,17,2006,1.9,106,104,1,1,0,0,0,0,0,0,0,0,90,1,3,2024-2025
233,Jan Paul van Hecke,NED,['DF'],Brighton,24,2000,32.9,2286,2146,138,104,4,19,11,8,0,0,0,0,2016,2,7,2024-2025
234,Hwang Hee-chan,KOR,"['MF', 'FW']",Wolves,28,1996,7.3,204,189,14,2,1,0,8,6,0,0,0,0,166,1,9,2024-2025
235,Dean Henderson,ENG,['GK'],Crystal Palace,27,1997,38.0,1216,842,373,100,0,0,0,0,0,0,0,0,745,1,1,2024-2025
236,Rico Henry,JAM,['DF'],Brentford,27,1997,1.1,49,39,10,0,0,0,2,10,0,0,0,0,33,0,3,2024-2025
237,Mads Hermansen,DEN,['GK'],Leicester City,24,2000,26.5,1073,840,229,86,0,2,0,0,0,0,0,0,654,4,1,2024-2025
238,Son Heung-min,KOR,['FW'],Tottenham,32,1992,23.4,925,853,70,15,4,4,78,12,38,25,5,0,730,2,26,2024-2025
239,James Hill,ENG,['DF'],Bournemouth,22,2002,5.0,245,212,33,3,0,0,10,30,0,0,0,0,159,0,5,2024-2025
240,Jack Hinshelwood,ENG,"['MF', 'DF']",Brighton,19,2005,20.5,1046,927,118,27,0,8,27,75,8,4,1,1,870,1,11,2024-2025
241,George Hirst,SCO,['FW'],Ipswich Town,25,1999,7.3,122,121,0,0,0,0,3,0,0,0,0,0,69,1,5,2024-2025
242,Mason Holgate,JAM,"['FW', 'DF']",Everton,27,1996,0.1,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,2024-2025
243,Harry Howell,ENG,['FW'],Brighton,15,2008,0.1,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0,2024-2025
244,Callum Hudson-Odoi,ENG,"['FW', 'MF']",Nott'ham Forest,23,2000,24.4,843,817,23,3,5,6,79,6,5,4,1,0,691,3,16,2024-2025
245,Will Hughes,ENG,['MF'],Crystal Palace,29,1995,23.4,970,856,106,34,1,2,71,1,54,41,2,0,737,8,11,2024-2025
246,Dean Huijsen,ESP,['DF'],Bournemouth,19,2005,27.0,1625,1566,53,32,2,15,12,6,0,0,0,0,1355,6,12,2024-2025
247,Omari Hutchinson,ENG,"['MF', 'FW']",Ipswich Town,20,2003,28.7,885,807,70,1,4,2,81,8,5,5,0,0,690,8,39,2024-2025
248,Rasmus Højlund,DEN,['FW'],Manchester Utd,21,2003,22.3,336,310,23,0,2,0,8,0,0,0,0,0,251,3,6,2024-2025
249,Igor,BRA,['DF'],Brighton,26,1998,10.7,730,680,48,12,3,4,4,11,0,0,0,0,671,2,5,2024-2025
250,Danny Ings,ENG,"['FW', 'MF']",West Ham,32,1992,3.2,92,86,5,0,1,0,3,0,0,0,0,0,63,1,4,2024-2025
251,Tim Iroegbunam,ENG,['MF'],Everton,21,2003,6.4,158,156,0,0,0,0,1,0,0,0,0,0,115,2,5,2024-2025
252,Andy Irving,SCO,['MF'],West Ham,24,2000,1.8,124,120,2,2,1,0,2,0,0,0,0,0,109,2,1,2024-2025
253,Alexander Isak,SWE,['FW'],Newcastle Utd,24,1999,30.6,689,606,77,0,6,3,16,9,3,0,0,0,519,6,24,2024-2025
254,Alex Iwobi,NGA,"['FW', 'MF']",Fulham,28,1996,33.1,1532,1487,39,7,15,21,126,24,2,0,1,0,1150,6,52,2024-2025
255,Nicolas Jackson,SEN,['FW'],Chelsea,23,2001,24.7,399,385,12,1,1,0,3,4,0,0,0,0,303,2,15,2024-2025
256,Reece James,ENG,"['DF', 'MF']",Chelsea,24,1999,11.8,854,731,119,36,4,2,43,64,19,11,5,1,717,4,10,2024-2025
257,Vitaly Janelt,GER,['MF'],Brentford,26,1998,25.0,1057,1033,18,12,3,6,30,6,0,0,0,0,872,6,16,2024-2025
258,Vitezslav Jaros,CZE,['GK'],Liverpool,23,2001,0.1,8,7,1,0,0,0,0,0,0,0,0,0,6,0,0,2024-2025
259,Daniel Jebbison,CAN,['FW'],Bournemouth,20,2003,1.3,42,42,0,0,0,0,3,0,0,0,0,0,33,0,1,2024-2025
260,Mathias Jensen,DEN,['MF'],Brentford,28,1996,9.6,486,404,78,15,2,5,33,44,14,11,0,0,363,4,7,2024-2025
261,Gabriel Jesus,BRA,['FW'],Arsenal,27,1997,6.8,203,197,3,0,1,0,7,3,0,0,0,0,156,3,12,2024-2025
262,Raúl Jiménez,MEX,['FW'],Fulham,33,1991,27.7,643,635,7,3,3,5,23,4,0,0,0,0,458,1,28,2024-2025
263,Kim Jisoo,KOR,['DF'],Brentford,19,2004,0.3,28,27,1,1,0,0,0,0,0,0,0,0,25,0,0,2024-2025
264,João Pedro,BRA,"['FW', 'MF']",Brighton,22,2001,21.6,661,631,26,5,10,3,22,9,4,0,0,0,482,4,20,2024-2025
265,Joelinton,BRA,"['MF', 'FW']",Newcastle Utd,27,1996,26.6,1043,1014,26,11,7,2,16,14,0,0,0,0,863,3,23,2024-2025
266,Ben Johnson,ENG,"['DF', 'FW']",Ipswich Town,24,2000,15.0,416,333,82,11,2,4,37,58,13,11,1,0,298,1,23,2024-2025
267,Brennan Johnson,WAL,['FW'],Tottenham,23,2001,24.2,638,624,12,0,0,1,53,12,0,0,0,0,449,2,41,2024-2025
268,Sam Johnstone,ENG,['GK'],Wolves,31,1993,7.0,278,230,47,22,0,0,0,0,0,0,0,0,184,1,2,2024-2025
269,Curtis Jones,ENG,"['MF', 'DF']",Liverpool,23,2001,19.0,1097,1037,58,11,2,2,8,28,1,0,0,0,1021,2,10,2024-2025
270,Jorginho,ITA,['MF'],Arsenal,32,1991,7.8,474,466,8,7,4,1,1,0,0,0,0,0,411,0,5,2024-2025
271,Diogo Jota,POR,['FW'],Liverpool,27,1996,13.3,310,305,3,0,1,2,8,1,0,0,0,0,216,2,15,2024-2025
272,James Justin,ENG,['DF'],Leicester City,26,1998,32.4,1541,1268,270,22,1,2,57,248,0,0,0,0,1205,3,40,2024-2025
273,Filip Jørgensen,DEN,['GK'],Chelsea,22,2002,6.0,189,169,20,2,0,0,0,0,0,0,0,0,158,0,0,2024-2025
274,Ferdi Kadioglu,TUR,"['DF', 'MF']",Brighton,24,1999,4.3,175,157,17,2,1,0,9,15,0,0,0,0,144,1,1,2024-2025
275,Daichi Kamada,JPN,['MF'],Crystal Palace,27,1996,17.4,752,720,31,11,4,5,31,2,16,11,1,0,603,1,18,2024-2025
276,Boubacar Kamara,FRA,['MF'],Aston Villa,24,1999,19.2,931,904,27,25,5,0,1,0,0,0,0,0,825,0,8,2024-2025
277,Joachim Kayi Sanda,FRA,['DF'],Southampton,17,2006,0.2,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0,2024-2025
278,Michael Kayode,ITA,['DF'],Brentford,20,2004,5.9,241,183,58,0,0,0,10,58,0,0,0,0,184,0,3,2024-2025
279,Michael Keane,ENG,['DF'],Everton,31,1993,11.7,377,365,8,4,0,12,1,0,0,0,0,0,312,4,7,2024-2025
280,Caoimhín Kelleher,IRL,['GK'],Liverpool,25,1998,10.0,382,344,38,20,0,0,0,0,0,0,0,0,289,0,1,2024-2025
281,Lloyd Kelly,ENG,['DF'],Newcastle Utd,25,1998,3.4,181,159,22,7,0,0,1,15,0,0,0,0,146,0,5,2024-2025
282,Milos Kerkez,HUN,['DF'],Bournemouth,20,2003,37.1,1776,1466,305,18,2,3,142,279,7,5,1,0,1346,5,55,2024-2025
283,Bilal El Khannouss,MAR,"['MF', 'FW']",Leicester City,20,2004,24.2,1063,928,130,28,11,8,89,14,36,19,10,1,798,5,26,2024-2025
284,Abdukodir Khusanov,UZB,['DF'],Manchester City,20,2004,5.6,395,385,10,6,0,1,1,3,0,0,0,0,360,0,3,2024-2025
285,Max Kilman,ENG,['DF'],West Ham,27,1997,37.2,1958,1916,37,25,0,12,4,1,0,0,0,0,1697,5,9,2024-2025
286,Joshua King,ENG,['MF'],Fulham,17,2007,1.4,64,63,1,0,0,1,2,0,0,0,0,0,54,0,3,2024-2025
287,Tom King,WAL,['GK'],Wolves,29,1995,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025
288,Antonín Kinský,CZE,['GK'],Tottenham,21,2003,6.0,217,177,39,9,0,0,0,0,0,0,0,0,167,1,1,2024-2025
289,Jakub Kiwior,POL,['DF'],Arsenal,24,2000,12.5,736,704,31,10,3,1,2,4,0,0,0,0,673,1,1,2024-2025
290,Justin Kluivert,NED,['MF'],Bournemouth,25,1999,26.0,782,683,92,8,5,6,85,10,35,30,0,0,582,7,18,2024-2025
291,Ibrahima Konaté,FRA,['DF'],Liverpool,25,1999,28.4,1905,1856,46,41,1,5,0,5,0,0,0,0,1718,3,9,2024-2025
292,Ezri Konsa,ENG,['DF'],Aston Villa,26,1997,32.6,1673,1538,134,84,6,0,5,34,0,0,0,0,1555,1,21,2024-2025
293,Mateo Kovačić,CRO,['MF'],Manchester City,30,1994,24.4,1882,1845,33,32,15,8,0,0,0,0,0,0,1742,4,14,2024-2025
294,Caleb Kporha,ENG,['DF'],Crystal Palace,18,2006,0.1,7,6,1,0,0,0,2,1,0,0,0,0,5,0,0,2024-2025
295,Emil Krafth,SWE,['DF'],Newcastle Utd,29,1994,3.8,158,138,20,4,0,0,2,16,0,0,0,0,124,0,4,2024-2025
296,Mohammed Kudus,GHA,"['FW', 'MF']",West Ham,23,2000,28.8,855,837,16,5,2,13,81,3,1,0,0,0,715,2,29,2024-2025
297,Dejan Kulusevski,SWE,"['MF', 'FW']",Tottenham,24,2000,26.5,893,800,84,4,11,1,89,6,62,26,0,0,658,9,42,2024-2025
298,Maxence Lacroix,FRA,['DF'],Crystal Palace,24,2000,34.6,1477,1433,44,40,3,7,7,2,0,0,0,0,1207,0,12,2024-2025
299,Adam Lallana,ENG,['MF'],Southampton,36,1988,4.0,260,255,4,3,1,0,4,0,0,0,0,0,221,1,3,2024-2025
300,Tariq Lamptey,GHA,['DF'],Brighton,23,2000,9.6,413,346,66,5,0,1,28,60,1,1,0,0,335,1,6,2024-2025
301,Will Lankshear,ENG,"['FW', 'MF']",Tottenham,19,2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025
302,Roméo Lavia,BEL,['MF'],Chelsea,20,2004,8.9,424,419,3,3,3,3,0,0,0,0,0,0,389,2,1,2024-2025
303,Mario Lemina,GAB,"['MF', 'DF']",Wolves,30,1993,15.2,613,582,26,9,6,4,10,9,0,0,0,0,493,5,7,2024-2025
304,Bernd Leno,GER,['GK'],Fulham,32,1992,38.0,1404,1160,243,71,0,0,0,0,0,0,0,0,1149,1,1,2024-2025
305,Jefferson Lerma,COL,"['MF', 'DF']",Crystal Palace,29,1994,25.3,1121,1052,61,13,9,8,12,46,0,0,0,0,844,8,22,2024-2025
306,Rico Lewis,ENG,"['DF', 'MF']",Manchester City,19,2004,21.0,1312,1185,127,25,3,0,6,102,0,0,0,0,1201,0,22,2024-2025
307,Keane Lewis-Potter,ENG,"['DF', 'FW']",Brentford,23,2001,34.4,1273,1112,153,8,5,9,78,139,5,2,0,0,982,8,29,2024-2025
308,Myles Lewis-Skelly,ENG,['DF'],Arsenal,17,2006,15.2,776,660,111,17,3,2,10,94,0,0,0,0,708,5,2,2024-2025
309,Matthijs de Ligt,NED,['DF'],Manchester Utd,24,1999,23.6,1380,1350,27,19,0,9,6,1,0,0,0,0,1241,3,11,2024-2025
310,Pedro Lima,BRA,['DF'],Wolves,18,2006,0.8,38,31,7,0,0,0,5,7,0,0,0,0,28,0,2,2024-2025
311,Victor Lindelöf,SWE,['DF'],Manchester Utd,30,1994,7.8,386,376,10,4,1,0,1,5,0,0,0,0,362,0,1,2024-2025
312,Jesper Lindstrøm,DEN,['FW'],Everton,24,2000,13.8,428,383,42,11,1,0,71,6,25,12,8,2,297,3,18,2024-2025
313,Valentino Livramento,ENG,['DF'],Newcastle Utd,21,2002,31.6,1643,1387,251,17,1,1,52,233,1,0,0,0,1403,5,27,2024-2025
314,Sean Longstaff,ENG,['MF'],Newcastle Utd,26,1997,8.9,349,344,4,2,2,3,5,0,1,0,0,1,295,1,12,2024-2025
315,Saša Lukić,SRB,['MF'],Fulham,27,1996,26.0,1260,1171,87,38,1,4,62,1,42,12,24,0,1100,2,23,2024-2025
316,Joe Lumley,ENG,['GK'],Southampton,29,1995,3.0,151,128,22,7,0,0,0,0,0,0,0,0,106,1,0,2024-2025
317,Massimo Luongo,AUS,['MF'],Ipswich Town,31,1992,2.2,66,64,1,1,0,1,1,0,0,0,0,0,50,1,1,2024-2025
318,Ian Maatsen,NED,['DF'],Aston Villa,22,2002,12.7,747,646,101,16,1,2,51,80,5,2,0,0,609,0,25,2024-2025
319,Alexis Mac Allister,ARG,['MF'],Liverpool,25,1998,28.9,1524,1403,116,35,6,3,86,9,71,26,36,0,1273,5,31,2024-2025
320,James Maddison,ENG,['MF'],Tottenham,27,1996,20.1,1256,1118,132,48,12,5,98,5,59,37,8,0,1021,6,15,2024-2025
321,Noni Madueke,ENG,['FW'],Chelsea,22,2002,22.6,685,660,20,1,1,4,63,18,1,0,0,0,530,5,15,2024-2025
322,Gabriel Magalhães,BRA,['DF'],Arsenal,26,1997,26.3,1641,1560,80,51,1,8,9,3,0,0,0,0,1480,1,8,2024-2025
323,Edmond-Paris Maghoma,ENG,"['MF', 'FW']",Brentford,23,2001,1.3,84,83,1,1,0,0,3,0,0,0,0,0,76,0,2,2024-2025
324,Harry Maguire,ENG,['DF'],Manchester Utd,31,1993,19.5,1128,1083,41,26,0,9,4,1,0,0,0,0,965,4,5,2024-2025
325,Kobbie Mainoo,ENG,['MF'],Manchester Utd,19,2005,18.3,836,808,23,13,2,4,7,6,0,0,0,0,723,5,17,2024-2025
326,Tyrell Malacia,NED,['DF'],Manchester Utd,24,1999,1.1,55,49,6,0,0,0,1,6,0,0,0,0,49,0,2,2024-2025
327,Donyell Malen,NED,['FW'],Aston Villa,25,1999,3.4,77,71,5,0,0,2,8,1,0,0,0,0,53,1,3,2024-2025
328,Mateus Mane,POR,['MF'],Wolves,16,2007,0.0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,2024-2025
329,Orel Mangala,BEL,['MF'],Everton,26,1998,14.0,490,485,4,3,0,1,6,0,0,0,0,0,437,1,10,2024-2025
330,Ryan Manning,IRL,"['DF', 'MF']",Southampton,28,1996,16.2,803,634,162,38,1,3,84,92,32,24,5,0,619,7,21,2024-2025
331,Solly March,ENG,"['FW', 'MF']",Brighton,30,1994,1.9,95,81,14,1,0,1,20,6,6,3,2,1,60,0,7,2024-2025
332,Omar Marmoush,EGY,"['FW', 'MF']",Manchester City,25,1999,13.1,318,291,24,4,2,0,28,1,14,8,3,0,252,3,3,2024-2025
333,Gabriel Martinelli,BRA,"['FW', 'MF']",Arsenal,23,2001,25.4,699,679,15,0,5,2,92,12,3,3,0,0,499,5,37,2024-2025
334,Emiliano Martínez,ARG,['GK'],Aston Villa,31,1992,35.5,1387,1117,263,91,0,2,0,0,0,0,0,0,1091,7,0,2024-2025
335,Lisandro Martínez,ARG,['DF'],Manchester Utd,26,1998,19.5,1342,1285,54,15,5,3,9,16,0,0,0,0,1200,3,7,2024-2025
336,Pape Matar Sarr,SEN,['MF'],Tottenham,21,2002,21.3,1029,999,26,9,1,3,14,12,0,0,0,0,889,4,20,2024-2025
337,Jean-Philippe Mateta,FRA,['FW'],Crystal Palace,27,1997,29.4,447,438,8,0,7,0,26,0,0,0,0,0,291,1,17,2024-2025
338,Stephy Mavididi,ENG,['FW'],Leicester City,26,1998,17.9,613,588,20,2,6,0,69,11,7,4,2,0,460,5,24,2024-2025
339,Konstantinos Mavropanos,GRE,['DF'],West Ham,26,1997,22.7,1265,1203,58,39,1,24,2,15,0,0,0,0,1092,4,10,2024-2025
340,Noussair Mazraoui,MAR,['DF'],Manchester Utd,26,1997,31.5,1781,1578,202,24,7,6,23,168,0,0,0,0,1526,1,35,2024-2025
341,Bryan Mbeumo,CMR,['FW'],Brentford,24,1999,37.9,1319,1162,149,40,13,9,202,17,87,70,2,0,872,8,50,2024-2025
342,James Mcatee,ENG,"['MF', 'FW']",Manchester City,21,2002,3.9,125,122,3,1,1,0,8,0,1,1,0,0,100,0,4,2024-2025
343,Kasey McAteer,IRL,['FW'],Leicester City,22,2001,9.5,252,241,7,0,0,0,21,7,0,0,0,0,183,4,13,2024-2025
344,Alex McCarthy,ENG,['GK'],Southampton,34,1989,5.0,156,126,29,6,0,1,0,0,0,0,0,0,117,1,1,2024-2025
345,John McGinn,SCO,"['MF', 'FW']",Aston Villa,29,1994,24.7,854,792,61,27,9,2,60,4,22,11,5,0,699,1,17,2024-2025
346,Dwight McNeil,ENG,"['MF', 'FW']",Everton,24,1999,15.2,619,516,99,32,8,5,105,5,45,32,5,4,461,4,16,2024-2025
347,Scott McTominay,SCO,['MF'],Manchester Utd,27,1996,0.2,10,8,2,0,0,0,0,1,0,0,0,0,10,0,0,2024-2025
348,Ben Mee,ENG,['DF'],Brentford,34,1989,2.0,120,108,12,5,0,1,0,4,0,0,0,0,93,0,1,2024-2025
349,Jayden Meghoma,ENG,['DF'],Brentford,18,2006,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,2024-2025
350,Mikel Merino,ESP,"['MF', 'FW']",Arsenal,28,1996,17.6,577,567,5,4,5,1,13,1,0,0,0,0,451,5,12,2024-2025
351,Shumaira Mheuka,ENG,['MF'],Chelsea,16,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025
352,Nikola Milenković,SRB,['DF'],Nott'ham Forest,26,1997,37.0,1033,994,32,32,0,3,0,0,0,0,0,0,850,7,3,2024-2025
353,Lewis Miley,ENG,['MF'],Newcastle Utd,18,2006,3.5,191,189,1,1,1,0,0,0,0,0,0,0,168,1,4,2024-2025
354,James Milner,ENG,['MF'],Brighton,38,1986,1.9,74,63,11,4,2,0,8,0,6,2,3,0,55,0,1,2024-2025
355,Tyrone Mings,ENG,['DF'],Aston Villa,31,1993,12.4,676,630,46,20,0,3,1,0,0,0,0,0,596,0,7,2024-2025
356,Yankuba Minteh,GAM,"['FW', 'MF']",Brighton,20,2004,20.4,557,510,45,9,4,4,91,20,16,7,6,0,348,2,36,2024-2025
357,Tyrick Mitchell,ENG,['DF'],Crystal Palace,24,1999,34.4,1355,1122,228,8,0,2,105,220,0,0,0,0,976,5,61,2024-2025
358,Kaoru Mitoma,JPN,"['FW', 'MF']",Brighton,27,1997,28.9,988,965,19,0,9,1,75,19,0,0,0,0,749,4,39,2024-2025
359,Jakub Moder,POL,['MF'],Brighton,25,1999,0.1,22,22,0,0,0,0,1,0,0,0,0,0,18,0,0,2024-2025
360,Jeremy Monga,ENG,"['FW', 'MF']",Leicester City,15,2009,1.2,29,28,1,1,0,0,4,0,0,0,0,0,18,0,5,2024-2025
361,Mikey Moore,ENG,['FW'],Tottenham,16,2007,4.1,96,88,8,0,0,0,16,2,6,3,0,0,67,0,5,2024-2025
362,Morato,BRA,['DF'],Nott'ham Forest,23,2001,10.1,309,290,17,11,1,0,0,3,0,0,0,0,238,2,11,2024-2025
363,Álex Moreno,ESP,"['DF', 'MF']",Nott'ham Forest,31,1993,10.6,428,338,86,1,3,1,19,85,0,0,0,0,308,4,10,2024-2025
364,Sam Morsy,EGY,['MF'],Ipswich Town,32,1991,30.6,1445,1388,50,49,2,5,15,0,0,0,0,0,1249,7,22,2024-2025
365,Yerson Mosquera,COL,['DF'],Wolves,23,2001,4.9,240,230,9,4,0,1,2,0,0,0,0,0,205,1,3,2024-2025
366,Mason Mount,ENG,['MF'],Manchester Utd,25,1999,6.9,253,238,15,8,2,2,13,3,4,3,1,0,207,0,8,2024-2025
367,Divin Mubama,ENG,['FW'],Manchester City,19,2004,0.3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,2024-2025
368,Mykhailo Mudryk,UKR,['FW'],Chelsea,23,2001,1.7,42,40,2,0,1,0,7,0,2,0,0,0,28,0,1,2024-2025
369,Marshall Munetsi,ZIM,"['MF', 'FW']",Wolves,28,1996,12.0,212,205,7,0,1,0,10,1,0,0,0,0,152,0,5,2024-2025
370,Rodrigo Muniz,BRA,['FW'],Fulham,23,2001,10.7,142,135,6,1,3,2,1,0,0,0,0,0,92,1,4,2024-2025
371,Daniel Muñoz,COL,['DF'],Crystal Palace,28,1996,35.9,1492,1182,304,27,2,2,74,275,2,0,0,0,1129,6,39,2024-2025
372,Arijanet Muric,KVX,['GK'],Ipswich Town,25,1998,18.0,633,485,143,49,0,3,0,0,0,0,0,0,454,5,0,2024-2025
373,Murillo,BRA,['DF'],Nott'ham Forest,22,2002,35.4,1450,1271,166,113,8,22,14,3,0,0,0,0,1138,13,6,2024-2025
374,Jacob Murphy,ENG,['FW'],Newcastle Utd,29,1995,26.2,1004,943,53,5,5,6,120,32,16,1,0,0,688,8,51,2024-2025
375,Vitaliy Mykolenko,UKR,['DF'],Everton,25,1999,34.2,1322,1060,259,13,2,3,101,246,0,0,0,0,986,3,23,2024-2025
376,Iliman Ndiaye,SEN,['FW'],Everton,24,2000,27.0,736,709,25,5,2,2,38,5,10,4,0,2,602,2,22,2024-2025
