player_name,player_age,player_nationality,player_position,market_value,from_club,to_club,transfer_fee,transfer_season
Jorge Miramón,35,['Spain'],RB,€1.00m,CD Leganés,AEK Larnaca,free transfer,24/25
Luis Perea,26,['Spain'],DM,€600k,CD Leganés,Racing Ferrol,free transfer,24/25
Sergio Navarro,23,['Spain'],RW,€150k,CD Leganés,AD Alcorcón,free transfer,24/25
Dani Jiménez,34,['Spain'],GK,€300k,CD Leganés,SD Huesca,free transfer,24/25
Iker Undabarrena,29,['Spain'],CM,€700k,CD Leganés,Johor Darul Ta'zim,free transfer,24/25
Francisco Portillo,34,['Spain'],RW,€700k,CD Leganés,Without Club,-,24/25
Javi Avilés,27,['Spain'],RW,€250k,CD Leganés,Without Club,-,24/25
Allan Nyom,36,"['Cameroon', 'France']",RB,€500k,CD Leganés,Without Club,-,24/25
Álvaro Tejero,27,['Spain'],RB,€2.00m,SD Eibar,RCD Espanyol Barcelona,free transfer,24/25
Pablo Ramón,23,['Spain'],CB,€200k,Real Madrid Castilla,RCD Espanyol Barcelona,free transfer,24/25
Max Svensson,22,"['Spain', 'Sweden']",CF,€400k,RCD Espanyol Barcelona,Casa Pia AC,€50k,24/25
Nico Melamed,23,"['Spain', 'Argentina']",AM,€4.00m,RCD Espanyol Barcelona,UD Almería,free transfer,24/25
Martin Braithwaite,33,"['Denmark', 'Guyana']",CF,€3.20m,RCD Espanyol Barcelona,Grêmio Foot-Ball Porto Alegrense,free transfer,24/25
Keidi Bare,26,['Albania'],CM,€3.00m,RCD Espanyol Barcelona,Real Zaragoza,free transfer,24/25
Óscar Gil,26,['Spain'],RB,€800k,RCD Espanyol Barcelona,Oud-Heverlee Leuven,free transfer,24/25
José Carlos Lazo,28,['Spain'],LW,€1.50m,RCD Espanyol Barcelona,Albacete Balompié,free transfer,24/25
Víctor Ruiz,35,['Spain'],CB,€500k,RCD Espanyol Barcelona,Retired,-,24/25
Salvi Sánchez,33,['Spain'],RW,€900k,RCD Espanyol Barcelona,Without Club,-,24/25
